Syndicate_Number,Year_of_Account,Development_Year,LOB_Code,Currency,Earned_Premium,Incurred_Loss,Incurred_Loss_Ratio,Paid_Loss,Outstanding_Reserve,Calendar_Year,As_At_Date
623,2020,4,A2,GBP,6561227,3308989,0.5043,2577578,1017510,2024,2024-12-31
623,2020,0,D1,GBP,23484008,4106562,0.1749,3650694,1175598,2020,2020-12-31
623,2020,1,D1,GBP,23484008,7481353,0.3186,3924807,2807773,2021,2021-12-31
623,2020,2,D1,GBP,23484008,7177444,0.3056,5560588,882892,2022,2022-12-31
623,2020,3,D1,GBP,23484008,12562324,0.5349,7481201,5861509,2023,2023-12-31
623,2020,4,D1,GBP,23484008,11671807,0.497,9407693,2824873,2024,2024-12-31
623,2020,0,D2,GBP,40313525,6826240,0.1693,4273427,2618212,2020,2020-12-31
623,2020,1,D2,GBP,40313525,10860705,0.2694,6394256,1700421,2021,2021-12-31
623,2020,2,D2,GBP,40313525,12711916,0.3153,6836849,4321315,2022,2022-12-31
623,2020,3,D2,GBP,40313525,19095091,0.4737,15056492,7923493,2023,2023-12-31
623,2020,4,D2,GBP,40313525,23078889,0.5725,17137981,4141450,2024,2024-12-31
623,2020,0,E1,GBP,44816877,7029814,0.1569,5423594,2088082,2020,2020-12-31
623,2020,1,E1,GBP,44816877,10762976,0.2402,8154152,5379092,2021,2021-12-31
623,2020,2,E1,GBP,44816877,13708661,0.3059,9084164,1561457,2022,2022-12-31
623,2020,3,E1,GBP,44816877,17452033,0.3894,9311464,6981109,2023,2023-12-31
623,2020,4,E1,GBP,44816877,27844929,0.6213,19454320,13495891,2024,2024-12-31
623,2021,0,A1,GBP,31128210,4891738,0.1571,4325744,2168758,2021,2021-12-31
623,2021,1,A1,GBP,31128210,9731542,0.3126,7669568,3014730,2022,2022-12-31
623,2021,2,A1,GBP,31128210,9377600,0.3013,8107913,1720615,2023,2023-12-31
623,2021,3,A1,GBP,31128210,11828151,0.38,9749647,3955760,2024,2024-12-31
623,2021,0,A2,GBP,27453852,5721313,0.2084,3117004,864849,2021,2021-12-31
623,2021,1,A2,GBP,27453852,8021593,0.2922,6976624,1586304,2022,2022-12-31
623,2021,2,A2,GBP,27453852,9789869,0.3566,6744330,3731266,2023,2023-12-31
623,2021,3,A2,GBP,27453852,11653579,0.4245,7149000,5728907,2024,2024-12-31
623,2021,0,D1,GBP,13032994,2893684,0.222,2497754,1350392,2021,2021-12-31
623,2021,1,D1,GBP,13032994,4226034,0.3243,3262702,1084842,2022,2022-12-31
623,2021,2,D1,GBP,13032994,5101913,0.3915,3256637,2318072,2023,2023-12-31
623,2021,3,D1,GBP,13032994,5073708,0.3893,3762035,2148235,2024,2024-12-31
623,2021,0,D2,GBP,40296673,7976590,0.1979,5823000,1144979,2021,2021-12-31
623,2021,1,D2,GBP,40296673,10391600,0.2579,6157436,3241715,2022,2022-12-31
623,2021,2,D2,GBP,40296673,14161965,0.3514,7230397,2205265,2023,2023-12-31
623,2021,3,D2,GBP,40296673,22643704,0.5619,13085397,9645732,2024,2024-12-31
623,2021,0,E1,GBP,15581598,3437612,0.2206,2552864,1039331,2021,2021-12-31
623,2021,1,E1,GBP,15581598,3634702,0.2333,2473475,850798,2022,2022-12-31
623,2021,2,E1,GBP,15581598,5652074,0.3627,3034541,2676320,2023,2023-12-31
623,2021,3,E1,GBP,15581598,7874794,0.5054,6637749,1713392,2024,2024-12-31
623,2022,0,A1,GBP,39875150,7584567,0.1902,6646106,888466,2022,2022-12-31
623,2022,1,A1,GBP,39875150,10617518,0.2663,5399025,4425518,2023,2023-12-31
623,2022,2,A1,GBP,39875150,13383986,0.3356,11700774,3633321,2024,2024-12-31
623,2022,0,A2,GBP,8111059,1532588,0.189,825136,610793,2022,2022-12-31
623,2022,1,A2,GBP,8111059,2214181,0.273,1856844,1052927,2023,2023-12-31
623,2022,2,A2,GBP,8111059,3581658,0.4416,3044164,437517,2024,2024-12-31
623,2022,0,D1,GBP,18635327,3300300,0.1771,2175333,1131907,2022,2022-12-31
623,2022,1,D1,GBP,18635327,5908225,0.317,4756679,1503723,2023,2023-12-31
623,2022,2,D1,GBP,18635327,7505121,0.4027,3970747,3573365,2024,2024-12-31
623,2022,0,D2,GBP,19284353,3037207,0.1575,1731825,569299,2022,2022-12-31
623,2022,1,D2,GBP,19284353,6286082,0.326,4037664,2683899,2023,2023-12-31
623,2022,2,D2,GBP,19284353,7257885,0.3764,4161392,2386513,2024,2024-12-31
623,2022,0,E1,GBP,37573711,7401208,0.197,5137238,2999123,2022,2022-12-31
623,2022,1,E1,GBP,37573711,11176938,0.2975,6225982,2060395,2023,2023-12-31
623,2022,2,E1,GBP,37573711,14228180,0.3787,8615351,5689356,2024,2024-12-31
623,2023,0,A1,GBP,7707295,1223048,0.1587,760249,393591,2023,2023-12-31
623,2023,1,A1,GBP,7707295,2422431,0.3143,2165795,998277,2024,2024-12-31
623,2023,0,A2,GBP,27992119,4825365,0.1724,3333143,1770150,2023,2023-12-31
623,2023,1,A2,GBP,27992119,8031146,0.2869,6886627,1241599,2024,2024-12-31
623,2023,0,D1,GBP,8095099,1342953,0.1659,1018031,464397,2023,2023-12-31
623,2023,1,D1,GBP,8095099,1934448,0.239,1046516,480178,2024,2024-12-31
623,2023,0,D2,GBP,6211595,1213908,0.1954,630014,300195,2023,2023-12-31
623,2023,1,D2,GBP,6211595,1792057,0.2885,1403214,755019,2024,2024-12-31
623,2023,0,E1,GBP,24177325,4667591,0.1931,4079402,1801041,2023,2023-12-31
623,2023,1,E1,GBP,24177325,6672328,0.276,4017392,2821927,2024,2024-12-31
623,2024,0,A1,GBP,32035145,6622189,0.2067,5181628,2314522,2024,2024-12-31
623,2024,0,A2,GBP,47007629,8534486,0.1816,6399102,3612033,2024,2024-12-31
623,2024,0,D1,GBP,49075169,8452259,0.1722,6094750,2889523,2024,2024-12-31
623,2024,0,D2,GBP,45286168,9326750,0.206,7184987,3772052,2024,2024-12-31
623,2024,0,E1,GBP,35615215,5581762,0.1567,3956827,882322,2024,2024-12-31
4242,2018,0,A1,GBP,29573956,5720962,0.1934,4317671,1873640,2018,2018-12-31
4242,2018,1,A1,GBP,29573956,7142992,0.2415,5186783,1555479,2019,2019-12-31
4242,2018,2,A1,GBP,29573956,12298179,0.4158,10514148,4031252,2020,2020-12-31
4242,2018,3,A1,GBP,29573956,15483621,0.5236,13048571,7452505,2021,2021-12-31
4242,2018,4,A1,GBP,29573956,19234055,0.6504,10450668,8379788,2022,2022-12-31
4242,2018,5,A1,GBP,29573956,20754095,0.7018,12228544,8555071,2023,2023-12-31
4242,2018,0,A2,GBP,33848395,6103404,0.1803,4418495,2899187,2018,2018-12-31
4242,2018,1,A2,GBP,33848395,9168841,0.2709,7150513,4547828,2019,2019-12-31
4242,2018,2,A2,GBP,33848395,12555948,0.3709,8276849,1846812,2020,2020-12-31
4242,2018,3,A2,GBP,33848395,17540608,0.5182,15592495,1968198,2021,2021-12-31
4242,2018,4,A2,GBP,33848395,18597919,0.5494,14872953,4162227,2022,2022-12-31
4242,2018,5,A2,GBP,33848395,24904223,0.7358,19668371,7670438,2023,2023-12-31
4242,2018,0,D1,GBP,19790615,3452143,0.1744,2640949,1598839,2018,2018-12-31
4242,2018,1,D1,GBP,19790615,5900499,0.2981,5070940,1817845,2019,2019-12-31
4242,2018,2,D1,GBP,19790615,7888319,0.3986,5714781,844047,2020,2020-12-31
4242,2018,3,D1,GBP,19790615,10459734,0.5285,6421027,1058827,2021,2021-12-31
4242,2018,4,D1,GBP,19790615,10440611,0.5276,6922008,3815345,2022,2022-12-31
4242,2018,5,D1,GBP,19790615,14751914,0.7454,12699913,4816605,2023,2023-12-31
4242,2018,0,D2,GBP,34135193,5994156,0.1756,4313999,2634963,2018,2018-12-31
4242,2018,1,D2,GBP,34135193,8245859,0.2416,6070641,2007774,2019,2019-12-31
4242,2018,2,D2,GBP,34135193,13704704,0.4015,9232286,2828862,2020,2020-12-31
4242,2018,3,D2,GBP,34135193,17816016,0.5219,11633387,4477493,2021,2021-12-31
4242,2018,4,D2,GBP,34135193,18486190,0.5416,9781443,7980227,2022,2022-12-31
4242,2018,5,D2,GBP,34135193,17195032,0.5037,11912230,4649218,2023,2023-12-31
4242,2018,0,E1,GBP,14778939,3066435,0.2075,2523347,691413,2018,2018-12-31
4242,2018,1,E1,GBP,14778939,3885322,0.2629,3378405,575316,2019,2019-12-31
4242,2018,2,E1,GBP,14778939,6303160,0.4265,5111153,1635469,2020,2020-12-31
4242,2018,3,E1,GBP,14778939,5954855,0.4029,4377083,2437071,2021,2021-12-31
4242,2018,4,E1,GBP,14778939,9476208,0.6412,5768741,4355242,2022,2022-12-31
4242,2018,5,E1,GBP,14778939,10547126,0.7137,8785882,1747639,2023,2023-12-31
4242,2019,0,A1,GBP,20014580,3003655,0.1501,2304063,917795,2019,2019-12-31
4242,2019,1,A1,GBP,20014580,5855148,0.2925,5052615,1497246,2020,2020-12-31
4242,2019,2,A1,GBP,20014580,9001888,0.4498,4921454,4427670,2021,2021-12-31
4242,2019,3,A1,GBP,20014580,8958478,0.4476,5203294,1186869,2022,2022-12-31
4242,2019,4,A1,GBP,20014580,9877193,0.4935,7356098,4241505,2023,2023-12-31
4242,2019,5,A1,GBP,20014580,14126914,0.7058,7207468,6754606,2024,2024-12-31
4242,2019,0,A2,GBP,30178671,5721451,0.1896,4261491,1211224,2019,2019-12-31
4242,2019,1,A2,GBP,30178671,7785082,0.258,5781306,3449840,2020,2020-12-31
4242,2019,2,A2,GBP,30178671,10508482,0.3482,7158953,4302821,2021,2021-12-31
4242,2019,3,A2,GBP,30178671,16199713,0.5368,11481110,7269398,2022,2022-12-31
4242,2019,4,A2,GBP,30178671,20027179,0.6636,15157155,7025355,2023,2023-12-31
4242,2019,5,A2,GBP,30178671,15468826,0.5126,10013658,5491451,2024,2024-12-31
4242,2019,0,D1,GBP,23127547,3498303,0.1513,2442191,969302,2019,2019-12-31
4242,2019,1,D1,GBP,23127547,5936121,0.2567,3353462,2289717,2020,2020-12-31
4242,2019,2,D1,GBP,23127547,8495991,0.3674,4722855,2219897,2021,2021-12-31
4242,2019,3,D1,GBP,23127547,12415227,0.5368,9541814,4202862,2022,2022-12-31
4242,2019,4,D1,GBP,23127547,12200332,0.5275,8810906,1669344,2023,2023-12-31
4242,2019,5,D1,GBP,23127547,16608171,0.7181,13120376,7148196,2024,2024-12-31
4242,2019,0,D2,GBP,30801558,6752679,0.2192,6028744,2202511,2019,2019-12-31
4242,2019,1,D2,GBP,30801558,10161575,0.3299,5352280,4177382,2020,2020-12-31
4242,2019,2,D2,GBP,30801558,9345508,0.3034,8173859,3456463,2021,2021-12-31
4242,2019,3,D2,GBP,30801558,13068325,0.4243,11606224,2344139,2022,2022-12-31
4242,2019,4,D2,GBP,30801558,17006154,0.5521,9109767,2603068,2023,2023-12-31
4242,2019,5,D2,GBP,30801558,22572818,0.7328,14517743,10659887,2024,2024-12-31
4242,2019,0,E1,GBP,18597502,3270474,0.1759,2892425,469264,2019,2019-12-31
4242,2019,1,E1,GBP,18597502,5324039,0.2863,2830580,555065,2020,2020-12-31
4242,2019,2,E1,GBP,18597502,7949164,0.4274,6833463,1317249,2021,2021-12-31
4242,2019,3,E1,GBP,18597502,7328542,0.3941,5431701,734215,2022,2022-12-31
4242,2019,4,E1,GBP,18597502,8840127,0.4753,7073295,1725497,2023,2023-12-31
4242,2019,5,E1,GBP,18597502,11685249,0.6283,8972555,1787171,2024,2024-12-31
4242,2020,0,A1,GBP,38269090,7307806,0.191,6508136,1829819,2020,2020-12-31
4242,2020,1,A1,GBP,38269090,9430214,0.2464,6403075,4305460,2021,2021-12-31
4242,2020,2,A1,GBP,38269090,14610308,0.3818,9099874,4923995,2022,2022-12-31
4242,2020,3,A1,GBP,38269090,19560192,0.5111,11099967,6484645,2023,2023-12-31
4242,2020,4,A1,GBP,38269090,17632550,0.4608,14910950,3836959,2024,2024-12-31
4242,2020,0,A2,GBP,7885765,1758374,0.223,945664,369534,2020,2020-12-31
4242,2020,1,A2,GBP,7885765,2656946,0.3369,1579828,483447,2021,2021-12-31
4242,2020,2,A2,GBP,7885765,2661594,0.3375,1438980,766962,2022,2022-12-31
4242,2020,3,A2,GBP,7885765,3117266,0.3953,1735410,889299,2023,2023-12-31
4242,2020,4,A2,GBP,7885765,4951951,0.628,3797703,832558,2024,2024-12-31
4242,2020,0,D1,GBP,17525757,2727680,0.1556,2273748,970031,2020,2020-12-31
4242,2020,1,D1,GBP,17525757,5674759,0.3238,4867277,1904433,2021,2021-12-31
4242,2020,2,D1,GBP,17525757,7432645,0.4241,4020579,1318210,2022,2022-12-31
4242,2020,3,D1,GBP,17525757,8279029,0.4724,7363959,1396240,2023,2023-12-31
4242,2020,4,D1,GBP,17525757,10040123,0.5729,7970042,2977120,2024,2024-12-31
4242,2020,0,D2,GBP,45701129,8356214,0.1828,6711304,3732164,2020,2020-12-31
4242,2020,1,D2,GBP,45701129,11473644,0.2511,9511853,2262737,2021,2021-12-31
4242,2020,2,D2,GBP,45701129,14498583,0.3172,10237741,4601918,2022,2022-12-31
4242,2020,3,D2,GBP,45701129,25671881,0.5617,17029957,6042865,2023,2023-12-31
4242,2020,4,D2,GBP,45701129,26451617,0.5788,17983325,10461989,2024,2024-12-31
4242,2020,0,E1,GBP,38072998,7954232,0.2089,5849897,3083642,2020,2020-12-31
4242,2020,1,E1,GBP,38072998,10402591,0.2732,8033901,5178275,2021,2021-12-31
4242,2020,2,E1,GBP,38072998,14012236,0.368,10930169,3658086,2022,2022-12-31
4242,2020,3,E1,GBP,38072998,20974850,0.5509,12467030,5496121,2023,2023-12-31
4242,2020,4,E1,GBP,38072998,23813682,0.6255,13302743,9929391,2024,2024-12-31
4242,2021,0,A1,GBP,29500527,6116645,0.2073,3978551,963076,2021,2021-12-31
4242,2021,1,A1,GBP,29500527,8824416,0.2991,5015587,1672785,2022,2022-12-31
4242,2021,2,A1,GBP,29500527,10395855,0.3524,8000163,1397989,2023,2023-12-31
4242,2021,3,A1,GBP,29500527,13238491,0.4488,11244513,3262178,2024,2024-12-31
4242,2021,0,A2,GBP,27484893,5233964,0.1904,3553405,743015,2021,2021-12-31
4242,2021,1,A2,GBP,27484893,7003211,0.2548,5096745,2752232,2022,2022-12-31
4242,2021,2,A2,GBP,27484893,10400987,0.3784,8404372,1764900,2023,2023-12-31
4242,2021,3,A2,GBP,27484893,15365955,0.5591,8535751,5026923,2024,2024-12-31
4242,2021,0,D1,GBP,35650344,7366153,0.2066,6496626,2379345,2021,2021-12-31
4242,2021,1,D1,GBP,35650344,10164062,0.2851,7854226,1972719,2022,2022-12-31
4242,2021,2,D1,GBP,35650344,14028964,0.3935,10055162,5798728,2023,2023-12-31
4242,2021,3,D1,GBP,35650344,19171491,0.5378,16894584,2890095,2024,2024-12-31
4242,2021,0,D2,GBP,7535918,1611295,0.2138,1320221,774323,2021,2021-12-31
4242,2021,1,D2,GBP,7535918,2282077,0.3028,1350806,996595,2022,2022-12-31
4242,2021,2,D2,GBP,7535918,2750403,0.365,2166425,1063582,2023,2023-12-31
4242,2021,3,D2,GBP,7535918,3180305,0.422,2822922,1142837,2024,2024-12-31
4242,2021,0,E1,GBP,25007653,5406325,0.2162,3433494,2131010,2021,2021-12-31
4242,2021,1,E1,GBP,25007653,7067741,0.2826,5313572,2536670,2022,2022-12-31
4242,2021,2,E1,GBP,25007653,8565993,0.3425,5831260,2726358,2023,2023-12-31
4242,2021,3,E1,GBP,25007653,11524864,0.4609,9497683,5360992,2024,2024-12-31
4242,2022,0,A1,GBP,48945090,8962111,0.1831,5760622,1538049,2022,2022-12-31
4242,2022,1,A1,GBP,48945090,15941883,0.3257,10532185,4084286,2023,2023-12-31
4242,2022,2,A1,GBP,48945090,16122430,0.3294,13021166,5847455,2024,2024-12-31
4242,2022,0,A2,GBP,6759452,1487368,0.22,1012603,375083,2022,2022-12-31
4242,2022,1,A2,GBP,6759452,1580184,0.2338,1178200,612737,2023,2023-12-31
4242,2022,2,A2,GBP,6759452,2700764,0.3996,1848841,929529,2024,2024-12-31
4242,2022,0,D1,GBP,38049181,6804547,0.1788,3810320,2377893,2022,2022-12-31
4242,2022,1,D1,GBP,38049181,12479115,0.328,8764359,4834607,2023,2023-12-31
4242,2022,2,D1,GBP,38049181,12293207,0.3231,10248050,2803422,2024,2024-12-31
4242,2022,0,D2,GBP,43708679,7199322,0.1647,6462664,829880,2022,2022-12-31
4242,2022,1,D2,GBP,43708679,12997732,0.2974,8153497,4026108,2023,2023-12-31
4242,2022,2,D2,GBP,43708679,15725904,0.3598,9034451,5505325,2024,2024-12-31
4242,2022,0,E1,GBP,20937122,3719502,0.1777,2894518,1685708,2022,2022-12-31
4242,2022,1,E1,GBP,20937122,6273842,0.2997,5314665,2523507,2023,2023-12-31
4242,2022,2,E1,GBP,20937122,7506443,0.3585,5938162,1747130,2024,2024-12-31
4242,2023,0,A1,GBP,35644286,6868280,0.1927,3518301,1029762,2023,2023-12-31
4242,2023,1,A1,GBP,35644286,9141143,0.2565,6551530,3760224,2024,2024-12-31
4242,2023,0,A2,GBP,27993609,5988844,0.2139,3637198,1036204,2023,2023-12-31
4242,2023,1,A2,GBP,27993609,7947477,0.2839,5438254,2047483,2024,2024-12-31
4242,2023,0,D1,GBP,14419008,2544615,0.1765,2102082,553875,2023,2023-12-31
4242,2023,1,D1,GBP,14419008,4279689,0.2968,3225086,655815,2024,2024-12-31
4242,2023,0,D2,GBP,40749100,8371985,0.2055,7021560,3481188,2023,2023-12-31
4242,2023,1,D2,GBP,40749100,12974908,0.3184,7640649,6179197,2024,2024-12-31
4242,2023,0,E1,GBP,41653659,9248595,0.222,8041731,4382118,2023,2023-12-31
4242,2023,1,E1,GBP,41653659,10966197,0.2633,6204330,1445813,2024,2024-12-31
4242,2024,0,A1,GBP,27003699,4428475,0.164,3563147,1722536,2024,2024-12-31
4242,2024,0,A2,GBP,37433904,6114543,0.1633,5368628,1563064,2024,2024-12-31
4242,2024,0,D1,GBP,43617371,7104802,0.1629,6241042,1340397,2024,2024-12-31
4242,2024,0,D2,GBP,19916316,3500280,0.1757,2601320,1311117,2024,2024-12-31
4242,2024,0,E1,GBP,11859916,1977836,0.1668,1773271,596896,2024,2024-12-31
5000,2018,0,A1,GBP,42576502,8655638,0.2033,5606192,954402,2018,2018-12-31
5000,2018,1,A1,GBP,42576502,12673102,0.2977,8967157,6114817,2019,2019-12-31
5000,2018,2,A1,GBP,42576502,18837401,0.4424,13628369,2001529,2020,2020-12-31
5000,2018,3,A1,GBP,42576502,18524302,0.4351,12876378,6891804,2021,2021-12-31
5000,2018,4,A1,GBP,42576502,27061366,0.6356,15957618,4807825,2022,2022-12-31
5000,2018,5,A1,GBP,42576502,27974121,0.657,15329569,10355199,2023,2023-12-31
5000,2018,0,A2,GBP,39380555,8341772,0.2118,4419502,3611643,2018,2018-12-31
5000,2018,1,A2,GBP,39380555,12909400,0.3278,9547797,2142004,2019,2019-12-31
5000,2018,2,A2,GBP,39380555,12990549,0.3299,10823852,3032592,2020,2020-12-31
5000,2018,3,A2,GBP,39380555,16510430,0.4193,13495305,2219068,2021,2021-12-31
5000,2018,4,A2,GBP,39380555,20948499,0.532,13780180,2833973,2022,2022-12-31
5000,2018,5,A2,GBP,39380555,22581302,0.5734,12261851,9733438,2023,2023-12-31
5000,2018,0,D1,GBP,18575934,2935771,0.158,2323877,723503,2018,2018-12-31
5000,2018,1,D1,GBP,18575934,6031348,0.3247,4988018,1751155,2019,2019-12-31
5000,2018,2,D1,GBP,18575934,7929719,0.4269,5628593,1548353,2020,2020-12-31
5000,2018,3,D1,GBP,18575934,8450599,0.4549,7103774,999848,2021,2021-12-31
5000,2018,4,D1,GBP,18575934,12370737,0.666,7500399,5426325,2022,2022-12-31
5000,2018,5,D1,GBP,18575934,12525408,0.6743,9485802,1799173,2023,2023-12-31
5000,2018,0,D2,GBP,10847667,1655781,0.1526,1062256,468011,2018,2018-12-31
5000,2018,1,D2,GBP,10847667,3192125,0.2943,2806484,475005,2019,2019-12-31
5000,2018,2,D2,GBP,10847667,4217141,0.3888,2906264,523165,2020,2020-12-31
5000,2018,3,D2,GBP,10847667,5557738,0.5123,3071504,1618444,2021,2021-12-31
5000,2018,4,D2,GBP,10847667,5544551,0.5111,3060095,2427852,2022,2022-12-31
5000,2018,5,D2,GBP,10847667,6852425,0.6317,5773725,1639966,2023,2023-12-31
5000,2018,0,E1,GBP,15924619,3451882,0.2168,3017185,1114828,2018,2018-12-31
5000,2018,1,E1,GBP,15924619,5218504,0.3277,4228781,1390382,2019,2019-12-31
5000,2018,2,E1,GBP,15924619,7059891,0.4433,5969941,2353957,2020,2020-12-31
5000,2018,3,E1,GBP,15924619,7212397,0.4529,5782294,2275986,2021,2021-12-31
5000,2018,4,E1,GBP,15924619,8167674,0.5129,6901987,1268338,2022,2022-12-31
5000,2018,5,E1,GBP,15924619,10773409,0.6765,7585377,5314108,2023,2023-12-31
5000,2019,0,A1,GBP,49916953,8534352,0.171,6425248,3355324,2019,2019-12-31
5000,2019,1,A1,GBP,49916953,13600923,0.2725,8779176,6075769,2020,2020-12-31
5000,2019,2,A1,GBP,49916953,20872333,0.4181,17462431,4491998,2021,2021-12-31
5000,2019,3,A1,GBP,49916953,23417582,0.4691,14561443,8096699,2022,2022-12-31
5000,2019,4,A1,GBP,49916953,23795311,0.4767,12687449,8977306,2023,2023-12-31
5000,2019,5,A1,GBP,49916953,37255344,0.7463,19006122,17622888,2024,2024-12-31
5000,2019,0,A2,GBP,5419937,1171718,0.2162,605953,492881,2019,2019-12-31
5000,2019,1,A2,GBP,5419937,1446617,0.2669,856150,519242,2020,2020-12-31
5000,2019,2,A2,GBP,5419937,1814667,0.3348,1603048,276648,2021,2021-12-31
5000,2019,3,A2,GBP,5419937,2924095,0.5395,2494936,1259789,2022,2022-12-31
5000,2019,4,A2,GBP,5419937,3413721,0.6298,2892766,435922,2023,2023-12-31
5000,2019,5,A2,GBP,5419937,2717515,0.5014,1728263,308480,2024,2024-12-31
5000,2019,0,D1,GBP,18696333,3692644,0.1975,2475080,1459562,2019,2019-12-31
5000,2019,1,D1,GBP,18696333,5641140,0.3017,3461199,1205766,2020,2020-12-31
5000,2019,2,D1,GBP,18696333,7066678,0.378,5277136,1797270,2021,2021-12-31
5000,2019,3,D1,GBP,18696333,9184441,0.4912,7225353,1447733,2022,2022-12-31
5000,2019,4,D1,GBP,18696333,12464778,0.6667,9674465,5916547,2023,2023-12-31
5000,2019,5,D1,GBP,18696333,11325641,0.6058,9734926,4706155,2024,2024-12-31
5000,2019,0,D2,GBP,24640629,4884657,0.1982,2734830,500902,2019,2019-12-31
5000,2019,1,D2,GBP,24640629,6559534,0.2662,4631854,2594291,2020,2020-12-31
5000,2019,2,D2,GBP,24640629,8012056,0.3252,5188076,1471496,2021,2021-12-31
5000,2019,3,D2,GBP,24640629,13669504,0.5548,9709873,5770634,2022,2022-12-31
5000,2019,4,D2,GBP,24640629,12046720,0.4889,8641665,5138436,2023,2023-12-31
5000,2019,5,D2,GBP,24640629,16860634,0.6843,9714582,2110382,2024,2024-12-31
5000,2019,0,E1,GBP,18433925,3603711,0.1955,3068435,1290341,2019,2019-12-31
5000,2019,1,E1,GBP,18433925,5447733,0.2955,4083768,673306,2020,2020-12-31
5000,2019,2,E1,GBP,18433925,7571632,0.4107,6467633,2330822,2021,2021-12-31
5000,2019,3,E1,GBP,18433925,8348383,0.4529,5808931,1515922,2022,2022-12-31
5000,2019,4,E1,GBP,18433925,10587853,0.5744,6755080,3314053,2023,2023-12-31
5000,2019,5,E1,GBP,18433925,12751368,0.6917,8436434,4876973,2024,2024-12-31
5000,2020,0,A1,GBP,49637951,9143412,0.1842,7449770,4205426,2020,2020-12-31
5000,2020,1,A1,GBP,49637951,13849432,0.279,8702145,5522192,2021,2021-12-31
5000,2020,2,A1,GBP,49637951,17595567,0.3545,13215921,5164885,2022,2022-12-31
5000,2020,3,A1,GBP,49637951,22140787,0.446,18711070,10557946,2023,2023-12-31
5000,2020,4,A1,GBP,49637951,25971702,0.5232,19412408,7905039,2024,2024-12-31
5000,2020,0,A2,GBP,49948458,10271530,0.2056,6706950,3729296,2020,2020-12-31
5000,2020,1,A2,GBP,49948458,12593130,0.2521,6811623,1526773,2021,2021-12-31
5000,2020,2,A2,GBP,49948458,21495546,0.4304,16923779,10406858,2022,2022-12-31
5000,2020,3,A2,GBP,49948458,24775249,0.496,14127332,7008092,2023,2023-12-31
5000,2020,4,A2,GBP,49948458,24893832,0.4984,16857090,9630869,2024,2024-12-31
5000,2020,0,D1,GBP,19580737,4296691,0.2194,3274759,2090976,2020,2020-12-31
5000,2020,1,D1,GBP,19580737,6513096,0.3326,5669225,1500155,2021,2021-12-31
5000,2020,2,D1,GBP,19580737,6381001,0.3259,4662337,2084991,2022,2022-12-31
5000,2020,3,D1,GBP,19580737,9599979,0.4903,7645402,4345175,2023,2023-12-31
5000,2020,4,D1,GBP,19580737,13020249,0.665,10326646,5465395,2024,2024-12-31
5000,2020,0,D2,GBP,49107106,10510887,0.214,5572295,2325842,2020,2020-12-31
5000,2020,1,D2,GBP,49107106,14104928,0.2872,7864191,6469685,2021,2021-12-31
5000,2020,2,D2,GBP,49107106,17126858,0.3488,11054991,8317840,2022,2022-12-31
5000,2020,3,D2,GBP,49107106,25683185,0.523,21632422,8117566,2023,2023-12-31
5000,2020,4,D2,GBP,49107106,25636160,0.522,22454160,5299284,2024,2024-12-31
5000,2020,0,E1,GBP,13197787,2463799,0.1867,1867171,972821,2020,2020-12-31
5000,2020,1,E1,GBP,13197787,4279804,0.3243,2514583,1811627,2021,2021-12-31
5000,2020,2,E1,GBP,13197787,4533128,0.3435,3974462,1488758,2022,2022-12-31
5000,2020,3,E1,GBP,13197787,5595130,0.4239,3365798,2374043,2023,2023-12-31
5000,2020,4,E1,GBP,13197787,8240163,0.6244,6134678,3213761,2024,2024-12-31
5000,2021,0,A1,GBP,17110496,3712898,0.217,2752902,1630621,2021,2021-12-31
5000,2021,1,A1,GBP,17110496,4970682,0.2905,2490685,1632457,2022,2022-12-31
5000,2021,2,A1,GBP,17110496,6262805,0.366,3537456,1455750,2023,2023-12-31
5000,2021,3,A1,GBP,17110496,8555420,0.5,6316965,3455519,2024,2024-12-31
5000,2021,0,A2,GBP,38400142,7830071,0.2039,4586032,3000228,2021,2021-12-31
5000,2021,1,A2,GBP,38400142,12171646,0.317,6759038,5848407,2022,2022-12-31
5000,2021,2,A2,GBP,38400142,16967895,0.4419,12006108,2583656,2023,2023-12-31
5000,2021,3,A2,GBP,38400142,14602218,0.3803,11244996,7138061,2024,2024-12-31
5000,2021,0,D1,GBP,14040657,2941412,0.2095,1937957,1224316,2021,2021-12-31
5000,2021,1,D1,GBP,14040657,4522285,0.3221,3252390,765652,2022,2022-12-31
5000,2021,2,D1,GBP,14040657,6072664,0.4325,3680791,1953478,2023,2023-12-31
5000,2021,3,D1,GBP,14040657,6862142,0.4887,6010486,3114933,2024,2024-12-31
5000,2021,0,D2,GBP,39804267,7473631,0.1878,6318575,2057849,2021,2021-12-31
5000,2021,1,D2,GBP,39804267,12017095,0.3019,9341222,4672460,2022,2022-12-31
5000,2021,2,D2,GBP,39804267,17186578,0.4318,13181059,4175405,2023,2023-12-31
5000,2021,3,D2,GBP,39804267,16693878,0.4194,11919359,7841465,2024,2024-12-31
5000,2021,0,E1,GBP,7713734,1273920,0.1651,778686,281334,2021,2021-12-31
5000,2021,1,E1,GBP,7713734,2536169,0.3288,1922828,1080075,2022,2022-12-31
5000,2021,2,E1,GBP,7713734,3303621,0.4283,2410126,475035,2023,2023-12-31
