Syndicate_Number,Year_of_Account,Development_Year,LOB_Code,Currency,Gross_Premium_Written,Net_Premium_Written,Cumulative_Paid_Claims,Case_Reserves,IBNR_Reserve,Total_Incurred,Number_of_Claims,Number_of_Claims_Closed,As_At_Date
623,2018,6,A1,GBP,4193834,3564758,1889047,0,0,1889047,254,44,2024-12-31
623,2018,0,A2,GBP,5452666,4634766,749710,1799305,1199537,3748552,275,70,2018-12-31
623,2018,1,A2,GBP,15933966,13543871,2530316,2819495,1879663,7229474,366,62,2019-12-31
623,2018,2,A2,GBP,5046455,4289486,2132788,1279672,853115,4265575,226,180,2020-12-31
623,2018,3,A2,GBP,5435062,4619802,2264801,731705,487803,3484309,127,130,2021-12-31
623,2018,4,A2,GBP,3997453,3397835,2373864,356079,237386,2967329,62,45,2022-12-31
623,2018,5,A2,GBP,11514330,9787180,6530622,206230,137486,6874338,163,71,2023-12-31
623,2018,6,A2,GBP,13841987,11765688,10511386,0,0,10511386,395,73,2024-12-31
623,2018,0,D1,GBP,5793353,4924350,553108,1327460,884973,2765541,298,1,2018-12-31
623,2018,1,D1,GBP,6506837,5530811,1425738,1588680,1059120,4073538,379,39,2019-12-31
623,2018,2,D1,GBP,6079272,5167381,2486293,1491776,994517,4972586,325,178,2020-12-31
623,2018,3,D1,GBP,15843939,13467348,8176902,2641768,1761179,12579849,54,36,2021-12-31
623,2018,4,D1,GBP,5698061,4843351,3423295,513494,342329,4279118,311,302,2022-12-31
623,2018,5,D1,GBP,13885972,11803076,7791190,246037,164025,8201252,229,157,2023-12-31
623,2018,6,D1,GBP,5691922,4838133,3125517,0,0,3125517,340,48,2024-12-31
623,2018,0,D2,GBP,9327103,7928037,1252366,3005679,2003786,6261831,317,74,2018-12-31
623,2018,1,D2,GBP,10560355,8976301,2814923,3136628,2091085,8042636,363,6,2019-12-31
623,2018,2,D2,GBP,11121672,9453421,2959356,1775613,1183742,5918711,320,132,2020-12-31
623,2018,3,D2,GBP,7329926,6230437,3569229,1153135,768757,5491121,161,217,2021-12-31
623,2018,4,D2,GBP,2831036,2406380,1729243,259386,172924,2161553,416,101,2022-12-31
623,2018,5,D2,GBP,17605676,14964824,10108061,319201,212801,10640063,133,247,2023-12-31
623,2018,6,D2,GBP,3382767,2875351,2237073,0,0,2237073,16,189,2024-12-31
623,2018,0,E1,GBP,11619060,9876201,1168396,2804152,1869434,5841982,450,59,2018-12-31
623,2018,1,E1,GBP,15121836,12853560,3155288,3515892,2343928,9015108,359,32,2019-12-31
623,2018,2,E1,GBP,16804628,14283933,6988886,4193332,2795554,13977772,404,21,2020-12-31
623,2018,3,E1,GBP,1560003,1326002,694535,224388,149592,1068515,17,90,2021-12-31
623,2018,4,E1,GBP,8239131,7003261,3071091,460663,307109,3838863,40,166,2022-12-31
623,2018,5,E1,GBP,17999031,15299176,9654056,304864,203243,10162163,374,247,2023-12-31
623,2018,6,E1,GBP,14939584,12698646,9254027,0,0,9254027,215,47,2024-12-31
623,2019,0,A1,GBP,19004127,16153507,2527785,6066684,4044456,12638925,88,29,2019-12-31
623,2019,1,A1,GBP,3805052,3234294,764385,851743,567829,2183957,271,38,2020-12-31
623,2019,2,A1,GBP,6213591,5281552,2064639,1238783,825855,4129277,210,152,2021-12-31
623,2019,3,A1,GBP,3218454,2735685,1200947,387998,258665,1847610,233,245,2022-12-31
623,2019,4,A1,GBP,9007342,7656240,3409548,511432,340954,4261934,54,181,2023-12-31
623,2019,5,A1,GBP,4891863,4158083,2934047,92654,61769,3088470,321,31,2024-12-31
623,2019,0,A2,GBP,11378052,9671344,1630319,3912767,2608511,8151597,346,76,2019-12-31
623,2019,1,A2,GBP,6893698,5859643,1201033,1338295,892196,3431524,372,26,2020-12-31
623,2019,2,A2,GBP,1380863,1173733,355940,213564,142376,711880,497,91,2021-12-31
623,2019,3,A2,GBP,18549147,15766774,7920076,2558793,1705862,12184731,431,243,2022-12-31
623,2019,4,A2,GBP,9698884,8244051,4009791,601468,400979,5012238,74,310,2023-12-31
623,2019,5,A2,GBP,10018239,8515503,7073033,223358,148905,7445296,70,379,2024-12-31
623,2019,0,D1,GBP,1985032,1687277,231853,556448,370965,1159266,229,28,2019-12-31
623,2019,1,D1,GBP,18577630,15790985,3092099,3445482,2296988,8834569,374,105,2020-12-31
623,2019,2,D1,GBP,3586041,3048134,1162700,697620,465080,2325400,271,94,2021-12-31
623,2019,3,D1,GBP,2860227,2431192,1208155,390327,260218,1858700,300,58,2022-12-31
623,2019,4,D1,GBP,13337554,11336920,5472921,820938,547292,6841151,405,45,2023-12-31
623,2019,5,D1,GBP,4869953,4139460,2504586,79092,52728,2636406,270,5,2024-12-31
623,2019,0,D2,GBP,2477666,2106016,393193,943664,629109,1965966,16,26,2019-12-31
623,2019,1,D2,GBP,2542884,2161451,568454,633420,422280,1624154,206,28,2020-12-31
623,2019,2,D2,GBP,7004932,5954192,2880652,1728391,1152260,5761303,449,11,2021-12-31
623,2019,3,D2,GBP,19551063,16618403,9801143,3166523,2111015,15078681,375,249,2022-12-31
623,2019,4,D2,GBP,15071698,12810943,6508635,976295,650863,8135793,137,174,2023-12-31
623,2019,5,D2,GBP,11735241,9974954,6226460,196625,131083,6554168,49,282,2024-12-31
623,2019,0,E1,GBP,13509366,11482961,1344885,3227724,2151816,6724425,354,6,2019-12-31
623,2019,1,E1,GBP,7017797,5965127,1324580,1475961,983974,3784515,274,9,2020-12-31
623,2019,2,E1,GBP,14452805,12284884,3451117,2070670,1380446,6902233,248,74,2021-12-31
623,2019,3,E1,GBP,11425287,9711493,4314168,1393808,929205,6637181,293,154,2022-12-31
623,2019,4,E1,GBP,1267401,1077290,605886,90882,60588,757356,159,234,2023-12-31
623,2019,5,E1,GBP,11197504,9517878,7933866,250543,167028,8351437,134,229,2024-12-31
623,2020,0,A1,GBP,13357212,11353630,1834416,4402599,2935066,9172081,262,80,2020-12-31
623,2020,1,A1,GBP,7557288,6423694,1965233,2189832,1459888,5614953,289,137,2021-12-31
623,2020,2,A1,GBP,9225093,7841329,2353443,1412066,941377,4706886,487,107,2022-12-31
623,2020,3,A1,GBP,1802295,1531950,636353,205591,137060,979004,187,214,2023-12-31
623,2020,4,A1,GBP,1321948,1123655,878192,131728,87819,1097739,10,314,2024-12-31
623,2020,0,A2,GBP,13625688,11581834,2151775,5164260,3442840,10758875,382,32,2020-12-31
623,2020,1,A2,GBP,4487950,3814757,835778,931295,620863,2387936,131,76,2021-12-31
623,2020,2,A2,GBP,17509749,14883286,7305715,4383429,2922286,14611430,82,184,2022-12-31
623,2020,3,A2,GBP,10389378,8830971,3290180,1062981,708654,5061815,481,79,2023-12-31
623,2020,4,A2,GBP,18440225,15674191,9075876,1361381,907587,11344844,468,156,2024-12-31
623,2020,0,D1,GBP,16383298,13925803,2751810,6604345,4402896,13759051,53,60,2020-12-31
623,2020,1,D1,GBP,4207032,3575977,960296,1070044,713363,2743703,336,72,2021-12-31
623,2020,2,D1,GBP,3510894,2984259,1205567,723340,482227,2411134,41,113,2022-12-31
623,2020,3,D1,GBP,5385842,4577965,1906914,616080,410720,2933714,143,107,2023-12-31
623,2020,4,D1,GBP,14185303,12057507,8287510,1243126,828751,10359387,386,137,2024-12-31
623,2020,0,D2,GBP,11672246,9921409,1473278,3535867,2357245,7366390,129,8,2020-12-31
623,2020,1,D2,GBP,7801907,6631620,1377470,1534896,1023264,3935630,404,106,2021-12-31
623,2020,2,D2,GBP,4656521,3958042,1192451,715471,476980,2384902,94,117,2022-12-31
623,2020,3,D2,GBP,16638214,14142481,6225165,2011207,1340804,9577176,71,181,2023-12-31
623,2020,4,D2,GBP,13022131,11068811,8707679,1306151,870767,10884597,116,188,2024-12-31
623,2020,0,E1,GBP,11345090,9643326,1441594,3459827,2306551,7207972,446,13,2020-12-31
623,2020,1,E1,GBP,4034021,3428917,724373,807159,538106,2069638,361,56,2021-12-31
623,2020,2,E1,GBP,2353243,2000256,630678,378407,252271,1261356,448,86,2022-12-31
623,2020,3,E1,GBP,5976920,5080382,1889993,610613,407075,2907681,137,121,2023-12-31
623,2020,4,E1,GBP,14295757,12151393,7495366,1124305,749536,9369207,356,126,2024-12-31
623,2021,0,A1,GBP,9729748,8270285,1514018,3633644,2422429,7570091,99,4,2021-12-31
623,2021,1,A1,GBP,14569151,12383778,4037755,4499213,2999475,11536443,294,135,2022-12-31
623,2021,2,A1,GBP,19458994,16540144,5350649,3210389,2140259,10701297,246,28,2023-12-31
623,2021,3,A1,GBP,5690676,4837074,1844222,595825,397217,2837264,41,76,2024-12-31
623,2021,0,A2,GBP,5386075,4578163,570119,1368286,912191,2850596,215,39,2021-12-31
623,2021,1,A2,GBP,3819895,3246910,913051,1017400,678266,2608717,142,15,2022-12-31
623,2021,2,A2,GBP,1731492,1471768,734901,440940,293960,1469801,111,167,2023-12-31
623,2021,3,A2,GBP,15879086,13497223,7985872,2580051,1720034,12285957,57,113,2024-12-31
623,2021,0,D1,GBP,5111346,4344644,477479,1145951,763967,2387397,246,6,2021-12-31
623,2021,1,D1,GBP,6636782,5641264,1903949,2121543,1414362,5439854,231,131,2022-12-31
623,2021,2,D1,GBP,14253956,12115862,4621492,2772895,1848597,9242984,205,177,2023-12-31
623,2021,3,D1,GBP,15316468,13018997,5168233,1669737,1113158,7951128,119,64,2024-12-31
623,2021,0,D2,GBP,10226857,8692828,1149379,2758511,1839007,5746897,462,16,2021-12-31
623,2021,1,D2,GBP,2162642,1838245,526549,586726,391150,1504425,325,45,2022-12-31
623,2021,2,D2,GBP,10902086,9266773,3540761,2124456,1416304,7081521,461,143,2023-12-31
623,2021,3,D2,GBP,17073610,14512568,5264725,1700911,1133940,8099576,153,130,2024-12-31
623,2021,0,E1,GBP,5604876,4764144,692419,1661806,1107871,3462096,339,54,2021-12-31
623,2021,1,E1,GBP,9360011,7956009,2300743,2563685,1709123,6573551,420,99,2022-12-31
623,2021,2,E1,GBP,1655317,1407019,700001,420000,280000,1400001,410,185,2023-12-31
623,2021,3,E1,GBP,13049802,11092331,5444611,1759028,1172685,8376324,410,164,2024-12-31
623,2022,0,A1,GBP,12543869,10662288,2044828,4907587,3271725,10224140,267,33,2022-12-31
623,2022,1,A1,GBP,14031913,11927126,2741288,3054578,2036385,7832251,23,58,2023-12-31
623,2022,2,A1,GBP,8349098,7096733,1927478,1156487,770991,3854956,425,74,2024-12-31
623,2022,0,A2,GBP,2965995,2521095,458816,1101159,734106,2294081,251,55,2022-12-31
623,2022,1,A2,GBP,12993457,11044438,3441419,3834724,2556483,9832626,129,30,2023-12-31
623,2022,2,A2,GBP,4359950,3705957,1197117,718270,478847,2394234,133,70,2024-12-31
623,2022,0,D1,GBP,18907650,16071502,2936411,7047386,4698257,14682054,479,76,2022-12-31
623,2022,1,D1,GBP,2875983,2444585,760602,847528,565018,2173148,495,40,2023-12-31
623,2022,2,D1,GBP,14033297,11928302,4153307,2491984,1661323,8306614,439,46,2024-12-31
623,2022,0,D2,GBP,6908947,5872604,752550,1806121,1204081,3762752,172,76,2022-12-31
623,2022,1,D2,GBP,13038764,11082949,3722009,4147381,2764921,10634311,24,127,2023-12-31
623,2022,2,D2,GBP,12800494,10880419,5305955,3183573,2122382,10611910,298,38,2024-12-31
623,2022,0,E1,GBP,19894798,16910578,3299939,7919855,5279903,16499697,438,51,2022-12-31
623,2022,1,E1,GBP,19190683,16312080,3852864,4293191,2862127,11008182,261,8,2023-12-31
623,2022,2,E1,GBP,4028535,3424254,951675,571005,380670,1903350,318,58,2024-12-31
623,2023,0,A1,GBP,1668672,1418371,220458,529099,352732,1102289,10,34,2023-12-31
623,2023,1,A1,GBP,7760022,6596018,2098328,2338137,1558758,5995223,184,130,2024-12-31
623,2023,0,A2,GBP,6954565,5911380,1137088,2729012,1819341,5685441,442,34,2023-12-31
623,2023,1,A2,GBP,2998366,2548611,481441,536462,357641,1375544,310,127,2024-12-31
623,2023,0,D1,GBP,5753074,4890112,874175,2098021,1398681,4370877,443,54,2023-12-31
623,2023,1,D1,GBP,13243671,11257120,3866863,4308790,2872527,11048180,201,127,2024-12-31
623,2023,0,D2,GBP,14273984,12132886,1953841,4689220,3126147,9769208,182,31,2023-12-31
623,2023,1,D2,GBP,11824767,10051051,2088292,2326954,1551302,5966548,90,132,2024-12-31
623,2023,0,E1,GBP,15658870,13310039,2401247,5762992,3841995,12006234,259,67,2023-12-31
623,2023,1,E1,GBP,11646264,9899324,2118320,2360413,1573609,6052342,297,125,2024-12-31
623,2024,0,A1,GBP,12973078,11027116,1399262,3358231,2238820,6996313,311,18,2024-12-31
623,2024,0,A2,GBP,13696463,11641993,1568873,3765295,2510196,7844364,362,31,2024-12-31
623,2024,0,D1,GBP,5273102,4482136,549545,1318908,879272,2747725,10,72,2024-12-31
623,2024,0,D2,GBP,14139963,12018968,2234970,5363929,3575952,11174851,404,59,2024-12-31
623,2024,0,E1,GBP,2086584,1773596,218186,523648,349098,1090932,172,63,2024-12-31
4242,2018,0,A1,GBP,8412014,7150211,1187538,2850092,1900061,5937691,63,51,2018-12-31
4242,2018,1,A1,GBP,5719208,4861326,1165938,1299188,866125,3331251,49,44,2019-12-31
4242,2018,2,A1,GBP,12637016,10741463,5326198,3195718,2130479,10652395,95,165,2020-12-31
4242,2018,3,A1,GBP,3977150,3380577,2012963,650341,433561,3096865,353,215,2021-12-31
4242,2018,4,A1,GBP,12265882,10425999,6168776,925316,616877,7710969,145,89,2022-12-31
4242,2018,5,A1,GBP,9373201,7967220,6476009,204505,136337,6816851,189,129,2023-12-31
4242,2018,6,A1,GBP,4625039,3931283,3414043,0,0,3414043,34,202,2024-12-31
4242,2018,0,A2,GBP,15704227,13348592,2333754,5601010,3734006,11668770,95,43,2018-12-31
4242,2018,1,A2,GBP,17545086,14913323,4929254,5492598,3661732,14083584,189,99,2019-12-31
4242,2018,2,A2,GBP,13594574,11555387,3334554,2000732,1333821,6669107,255,150,2020-12-31
4242,2018,3,A2,GBP,8569300,7283905,2868921,926882,617921,4413724,47,14,2021-12-31
4242,2018,4,A2,GBP,10895491,9261167,3992379,598856,399237,4990472,143,46,2022-12-31
4242,2018,5,A2,GBP,3489752,2966289,1945142,61425,40950,2047517,464,187,2023-12-31
4242,2018,6,A2,GBP,6399058,5439199,4753182,0,0,4753182,290,52,2024-12-31
4242,2018,0,D1,GBP,12339739,10488778,1696991,4072778,2715185,8484954,324,50,2018-12-31
4242,2018,1,D1,GBP,2039959,1733965,444477,495274,330182,1269933,344,31,2019-12-31
4242,2018,2,D1,GBP,15569347,13233944,3992303,2395382,1596921,7984606,61,87,2020-12-31
4242,2018,3,D1,GBP,7897129,6712559,4310597,1392654,928436,6631687,219,234,2021-12-31
4242,2018,4,D1,GBP,19592927,16653987,11580442,1737066,1158044,14475552,383,224,2022-12-31
4242,2018,5,D1,GBP,9900808,8415686,6717967,212146,141430,7071543,162,119,2023-12-31
4242,2018,6,D1,GBP,4218404,3585643,1982034,0,0,1982034,302,286,2024-12-31
4242,2018,0,D2,GBP,17473490,14852466,1787314,4289554,2859702,8936570,194,1,2018-12-31
4242,2018,1,D2,GBP,15348075,13045863,2605611,2903395,1935597,7444603,431,120,2019-12-31
4242,2018,2,D2,GBP,17117146,14549574,4534930,2720958,1813972,9069860,23,55,2020-12-31
4242,2018,3,D2,GBP,6732177,5722350,3086229,997089,664726,4748044,51,160,2021-12-31
4242,2018,4,D2,GBP,4875836,4144460,2236414,335462,223641,2795517,213,196,2022-12-31
4242,2018,5,D2,GBP,17411365,14799660,13364153,422025,281350,14067528,145,48,2023-12-31
4242,2018,6,D2,GBP,19257839,16369163,11651201,0,0,11651201,199,200,2024-12-31
4242,2018,0,E1,GBP,13395063,11385803,1405498,3373197,2248798,7027493,32,27,2018-12-31
4242,2018,1,E1,GBP,15755240,13391954,3507244,3908072,2605381,10020697,125,49,2019-12-31
4242,2018,2,E1,GBP,19932973,16943027,4730650,2838390,1892260,9461300,395,180,2020-12-31
4242,2018,3,E1,GBP,4244801,3608080,1336195,431693,287795,2055683,186,183,2021-12-31
4242,2018,4,E1,GBP,14891086,12657423,9986346,1497951,998634,12482931,311,96,2022-12-31
4242,2018,5,E1,GBP,19575797,16639427,8822299,278598,185732,9286629,208,258,2023-12-31
4242,2018,6,E1,GBP,15046961,12789916,12583037,0,0,12583037,361,248,2024-12-31
4242,2019,0,A1,GBP,8906834,7570808,1140974,2738338,1825558,5704870,50,41,2019-12-31
4242,2019,1,A1,GBP,2165294,1840499,493241,549611,366407,1409259,471,94,2020-12-31
4242,2019,2,A1,GBP,5947522,5055393,1481268,888760,592507,2962535,397,117,2021-12-31
4242,2019,3,A1,GBP,6800855,5780726,3667401,1184852,789901,5642154,95,73,2022-12-31
4242,2019,4,A1,GBP,7466814,6346791,2989559,448433,298955,3736947,226,36,2023-12-31
4242,2019,5,A1,GBP,15609373,13267967,7870703,248548,165699,8284950,431,309,2024-12-31
4242,2019,0,A2,GBP,5961970,5067674,934411,2242587,1495058,4672056,142,33,2019-12-31
4242,2019,1,A2,GBP,3248548,2761265,551226,614223,409482,1574931,294,72,2020-12-31
4242,2019,2,A2,GBP,19523864,16595284,5666320,3399792,2266528,11332640,151,135,2021-12-31
4242,2019,3,A2,GBP,16373203,13917222,8693550,2808685,1872456,13374691,16,235,2022-12-31
4242,2019,4,A2,GBP,18534271,15754130,11308489,1696273,1130848,14135610,67,173,2023-12-31
4242,2019,5,A2,GBP,6021163,5117988,2913134,91993,61329,3066456,311,287,2024-12-31
4242,2019,0,D1,GBP,4362288,3707944,715390,1716936,1144624,3576950,298,11,2019-12-31
4242,2019,1,D1,GBP,10599683,9009730,2956744,3294658,2196439,8447841,460,63,2020-12-31
4242,2019,2,D1,GBP,14787181,12569103,4108282,2464969,1643313,8216564,345,126,2021-12-31
4242,2019,3,D1,GBP,16872810,14341888,5099656,1647581,1098387,7845624,151,137,2022-12-31
4242,2019,4,D1,GBP,5826894,4952859,3250464,487569,325046,4063079,358,288,2023-12-31
4242,2019,5,D1,GBP,14479483,12307560,6403368,202211,134807,6740386,465,165,2024-12-31
4242,2019,0,D2,GBP,8971838,7626062,842843,2022825,1348550,4214218,253,28,2019-12-31
4242,2019,1,D2,GBP,13497036,11472480,2164014,2411330,1607553,6182897,428,56,2020-12-31
4242,2019,2,D2,GBP,11433727,9718667,3213669,1928201,1285467,6427337,261,180,2021-12-31
4242,2019,3,D2,GBP,4295628,3651283,2342616,756845,504563,3604024,126,47,2022-12-31
4242,2019,4,D2,GBP,11082450,9420082,7444638,1116695,744463,9305796,236,135,2023-12-31
4242,2019,5,D2,GBP,10040234,8534198,7072780,223350,148900,7445030,319,318,2024-12-31
4242,2019,0,E1,GBP,3995969,3396573,419716,1007318,671545,2098579,118,42,2019-12-31
4242,2019,1,E1,GBP,17255791,14667422,4552579,5072873,3381915,13007367,454,68,2020-12-31
4242,2019,2,E1,GBP,2885954,2453060,946748,568049,378699,1893496,91,19,2021-12-31
4242,2019,3,E1,GBP,11439558,9723624,5456532,1762879,1175253,8394664,216,48,2022-12-31
4242,2019,4,E1,GBP,18592126,15803307,11924737,1788710,1192473,14905920,24,74,2023-12-31
4242,2019,5,E1,GBP,7468067,6347856,5676243,179249,119499,5974991,112,32,2024-12-31
4242,2020,0,A1,GBP,9371504,7965778,868229,2083750,1389167,4341146,35,37,2020-12-31
4242,2020,1,A1,GBP,7681015,6528862,1504379,1676308,1117538,4298225,431,84,2021-12-31
4242,2020,2,A1,GBP,17949228,15256843,5463537,3278122,2185415,10927074,482,34,2022-12-31
4242,2020,3,A1,GBP,2025530,1721700,719881,232577,155051,1107509,260,200,2023-12-31
4242,2020,4,A1,GBP,15968747,13573434,6656201,998430,665620,8320251,455,197,2024-12-31
4242,2020,0,A2,GBP,19499689,16574735,2300588,5521413,3680942,11502943,93,27,2020-12-31
4242,2020,1,A2,GBP,4033049,3428091,796163,887153,591435,2274751,207,10,2021-12-31
4242,2020,2,A2,GBP,6466265,5496325,2559116,1535469,1023646,5118231,409,57,2022-12-31
4242,2020,3,A2,GBP,8427309,7163212,3883462,1254657,836438,5974557,356,71,2023-12-31
4242,2020,4,A2,GBP,10028946,8524604,5701535,855230,570153,7126918,272,12,2024-12-31
4242,2020,0,D1,GBP,1298566,1103781,166122,398694,265796,830612,77,67,2020-12-31
4242,2020,1,D1,GBP,6811649,5789901,1646102,1834228,1222818,4703148,14,41,2021-12-31
4242,2020,2,D1,GBP,9468817,8048494,3282543,1969525,1313017,6565085,492,80,2022-12-31
4242,2020,3,D1,GBP,10240171,8704145,4123612,1332243,888162,6344017,202,118,2023-12-31
4242,2020,4,D1,GBP,16401417,13941204,7227113,1084067,722711,9033891,248,127,2024-12-31
4242,2020,0,D2,GBP,18469708,15699251,2880256,6912614,4608409,14401279,213,60,2020-12-31
4242,2020,1,D2,GBP,4433024,3768070,702761,783076,522051,2007888,349,68,2021-12-31
4242,2020,2,D2,GBP,19839374,16863467,7032431,4219458,2812972,14064861,321,74,2022-12-31
4242,2020,3,D2,GBP,11015190,9362911,5182067,1674206,1116137,7972410,256,24,2023-12-31
4242,2020,4,D2,GBP,12283806,10441235,8307237,1246085,830723,10384045,337,136,2024-12-31
4242,2020,0,E1,GBP,10290716,8747108,1141155,2738773,1825848,5705776,374,67,2020-12-31
4242,2020,1,E1,GBP,11025766,9371901,2027312,2259004,1506003,5792319,274,138,2021-12-31
4242,2020,2,E1,GBP,9063199,7703719,3670028,2202016,1468011,7340055,422,156,2022-12-31
4242,2020,3,E1,GBP,14559293,12375399,6758975,2183668,1455779,10398422,358,49,2023-12-31
4242,2020,4,E1,GBP,1854137,1576016,1056354,158453,105635,1320442,161,109,2024-12-31
4242,2021,0,A1,GBP,15044733,12788023,1840992,4418382,2945588,9204962,387,4,2021-12-31
4242,2021,1,A1,GBP,7372495,6266620,1515367,1688552,1125701,4329620,375,41,2022-12-31
4242,2021,2,A1,GBP,18939377,16098470,6679212,4007527,2671684,13358423,253,174,2023-12-31
4242,2021,3,A1,GBP,13029167,11074791,5529602,1786487,1190991,8507080,442,59,2024-12-31
4242,2021,0,A2,GBP,19731696,16771941,2061782,4948276,3298851,10308909,59,49,2021-12-31
4242,2021,1,A2,GBP,5293092,4499128,1382707,1540730,1027153,3950590,381,101,2022-12-31
4242,2021,2,A2,GBP,7142754,6071340,2959847,1775908,1183939,5919694,470,88,2023-12-31
4242,2021,3,A2,GBP,3996404,3396943,1399884,452270,301513,2153667,124,250,2024-12-31
4242,2021,0,D1,GBP,11304071,9608460,1397610,3354265,2236176,6988051,464,34,2021-12-31
4242,2021,1,D1,GBP,13471592,11450853,2613196,2911847,1941231,7466274,160,84,2022-12-31
4242,2021,2,D1,GBP,4952090,4209276,1580248,948148,632099,3160495,453,164,2023-12-31
4242,2021,3,D1,GBP,3389603,2881162,1407624,454771,303180,2165575,109,169,2024-12-31
4242,2021,0,D2,GBP,5020355,4267301,800243,1920584,1280389,4001216,205,55,2021-12-31
4242,2021,1,D2,GBP,11011157,9359483,2371087,2642069,1761379,6774535,455,28,2022-12-31
4242,2021,2,D2,GBP,5609213,4767831,2375331,1425198,950132,4750661,185,107,2023-12-31
4242,2021,3,D2,GBP,16353549,13900516,5392391,1742157,1161438,8295986,451,241,2024-12-31
4242,2021,0,E1,GBP,7051768,5994002,1074092,2577821,1718547,5370460,259,35,2021-12-31
4242,2021,1,E1,GBP,6933237,5893251,1396201,1555767,1037178,3989146,39,2,2022-12-31
4242,2021,2,E1,GBP,16168389,13743130,4522388,2713433,1808955,9044776,399,45,2023-12-31
4242,2021,3,E1,GBP,6316200,5368770,2651477,856631,571087,4079195,400,32,2024-12-31
4242,2022,0,A1,GBP,5342143,4540821,743403,1784169,1189446,3717018,334,44,2022-12-31
4242,2022,1,A1,GBP,14535639,12355293,3162425,3523845,2349230,9035500,254,70,2023-12-31
4242,2022,2,A1,GBP,1156670,983169,268977,161386,107591,537954,112,189,2024-12-31
4242,2022,0,A2,GBP,13519205,11491324,2244262,5386229,3590819,11221310,466,33,2022-12-31
4242,2022,1,A2,GBP,18818537,15995756,3466012,3862127,2574751,9902890,356,2,2023-12-31
4242,2022,2,A2,GBP,9349118,7946750,2526628,1515977,1010651,5053256,459,90,2024-12-31
4242,2022,0,D1,GBP,11472078,9751266,1150815,2761956,1841304,5754075,206,52,2022-12-31
4242,2022,1,D1,GBP,11271518,9580790,2038824,2271832,1514554,5825210,431,9,2023-12-31
4242,2022,2,D1,GBP,11006007,9355105,4564110,2738466,1825644,9128220,243,188,2024-12-31
4242,2022,0,D2,GBP,18457982,15689284,2541841,6100418,4066945,12709204,182,45,2022-12-31
4242,2022,1,D2,GBP,5489228,4665843,1127940,1256848,837898,3222686,471,89,2023-12-31
4242,2022,2,D2,GBP,13054459,11096290,4895723,2937434,1958289,9791446,94,105,2024-12-31
4242,2022,0,E1,GBP,1641719,1395461,177754,426611,284407,888772,382,14,2022-12-31
4242,2022,1,E1,GBP,8086368,6873412,2104644,2345175,1563450,6013269,311,92,2023-12-31
4242,2022,2,E1,GBP,6670187,5669658,1665094,999056,666037,3330187,374,169,2024-12-31
4242,2023,0,A1,GBP,2253708,1915651,270479,649151,432767,1352397,337,27,2023-12-31
4242,2023,1,A1,GBP,18942676,16101274,4636009,5165838,3443892,13245739,314,10,2024-12-31
4242,2023,0,A2,GBP,4627685,3933532,658452,1580284,1053523,3292259,20,5,2023-12-31
4242,2023,1,A2,GBP,4885261,4152471,1054476,1174988,783325,3012789,204,23,2024-12-31
4242,2023,0,D1,GBP,19363749,16459186,2134254,5122210,3414806,10671270,369,16,2023-12-31
4242,2023,1,D1,GBP,7895265,6710975,2011925,2241860,1494573,5748358,332,3,2024-12-31
4242,2023,0,D2,GBP,11103791,9438222,1373202,3295686,2197124,6866012,61,68,2023-12-31
4242,2023,1,D2,GBP,18458680,15689878,3604921,4016912,2677941,10299774,320,127,2024-12-31
4242,2023,0,E1,GBP,5602444,4762077,691935,1660645,1107097,3459677,470,11,2023-12-31
4242,2023,1,E1,GBP,18165936,15441045,4689123,5225023,3483348,13397494,70,52,2024-12-31
4242,2024,0,A1,GBP,4825626,4101782,737263,1769431,1179620,3686314,264,21,2024-12-31
4242,2024,0,A2,GBP,7702477,6547105,1172599,2814239,1876159,5862997,435,54,2024-12-31
4242,2024,0,D1,GBP,7767029,6601974,921431,2211436,1474290,4607157,219,31,2024-12-31
4242,2024,0,D2,GBP,6381245,5424058,594428,1426628,951085,2972141,264,22,2024-12-31
4242,2024,0,E1,GBP,17128405,14559144,1994573,4786976,3191317,9972866,11,2,2024-12-31
5000,2018,0,A1,GBP,3986439,3388473,647997,1555193,1036795,3239985,437,59,2018-12-31
5000,2018,1,A1,GBP,17579380,14942473,3135813,3494192,2329461,8959466,56,93,2019-12-31
5000,2018,2,A1,GBP,3518200,2990470,1300723,780433,520289,2601445,61,68,2020-12-31
5000,2018,3,A1,GBP,8756452,7442984,3601137,1163444,775629,5540210,161,90,2021-12-31
5000,2018,4,A1,GBP,16578563,14091778,6233965,935094,623396,7792455,426,75,2022-12-31
5000,2018,5,A1,GBP,2323538,1975007,1745800,55130,36753,1837683,194,333,2023-12-31
5000,2018,6,A1,GBP,11492709,9768802,7130054,0,0,7130054,69,53,2024-12-31
5000,2018,0,A2,GBP,2539782,2158814,230545,553309,368873,1152727,80,68,2018-12-31
5000,2018,1,A2,GBP,6721442,5713225,1367897,1524228,1016152,3908277,467,80,2019-12-31
5000,2018,2,A2,GBP,10002969,8502523,4008140,2404884,1603256,8016280,57,97,2020-12-31
5000,2018,3,A2,GBP,12499866,10624886,4250530,1373248,915498,6539276,215,135,2021-12-31
5000,2018,4,A2,GBP,16318896,13871061,7294327,1094149,729432,9117908,207,286,2022-12-31
