Syndicate,Reporting_Date,Asset_ID,Instrument_Type,Asset_Category,Issuer_Name,Issuer_Country,Issuer_Sector,Currency,Quantity,Unit_Solvency_II_Value,Total_Solvency_II_Value,Book_Value,Maturity_Date,Credit_Rating,External_Rating,Internal_Rating
3000,2024-12-31,3000-INV-0011,Real estate,Government bonds,Issuer_345,DE,Utilities,GBP,677263.8422138406,427.0587686833116,289231462.5295714,299608054.251533,2029-05-01,AAA,Moodys,3
3000,2024-12-31,3000-INV-0012,Corporate bonds - Non-investment grade,Property,Issuer_199,CA,Industrial,CHF,748607.497812074,247.6447705623728,185388732.03694308,187438144.31125388,2032-07-01,AA,None,6
3000,2024-12-31,3000-INV-0013,Deposits with credit institutions,Loans and mortgages,Issuer_471,DE,Industrial,JPY,161205.0407136234,353.1404378637085,56928018.66344592,55102070.999094546,2030-03-01,AA,Fitch,4
3000,2024-12-31,3000-INV-0014,Real estate,Government bonds,Issuer_444,AU,Financial,JPY,694255.6409196466,153.3191723392859,106442700.25768068,102371813.0254757,2028-04-01,Not rated,None,5
3000,2024-12-31,3000-INV-0015,Deposits with credit institutions,Loans and mortgages,Issuer_254,CA,Government,JPY,166119.20565281447,50.89646084858162,8454879.64670595,8639821.360997753,2037-08-01,BBB,Moodys,1
3000,2024-12-31,3000-INV-0016,Real estate,Government bonds,Issuer_408,FR,Utilities,GBP,732668.6480093207,281.7200074609667,206407416.98360223,199417694.03073016,2030-04-01,BB,Fitch,2
3000,2024-12-31,3000-INV-0017,Policy loans,Property,Issuer_381,CH,Financial,CHF,84470.78317317905,58.60803489677915,4950666.607971943,4785189.674076741,2027-05-01,Not rated,Fitch,5
3000,2024-12-31,3000-INV-0018,Sovereign bonds,Cash and deposits,Issuer_369,CH,Industrial,JPY,890964.6794481636,158.6915787657568,141388591.6061555,139328154.4260163,2027-12-01,Not rated,Moodys,3
3000,2024-12-31,3000-INV-0019,Sovereign bonds,Investment funds,Issuer_135,AU,Financial,JPY,106240.13899685185,150.06258713667663,15942670.115627717,15973319.214634052,2039-02-01,Not rated,Moodys,2
3000,2024-12-31,3000-INV-0020,Real estate,Loans and mortgages,Issuer_180,IT,Government,USD,608144.9304125569,160.408541374795,97551641.23195446,93237245.8587842,2035-03-01,Not rated,Moodys,2
3000,2024-12-31,3000-INV-0021,Sovereign bonds,Property,Issuer_180,NL,Utilities,CHF,391641.83625827124,155.39151691685038,60857819.0242735,59151085.36565867,2034-03-01,A,Fitch,3
3000,2024-12-31,3000-INV-0022,Real estate,Equities,Issuer_488,NL,Financial,USD,959902.9399107418,327.3352186665758,314210038.73437166,315997216.5175972,2038-07-01,AAA,Fitch,6
3000,2024-12-31,3000-INV-0023,Corporate bonds - Non-investment grade,Loans and mortgages,Issuer_444,DE,Industrial,USD,416359.3284197986,243.02495004356493,101185704.98939379,101599605.15448879,2037-06-01,Not rated,Moodys,6
3000,2024-12-31,3000-INV-0024,Mortgage loans,Investment funds,Issuer_73,IT,Utilities,AUD,696733.3772290711,365.9657432818232,254980548.26689193,246609381.5256294,2032-07-01,BBB,S&P,6
3000,2024-12-31,3000-INV-0025,Corporate bonds - Investment grade,Investment funds,Issuer_264,JP,Utilities,JPY,500612.63932455034,235.38114276534588,117834775.12698859,122200871.3018724,2033-06-01,BB,S&P,6
3000,2024-12-31,3000-INV-0026,Corporate bonds - Investment grade,Loans and mortgages,Issuer_498,CH,Utilities,CAD,631787.502297158,289.6268298871918,182982611.45267275,175945002.17739362,2027-09-01,BBB,Moodys,4
3000,2024-12-31,3000-INV-0027,Equities - Listed,Investment funds,Issuer_138,AU,Utilities,EUR,606032.251434088,102.74175755610504,62264818.648021564,61251188.34307268,2034-10-01,AA,None,3
3000,2024-12-31,3000-INV-0028,Other investments,Cash and deposits,Issuer_25,GB,Financial,AUD,143699.12284951753,361.433141160966,51937625.35357666,50411968.587578356,2038-08-01,AAA,S&P,2
0609,2024-12-31,0609-INV-0001,Policy loans,Government bonds,Issuer_491,CA,Industrial,AUD,392467.51381483796,453.0536499284504,177808839.61215687,172551323.53614137,2040-03-01,B,Fitch,2
0609,2024-12-31,0609-INV-0002,Equities - Unlisted,Government bonds,Issuer_336,AU,Utilities,GBP,508297.25889482035,238.6722475247099,121316449.1910761,115470501.1619884,2031-11-01,B,Moodys,1
0609,2024-12-31,0609-INV-0003,Mortgage loans,Loans and mortgages,Issuer_157,FR,Government,AUD,792965.3554592399,81.07065784156987,64286223.01265486,64120718.26636169,2027-12-01,AAA,S&P,2
0609,2024-12-31,0609-INV-0004,Policy loans,Government bonds,Issuer_68,IT,Industrial,CHF,561117.616644011,332.7919054765642,186735400.8394287,190257821.13040876,2036-08-01,AAA,S&P,6
0609,2024-12-31,0609-INV-0005,Collective investment undertakings,Cash and deposits,Issuer_62,CA,Industrial,JPY,254019.11113919236,54.49044949630222,13841615.546625743,14150897.673690416,2027-04-01,BBB,S&P,6
0609,2024-12-31,0609-INV-0006,Corporate bonds - Investment grade,Government bonds,Issuer_161,AU,Utilities,USD,536120.942748231,426.2529664432619,228523142.21879166,235867610.07505366,2032-03-01,B,Moodys,1
0609,2024-12-31,0609-INV-0007,Deposits with credit institutions,Property,Issuer_5,IT,Industrial,JPY,843482.8416200953,268.2925969907931,226300202.09542918,222535209.33092338,2031-12-01,AA,Moodys,4
0609,2024-12-31,0609-INV-0008,Real estate,Loans and mortgages,Issuer_227,FR,Financial,GBP,791766.6443887786,253.08235086316472,200382163.69695145,194038909.93496802,2028-02-01,BB,None,3
0609,2024-12-31,0609-INV-0009,Mortgage loans,Equities,Issuer_406,DE,Industrial,EUR,855119.0455419129,447.15194454755624,382368144.0337167,381079936.432044,2036-02-01,AA,Fitch,6
0609,2024-12-31,0609-INV-0010,Sovereign bonds,Cash and deposits,Issuer_434,JP,Industrial,CHF,76624.02758247768,224.52174046261905,17203760.034073617,17725958.939543515,2035-09-01,AA,None,3
0609,2024-12-31,0609-INV-0011,Other investments,Government bonds,Issuer_402,FR,Government,JPY,901872.2545176825,141.56273412391812,127671502.1800253,122142989.23639289,2027-04-01,BBB,S&P,5
0609,2024-12-31,0609-INV-0012,Sovereign bonds,Equities,Issuer_479,AU,Industrial,JPY,877473.1026797058,225.2322225404939,197635217.13605314,198460560.8601362,2039-10-01,BBB,Fitch,5
0609,2024-12-31,0609-INV-0013,Other investments,Corporate bonds,Issuer_391,CH,Financial,GBP,968097.7462387081,79.95412756140028,77403410.69467379,78551442.6590968,2035-02-01,AAA,Fitch,2
0609,2024-12-31,0609-INV-0014,Sovereign bonds,Government bonds,Issuer_486,CA,Utilities,AUD,75031.3171522922,218.96101780992518,16428933.571285198,16928068.469382532,2037-09-01,Not rated,None,4
0609,2024-12-31,0609-INV-0015,Mortgage loans,Government bonds,Issuer_328,NL,Industrial,EUR,434038.7605228788,498.73205925632766,216469044.8326394,217747495.53272837,2027-05-01,AAA,Moodys,2
0609,2024-12-31,0609-INV-0016,Deposits with credit institutions,Equities,Issuer_201,IT,Financial,EUR,321840.9904833175,149.0500966571389,47970430.7397678,47253371.30406348,2037-07-01,B,Moodys,1
0609,2024-12-31,0609-INV-0017,Equities - Listed,Government bonds,Issuer_474,CA,Financial,JPY,373160.74048579123,80.92115497578244,30196598.111728445,29802756.563397426,2035-10-01,AAA,Fitch,6
0609,2024-12-31,0609-INV-0018,Other investments,Loans and mortgages,Issuer_90,US,Financial,AUD,464774.2812194857,375.2319885074621,174398177.749114,177131511.4026146,2028-12-01,AAA,Moodys,4
0609,2024-12-31,0609-INV-0019,Collective investment undertakings,Property,Issuer_265,JP,Industrial,EUR,709056.8895739251,53.7636568445857,38121491.2943418,37045197.31744186,2028-12-01,Not rated,Fitch,6
0609,2024-12-31,0609-INV-0020,Corporate bonds - Investment grade,Cash and deposits,Issuer_461,GB,Utilities,CAD,662022.6041114567,267.7952156808862,177286486.0536495,168516362.49396425,2032-05-01,BB,S&P,3
0609,2024-12-31,0609-INV-0021,Real estate,Loans and mortgages,Issuer_40,CH,Government,CHF,804690.1477893905,397.76430798065184,320077019.7742954,321626805.9133899,2031-01-01,BBB,Moodys,3
0609,2024-12-31,0609-INV-0022,Corporate bonds - Non-investment grade,Equities,Issuer_396,US,Financial,USD,67396.86245049584,394.9317722896631,26617162.33433697,26839984.14976052,2037-09-01,AAA,S&P,1
0609,2024-12-31,0609-INV-0023,Equities - Listed,Government bonds,Issuer_242,AU,Government,USD,782178.0171808013,388.2861465781282,303708888.22925425,312911330.4698017,2028-01-01,BB,None,2
0609,2024-12-31,0609-INV-0024,Collective investment undertakings,Corporate bonds,Issuer_214,AU,Utilities,CAD,518490.0583382202,113.14603318708174,58665093.34790821,59669190.26320936,2027-10-01,A,S&P,5
0609,2024-12-31,0609-INV-0025,Other investments,Government bonds,Issuer_92,FR,Financial,JPY,620853.3112669187,384.0139342395892,238416322.64528573,230545746.9880112,2027-08-01,Not rated,Fitch,3
0609,2024-12-31,0609-INV-0026,Collective investment undertakings,Government bonds,Issuer_284,CH,Financial,EUR,195780.22470038894,450.6842827486978,88235070.14547367,90440751.00359662,2029-05-01,BB,Fitch,6
0609,2024-12-31,0609-INV-0027,Real estate,Corporate bonds,Issuer_238,AU,Government,CAD,908320.2602116226,391.4218945237643,355536437.0863519,358990662.2199345,2038-04-01,B,Moodys,2
0609,2024-12-31,0609-INV-0028,Sovereign bonds,Investment funds,Issuer_13,FR,Utilities,AUD,654478.6042908458,450.10756577300447,294585771.42786604,296907306.28502864,2039-12-01,AAA,Fitch,1
0609,2024-12-31,0609-INV-0029,Other investments,Investment funds,Issuer_435,JP,Financial,USD,632758.933004059,120.41452220162026,76193364.58649081,75994661.58812435,2034-04-01,BBB,None,1
0609,2024-12-31,0609-INV-0030,Corporate bonds - Non-investment grade,Loans and mortgages,Issuer_144,US,Financial,USD,716680.7148461408,171.92421424236443,123214768.7625788,119546100.5329094,2040-09-01,BBB,Fitch,4
0609,2024-12-31,0609-INV-0031,Corporate bonds - Investment grade,Property,Issuer_49,NL,Industrial,AUD,314512.98141619115,158.67528259677505,49905436.20656839,48482695.2860005,2039-07-01,AAA,S&P,4
0609,2024-12-31,0609-INV-0032,Other investments,Corporate bonds,Issuer_122,JP,Utilities,CAD,425425.99202521885,458.5273312475903,195069444.76668224,195207156.90363932,2031-07-01,B,Fitch,3
0609,2024-12-31,0609-INV-0033,Policy loans,Equities,Issuer_120,US,Industrial,USD,188732.4604345077,84.63725122139334,15973796.667427108,16287132.50517706,2038-10-01,AAA,Moodys,1
0609,2024-12-31,0609-INV-0034,Corporate bonds - Non-investment grade,Investment funds,Issuer_239,AU,Government,GBP,383415.9656719514,419.8239259634117,160967195.98545134,163534796.1012102,2034-06-01,Not rated,Moodys,4
1458,2024-12-31,1458-INV-0001,Policy loans,Equities,Issuer_437,US,Financial,USD,796445.2090908271,172.37571773830194,137287814.5562633,139928668.16377094,2038-11-01,A,S&P,2
1458,2024-12-31,1458-INV-0002,Collective investment undertakings,Corporate bonds,Issuer_47,FR,Utilities,JPY,264797.92270902504,472.5808157526312,125138418.32343325,126844984.51254134,2034-01-01,B,Fitch,3
1458,2024-12-31,1458-INV-0003,Corporate bonds - Non-investment grade,Government bonds,Issuer_488,CA,Government,CHF,325187.28837516677,171.2803380315227,55698188.676452816,53976705.738497294,2037-09-01,AA,S&P,4
1458,2024-12-31,1458-INV-0004,Corporate bonds - Investment grade,Cash and deposits,Issuer_407,DE,Financial,GBP,694946.317934834,148.42202584906727,103145340.36423805,104128349.14442949,2026-04-01,AA,Moodys,4
1458,2024-12-31,1458-INV-0005,Collective investment undertakings,Loans and mortgages,Issuer_323,US,Utilities,CAD,265370.391898432,347.88602515724085,92318650.83196478,95226131.91518956,2027-01-01,AAA,Moodys,6
1458,2024-12-31,1458-INV-0006,Policy loans,Cash and deposits,Issuer_66,US,Utilities,GBP,778247.2179015086,392.3830989188518,305371055.08516884,295835001.2398473,2026-08-01,AAA,Moodys,5
1458,2024-12-31,1458-INV-0007,Mortgage loans,Cash and deposits,Issuer_371,CA,Government,GBP,89296.5620375342,364.52697281932353,32551005.442715265,32122462.38668239,2032-11-01,BBB,Moodys,3
1458,2024-12-31,1458-INV-0008,Equities - Listed,Corporate bonds,Issuer_141,JP,Government,USD,432913.88017694396,64.01709175702598,27713887.590177573,27047580.46429531,2026-10-01,BB,Moodys,6
1458,2024-12-31,1458-INV-0009,Equities - Unlisted,Investment funds,Issuer_211,NL,Government,GBP,34642.72747058956,445.6335976705614,15437963.275839614,15041820.017746517,2027-05-01,BBB,Moodys,4
1458,2024-12-31,1458-INV-0010,Equities - Listed,Loans and mortgages,Issuer_453,NL,Industrial,AUD,557779.832403435,67.54069429750868,37672837.14567603,38301398.605759926,2038-09-01,Not rated,S&P,4
1458,2024-12-31,1458-INV-0011,Collective investment undertakings,Investment funds,Issuer_279,CH,Utilities,CHF,323704.31840833975,454.0636341309496,146982359.2003728,152687011.90618286,2034-06-01,BBB,Fitch,2
1458,2024-12-31,1458-INV-0012,Sovereign bonds,Equities,Issuer_306,FR,Financial,CAD,325965.32774338603,455.43240306071056,148455172.52864242,155820889.83070952,2038-05-01,AAA,None,5
1458,2024-12-31,1458-INV-0013,Collective investment undertakings,Cash and deposits,Issuer_300,FR,Industrial,GBP,825590.2484598241,430.192106489853,355162408.0824129,346248141.9132985,2029-11-01,AA,Fitch,5
1458,2024-12-31,1458-INV-0014,Sovereign bonds,Cash and deposits,Issuer_486,FR,Government,EUR,577125.6964588986,80.26516128531554,46323087.10817356,44446621.93831671,2040-03-01,AA,Moodys,5
1458,2024-12-31,1458-INV-0015,Collective investment undertakings,Cash and deposits,Issuer_378,AU,Financial,AUD,998893.7194212573,196.98766224165993,196769738.61667004,201653246.96694148,2037-06-01,BB,Moodys,5
1458,2024-12-31,1458-INV-0016,Equities - Listed,Cash and deposits,Issuer_415,CH,Utilities,USD,806858.3879737896,436.1104719532531,351879392.3786904,369389906.67072177,2033-01-01,AAA,S&P,2
1458,2024-12-31,1458-INV-0017,Real estate,Corporate bonds,Issuer_11,NL,Government,GBP,242254.98877161098,68.15787208686487,16511584.537100347,16364947.661275953,2031-10-01,AA,Moodys,3
1458,2024-12-31,1458-INV-0018,Corporate bonds - Non-investment grade,Cash and deposits,Issuer_433,AU,Financial,GBP,130950.589159118,60.091650122924804,7869036.987140588,7759206.341176967,2028-10-01,B,Moodys,1
1458,2024-12-31,1458-INV-0019,Deposits with credit institutions,Cash and deposits,Issuer_187,US,Utilities,AUD,783954.5128241612,304.7813110512819,238934684.22311682,234461301.02035272,2036-07-01,BB,S&P,3
1458,2024-12-31,1458-INV-0020,Equities - Unlisted,Equities,Issuer_70,DE,Government,CAD,654687.6634872269,154.40818113896484,101089131.3331814,96180055.55559653,2036-08-01,B,Fitch,2
1458,2024-12-31,1458-INV-0021,Deposits with credit institutions,Loans and mortgages,Issuer_456,IT,Utilities,USD,764589.0330499909,330.68438818880406,252837656.61000553,259469654.70015323,2036-10-01,Not rated,Moodys,4
1458,2024-12-31,1458-INV-0022,Equities - Unlisted,Loans and mortgages,Issuer_353,JP,Industrial,USD,39899.07867097794,426.7038325237935,17025089.783074632,17228584.211779412,2037-01-01,B,None,5
1458,2024-12-31,1458-INV-0023,Sovereign bonds,Corporate bonds,Issuer_309,AU,Industrial,AUD,563831.9553619275,331.0763216515392,186671409.8108218,193474336.6083071,2035-02-01,BBB,Moodys,3
1458,2024-12-31,1458-INV-0024,Corporate bonds - Investment grade,Corporate bonds,Issuer_178,AU,Industrial,AUD,587349.5700523482,311.4276709496807,182916908.63469914,191892260.08889413,2040-02-01,Not rated,Fitch,4
1458,2024-12-31,1458-INV-0025,Sovereign bonds,Equities,Issuer_108,FR,Financial,EUR,756973.4369014994,249.03221245301089,188510769.75974002,192420426.57194683,2030-02-01,B,S&P,1
1458,2024-12-31,1458-INV-0026,Mortgage loans,Investment funds,Issuer_376,CA,Industrial,JPY,389841.2412200967,152.99395811757455,59643354.531730756,60221011.614758775,2033-07-01,A,None,1
1458,2024-12-31,1458-INV-0027,Policy loans,Cash and deposits,Issuer_443,IT,Industrial,USD,928253.9160158376,468.11278400695824,434527524.8915349,427657874.0712113,2033-02-01,Not rated,S&P,3
1458,2024-12-31,1458-INV-0028,Sovereign bonds,Equities,Issuer_134,US,Financial,EUR,528149.7887554733,145.23615435643754,76706444.2430098,80508254.24959753,2028-07-01,AA,S&P,5
1458,2024-12-31,1458-INV-0029,Corporate bonds - Investment grade,Equities,Issuer_305,IT,Government,AUD,981136.7899600678,342.2790183683513,335822537.35260725,346045447.54527694,2026-07-01,B,Moodys,5
1183,2024-12-31,1183-INV-0001,Mortgage loans,Corporate bonds,Issuer_28,US,Utilities,USD,715385.0611224163,316.9211985677607,226720691.00838694,216594165.9320912,2029-07-01,B,Fitch,6
1183,2024-12-31,1183-INV-0002,Equities - Unlisted,Equities,Issuer_122,US,Financial,JPY,455309.5782101084,353.65383597533474,161021978.89031652,163880628.06863078,2035-09-01,Not rated,None,2
1183,2024-12-31,1183-INV-0003,Sovereign bonds,Equities,Issuer_2,CA,Financial,EUR,373749.4958039612,473.7613939961137,177068082.1374293,171178036.90359572,2039-11-01,B,None,2
1183,2024-12-31,1183-INV-0004,Corporate bonds - Investment grade,Government bonds,Issuer_106,DE,Utilities,GBP,500859.08676934504,360.89778944787025,180758937.23993567,184322343.11642987,2033-02-01,A,None,4
1183,2024-12-31,1183-INV-0005,Policy loans,Loans and mortgages,Issuer_136,US,Government,USD,648990.3178120467,173.87969605333706,112846239.2027173,108966659.62408605,2031-07-01,A,Moodys,4
1183,2024-12-31,1183-INV-0006,Sovereign bonds,Equities,Issuer_226,CH,Utilities,USD,636304.3864998842,319.685952262747,203417573.72717848,196895111.48546198,2039-05-01,BB,S&P,2
1183,2024-12-31,1183-INV-0007,Other investments,Government bonds,Issuer_44,AU,Government,CAD,705434.0064249928,254.8273962801454,179763911.10475227,182779641.11233523,2035-04-01,BB,S&P,4
1183,2024-12-31,1183-INV-0008,Deposits with credit institutions,Investment funds,Issuer_495,NL,Government,CHF,837529.7126903805,126.37779285961543,105845156.54415813,100755537.87196445,2040-04-01,BBB,Fitch,1
1183,2024-12-31,1183-INV-0009,Mortgage loans,Cash and deposits,Issuer_366,GB,Industrial,GBP,779323.483809391,324.36384131867715,252784358.83826798,257830934.89883554,2038-08-01,AA,Moodys,2
1183,2024-12-31,1183-INV-0010,Equities - Listed,Corporate bonds,Issuer_22,CA,Financial,AUD,838316.820013654,411.2649206710252,344770300.4801015,360661458.23549986,2032-04-01,Not rated,Moodys,5
1183,2024-12-31,1183-INV-0011,Equities - Unlisted,Equities,Issuer_467,US,Financial,JPY,536399.1437732661,269.8230346969574,144732844.78175223,143312830.3148204,2034-07-01,BB,Fitch,3
1183,2024-12-31,1183-INV-0012,Deposits with credit institutions,Investment funds,Issuer_470,GB,Government,GBP,154537.35180136035,307.6732547969101,47547010.01641968,46486771.242478795,2032-03-01,AA,S&P,1
1183,2024-12-31,1183-INV-0013,Real estate,Cash and deposits,Issuer_52,JP,Utilities,JPY,921386.2047007625,312.4358619246939,287874093.0312052,290546721.3072678,2030-07-01,B,None,5
1183,2024-12-31,1183-INV-0014,Real estate,Investment funds,Issuer_20,DE,Utilities,JPY,355569.736216133,73.39520838996837,26097114.886749167,24875101.2115994,2028-10-01,BB,None,1
1183,2024-12-31,1183-INV-0015,Mortgage loans,Equities,Issuer_354,FR,Financial,AUD,423911.8090090443,88.05442014375703,37327308.53438247,37726139.46192309,2033-05-01,A,S&P,3
1183,2024-12-31,1183-INV-0016,Equities - Unlisted,Equities,Issuer_144,CH,Financial,CAD,881092.0326340178,447.311667433425,394122746.2798282,400391087.6622799,2029-03-01,A,None,3
1183,2024-12-31,1183-INV-0017,Equities - Unlisted,Loans and mortgages,Issuer_214,IT,Financial,USD,212020.59964145807,438.34857411149244,92938927.53509675,96527238.51573183,2033-04-01,Not rated,None,6
1183,2024-12-31,1183-INV-0018,Policy loans,Cash and deposits,Issuer_265,AU,Financial,CHF,197456.93136800575,381.84173859680476,75397297.97154927,73787713.05348502,2038-03-01,AAA,Fitch,6
1183,2024-12-31,1183-INV-0019,Deposits with credit institutions,Investment funds,Issuer_70,NL,Financial,USD,802837.6720405767,498.75705495662123,400420952.9151878,381602209.4360516,2029-04-01,Not rated,S&P,2
1183,2024-12-31,1183-INV-0020,Sovereign bonds,Investment funds,Issuer_26,AU,Industrial,EUR,897468.499925141,330.18374011939613,296329505.94462705,310357229.7106156,2031-08-01,BB,None,6
1183,2024-12-31,1183-INV-0021,Corporate bonds - Investment grade,Loans and mortgages,Issuer_16,FR,Utilities,JPY,465544.5080089012,431.3245687571182,200800784.15418407,192013622.73658526,2035-08-01,AA,None,5
1183,2024-12-31,1183-INV-0022,Deposits with credit institutions,Equities,Issuer_177,DE,Utilities,AUD,335943.77102821745,80.15744198804448,26928393.33743924,28208416.02429677,2039-12-01,AAA,Fitch,1
1183,2024-12-31,1183-INV-0023,Mortgage loans,Government bonds,Issuer_84,IT,Industrial,CAD,817156.9333645649,433.6463395606867,354357113.0001796,369876722.5007166,2029-11-01,AA,Moodys,3
1183,2024-12-31,1183-INV-0024,Other investments,Investment funds,Issuer_263,GB,Financial,JPY,86018.38263366556,223.51891663100002,19226735.696627755,18401975.815485198,2040-03-01,B,Moodys,5
1183,2024-12-31,1183-INV-0025,Sovereign bonds,Corporate bonds,Issuer_130,IT,Utilities,AUD,211582.30844847858,153.21459966695255,32417498.685543317,32317351.991017528,2037-11-01,A,None,4
1183,2024-12-31,1183-INV-0026,Collective investment undertakings,Investment funds,Issuer_130,FR,Government,EUR,269293.60528618895,95.44014806799248,25701421.562277395,24846826.39303679,2036-09-01,Not rated,None,5
1183,2024-12-31,1183-INV-0027,Corporate bonds - Investment grade,Government bonds,Issuer_262,AU,Utilities,EUR,148128.28798853882,487.88455906053423,72269504.4696801,74143398.56845002,2036-02-01,BBB,S&P,3
1183,2024-12-31,1183-INV-0028,Equities - Unlisted,Loans and mortgages,Issuer_167,JP,Utilities,AUD,967793.7038042924,247.88321892855885,239899818.55780023,234582882.45421836,2037-11-01,A,Moodys,2
1183,2024-12-31,1183-INV-0029,Deposits with credit institutions,Cash and deposits,Issuer_124,GB,Government,AUD,798494.9040119775,196.81426311851607,157155186.13700756,154002391.81225613,2031-11-01,AA,S&P,6
1183,2024-12-31,1183-INV-0030,Policy loans,Equities,Issuer_133,CA,Government,JPY,233273.48621562336,108.3555402009059,25276474.613442447,24660899.087877925,2037-01-01,BB,Moodys,3
1183,2024-12-31,1183-INV-0031,Equities - Listed,Loans and mortgages,Issuer_274,CH,Utilities,CHF,355964.4287254138,353.2973936655787,125761304.90634534,120260063.28090584,2030-03-01,Not rated,Moodys,3
1183,2024-12-31,1183-INV-0032,Corporate bonds - Investment grade,Investment funds,Issuer_66,JP,Industrial,AUD,211296.43272567762,414.0606381312544,87489535.76925173,84400472.0696561,2040-06-01,B,S&P,2
1183,2024-12-31,1183-INV-0033,Collective investment undertakings,Corporate bonds,Issuer_382,JP,Government,CAD,343302.501375999,439.096514836163,150742931.88873821,145541174.85685503,2040-06-01,A,Fitch,5
1183,2024-12-31,1183-INV-0034,Equities - Unlisted,Investment funds,Issuer_436,US,Government,GBP,83654.0987825717,268.0420977860049,22422820.126078196,21979788.950175796,2039-11-01,BB,S&P,4
1183,2024-12-31,1183-INV-0035,Equities - Listed,Property,Issuer_62,CA,Utilities,JPY,563844.9561193703,411.7122007175638,232141847.74740413,223718545.70558798,2026-03-01,AA,Moodys,3
1183,2024-12-31,1183-INV-0036,Mortgage loans,Property,Issuer_458,CH,Industrial,EUR,581118.3854697307,277.47894217543876,161248114.87883973,155508952.39876375,2039-12-01,AA,S&P,4
1183,2024-12-31,1183-INV-0037,Collective investment undertakings,Loans and mortgages,Issuer_91,AU,Financial,GBP,624374.4870434534,173.13818803734722,108103067.34345165,107971552.59528008,2033-05-01,AA,Moodys,5
1183,2024-12-31,1183-INV-0038,Corporate bonds - Non-investment grade,Investment funds,Issuer_403,US,Industrial,CHF,83190.05195278482,256.8128257461304,21364272.31596206,20950795.59878005,2032-11-01,BBB,None,4
1183,2024-12-31,1183-INV-0039,Policy loans,Investment funds,Issuer_3,GB,Industrial,AUD,822558.829974169,75.64042714881572,62218701.25427622,61712286.289663434,2031-01-01,A,Moodys,1
1183,2024-12-31,1183-INV-0040,Other investments,Government bonds,Issuer_321,FR,Industrial,AUD,458972.9927073066,376.2527343346034,172689843.4918601,173972714.46343192,2040-06-01,A,Moodys,1
1183,2024-12-31,1183-INV-0041,Mortgage loans,Property,Issuer_302,JP,Industrial,GBP,667545.1248569869,399.6721785432903,266799214.32754466,276462761.2074552,2039-01-01,A,Fitch,4
1183,2024-12-31,1183-INV-0042,Deposits with credit institutions,Property,Issuer_269,AU,Government,AUD,314561.62122574804,292.11021741375635,91886663.56627694,95011803.22424851,2028-06-01,BBB,Fitch,2
1183,2024-12-31,1183-INV-0043,Corporate bonds - Non-investment grade,Cash and deposits,Issuer_207,GB,Industrial,USD,989461.6798340913,450.2836899696934,445538456.279306,439811828.5401372,2037-03-01,AA,S&P,5
1183,2024-12-31,1183-INV-0044,Deposits with credit institutions,Corporate bonds,Issuer_64,AU,Financial,JPY,195971.35070143177,270.2266418329649,52956679.995518155,54236332.899371535,2040-11-01,A,S&P,5
1183,2024-12-31,1183-INV-0045,Sovereign bonds,Loans and mortgages,Issuer_56,GB,Financial,AUD,493076.5016825443,267.4313884911508,131864133.47732209,136324179.61648422,2027-07-01,BBB,None,1
1183,2024-12-31,1183-INV-0046,Deposits with credit institutions,Equities,Issuer_243,DE,Industrial,AUD,362042.3752881192,436.9076036652405,158179066.61240384,156704913.65258247,2036-11-01,AAA,Fitch,4
1183,2024-12-31,1183-INV-0047,Other investments,Government bonds,Issuer_340,NL,Utilities,CHF,328904.8725726611,254.29546003986457,83639015.88021788,85834096.41465011,2035-12-01,AA,None,1
1183,2024-12-31,1183-INV-0048,Deposits with credit institutions,Loans and mortgages,Issuer_317,US,Utilities,GBP,126876.02583613028,138.38864714240782,17558201.570267253,18350857.494951926,2038-02-01,BBB,Moodys,5
0886,2024-12-31,0886-INV-0001,Equities - Unlisted,Cash and deposits,Issuer_268,FR,Utilities,AUD,176316.135753976,305.4772930689745,53860575.87450642,54287768.15946555,2032-05-01,AA,S&P,5
0886,2024-12-31,0886-INV-0002,Policy loans,Corporate bonds,Issuer_353,CH,Utilities,USD,490134.8375881945,340.1353618595684,166712190.34304133,162208072.51159832,2026-01-01,B,S&P,1
0886,2024-12-31,0886-INV-0003,Real estate,Loans and mortgages,Issuer_253,DE,Financial,CAD,553109.6055089715,217.47796486110371,120289151.35121904,122233833.0974263,2034-02-01,B,S&P,3
0886,2024-12-31,0886-INV-0004,Other investments,Corporate bonds,Issuer_234,JP,Utilities,JPY,142082.3198297763,306.8948375777643,43604330.466831155,42231972.923673764,2026-02-01,Not rated,Moodys,1
0886,2024-12-31,0886-INV-0005,Equities - Unlisted,Equities,Issuer_411,AU,Government,AUD,279364.42005192133,148.41941014561246,41463102.43977728,40148049.477444634,2027-02-01,Not rated,S&P,1
0886,2024-12-31,0886-INV-0006,Corporate bonds - Non-investment grade,Loans and mortgages,Issuer_332,DE,Utilities,EUR,825885.2406091063,178.56840544740066,147477010.49811095,153776104.34431258,2040-08-01,BB,Fitch,6
0886,2024-12-31,0886-INV-0007,Corporate bonds - Investment grade,Equities,Issuer_418,AU,Industrial,GBP,969956.5988198457,307.0672114716938,297841868.04817843,287208946.7965442,2032-07-01,BBB,Fitch,4
0886,2024-12-31,0886-INV-0008,Policy loans,Cash and deposits,Issuer_216,DE,Financial,USD,375173.6951362017,408.9795185066963,153438357.19318184,151403622.3194512,2037-12-01,AAA,Moodys,1
