Syndicate,Reporting_Date,Line_of_Business,Accident_Year,Development_Year,Net_Claims_Reported,Net_Claims_Paid,Net_Claims_Outstanding,Net_Ultimate_Estimate
727,2024-12-31,General liability insurance,2020,0,4234541.748497428,499772.9507293573,3734768.7977680713,
727,2024-12-31,General liability insurance,2020,1,5075526.906993645,2584158.8932465496,2491368.013747096,
727,2024-12-31,General liability insurance,2020,2,5798207.152362375,2773928.7465303023,3024278.4058320723,
727,2024-12-31,General liability insurance,2020,3,7760658.492811685,4265538.569044553,3495119.9237671327,
727,2024-12-31,General liability insurance,2020,4,8283520.406560533,6091143.760339029,2192376.646221504,16401838.056590289
727,2024-12-31,General liability insurance,2021,0,4227637.052861012,459568.4184910931,3768068.634369919,
727,2024-12-31,General liability insurance,2021,1,3337451.7781809084,1690256.3812844986,1647195.3968964098,
727,2024-12-31,General liability insurance,2021,2,4653669.830933774,2597989.594168884,2055680.23676489,
727,2024-12-31,General liability insurance,2021,3,4480618.503745609,3403417.4628464514,1077201.0408991575,11510056.834157024
727,2024-12-31,General liability insurance,2022,0,1041657.7890369388,252552.89689428115,789104.8921426577,
727,2024-12-31,General liability insurance,2022,1,1461316.478520914,611748.51492502,849567.9635958939,
727,2024-12-31,General liability insurance,2022,2,1745001.164797884,927884.0088544026,817117.1559434814,4878979.879700342
727,2024-12-31,General liability insurance,2023,0,6640312.514440846,1829968.2671652315,4810344.247275614,
727,2024-12-31,General liability insurance,2023,1,5922378.976612647,1930707.645782326,3991671.3308303207,15366394.856530538
727,2024-12-31,General liability insurance,2024,0,3366900.4360203287,78983.83187662918,3287916.6041437,13497468.21195787
727,2024-12-31,Workers compensation insurance,2015,0,5616870.55530129,1620471.074081671,3996399.481219619,
727,2024-12-31,Workers compensation insurance,2015,1,5522584.234897643,2225220.5029779724,3297363.731919671,
727,2024-12-31,Workers compensation insurance,2015,2,7084602.211273989,3445152.182200985,3639450.029073004,
727,2024-12-31,Workers compensation insurance,2015,3,6381336.039019536,4513687.8437149,1867648.195304636,
727,2024-12-31,Workers compensation insurance,2015,4,6825259.180712024,4689821.576815181,2135437.6038968423,
727,2024-12-31,Workers compensation insurance,2015,5,9375522.463205457,6947691.32129678,2427831.1419086764,
727,2024-12-31,Workers compensation insurance,2015,6,8144824.154365816,7106599.113255006,1038225.04111081,
727,2024-12-31,Workers compensation insurance,2015,7,10352409.579025906,8791519.47676802,1560890.102257885,
727,2024-12-31,Workers compensation insurance,2015,8,12097543.116463607,9124239.800296664,2973303.316166945,
727,2024-12-31,Workers compensation insurance,2015,9,9498289.643029025,12259874.532623705,-2761584.88959468,16189995.556132307
727,2024-12-31,Workers compensation insurance,2016,0,6909370.260433176,1651345.2528553146,5258025.007577861,
727,2024-12-31,Workers compensation insurance,2016,1,7520436.810361384,3949638.563359307,3570798.2470020773,
727,2024-12-31,Workers compensation insurance,2016,2,10077000.75484949,4387079.196583404,5689921.558266086,
727,2024-12-31,Workers compensation insurance,2016,3,10089540.359352823,6279487.928372818,3810052.430980005,
727,2024-12-31,Workers compensation insurance,2016,4,10460776.0326639,9871681.687294912,589094.345368987,
727,2024-12-31,Workers compensation insurance,2016,5,14928999.673072668,11211765.480177278,3717234.19289539,
727,2024-12-31,Workers compensation insurance,2016,6,16438149.704308275,13966140.727690617,2472008.9766176604,
727,2024-12-31,Workers compensation insurance,2016,7,17372987.47658896,16588607.669720937,784379.8068680242,
727,2024-12-31,Workers compensation insurance,2016,8,15508689.770836286,15981686.110199653,-472996.3393633664,26101947.40145131
727,2024-12-31,Workers compensation insurance,2017,0,8379631.385483109,1866392.943614823,6513238.441868287,
727,2024-12-31,Workers compensation insurance,2017,1,10873164.296849526,3347442.91066122,7525721.386188306,
727,2024-12-31,Workers compensation insurance,2017,2,11718761.363706544,4918208.554081673,6800552.809624871,
727,2024-12-31,Workers compensation insurance,2017,3,12473639.53135985,7830970.10552329,4642669.425836559,
727,2024-12-31,Workers compensation insurance,2017,4,12114328.869620522,8301531.680698486,3812797.188922037,
727,2024-12-31,Workers compensation insurance,2017,5,13827416.425890217,10310875.197111748,3516541.2287784684,
727,2024-12-31,Workers compensation insurance,2017,6,14418371.825165018,15551985.624233635,-1133613.7990686186,
727,2024-12-31,Workers compensation insurance,2017,7,16549906.401111577,14798218.256922668,1751688.1441889089,27116577.89087273
727,2024-12-31,Workers compensation insurance,2018,0,1787981.6914007473,110072.3598990471,1677909.3315017002,
727,2024-12-31,Workers compensation insurance,2018,1,2250352.21445372,968376.3477897424,1281975.8666639775,
727,2024-12-31,Workers compensation insurance,2018,2,2561468.014481435,1553735.6673706942,1007732.3471107408,
727,2024-12-31,Workers compensation insurance,2018,3,2555914.808171447,2000335.3785099047,555579.4296615417,
727,2024-12-31,Workers compensation insurance,2018,4,3776110.352640336,2182545.723463767,1593564.6291765682,
727,2024-12-31,Workers compensation insurance,2018,5,3065844.028075729,2550242.9336150275,515601.0944607016,
727,2024-12-31,Workers compensation insurance,2018,6,4104862.623333776,3782630.279615639,322232.3437181376,6938466.427755195
727,2024-12-31,Workers compensation insurance,2019,0,1827802.4849614785,69828.7108663333,1757973.7740951453,
727,2024-12-31,Workers compensation insurance,2019,1,2042078.4507698964,940109.8949954128,1101968.5557744836,
727,2024-12-31,Workers compensation insurance,2019,2,3001307.8965186235,1459792.6000205074,1541515.296498116,
727,2024-12-31,Workers compensation insurance,2019,3,3380773.99325162,2052755.5767549635,1328018.4164966564,
727,2024-12-31,Workers compensation insurance,2019,4,2940595.414814432,2829876.8632858004,110718.55152863172,
727,2024-12-31,Workers compensation insurance,2019,5,3754053.8892164286,3234787.6138577554,519266.2753586732,7114986.841022797
727,2024-12-31,Workers compensation insurance,2020,0,3116477.2520225816,416207.9716324854,2700269.2803900964,
727,2024-12-31,Workers compensation insurance,2020,1,4370721.308575762,1432348.713690239,2938372.5948855234,
727,2024-12-31,Workers compensation insurance,2020,2,4316478.042066876,2185575.26529746,2130902.776769416,
727,2024-12-31,Workers compensation insurance,2020,3,5196397.104842285,3267998.3692192337,1928398.735623051,
727,2024-12-31,Workers compensation insurance,2020,4,7183251.105529053,4459737.265372489,2723513.8401565645,12824770.627925849
727,2024-12-31,Workers compensation insurance,2021,0,9534822.852864744,2655611.4798779795,6879211.372986765,
727,2024-12-31,Workers compensation insurance,2021,1,9527975.141467089,4141355.236405389,5386619.9050617,
727,2024-12-31,Workers compensation insurance,2021,2,10668627.755403891,5296731.733665844,5371896.021738047,
727,2024-12-31,Workers compensation insurance,2021,3,13929919.37618686,9061418.562887823,4868500.813299034,29709918.442606587
727,2024-12-31,Workers compensation insurance,2022,0,10014177.084718645,713827.0388139923,9300350.045904651,
727,2024-12-31,Workers compensation insurance,2022,1,8983827.064963005,3820243.452710683,5163583.612252323,
727,2024-12-31,Workers compensation insurance,2022,2,11621301.2192232,6347939.460878743,5273361.758344458,28262688.4940577
727,2024-12-31,Workers compensation insurance,2023,0,5539981.766932665,1040398.2931226104,4499583.473810055,
727,2024-12-31,Workers compensation insurance,2023,1,10551502.91397275,3317948.8413868444,7233554.072585906,25507404.084582485
727,2024-12-31,Workers compensation insurance,2024,0,1047917.7411050776,106578.39234745856,941339.348757619,4405414.755917292
727,2024-12-31,Legal expenses insurance,2015,0,3426400.548483577,38842.27787206544,3387558.2706115115,
727,2024-12-31,Legal expenses insurance,2015,1,5827611.820549035,2136951.52184406,3690660.298704976,
727,2024-12-31,Legal expenses insurance,2015,2,7427857.438957581,3273628.73278636,4154228.7061712216,
727,2024-12-31,Legal expenses insurance,2015,3,6998897.437529411,4371255.026512819,2627642.411016592,
727,2024-12-31,Legal expenses insurance,2015,4,9409039.268245962,5083081.143690387,4325958.124555575,
727,2024-12-31,Legal expenses insurance,2015,5,8579769.405807432,8253290.768852161,326478.63695527054,
727,2024-12-31,Legal expenses insurance,2015,6,8918208.946516357,8210006.90270385,708202.0438125078,
727,2024-12-31,Legal expenses insurance,2015,7,10238229.363349885,11235669.537369166,-997440.1740192808,
727,2024-12-31,Legal expenses insurance,2015,8,10128105.478251422,12860904.07879781,-2732798.600546388,
727,2024-12-31,Legal expenses insurance,2015,9,10650317.935011,12336488.170958048,-1686170.2359470483,17298203.528505106
727,2024-12-31,Legal expenses insurance,2016,0,6812571.445077711,1346671.7501274657,5465899.694950245,
727,2024-12-31,Legal expenses insurance,2016,1,8594410.20479085,2735161.7047433527,5859248.5000474965,
727,2024-12-31,Legal expenses insurance,2016,2,8932277.880422385,3754540.540799104,5177737.339623282,
727,2024-12-31,Legal expenses insurance,2016,3,9609401.930402322,4961494.8808504185,4647907.049551903,
727,2024-12-31,Legal expenses insurance,2016,4,12239631.627047596,7786354.576568625,4453277.05047897,
727,2024-12-31,Legal expenses insurance,2016,5,12605429.650492365,10086901.18026869,2518528.4702236727,
727,2024-12-31,Legal expenses insurance,2016,6,14194955.85624674,10413390.790996917,3781565.065249825,
727,2024-12-31,Legal expenses insurance,2016,7,11789338.032146212,12065397.500810282,-276059.4686640706,
727,2024-12-31,Legal expenses insurance,2016,8,16871369.54657965,11648632.184133315,5222737.362446334,22426544.68628968
727,2024-12-31,Legal expenses insurance,2017,0,3108406.4208438783,952126.183856227,2156280.236987652,
727,2024-12-31,Legal expenses insurance,2017,1,3633470.3981278096,1979096.581550327,1654373.816577483,
727,2024-12-31,Legal expenses insurance,2017,2,5065810.975714099,2424113.6146257045,2641697.361088394,
727,2024-12-31,Legal expenses insurance,2017,3,4594507.165266632,3532685.4956732,1061821.669593432,
727,2024-12-31,Legal expenses insurance,2017,4,6550831.927888183,3940176.3854161687,2610655.542472014,
727,2024-12-31,Legal expenses insurance,2017,5,6405733.862229679,5686338.638497895,719395.2237317842,
727,2024-12-31,Legal expenses insurance,2017,6,7975307.644122357,5527988.751235854,2447318.8928865027,
727,2024-12-31,Legal expenses insurance,2017,7,7815064.744152254,6156205.361244555,1658859.3829076998,12192168.779677354
727,2024-12-31,Legal expenses insurance,2018,0,5238198.014340444,126174.2401984916,5112023.774141952,
727,2024-12-31,Legal expenses insurance,2018,1,8320257.84836852,3436282.2232255163,4883975.625143004,
727,2024-12-31,Legal expenses insurance,2018,2,8249090.698072527,3894199.504612097,4354891.193460429,
727,2024-12-31,Legal expenses insurance,2018,3,9678798.703443864,6765976.968258828,2912821.7351850364,
727,2024-12-31,Legal expenses insurance,2018,4,9665449.629603771,8120916.125910048,1544533.5036937231,
727,2024-12-31,Legal expenses insurance,2018,5,11911463.684136258,8521100.070055883,3390363.614080375,
727,2024-12-31,Legal expenses insurance,2018,6,15141467.804834712,13114912.236279543,2026555.5685551688,23149183.655969538
727,2024-12-31,Legal expenses insurance,2019,0,3223131.148516077,401932.6080068647,2821198.5405092128,
727,2024-12-31,Legal expenses insurance,2019,1,4234036.798948817,1596102.5411261758,2637934.257822641,
727,2024-12-31,Legal expenses insurance,2019,2,6006580.812615485,2741076.7343376614,3265504.0782778235,
727,2024-12-31,Legal expenses insurance,2019,3,6068232.319548273,3686803.587514021,2381428.732034252,
727,2024-12-31,Legal expenses insurance,2019,4,6788623.367550257,4640471.792959504,2148151.574590753,
727,2024-12-31,Legal expenses insurance,2019,5,8439312.626700692,5911491.617985732,2527821.00871496,13642602.273754667
727,2024-12-31,Legal expenses insurance,2020,0,5980340.3266595565,885852.3799317582,5094487.946727798,
727,2024-12-31,Legal expenses insurance,2020,1,8584167.706781257,3142237.005782836,5441930.700998421,
727,2024-12-31,Legal expenses insurance,2020,2,9746060.89563071,4673351.927401304,5072708.968229406,
727,2024-12-31,Legal expenses insurance,2020,3,10206073.97423526,5969761.131342108,4236312.8428931525,
727,2024-12-31,Legal expenses insurance,2020,4,10927651.820279803,8580500.866174737,2347150.954105066,23899666.08754513
727,2024-12-31,Legal expenses insurance,2021,0,2441531.85208008,594322.2787183023,1847209.5733617772,
727,2024-12-31,Legal expenses insurance,2021,1,2187807.746613127,837906.851025264,1349900.8955878632,
727,2024-12-31,Legal expenses insurance,2021,2,2234923.645203035,1382700.902275795,852222.7429272402,
727,2024-12-31,Legal expenses insurance,2021,3,2479720.39814497,1697425.8695123277,782294.5286326429,6413508.133185756
727,2024-12-31,Legal expenses insurance,2022,0,2536896.618076993,766050.7989690308,1770845.8191079623,
727,2024-12-31,Legal expenses insurance,2022,1,2010315.2023350785,932687.5193432154,1077627.6829918632,
727,2024-12-31,Legal expenses insurance,2022,2,2962302.718353266,1484343.8986001415,1477958.8197531244,7025423.216742689
727,2024-12-31,Legal expenses insurance,2023,0,9854284.715306502,382680.7972624976,9471603.918044005,
727,2024-12-31,Legal expenses insurance,2023,1,9931392.105283938,4029570.2338173054,5901821.871466633,29609592.978199057
727,2024-12-31,Legal expenses insurance,2024,0,7208398.956544748,1862183.755654908,5346215.20088984,24042079.16362615
727,2024-12-31,Medical expense insurance,2015,0,1680150.1880095266,550670.8642521024,1129479.323757424,
727,2024-12-31,Medical expense insurance,2015,1,1659447.5597985983,638636.3053311913,1020811.2544674072,
727,2024-12-31,Medical expense insurance,2015,2,2269774.158359644,917532.247787016,1352241.910572628,
727,2024-12-31,Medical expense insurance,2015,3,2491707.2902531354,1570793.8460155209,920913.4442376144,
727,2024-12-31,Medical expense insurance,2015,4,2336254.6198432595,1584506.199944243,751748.4198990164,
727,2024-12-31,Medical expense insurance,2015,5,2765510.307213423,2302710.5534762624,462799.75373716047,
727,2024-12-31,Medical expense insurance,2015,6,3238113.1966625014,2492060.230404374,746052.9662581272,
727,2024-12-31,Medical expense insurance,2015,7,3141520.542410594,3156840.8395809247,-15320.29717033077,
727,2024-12-31,Medical expense insurance,2015,8,3942081.281328533,3596084.964818054,345996.31651047897,
727,2024-12-31,Medical expense insurance,2015,9,3876934.55831457,3197522.841560076,679411.7167544942,5421881.019222874
727,2024-12-31,Medical expense insurance,2016,0,3423185.801060594,897131.8852042134,2526053.915856381,
727,2024-12-31,Medical expense insurance,2016,1,4512376.9929,1592568.1048643547,2919808.888035645,
727,2024-12-31,Medical expense insurance,2016,2,4085455.442350297,2120726.9644122506,1964728.4779380464,
727,2024-12-31,Medical expense insurance,2016,3,4918748.755324479,3047367.5016194647,1871381.2537050145,
727,2024-12-31,Medical expense insurance,2016,4,6251841.941894157,4192135.915173391,2059706.026720766,
727,2024-12-31,Medical expense insurance,2016,5,6255748.65844009,5190855.837543704,1064892.8208963862,
727,2024-12-31,Medical expense insurance,2016,6,6526614.580109861,6174024.7349063335,352589.84520352725,
727,2024-12-31,Medical expense insurance,2016,7,8128888.261214763,6388135.168523409,1740753.0926913535,
727,2024-12-31,Medical expense insurance,2016,8,7314784.895142327,7665544.387816938,-350759.4926746106,12352781.633597013
727,2024-12-31,Medical expense insurance,2017,0,2564121.56748862,308056.30395153747,2256065.263537083,
727,2024-12-31,Medical expense insurance,2017,1,2971934.1135370927,1186047.2646668726,1785886.84887022,
727,2024-12-31,Medical expense insurance,2017,2,2846700.182858905,1504015.2967234168,1342684.886135488,
727,2024-12-31,Medical expense insurance,2017,3,4171122.638040992,2340488.985582684,1830633.652458308,
727,2024-12-31,Medical expense insurance,2017,4,4120555.741777463,3266750.548209455,853805.193568008,
727,2024-12-31,Medical expense insurance,2017,5,4453240.008138109,3885612.880686462,567627.1274516471,
727,2024-12-31,Medical expense insurance,2017,6,4436349.621672781,5159775.612465201,-723425.9907924198,
727,2024-12-31,Medical expense insurance,2017,7,6159149.326812124,6086780.434741803,72368.89207032043,8897832.61469437
727,2024-12-31,Medical expense insurance,2018,0,2476645.286742979,340851.79649617604,2135793.490246803,
727,2024-12-31,Medical expense insurance,2018,1,2457471.929047471,1197182.941944404,1260288.9871030669,
727,2024-12-31,Medical expense insurance,2018,2,3546963.608908895,1679086.3223064735,1867877.2866024212,
727,2024-12-31,Medical expense insurance,2018,3,3010253.690487166,2219630.803527262,790622.8869599039,
727,2024-12-31,Medical expense insurance,2018,4,4328671.838702362,2465676.144070179,1862995.6946321828,
727,2024-12-31,Medical expense insurance,2018,5,4677969.061182209,3618174.176535324,1059794.884646885,
727,2024-12-31,Medical expense insurance,2018,6,4652173.813650178,4427825.9402809255,224347.8733692523,8010514.27411629
727,2024-12-31,Medical expense insurance,2019,0,8021841.469353227,28580.85014416614,7993260.61920906,
727,2024-12-31,Medical expense insurance,2019,1,7272599.583300094,2872413.377787686,4400186.205512408,
727,2024-12-31,Medical expense insurance,2019,2,8545128.236183248,4554054.641528208,3991073.5946550407,
727,2024-12-31,Medical expense insurance,2019,3,10127207.845270826,5198735.610309592,4928472.234961234,
727,2024-12-31,Medical expense insurance,2019,4,9560053.657749074,7592849.70534092,1967203.9524081536,
727,2024-12-31,Medical expense insurance,2019,5,9525877.04449498,9681348.94736917,-155471.9028741885,20387944.748022787
727,2024-12-31,Medical expense insurance,2020,0,4152471.599782868,123120.86064765567,4029350.739135212,
727,2024-12-31,Medical expense insurance,2020,1,3871664.2200731966,1708170.3514637942,2163493.8686094023,
727,2024-12-31,Medical expense insurance,2020,2,4105665.596346503,2051472.9208698424,2054192.6754766607,
727,2024-12-31,Medical expense insurance,2020,3,6199804.087699375,3681104.329840269,2518699.757859106,
727,2024-12-31,Medical expense insurance,2020,4,5873847.798759664,4838493.808374899,1035353.990384764,12272995.648938265
727,2024-12-31,Medical expense insurance,2021,0,1848682.1138227957,400034.4594200186,1448647.6544027769,
727,2024-12-31,Medical expense insurance,2021,1,1459687.8765267264,665899.7091556744,793788.167371052,
727,2024-12-31,Medical expense insurance,2021,2,1807461.251437752,896782.971904685,910678.2795330668,
727,2024-12-31,Medical expense insurance,2021,3,2308248.066426199,1023527.6884317374,1284720.3779944617,4673325.971717022
727,2024-12-31,Medical expense insurance,2022,0,2270712.902284207,370661.4204260201,1900051.481858187,
727,2024-12-31,Medical expense insurance,2022,1,3368566.793427513,1305404.7663896573,2063162.027037856,
727,2024-12-31,Medical expense insurance,2022,2,4407593.213960203,1857770.0846270735,2549823.1293331296,9591694.16178647
727,2024-12-31,Medical expense insurance,2023,0,4691222.5654612845,697208.7312971528,3994013.8341641314,
727,2024-12-31,Medical expense insurance,2023,1,7755172.512715638,4065552.288490438,3689620.2242252,26873250.72316597
727,2024-12-31,Medical expense insurance,2024,0,1787355.412621545,459197.6203567837,1328157.7922647612,4761890.10637516
727,2024-12-31,Motor vehicle liability insurance,2015,0,10321456.079385895,711927.0725694092,9609529.006816488,
727,2024-12-31,Motor vehicle liability insurance,2015,1,7895675.80640465,3085028.910097674,4810646.896306977,
727,2024-12-31,Motor vehicle liability insurance,2015,2,9988360.489941338,5225828.071708402,4762532.418232936,
727,2024-12-31,Motor vehicle liability insurance,2015,3,10426441.758519068,6712962.917433396,3713478.841085672,
727,2024-12-31,Motor vehicle liability insurance,2015,4,10257519.993455084,8492722.74414447,1764797.2493106143,
727,2024-12-31,Motor vehicle liability insurance,2015,5,12742550.5923709,10036818.199864425,2705732.3925064765,
727,2024-12-31,Motor vehicle liability insurance,2015,6,12739336.021420864,13820434.780715335,-1081098.7592944708,
727,2024-12-31,Motor vehicle liability insurance,2015,7,15966328.519105185,13578645.004578112,2387683.5145270717,
727,2024-12-31,Motor vehicle liability insurance,2015,8,15454660.931764163,13966759.153457502,1487901.7783066612,
727,2024-12-31,Motor vehicle liability insurance,2015,9,20285967.00572847,16537142.80054686,3748824.205181608,25566771.97968157
727,2024-12-31,Motor vehicle liability insurance,2016,0,3340749.647908059,864119.0964758781,2476630.5514321807,
727,2024-12-31,Motor vehicle liability insurance,2016,1,3732954.700642943,1623672.0844026587,2109282.6162402844,
727,2024-12-31,Motor vehicle liability insurance,2016,2,4336586.205548918,2165856.066627995,2170730.1389209228,
727,2024-12-31,Motor vehicle liability insurance,2016,3,5421880.126846945,2781311.828835545,2640568.2980114,
727,2024-12-31,Motor vehicle liability insurance,2016,4,6004537.122639833,3834810.22871762,2169726.893922213,
727,2024-12-31,Motor vehicle liability insurance,2016,5,5817525.555934884,5045925.667521964,771599.8884129198,
727,2024-12-31,Motor vehicle liability insurance,2016,6,5783738.1362965,5320787.989283232,462950.1470132675,
727,2024-12-31,Motor vehicle liability insurance,2016,7,6872360.640622883,6385051.099624514,487309.5409983695,
727,2024-12-31,Motor vehicle liability insurance,2016,8,7428844.71757534,6428228.759917257,1000615.9576580822,10838032.042188928
727,2024-12-31,Motor vehicle liability insurance,2017,0,4630688.461612582,1004075.3905954572,3626613.071017125,
727,2024-12-31,Motor vehicle liability insurance,2017,1,5194401.369579699,2162921.362075423,3031480.007504276,
727,2024-12-31,Motor vehicle liability insurance,2017,2,5206841.348920965,2614557.44910924,2592283.8998117247,
727,2024-12-31,Motor vehicle liability insurance,2017,3,5315047.360104782,3690520.424225221,1624526.9358795611,
727,2024-12-31,Motor vehicle liability insurance,2017,4,6241924.507057261,4542623.581345025,1699300.9257122353,
727,2024-12-31,Motor vehicle liability insurance,2017,5,8640339.227770818,6342811.44050376,2297527.787267058,
727,2024-12-31,Motor vehicle liability insurance,2017,6,8546948.869665662,7231599.368432495,1315349.501233167,
727,2024-12-31,Motor vehicle liability insurance,2017,7,8061908.858248142,9266273.389454566,-1204364.5312064243,14734263.955385778
727,2024-12-31,Motor vehicle liability insurance,2018,0,3842459.740532702,993713.0669128068,2848746.6736198952,
727,2024-12-31,Motor vehicle liability insurance,2018,1,6677963.637603976,2922773.974983724,3755189.662620252,
727,2024-12-31,Motor vehicle liability insurance,2018,2,7917546.250202961,3693726.681438936,4223819.568764025,
727,2024-12-31,Motor vehicle liability insurance,2018,3,7363952.0767774675,4361055.594215796,3002896.482561671,
727,2024-12-31,Motor vehicle liability insurance,2018,4,10382888.470225569,5369486.601818951,5013401.868406618,
727,2024-12-31,Motor vehicle liability insurance,2018,5,11363140.338374471,7032474.5891789645,4330665.749195507,
727,2024-12-31,Motor vehicle liability insurance,2018,6,10125241.973640878,9463984.331919655,661257.6417212207,18537832.50293185
727,2024-12-31,Motor vehicle liability insurance,2019,0,6184989.952013249,605056.4912268226,5579933.460786426,
727,2024-12-31,Motor vehicle liability insurance,2019,1,4811483.181527021,2072610.2411392496,2738872.9403877715,
727,2024-12-31,Motor vehicle liability insurance,2019,2,4890925.445905231,3091089.8915042314,1799835.5544009996,
727,2024-12-31,Motor vehicle liability insurance,2019,3,5975078.309515777,4041562.102004157,1933516.20751162,
727,2024-12-31,Motor vehicle liability insurance,2019,4,6840329.570341824,5233140.489702424,1607189.0806393996,
727,2024-12-31,Motor vehicle liability insurance,2019,5,8421042.64392348,6484562.470755322,1936480.1731681584,14335647.12358707
727,2024-12-31,Motor vehicle liability insurance,2020,0,8056715.008865021,1266939.060376547,6789775.948488474,
727,2024-12-31,Motor vehicle liability insurance,2020,1,8010292.97095322,2921169.998127849,5089122.972825371,
727,2024-12-31,Motor vehicle liability insurance,2020,2,8554173.636590019,4591589.996819114,3962583.639770905,
727,2024-12-31,Motor vehicle liability insurance,2020,3,8568114.543354567,5929209.145876611,2638905.3974779565,
727,2024-12-31,Motor vehicle liability insurance,2020,4,10823693.291827211,7004139.374272086,3819553.9175551273,22318072.85390851
727,2024-12-31,Motor vehicle liability insurance,2021,0,10523913.380481351,1828395.4043974783,8695517.976083873,
727,2024-12-31,Motor vehicle liability insurance,2021,1,9984003.354379982,4427251.244116392,5556752.11026359,
727,2024-12-31,Motor vehicle liability insurance,2021,2,11994476.415932562,5329622.09130941,6664854.324623153,
727,2024-12-31,Motor vehicle liability insurance,2021,3,12661270.020336747,8236035.047901204,4425234.972435543,27496818.15921944
727,2024-12-31,Motor vehicle liability insurance,2022,0,10547272.41443478,2320609.165424845,8226663.249009936,
727,2024-12-31,Motor vehicle liability insurance,2022,1,10788820.99332543,4415812.501809029,6373008.491516402,
727,2024-12-31,Motor vehicle liability insurance,2022,2,12298409.61270358,4575136.015706192,7723273.596997389,28474595.46209745
727,2024-12-31,Motor vehicle liability insurance,2023,0,1330386.3050710058,165169.68440534244,1165216.6206656634,
727,2024-12-31,Motor vehicle liability insurance,2023,1,1310736.2467855953,611442.06977813,699294.1770074653,4328102.736264596
727,2024-12-31,Motor vehicle liability insurance,2024,0,5779430.584073677,1673060.5140117204,4106370.070061957,18966249.92456333
6104,2024-12-31,Motor vehicle liability insurance,2015,0,3544359.78292101,1058578.8349135658,2485780.9480074444,
6104,2024-12-31,Motor vehicle liability insurance,2015,1,4182337.2801329694,1884495.821555238,2297841.458577733,
6104,2024-12-31,Motor vehicle liability insurance,2015,2,5345367.689279934,2506956.629206297,2838411.060073637,
6104,2024-12-31,Motor vehicle liability insurance,2015,3,6083074.381650236,3995162.459235854,2087911.9224143813,
6104,2024-12-31,Motor vehicle liability insurance,2015,4,7303898.735565504,4349043.326255396,2954855.409310108,
6104,2024-12-31,Motor vehicle liability insurance,2015,5,7795973.489932023,5309059.789831036,2486913.700100987,
6104,2024-12-31,Motor vehicle liability insurance,2015,6,8410056.528512917,7370531.709489156,1039524.819023761,
6104,2024-12-31,Motor vehicle liability insurance,2015,7,8848658.108072381,7366687.867594168,1481970.240478213,
6104,2024-12-31,Motor vehicle liability insurance,2015,8,8013539.16208075,7681270.218466688,332268.9436140619,
6104,2024-12-31,Motor vehicle liability insurance,2015,9,8443492.869016187,7765263.576291447,678229.2927247407,13486615.870364944
6104,2024-12-31,Motor vehicle liability insurance,2016,0,4220493.360692723,524498.8105054416,3695994.550187281,
6104,2024-12-31,Motor vehicle liability insurance,2016,1,7193172.222750604,2350229.0353318127,4842943.187418791,
6104,2024-12-31,Motor vehicle liability insurance,2016,2,7138666.35213354,3275399.334504433,3863267.017629107,
6104,2024-12-31,Motor vehicle liability insurance,2016,3,9284287.69039739,5403819.452610394,3880468.2377869952,
6104,2024-12-31,Motor vehicle liability insurance,2016,4,9509689.422786092,6025340.440652428,3484348.982133664,
6104,2024-12-31,Motor vehicle liability insurance,2016,5,10768010.71846186,8968735.314131035,1799275.4043308254,
6104,2024-12-31,Motor vehicle liability insurance,2016,6,8764428.494905608,9505438.270410333,-741009.7755047232,
6104,2024-12-31,Motor vehicle liability insurance,2016,7,10323302.22947138,11054583.58978342,-731281.360312039,
6104,2024-12-31,Motor vehicle liability insurance,2016,8,13704137.39486352,11067832.856200133,2636304.5386633878,18659549.652206264
6104,2024-12-31,Motor vehicle liability insurance,2017,0,3448547.683448264,108002.06841669625,3340545.615031568,
6104,2024-12-31,Motor vehicle liability insurance,2017,1,3931544.027946101,1400293.3336466574,2531250.694299444,
6104,2024-12-31,Motor vehicle liability insurance,2017,2,4214119.729872875,1919370.3871937264,2294749.3426791485,
6104,2024-12-31,Motor vehicle liability insurance,2017,3,5353159.386059195,2396941.8345083925,2956217.5515508023,
6104,2024-12-31,Motor vehicle liability insurance,2017,4,4491389.286469939,3638379.131069865,853010.1554000741,
6104,2024-12-31,Motor vehicle liability insurance,2017,5,4760016.447923267,4465082.904165026,294933.54375824146,
6104,2024-12-31,Motor vehicle liability insurance,2017,6,6858423.2547998745,5927077.457061654,931345.7977382204,
6104,2024-12-31,Motor vehicle liability insurance,2017,7,5948209.290128548,5923642.964584539,24566.325544008985,10354383.640108816
6104,2024-12-31,Motor vehicle liability insurance,2018,0,1988677.1294755857,185430.9959338668,1803246.1335417188,
6104,2024-12-31,Motor vehicle liability insurance,2018,1,2763305.202386059,844420.375562801,1918884.8268232576,
6104,2024-12-31,Motor vehicle liability insurance,2018,2,2455936.0351748774,1496994.918704899,958941.1164699784,
6104,2024-12-31,Motor vehicle liability insurance,2018,3,3289085.436178781,1851274.39627985,1437811.039898931,
6104,2024-12-31,Motor vehicle liability insurance,2018,4,3569084.6344868094,2542776.924255281,1026307.7102315282,
6104,2024-12-31,Motor vehicle liability insurance,2018,5,4026469.319367558,2660411.360581829,1366057.958785729,
6104,2024-12-31,Motor vehicle liability insurance,2018,6,3668622.005834315,3848222.500673275,-179600.49483896,6869370.979441487
