Syndicate,Line_of_Business,Development_Year,Avg_Dev_Factor,Median_Dev_Factor,Std_Dev_Factor
5000,Medical expense insurance,2,1.1275302338297284,1.129203443678585,0.037290827046070466
5000,Medical expense insurance,3,1.0825601208943534,1.075546849276061,0.03635081464152986
5000,Medical expense insurance,4,1.105947968196641,1.1085236497155426,0.03837334149524183
5000,Medical expense insurance,5,1.074975679598969,1.0703556573032849,0.015521362932530449
5000,Medical expense insurance,6,1.0815328414217447,1.07730118051826,0.0332093672893146
5000,Medical expense insurance,7,1.0636252718227954,1.0636252718227954,0.030935196052595808
5000,Medical expense insurance,8,1.0614256136849518,1.0614256136849518,
5000,Motor vehicle liability insurance,0,1.14801663068951,0.9890890226431188,0.2900046437299508
5000,Motor vehicle liability insurance,1,1.1407780460080739,1.1431374216830408,0.04239696958497734
5000,Motor vehicle liability insurance,2,1.1226214143939557,1.1276730887244748,0.027410988103481557
5000,Motor vehicle liability insurance,3,1.1064805091841958,1.1012733296537685,0.01734247095193481
5000,Motor vehicle liability insurance,4,1.0935579918236473,1.1021114935053438,0.025213251716060276
5000,Motor vehicle liability insurance,5,1.0891531842820925,1.092967605031924,0.012122740614129534
5000,Motor vehicle liability insurance,6,1.0866572596611883,1.0906511882511436,0.00952092857410142
5000,Motor vehicle liability insurance,7,1.0636849649723703,1.0636849649723703,0.0311243369119414
5000,Motor vehicle liability insurance,8,1.068178071260996,1.068178071260996,
5000,Other motor insurance,0,1.1485736637164674,0.9872361251083162,0.3170281811651752
5000,Other motor insurance,1,1.1257228964217358,1.1227897052996627,0.04526457709307747
5000,Other motor insurance,2,1.107291293270409,1.102780769227586,0.036586565775284824
5000,Other motor insurance,3,1.1215957155683804,1.125003869896961,0.024104670945938968
5000,Other motor insurance,4,1.0922359912200785,1.0882128076663546,0.03476497903754493
5000,Other motor insurance,5,1.0831799110140217,1.0847247311618324,0.036059669357697326
5000,Other motor insurance,6,1.096610968365417,1.0921619106312623,0.010320317212269232
5000,Other motor insurance,7,1.0697824666477147,1.0697824666477147,0.0068252973892355545
5000,Other motor insurance,8,1.084384855159195,1.084384855159195,
5000,Workers compensation insurance,0,1.3093571466892877,1.3680348037639294,0.2730384230228039
5000,Workers compensation insurance,1,1.1301521629227425,1.1317350183482895,0.025455845888577674
5000,Workers compensation insurance,2,1.1092732388031283,1.1206745315405116,0.03154623928898343
5000,Workers compensation insurance,3,1.1087788934115388,1.1090348006695212,0.03306485439478092
5000,Workers compensation insurance,4,1.0971290555076956,1.0905249278538065,0.04258359818738728
5000,Workers compensation insurance,5,1.0813350704386904,1.0767218249182942,0.03977676311618502
5000,Workers compensation insurance,6,1.0943939517912893,1.0931377757436718,0.010380868347240196
5000,Workers compensation insurance,7,1.0782012279936546,1.0782012279936546,0.0020066826636307654
5000,Workers compensation insurance,8,1.0568528611976842,1.0568528611976842,
5820,Fire and other damage to property insurance,0,1.2314747046070393,1.2576058759612763,0.1909073723339283
5820,Fire and other damage to property insurance,1,1.1395016035856265,1.1162349371101121,0.04693364404487726
5820,Fire and other damage to property insurance,2,1.103570794075536,1.1114875046572814,0.02194427302377907
5820,Fire and other damage to property insurance,3,1.1190098495064928,1.1219874957548561,0.0279978171841097
5820,Fire and other damage to property insurance,4,1.1037443910436102,1.0947948185352314,0.018027504993581633
5820,Fire and other damage to property insurance,5,1.0688647608810826,1.0634145034270452,0.035168492502668056
5820,Fire and other damage to property insurance,6,1.0762012314188407,1.0766857813014146,0.024029498387157643
5820,Fire and other damage to property insurance,7,1.0726315703729985,1.0726315703729985,0.004636238523852942
5820,Fire and other damage to property insurance,8,1.1001922020983765,1.1001922020983765,
5820,"Marine, aviation and transport insurance",0,1.0962941036832166,1.0992005930093005,0.1666942079071765
5820,"Marine, aviation and transport insurance",1,1.1495414324942772,1.1425043870581728,0.031147128585501144
5820,"Marine, aviation and transport insurance",2,1.107232803157055,1.1012195346719515,0.029908071932463757
5820,"Marine, aviation and transport insurance",3,1.1164400261464549,1.1116808929365907,0.04513708898875188
5820,"Marine, aviation and transport insurance",4,1.0831222386571397,1.0894849645943057,0.01852195950218904
5820,"Marine, aviation and transport insurance",5,1.0875031054191715,1.0857687921229595,0.006933765567798745
5820,"Marine, aviation and transport insurance",6,1.0685932550056787,1.0643958824476587,0.016014784200744706
5820,"Marine, aviation and transport insurance",7,1.0581291905728603,1.0581291905728603,0.004553408794450968
5820,"Marine, aviation and transport insurance",8,1.0767327864542813,1.0767327864542813,
5820,Motor vehicle liability insurance,0,1.0506995954533398,0.9705846495961088,0.18631680313722768
5820,Motor vehicle liability insurance,1,1.1230980414011935,1.1063273352658543,0.04587084943501443
5820,Motor vehicle liability insurance,2,1.1185090681622554,1.1308841797541718,0.03805257463923306
5820,Motor vehicle liability insurance,3,1.1064208725450648,1.1003800589656232,0.03693580629262224
5820,Motor vehicle liability insurance,4,1.0913564912289744,1.0948148083181621,0.030702079890946487
5820,Motor vehicle liability insurance,5,1.0821396100475313,1.0857491853271375,0.019567557966107107
5820,Motor vehicle liability insurance,6,1.0843927672522828,1.083279389636027,0.005074476404605375
5820,Motor vehicle liability insurance,7,1.06050759779829,1.06050759779829,0.012856940205484044
5820,Motor vehicle liability insurance,8,1.0650008814161842,1.0650008814161842,
5820,Other motor insurance,0,1.224364180837214,1.1313248822248894,0.24461233610411612
5820,Other motor insurance,1,1.127391697773942,1.141072438094703,0.028165187664412637
5820,Other motor insurance,2,1.1269573571412077,1.1213475240953508,0.028886250434662086
5820,Other motor insurance,3,1.1023526243790192,1.1038680036731383,0.030373090289541754
5820,Other motor insurance,4,1.0932372983722014,1.0909526703881902,0.008990817296457053
5820,Other motor insurance,5,1.0755257327799574,1.0801961459252085,0.023583667564141847
5820,Other motor insurance,6,1.0825498611304123,1.0715946730453767,0.023258637307354616
5820,Other motor insurance,7,1.0579287045712786,1.0579287045712786,0.0005135471501549927
5820,Other motor insurance,8,1.1119592409163126,1.1119592409163126,
5820,Workers compensation insurance,0,1.214353197254565,1.1158310836321899,0.3018683682293037
5820,Workers compensation insurance,1,1.1178490452515117,1.1090757156862805,0.048960595384129064
5820,Workers compensation insurance,2,1.135662972180856,1.1574618655875628,0.04813515712808297
5820,Workers compensation insurance,3,1.1018084195523061,1.1167979414669729,0.04194876753573891
5820,Workers compensation insurance,4,1.0961559331635502,1.0981014093875354,0.03882358937805215
5820,Workers compensation insurance,5,1.0947846305036062,1.1035825687405239,0.021388030141413595
5820,Workers compensation insurance,6,1.058451896766334,1.0639692754998753,0.014323857243865229
5820,Workers compensation insurance,7,1.0767470827114125,1.0767470827114125,0.01379103010266778
5820,Workers compensation insurance,8,1.044134495229063,1.044134495229063,
6104,Assistance,0,1.1736238742552731,1.1354718280611498,0.32791058669627643
6104,Assistance,1,1.093563983591527,1.0968027738581534,0.032598206071059364
6104,Assistance,2,1.1326922632775993,1.1502637278453534,0.04434704294119794
6104,Assistance,3,1.0758083899173694,1.0712322516800068,0.029110530709240277
6104,Assistance,4,1.1073488379164598,1.108854390683812,0.019066722169622734
6104,Assistance,5,1.082832332200151,1.0790852427003739,0.018930101486603897
6104,Assistance,6,1.0881258937877512,1.080570872051943,0.015847198899116025
6104,Assistance,7,1.0858311579064193,1.0858311579064193,0.03930234824875109
6104,Assistance,8,1.0299444096215826,1.0299444096215826,
6104,Credit and suretyship insurance,0,1.1279201488228519,1.022891614644866,0.23361940485040963
6104,Credit and suretyship insurance,1,1.1400831821549327,1.133683875568137,0.04246148067615358
6104,Credit and suretyship insurance,2,1.1194952273139955,1.1222714246057914,0.043584721447935064
6104,Credit and suretyship insurance,3,1.1213177640712353,1.1169284036912388,0.041249905003135856
6104,Credit and suretyship insurance,4,1.0657215111861522,1.0705747517526918,0.020296357996992885
6104,Credit and suretyship insurance,5,1.0957888729405147,1.0992517182495505,0.04037084326798734
6104,Credit and suretyship insurance,6,1.0859467968355523,1.0819432724877789,0.009139455837546714
6104,Credit and suretyship insurance,7,1.0393637279716856,1.0393637279716856,0.0023166158202840826
6104,Credit and suretyship insurance,8,1.0854844159684267,1.0854844159684267,
6104,Income protection insurance,0,1.2786823832408212,1.2585735449514421,0.22953224411330625
6104,Income protection insurance,1,1.132356825354911,1.1149446891697021,0.046144468652341696
6104,Income protection insurance,2,1.097844564046892,1.093266067601917,0.0383643838310947
6104,Income protection insurance,3,1.113414924315579,1.1062950612422913,0.03154537607638034
6104,Income protection insurance,4,1.1042764411294361,1.1016015821255316,0.03454529658719694
6104,Income protection insurance,5,1.0757780767410392,1.0686645117510216,0.02015618115512463
6104,Income protection insurance,6,1.0934892315964302,1.1007504499625864,0.015552046625760808
6104,Income protection insurance,7,1.0776099965739712,1.0776099965739712,0.023356242886348487
6104,Income protection insurance,8,1.0834326359835174,1.0834326359835174,
6104,Miscellaneous financial loss,0,1.0817875892064437,1.0514961046649622,0.20079454827214016
6104,Miscellaneous financial loss,1,1.1070439366810354,1.109888510918012,0.051792296816868214
6104,Miscellaneous financial loss,2,1.126632624634592,1.1036434510192878,0.038452641378342665
6104,Miscellaneous financial loss,3,1.0939665474250204,1.0919948357028977,0.024065206887416347
6104,Miscellaneous financial loss,4,1.1087113414339589,1.1191362080238187,0.03598311927557454
6104,Miscellaneous financial loss,5,1.0730060971169213,1.070417140431747,0.03669676231242611
6104,Miscellaneous financial loss,6,1.0869279777220082,1.0743348335515843,0.03175251093545445
6104,Miscellaneous financial loss,7,1.070333287404016,1.070333287404016,0.0036986456614760926
6104,Miscellaneous financial loss,8,1.0754945793912771,1.0754945793912771,
6104,Motor vehicle liability insurance,0,1.1966346070628695,1.2220648828867173,0.25095388791827994
6104,Motor vehicle liability insurance,1,1.1166347415814517,1.114015487528708,0.03586017986528217
6104,Motor vehicle liability insurance,2,1.1448784094665092,1.1422952190109474,0.021976445314979377
6104,Motor vehicle liability insurance,3,1.072325816178371,1.0712075010475715,0.022715747868600006
6104,Motor vehicle liability insurance,4,1.1138811578127061,1.1135314165402737,0.01995486798849667
6104,Motor vehicle liability insurance,5,1.081907446712693,1.0821169845433194,0.013634447781002312
6104,Motor vehicle liability insurance,6,1.0976508765499824,1.09091808631035,0.01758568558551462
6104,Motor vehicle liability insurance,7,1.0550130239992161,1.0550130239992161,0.012969210345627284
6104,Motor vehicle liability insurance,8,1.0781238122027508,1.0781238122027508,
6104,Workers compensation insurance,0,1.299913981593149,1.2935494420658917,0.27045997413611234
6104,Workers compensation insurance,1,1.1195360198452198,1.1141101415037764,0.036463682452324425
6104,Workers compensation insurance,2,1.0992866746060757,1.0862203030931223,0.041974500016008186
6104,Workers compensation insurance,3,1.1112648471304374,1.104189064883788,0.03791799092576486
6104,Workers compensation insurance,4,1.0987933901403202,1.103603352935368,0.027757785053040482
6104,Workers compensation insurance,5,1.089315676914948,1.0940150774322692,0.024644757875557484
6104,Workers compensation insurance,6,1.0824169884389399,1.0795937717889155,0.02888827562409463
6104,Workers compensation insurance,7,1.0585974997385952,1.0585974997385952,0.02817478698250275
6104,Workers compensation insurance,8,1.0508950277247877,1.0508950277247877,
6117,Credit and suretyship insurance,0,1.1013265891146142,1.0510487634932986,0.18411999737730184
6117,Credit and suretyship insurance,1,1.103678518279058,1.1072199812300827,0.028963312381180464
6117,Credit and suretyship insurance,2,1.1249997689097548,1.127856893850034,0.032474413450514626
6117,Credit and suretyship insurance,3,1.1156655146718057,1.1076860459768927,0.031101184231193235
6117,Credit and suretyship insurance,4,1.0901786894417085,1.0931013114267163,0.03298119691673188
6117,Credit and suretyship insurance,5,1.072215694222364,1.0776972357801302,0.02691891021306235
6117,Credit and suretyship insurance,6,1.100935196576244,1.100873805606684,0.009273901831773122
6117,Credit and suretyship insurance,7,1.0467985072342323,1.0467985072342323,0.01623291674413019
6117,Credit and suretyship insurance,8,1.1003320701102164,1.1003320701102164,
6117,Fire and other damage to property insurance,0,1.1886735820062366,1.135783251540778,0.27222739693369663
6117,Fire and other damage to property insurance,1,1.1225611062933318,1.1299821275453144,0.03232058251300389
6117,Fire and other damage to property insurance,2,1.1140038993926895,1.1212828667828727,0.02523066033188896
6117,Fire and other damage to property insurance,3,1.120358823775041,1.1240899736041512,0.0330168952136533
6117,Fire and other damage to property insurance,4,1.0791961136099464,1.08191087353113,0.03237172784254338
6117,Fire and other damage to property insurance,5,1.094876916179887,1.1070057632386643,0.03651038327420937
6117,Fire and other damage to property insurance,6,1.0927597564237528,1.0789839962789098,0.03432795272794888
6117,Fire and other damage to property insurance,7,1.0491042454206974,1.0491042454206974,0.00981509474708796
6117,Fire and other damage to property insurance,8,1.0869484107120024,1.0869484107120024,
6117,Income protection insurance,0,1.074775482678709,1.097297757134862,0.17381263562836838
6117,Income protection insurance,1,1.1282384722636887,1.1328272647104762,0.0295696558124788
6117,Income protection insurance,2,1.114603150441951,1.1116563008168063,0.03551241745682401
6117,Income protection insurance,3,1.111636350141509,1.1180753140822066,0.01957706478992026
6117,Income protection insurance,4,1.0899183056510189,1.0876632841876523,0.01966517405780618
6117,Income protection insurance,5,1.0863856933389888,1.0897525319183414,0.015374823970802884
6117,Income protection insurance,6,1.091573050816443,1.0978213591507175,0.011420462371925991
6117,Income protection insurance,7,1.0460429456018732,1.0460429456018732,0.0008572551902258737
6117,Income protection insurance,8,1.0730107994421563,1.0730107994421563,
6117,Legal expenses insurance,0,1.1294917131421482,1.0095526979797755,0.22288920089975764
6117,Legal expenses insurance,1,1.1236160218702953,1.1102892201822514,0.037652100629648966
6117,Legal expenses insurance,2,1.1023977346942788,1.1005269812164205,0.025142909969950597
6117,Legal expenses insurance,3,1.1199004548976363,1.1208609639835467,0.023629165428971644
6117,Legal expenses insurance,4,1.088440663271991,1.0816640489498066,0.019165389464408284
6117,Legal expenses insurance,5,1.095858954933427,1.093048487980681,0.026682170905170378
6117,Legal expenses insurance,6,1.0780613296982544,1.0786151465837301,0.016324042119621456
6117,Legal expenses insurance,7,1.0853809139604944,1.0853809139604944,0.024545480047891918
6117,Legal expenses insurance,8,1.0941984971032015,1.0941984971032015,
6117,"Marine, aviation and transport insurance",0,1.2205786105276433,1.106111368559702,0.2816154851229489
6117,"Marine, aviation and transport insurance",1,1.1273825172047924,1.1141960796362977,0.0444680167974466
6117,"Marine, aviation and transport insurance",2,1.1055077204483892,1.1130225074407545,0.02907744297553967
6117,"Marine, aviation and transport insurance",3,1.1030115722269678,1.1056293876699432,0.021061004753660732
6117,"Marine, aviation and transport insurance",4,1.0925611991993267,1.0966227064496166,0.033695348925895284
6117,"Marine, aviation and transport insurance",5,1.0943089126485004,1.0946235959211743,0.01738619296262543
6117,"Marine, aviation and transport insurance",6,1.0982462402128617,1.101845010510175,0.008545217196886255
6117,"Marine, aviation and transport insurance",7,1.0416171389929691,1.0416171389929691,0.009348989699308655
6117,"Marine, aviation and transport insurance",8,1.0802140567443945,1.0802140567443945,
6117,Medical expense insurance,0,1.2279466992786876,1.0699688566511873,0.31073955100090533
6117,Medical expense insurance,1,1.1473086795213097,1.1498696440381129,0.02503189163213777
6117,Medical expense insurance,2,1.1096205675830295,1.1139304046596818,0.0347471532852491
6117,Medical expense insurance,3,1.0896366674478903,1.0831542103863987,0.03406336969759518
6117,Medical expense insurance,4,1.0913424002849132,1.1033404233301654,0.04335227219176096
6117,Medical expense insurance,5,1.0786490739738919,1.08474688369308,0.014427352585217825
6117,Medical expense insurance,6,1.0947242595748234,1.1019505883349445,0.03249148222498575
6117,Medical expense insurance,7,1.0455315457892826,1.0455315457892826,0.016547933870432893
6117,Medical expense insurance,8,1.0875419896721628,1.0875419896721628,
6117,Miscellaneous financial loss,0,1.1088342770548691,1.0802350869858635,0.20463537861507375
6117,Miscellaneous financial loss,1,1.1420798862007366,1.1371651904110514,0.04031025824278441
6117,Miscellaneous financial loss,2,1.1001086941397349,1.1112070943174286,0.03533012714121003
6117,Miscellaneous financial loss,3,1.1026871310742865,1.105751911505226,0.018250375992800227
6117,Miscellaneous financial loss,4,1.1095282469208156,1.1108837079239509,0.03822874633444897
6117,Miscellaneous financial loss,5,1.0732339844485417,1.0708732308223015,0.0330006069316004
6117,Miscellaneous financial loss,6,1.0963084771212095,1.1085094266064357,0.026643405344790688
6117,Miscellaneous financial loss,7,1.0705231826283654,1.0705231826283654,0.0023635002011874614
6117,Miscellaneous financial loss,8,1.0798732225957368,1.0798732225957368,
6117,Motor vehicle liability insurance,0,1.1781641947565862,1.0824353441469963,0.26120323308929244
6117,Motor vehicle liability insurance,1,1.1109514058355479,1.0997785150881942,0.044632448342622734
6117,Motor vehicle liability insurance,2,1.1243537854697028,1.1282152107161503,0.025304163668354022
6117,Motor vehicle liability insurance,3,1.0949656198311468,1.0910863821180163,0.016890516092554504
6117,Motor vehicle liability insurance,4,1.109228964557159,1.1154150113839139,0.03481654820441341
6117,Motor vehicle liability insurance,5,1.0878850901550778,1.0849299922606739,0.020009377683652557
6117,Motor vehicle liability insurance,6,1.0705589666380935,1.0543790790167828,0.041764476231698995
6117,Motor vehicle liability insurance,7,1.081272821540007,1.081272821540007,0.028409492792715575
6117,Motor vehicle liability insurance,8,1.0571346709684695,1.0571346709684695,
