Syndicate,Reporting_Date,Line_of_Business,Accident_Year,Development_Year,Reins_Claims_Reported,Reins_Claims_Paid,Reins_Claims_Outstanding
6104,2024-12-31,Workers compensation insurance,2019,0,905007.3196214582,44559.51806431639,860447.8015571418
6104,2024-12-31,Workers compensation insurance,2019,1,763245.1586683409,326369.9532088687,436875.2054594722
6104,2024-12-31,Workers compensation insurance,2019,2,898571.8178999703,430923.9889202103,467647.82897976006
6104,2024-12-31,Workers compensation insurance,2019,3,916118.6262134576,787113.0422376482,129005.5839758094
6104,2024-12-31,Workers compensation insurance,2019,4,981009.088904194,801378.0579712843,179631.0309329097
6104,2024-12-31,Workers compensation insurance,2019,5,983946.3487936618,1127377.9705455694,-143431.62175190763
6104,2024-12-31,Workers compensation insurance,2020,0,2593069.5832723384,610383.3670129974,1982686.216259341
6104,2024-12-31,Workers compensation insurance,2020,1,4501232.347003505,2019171.369193232,2482060.977810273
6104,2024-12-31,Workers compensation insurance,2020,2,5235625.50993794,2729529.4853074634,2506096.0246304767
6104,2024-12-31,Workers compensation insurance,2020,3,5692533.328284629,3171903.103556347,2520630.2247282816
6104,2024-12-31,Workers compensation insurance,2020,4,5564994.577795323,3069066.6114477487,2495927.9663475743
6104,2024-12-31,Workers compensation insurance,2021,0,3968763.926000941,1420616.7471572205,2548147.178843721
6104,2024-12-31,Workers compensation insurance,2021,1,5420786.5774542885,2279685.773139867,3141100.804314421
6104,2024-12-31,Workers compensation insurance,2021,2,7000823.000333576,3558587.89711353,3442235.1032200456
6104,2024-12-31,Workers compensation insurance,2021,3,5934496.139820855,4224934.005227553,1709562.1345933024
6104,2024-12-31,Workers compensation insurance,2022,0,2492472.20196764,409514.483568108,2082957.718399532
6104,2024-12-31,Workers compensation insurance,2022,1,3708564.8813726553,1187033.0292573594,2521531.852115296
6104,2024-12-31,Workers compensation insurance,2022,2,4871032.694939991,2543384.0431405264,2327648.651799465
6104,2024-12-31,Workers compensation insurance,2023,0,4246691.17297269,1296149.3673388208,2950541.805633869
6104,2024-12-31,Workers compensation insurance,2023,1,4772827.197823778,2010282.814338664,2762544.3834851137
6104,2024-12-31,Workers compensation insurance,2024,0,1654900.961846167,358961.15851497,1295939.803331197
6104,2024-12-31,Income protection insurance,2015,0,2112458.277735076,37813.29388428002,2074644.983850796
6104,2024-12-31,Income protection insurance,2015,1,2721237.0402395874,1798917.5638557505,922319.4763838368
6104,2024-12-31,Income protection insurance,2015,2,4699920.42083812,2036583.474066567,2663336.9467715537
6104,2024-12-31,Income protection insurance,2015,3,5051548.355994416,2915185.1571840774,2136363.198810339
6104,2024-12-31,Income protection insurance,2015,4,5023931.459149507,2771221.139060198,2252710.320089309
6104,2024-12-31,Income protection insurance,2015,5,6624161.430583495,3501564.0008874014,3122597.4296960933
6104,2024-12-31,Income protection insurance,2015,6,7013644.260350064,4688523.787938816,2325120.472411249
6104,2024-12-31,Income protection insurance,2015,7,6539273.911219677,6400098.849273196,139175.0619464805
6104,2024-12-31,Income protection insurance,2015,8,6138022.704735619,5016516.440970988,1121506.263764631
6104,2024-12-31,Income protection insurance,2015,9,8298274.192473421,7618834.125327952,679440.0671454687
6104,2024-12-31,Income protection insurance,2016,0,3900899.016451321,22552.573791766878,3878346.442659554
6104,2024-12-31,Income protection insurance,2016,1,3691043.616587263,1440279.334766946,2250764.281820317
6104,2024-12-31,Income protection insurance,2016,2,6034623.244767511,3166540.5098774564,2868082.734890055
6104,2024-12-31,Income protection insurance,2016,3,7346340.194103362,4385445.4619860975,2960894.7321172645
6104,2024-12-31,Income protection insurance,2016,4,5615690.319546966,5253867.861731872,361822.4578150939
6104,2024-12-31,Income protection insurance,2016,5,6199062.272970843,4863968.869840219,1335093.4031306244
6104,2024-12-31,Income protection insurance,2016,6,7059389.325951127,5768712.107507044,1290677.2184440838
6104,2024-12-31,Income protection insurance,2016,7,9894375.679372862,8198503.337598486,1695872.341774376
6104,2024-12-31,Income protection insurance,2016,8,7733656.003631655,7221777.966805974,511878.0368256811
6104,2024-12-31,Income protection insurance,2017,0,4150363.385704567,806468.8908187764,3343894.49488579
6104,2024-12-31,Income protection insurance,2017,1,4203052.470502062,1511288.5652414423,2691763.9052606192
6104,2024-12-31,Income protection insurance,2017,2,3897539.62919774,2164255.1368129943,1733284.4923847455
6104,2024-12-31,Income protection insurance,2017,3,4995975.919717236,2546584.3743192097,2449391.545398026
6104,2024-12-31,Income protection insurance,2017,4,6210906.5730505735,4253809.800717226,1957096.7723333472
6104,2024-12-31,Income protection insurance,2017,5,7093051.792338994,4240084.298993151,2852967.493345844
6104,2024-12-31,Income protection insurance,2017,6,5677230.724703316,7346572.522660369,-1669341.7979570534
6104,2024-12-31,Income protection insurance,2017,7,6545088.267359753,6728635.46188226,-183547.19452250656
6104,2024-12-31,Income protection insurance,2018,0,5457034.611333948,1271043.2141715216,4185991.397162426
6104,2024-12-31,Income protection insurance,2018,1,7495259.194139738,2991390.433054247,4503868.761085491
6104,2024-12-31,Income protection insurance,2018,2,7837748.2040402945,4245739.971135394,3592008.232904901
6104,2024-12-31,Income protection insurance,2018,3,7693383.206553967,5908750.339376804,1784632.8671771633
6104,2024-12-31,Income protection insurance,2018,4,9413349.814754914,7092744.546736597,2320605.2680183174
6104,2024-12-31,Income protection insurance,2018,5,10136527.6367343,8079059.276309862,2057468.3604244376
6104,2024-12-31,Income protection insurance,2018,6,12976347.542393142,11301695.627344549,1674651.9150485937
6104,2024-12-31,Income protection insurance,2019,0,3252350.920589226,595829.7215946062,2656521.19899462
6104,2024-12-31,Income protection insurance,2019,1,3321809.132611508,1353785.4386575213,1968023.6939539867
6104,2024-12-31,Income protection insurance,2019,2,4552017.591166003,1993073.2675847511,2558944.323581252
6104,2024-12-31,Income protection insurance,2019,3,4492313.675021596,2082925.955967243,2409387.7190543534
6104,2024-12-31,Income protection insurance,2019,4,5705665.487880375,3476200.5543919965,2229464.9334883788
6104,2024-12-31,Income protection insurance,2019,5,6479486.067886775,3867051.303454105,2612434.7644326705
6104,2024-12-31,Income protection insurance,2020,0,2917159.7015574216,517340.1866259053,2399819.5149315163
6104,2024-12-31,Income protection insurance,2020,1,1653487.702407756,752849.5824770955,900638.1199306604
6104,2024-12-31,Income protection insurance,2020,2,2245904.2781188744,1438575.305868904,807328.9722499703
6104,2024-12-31,Income protection insurance,2020,3,2626477.116168935,2064684.6660042163,561792.4501647186
6104,2024-12-31,Income protection insurance,2020,4,2872635.063710111,1930165.756430007,942469.307280104
6104,2024-12-31,Income protection insurance,2021,0,1299312.0345713436,155863.55964635598,1143448.4749249876
6104,2024-12-31,Income protection insurance,2021,1,1054186.087893207,583146.765536883,471039.3223563243
6104,2024-12-31,Income protection insurance,2021,2,1583638.8491033812,817513.1653238279,766125.6837795533
6104,2024-12-31,Income protection insurance,2021,3,1962559.1615249603,1224111.515254872,738447.6462700884
6104,2024-12-31,Income protection insurance,2022,0,5242860.524719949,695680.0475029794,4547180.477216969
6104,2024-12-31,Income protection insurance,2022,1,4452185.85008643,1773997.9771833497,2678187.8729030807
6104,2024-12-31,Income protection insurance,2022,2,7482546.592438155,3786817.477551881,3695729.1148862736
6104,2024-12-31,Income protection insurance,2023,0,5035828.784782419,244546.5542490561,4791282.230533363
6104,2024-12-31,Income protection insurance,2023,1,6667957.850733934,2079657.439033782,4588300.411700152
6104,2024-12-31,Income protection insurance,2024,0,2394620.6348867537,588557.8847079562,1806062.7501787976
6104,2024-12-31,Credit and suretyship insurance,2015,0,2709511.032844157,77606.7515774531,2631904.281266704
6104,2024-12-31,Credit and suretyship insurance,2015,1,3551548.556262932,1410417.1993996329,2141131.3568632985
6104,2024-12-31,Credit and suretyship insurance,2015,2,4295885.441010229,2107456.967796979,2188428.4732132503
6104,2024-12-31,Credit and suretyship insurance,2015,3,5638350.932577753,2214640.903520066,3423710.029057688
6104,2024-12-31,Credit and suretyship insurance,2015,4,4022374.8749163263,4470876.374725196,-448501.4998088693
6104,2024-12-31,Credit and suretyship insurance,2015,5,6299348.849845269,4155329.037237452,2144019.812607817
6104,2024-12-31,Credit and suretyship insurance,2015,6,5997532.59674497,4458754.148249975,1538778.448494995
6104,2024-12-31,Credit and suretyship insurance,2015,7,5349163.4011674,7833559.939013103,-2484396.537845703
6104,2024-12-31,Credit and suretyship insurance,2015,8,6992613.867652079,7460916.346498686,-468302.4788466068
6104,2024-12-31,Credit and suretyship insurance,2015,9,6585296.211568686,8230065.510189922,-1644769.2986212363
6104,2024-12-31,Credit and suretyship insurance,2016,0,6217105.463024897,651546.43359604,5565559.029428856
6104,2024-12-31,Credit and suretyship insurance,2016,1,6126202.556335764,2002650.3437803856,4123552.212555378
6104,2024-12-31,Credit and suretyship insurance,2016,2,5949939.353241828,3457840.5939333467,2492098.7593084816
6104,2024-12-31,Credit and suretyship insurance,2016,3,7814448.767501552,4266331.073405628,3548117.694095924
6104,2024-12-31,Credit and suretyship insurance,2016,4,8426121.570465708,4299415.275454992,4126706.295010716
6104,2024-12-31,Credit and suretyship insurance,2016,5,6356272.681034929,6470080.561371512,-113807.88033658266
6104,2024-12-31,Credit and suretyship insurance,2016,6,8471105.354255483,7922872.881160712,548232.4730947707
6104,2024-12-31,Credit and suretyship insurance,2016,7,11813201.620881837,10397238.45914748,1415963.1617343556
6104,2024-12-31,Credit and suretyship insurance,2016,8,8509410.965334387,7579106.239711177,930304.7256232108
6104,2024-12-31,Credit and suretyship insurance,2017,0,793727.2196549835,137459.06771334918,656268.1519416342
6104,2024-12-31,Credit and suretyship insurance,2017,1,1403880.4926562186,557287.2370973479,846593.2555588707
6104,2024-12-31,Credit and suretyship insurance,2017,2,1345430.49493763,719068.6784734394,626361.8164641907
6104,2024-12-31,Credit and suretyship insurance,2017,3,1433298.4058129096,1194337.2717217372,238961.1340911724
6104,2024-12-31,Credit and suretyship insurance,2017,4,2084382.0923490892,1641930.7122803326,442451.3800687569
6104,2024-12-31,Credit and suretyship insurance,2017,5,1593040.0732040703,2075372.7977883308,-482332.7245842605
6104,2024-12-31,Credit and suretyship insurance,2017,6,2390747.739316231,1727965.74701649,662781.9922997411
6104,2024-12-31,Credit and suretyship insurance,2017,7,2577143.6276855506,2209329.5145413466,367814.113144204
6104,2024-12-31,Credit and suretyship insurance,2018,0,2136418.7502970533,204601.89949449565,1931816.8508025573
6104,2024-12-31,Credit and suretyship insurance,2018,1,1901926.0697060577,1034316.4353422684,867609.6343637893
6104,2024-12-31,Credit and suretyship insurance,2018,2,2114031.091616381,1153141.615227833,960889.476388548
6104,2024-12-31,Credit and suretyship insurance,2018,3,2371031.4695523186,1414290.873743256,956740.5958090628
6104,2024-12-31,Credit and suretyship insurance,2018,4,2774345.841236876,2261615.004051932,512730.8371849442
6104,2024-12-31,Credit and suretyship insurance,2018,5,3297378.469900209,2197580.279396401,1099798.1905038082
6104,2024-12-31,Credit and suretyship insurance,2018,6,4224944.916841926,3908614.261493662,316330.65534826415
6104,2024-12-31,Credit and suretyship insurance,2019,0,1461159.076459965,24604.052401317374,1436555.0240586477
6104,2024-12-31,Credit and suretyship insurance,2019,1,2314417.6120483093,939903.2092537542,1374514.402794555
6104,2024-12-31,Credit and suretyship insurance,2019,2,1962953.6086910884,1061392.4551985264,901561.153492562
6104,2024-12-31,Credit and suretyship insurance,2019,3,3110363.944706458,1806790.2140152785,1303573.7306911796
6104,2024-12-31,Credit and suretyship insurance,2019,4,2376764.8737343475,1862973.248115686,513791.6256186615
6104,2024-12-31,Credit and suretyship insurance,2019,5,3328087.684309693,2271384.1272537387,1056703.5570559544
6104,2024-12-31,Credit and suretyship insurance,2020,0,1119588.167409807,83747.07358160797,1035841.093828199
6104,2024-12-31,Credit and suretyship insurance,2020,1,1211593.0269702652,563485.7405775817,648107.2863926835
6104,2024-12-31,Credit and suretyship insurance,2020,2,1576829.1034439458,772410.8580914501,804418.2453524957
6104,2024-12-31,Credit and suretyship insurance,2020,3,1763204.5491962912,792428.7043384672,970775.844857824
6104,2024-12-31,Credit and suretyship insurance,2020,4,1218623.4902940122,1153147.8072153237,65475.68307868857
6104,2024-12-31,Credit and suretyship insurance,2021,0,5170154.060573199,200423.9451697369,4969730.115403462
6104,2024-12-31,Credit and suretyship insurance,2021,1,4348858.864050461,2522486.5463720383,1826372.317678423
6104,2024-12-31,Credit and suretyship insurance,2021,2,5129443.245851496,3365754.521672216,1763688.724179281
6104,2024-12-31,Credit and suretyship insurance,2021,3,4956020.945976352,3891825.8018044233,1064195.144171929
6104,2024-12-31,Credit and suretyship insurance,2022,0,1228158.3662612978,254583.0091159141,973575.3571453836
6104,2024-12-31,Credit and suretyship insurance,2022,1,1345791.381743814,567676.4961428605,778114.8856009536
6104,2024-12-31,Credit and suretyship insurance,2022,2,1301252.889337007,644977.9379165539,656274.951420453
6104,2024-12-31,Credit and suretyship insurance,2023,0,851490.2390434275,167902.09380798816,683588.1452354393
6104,2024-12-31,Credit and suretyship insurance,2023,1,665516.7467110432,277430.44138039416,388086.305330649
6104,2024-12-31,Credit and suretyship insurance,2024,0,1128561.5849271524,157708.36441491652,970853.220512236
6104,2024-12-31,Assistance,2015,0,3452728.906766478,774844.3915946007,2677884.515171877
6104,2024-12-31,Assistance,2015,1,4265989.346805577,2220209.582881666,2045779.7639239116
6104,2024-12-31,Assistance,2015,2,6483591.180375411,2758774.927769361,3724816.25260605
6104,2024-12-31,Assistance,2015,3,7299066.442997465,4802358.384051072,2496708.0589463934
6104,2024-12-31,Assistance,2015,4,5678992.391731695,4616569.1237846585,1062423.2679470368
6104,2024-12-31,Assistance,2015,5,7072100.060603477,5517720.271823979,1554379.788779498
6104,2024-12-31,Assistance,2015,6,7088654.580406182,9522805.018116536,-2434150.437710353
6104,2024-12-31,Assistance,2015,7,7983395.456742359,7770502.242967842,212893.2137745172
6104,2024-12-31,Assistance,2015,8,11766222.662739236,11346321.45102025,419901.2117189858
6104,2024-12-31,Assistance,2015,9,12551546.265880806,9738962.84326544,2812583.422615366
6104,2024-12-31,Assistance,2016,0,2416757.03472838,625233.2990682005,1791523.7356601795
6104,2024-12-31,Assistance,2016,1,2093204.1958391184,926753.6457817142,1166450.550057404
6104,2024-12-31,Assistance,2016,2,3006283.96418951,1045279.7979634174,1961004.1662260925
6104,2024-12-31,Assistance,2016,3,2744899.535190136,1681821.7644289143,1063077.7707612212
6104,2024-12-31,Assistance,2016,4,2866126.6380275097,2622914.540169071,243212.09785843876
6104,2024-12-31,Assistance,2016,5,3276856.8515041373,2105903.60378016,1170953.2477239775
6104,2024-12-31,Assistance,2016,6,3186799.027936493,3004573.10592169,182225.92201480363
6104,2024-12-31,Assistance,2016,7,4080898.67601307,3551952.7642414197,528945.9117716509
6104,2024-12-31,Assistance,2016,8,3662208.183061275,3727586.311085822,-65378.128024546895
6104,2024-12-31,Assistance,2017,0,2916129.9837790653,677809.147224527,2238320.8365545385
6104,2024-12-31,Assistance,2017,1,3426568.749808532,1556278.4420386888,1870290.307769843
6104,2024-12-31,Assistance,2017,2,3756940.920887249,2628319.4595381734,1128621.4613490757
6104,2024-12-31,Assistance,2017,3,5198571.370062543,3202991.5902275285,1995579.7798350144
6104,2024-12-31,Assistance,2017,4,5676522.099061151,4429463.873241893,1247058.225819258
6104,2024-12-31,Assistance,2017,5,5506211.369179387,5408683.338998355,97528.03018103167
6104,2024-12-31,Assistance,2017,6,6845557.016385247,5988338.206777327,857218.8096079202
6104,2024-12-31,Assistance,2017,7,8026552.817358041,8192245.047886465,-165692.23052842356
6104,2024-12-31,Assistance,2018,0,891000.4684507309,146351.31075134003,744649.1576993909
6104,2024-12-31,Assistance,2018,1,840944.8423657785,241679.04058795865,599265.8017778199
6104,2024-12-31,Assistance,2018,2,857791.8141032965,471174.1017203778,386617.7123829187
6104,2024-12-31,Assistance,2018,3,1002696.200539452,568431.7840141442,434264.4165253078
6104,2024-12-31,Assistance,2018,4,1233112.2012184013,633355.6469317226,599756.5542866787
6104,2024-12-31,Assistance,2018,5,1132420.1970999597,940056.436577092,192363.76052286767
6104,2024-12-31,Assistance,2018,6,1462613.0356918268,1106392.8239662847,356220.2117255421
6104,2024-12-31,Assistance,2019,0,4217866.506657898,733750.6725043667,3484115.834153532
6104,2024-12-31,Assistance,2019,1,5072121.801967106,2023357.9292614595,3048763.872705647
6104,2024-12-31,Assistance,2019,2,5618287.895382685,4545443.5101211965,1072844.385261488
6104,2024-12-31,Assistance,2019,3,7945354.383463527,3772701.420722791,4172652.962740736
6104,2024-12-31,Assistance,2019,4,8530275.977785768,4906212.072369965,3624063.905415803
6104,2024-12-31,Assistance,2019,5,9285727.68207012,9779123.447163224,-493395.7650931049
6104,2024-12-31,Assistance,2020,0,2033030.3571370388,655072.1509199208,1377958.206217118
6104,2024-12-31,Assistance,2020,1,2050856.7224019424,905627.0722595488,1145229.650142394
6104,2024-12-31,Assistance,2020,2,2108334.5270403777,1253943.915433673,854390.6116067048
6104,2024-12-31,Assistance,2020,3,2751903.9639094784,1683414.3643403975,1068489.5995690809
6104,2024-12-31,Assistance,2020,4,3223428.411148168,1861406.8613156923,1362021.5498324756
6104,2024-12-31,Assistance,2021,0,2427708.868463552,276949.1190633341,2150759.7494002176
6104,2024-12-31,Assistance,2021,1,2280719.1311359173,823263.1703458587,1457455.9607900586
6104,2024-12-31,Assistance,2021,2,1799942.4414947524,1339360.521653368,460581.9198413843
6104,2024-12-31,Assistance,2021,3,2877361.79978644,1358787.4641764066,1518574.3356100337
6104,2024-12-31,Assistance,2022,0,5366891.012670564,267594.95921642624,5099296.053454138
6104,2024-12-31,Assistance,2022,1,4825741.655604081,2024739.7654185488,2801001.890185532
6104,2024-12-31,Assistance,2022,2,6288607.86515775,3037908.523830142,3250699.341327609
6104,2024-12-31,Assistance,2023,0,2548412.747523334,405872.544942282,2142540.202581052
6104,2024-12-31,Assistance,2023,1,2265871.744644136,995836.6383896514,1270035.1062544847
6104,2024-12-31,Assistance,2024,0,851521.7118916613,17675.97626491981,833845.7356267414
5820,2024-12-31,Workers compensation insurance,2015,0,980195.8976492502,162090.4097613268,818105.4878879234
5820,2024-12-31,Workers compensation insurance,2015,1,936628.9715206848,394510.0461812748,542118.9253394098
5820,2024-12-31,Workers compensation insurance,2015,2,1348365.2122065849,464497.4989112046,883867.7132953804
5820,2024-12-31,Workers compensation insurance,2015,3,1197241.4525843558,716524.2479856216,480717.2045987343
5820,2024-12-31,Workers compensation insurance,2015,4,1751206.5296453852,1269385.8814576198,481820.6481877654
5820,2024-12-31,Workers compensation insurance,2015,5,1960484.2941619824,1419207.1393824525,541277.1547795299
5820,2024-12-31,Workers compensation insurance,2015,6,1630005.4855804716,1725581.0559443757,-95575.57036390412
5820,2024-12-31,Workers compensation insurance,2015,7,1842926.044835091,2200994.4639024767,-358068.4190673856
5820,2024-12-31,Workers compensation insurance,2015,8,2108996.602410939,1899912.2004250805,209084.4019858588
5820,2024-12-31,Workers compensation insurance,2015,9,2598547.819396981,2251143.1393195926,347404.6800773884
5820,2024-12-31,Workers compensation insurance,2016,0,985962.9778812402,4106.063362412167,981856.914518828
5820,2024-12-31,Workers compensation insurance,2016,1,1109893.8572079644,298674.9712159931,811218.8859919712
5820,2024-12-31,Workers compensation insurance,2016,2,1011194.4545980248,460834.36565817,550360.0889398548
5820,2024-12-31,Workers compensation insurance,2016,3,1507551.88984464,841978.6358885147,665573.2539561252
5820,2024-12-31,Workers compensation insurance,2016,4,1680530.77037129,888623.7285683507,791907.0418029393
5820,2024-12-31,Workers compensation insurance,2016,5,1262412.6250708594,1357076.3542037578,-94663.72913289838
5820,2024-12-31,Workers compensation insurance,2016,6,1401506.3371757823,1363664.9454765702,37841.39169921214
5820,2024-12-31,Workers compensation insurance,2016,7,1750482.755531896,1958619.8435456175,-208137.08801372163
5820,2024-12-31,Workers compensation insurance,2016,8,2218060.588941248,1698454.023576643,519606.56536460505
5820,2024-12-31,Workers compensation insurance,2017,0,4638615.988342228,1383632.6889794806,3254983.299362748
5820,2024-12-31,Workers compensation insurance,2017,1,5132410.716460701,2275459.795366897,2856950.9210938043
5820,2024-12-31,Workers compensation insurance,2017,2,5018976.332203467,3037801.9784966684,1981174.353706799
5820,2024-12-31,Workers compensation insurance,2017,3,7866644.537085007,4858923.534051253,3007721.003033753
5820,2024-12-31,Workers compensation insurance,2017,4,5933874.019613755,5917951.69174664,15922.327867114916
5820,2024-12-31,Workers compensation insurance,2017,5,7599055.935728113,7825450.285093587,-226394.34936547367
5820,2024-12-31,Workers compensation insurance,2017,6,9278979.720751084,8383035.882479928,895943.838271156
5820,2024-12-31,Workers compensation insurance,2017,7,9795704.530997492,8659200.118737496,1136504.412259996
5820,2024-12-31,Workers compensation insurance,2018,0,1347970.7165214056,122909.26470500976,1225061.451816396
5820,2024-12-31,Workers compensation insurance,2018,1,2729859.5504312,977812.3986451074,1752047.1517860924
5820,2024-12-31,Workers compensation insurance,2018,2,3365739.3400004823,1424765.448334804,1940973.8916656785
5820,2024-12-31,Workers compensation insurance,2018,3,3244027.78950275,2157116.428614311,1086911.3608884392
5820,2024-12-31,Workers compensation insurance,2018,4,3736668.23439238,2856283.928848667,880384.3055437128
5820,2024-12-31,Workers compensation insurance,2018,5,5000203.18160709,2854661.205335994,2145541.976271096
5820,2024-12-31,Workers compensation insurance,2018,6,4152397.0738370665,3953831.746951723,198565.32688534356
5820,2024-12-31,Workers compensation insurance,2019,0,1749414.146183166,435928.3659593875,1313485.7802237784
5820,2024-12-31,Workers compensation insurance,2019,1,1764148.8197436463,585602.7397627989,1178546.0799808474
5820,2024-12-31,Workers compensation insurance,2019,2,2110998.0106070186,1043185.4964709852,1067812.5141360334
5820,2024-12-31,Workers compensation insurance,2019,3,1631931.283301439,1540480.4175582104,91450.86574322848
5820,2024-12-31,Workers compensation insurance,2019,4,2916740.186933321,1667844.4795475558,1248895.7073857652
5820,2024-12-31,Workers compensation insurance,2019,5,1998485.631421323,2190061.922099485,-191576.2906781626
5820,2024-12-31,Workers compensation insurance,2020,0,4839797.921723153,1603376.0699443836,3236421.85177877
5820,2024-12-31,Workers compensation insurance,2020,1,4468902.80250311,2764222.0746320207,1704680.7278710892
5820,2024-12-31,Workers compensation insurance,2020,2,6620689.002464993,2779347.10704502,3841341.895419973
5820,2024-12-31,Workers compensation insurance,2020,3,5668052.485098814,4242262.827556063,1425789.6575427512
5820,2024-12-31,Workers compensation insurance,2020,4,6877302.523079283,5656466.469418747,1220836.0536605353
5820,2024-12-31,Workers compensation insurance,2021,0,1724486.833156668,519513.5109009788,1204973.3222556892
5820,2024-12-31,Workers compensation insurance,2021,1,1355435.3019152929,599265.4088001392,756169.8931151537
5820,2024-12-31,Workers compensation insurance,2021,2,2005934.543034152,674200.9306161123,1331733.6124180392
5820,2024-12-31,Workers compensation insurance,2021,3,1543096.776193272,1357947.186479382,185149.5897138901
5820,2024-12-31,Workers compensation insurance,2022,0,875159.028969839,234975.65344267475,640183.3755271642
5820,2024-12-31,Workers compensation insurance,2022,1,1320438.8680925611,798474.472592872,521964.3954996892
5820,2024-12-31,Workers compensation insurance,2022,2,2055694.5060311456,920470.8111082192,1135223.6949229264
5820,2024-12-31,Workers compensation insurance,2023,0,3426978.9915318727,195667.24658022096,3231311.744951652
5820,2024-12-31,Workers compensation insurance,2023,1,4780331.567058005,1927921.5896282892,2852409.977429716
5820,2024-12-31,Workers compensation insurance,2024,0,604270.858712626,81143.02438490305,523127.834327723
5820,2024-12-31,"Marine, aviation and transport insurance",2015,0,928356.0483723234,196452.2665536001,731903.7818187233
5820,2024-12-31,"Marine, aviation and transport insurance",2015,1,998652.9513039028,471065.4927249954,527587.4585789074
5820,2024-12-31,"Marine, aviation and transport insurance",2015,2,1238317.7561386125,497588.7032556426,740729.0528829696
5820,2024-12-31,"Marine, aviation and transport insurance",2015,3,1595241.695905753,810763.6985128883,784477.9973928647
5820,2024-12-31,"Marine, aviation and transport insurance",2015,4,1306610.119293041,936555.0407576864,370055.0785353547
5820,2024-12-31,"Marine, aviation and transport insurance",2015,5,1892008.09951168,1327328.8490955764,564679.2504161038
5820,2024-12-31,"Marine, aviation and transport insurance",2015,6,1416976.9504543056,1306042.2228353866,110934.727618919
5820,2024-12-31,"Marine, aviation and transport insurance",2015,7,1512662.7327594506,1829974.311403904,-317311.57864445355
5820,2024-12-31,"Marine, aviation and transport insurance",2015,8,2194364.3760555307,2099727.1980287484,94637.17802678236
5820,2024-12-31,"Marine, aviation and transport insurance",2015,9,1733043.3470198154,2102813.5394800366,-369770.1924602213
5820,2024-12-31,"Marine, aviation and transport insurance",2016,0,4891930.422297739,62989.10454863098,4828941.317749108
5820,2024-12-31,"Marine, aviation and transport insurance",2016,1,7718492.963164432,3129782.165671552,4588710.79749288
5820,2024-12-31,"Marine, aviation and transport insurance",2016,2,6942449.0538230175,3301246.296761846,3641202.7570611713
5820,2024-12-31,"Marine, aviation and transport insurance",2016,3,8898733.494297719,5748451.893427734,3150281.6008699844
5820,2024-12-31,"Marine, aviation and transport insurance",2016,4,10108783.654812368,6262085.3704102365,3846698.284402131
5820,2024-12-31,"Marine, aviation and transport insurance",2016,5,11031279.934266277,8645511.919384286,2385768.014881991
5820,2024-12-31,"Marine, aviation and transport insurance",2016,6,9238755.899140216,9420078.307203218,-181322.4080630038
5820,2024-12-31,"Marine, aviation and transport insurance",2016,7,12952619.689774634,13957329.745242782,-1004710.0554681476
5820,2024-12-31,"Marine, aviation and transport insurance",2016,8,11192409.404985867,10328225.498030888,864183.9069549795
5820,2024-12-31,"Marine, aviation and transport insurance",2017,0,2750535.000792069,723130.3168169573,2027404.683975112
5820,2024-12-31,"Marine, aviation and transport insurance",2017,1,4744692.0305037,1935750.3536178835,2808941.6768858163
5820,2024-12-31,"Marine, aviation and transport insurance",2017,2,5289109.072093061,1906518.9286648787,3382590.143428182
5820,2024-12-31,"Marine, aviation and transport insurance",2017,3,3542350.235281112,3113499.1559242816,428851.0793568301
5820,2024-12-31,"Marine, aviation and transport insurance",2017,4,4592453.636430278,4072278.185327325,520175.4511029534
5820,2024-12-31,"Marine, aviation and transport insurance",2017,5,7135145.73480596,5047971.905531957,2087173.8292740036
5820,2024-12-31,"Marine, aviation and transport insurance",2017,6,5948443.921353457,5368851.699141421,579592.2222120352
5820,2024-12-31,"Marine, aviation and transport insurance",2017,7,6408282.264343372,4852918.897595009,1555363.3667483628
5820,2024-12-31,"Marine, aviation and transport insurance",2018,0,4903487.360262815,1204409.681909417,3699077.678353398
5820,2024-12-31,"Marine, aviation and transport insurance",2018,1,3919386.3594982633,2132807.430591358,1786578.9289069057
5820,2024-12-31,"Marine, aviation and transport insurance",2018,2,4539294.154638252,3239906.9512357987,1299387.2034024536
5820,2024-12-31,"Marine, aviation and transport insurance",2018,3,7839962.34633258,3855096.849452224,3984865.496880356
5820,2024-12-31,"Marine, aviation and transport insurance",2018,4,5844328.208164508,5470985.007350673,373343.2008138355
5820,2024-12-31,"Marine, aviation and transport insurance",2018,5,9252849.025576228,5878981.566928276,3373867.4586479524
5820,2024-12-31,"Marine, aviation and transport insurance",2018,6,10065532.111204227,7203418.920681674,2862113.1905225534
5820,2024-12-31,"Marine, aviation and transport insurance",2019,0,561717.0584578278,121464.40450400558,440252.6539538222
5820,2024-12-31,"Marine, aviation and transport insurance",2019,1,797555.7787824252,344720.5148115241,452835.26397090114
5820,2024-12-31,"Marine, aviation and transport insurance",2019,2,856597.2193267024,354258.73629910743,502338.483027595
5820,2024-12-31,"Marine, aviation and transport insurance",2019,3,811793.6243251305,583336.7403120674,228456.88401306304
5820,2024-12-31,"Marine, aviation and transport insurance",2019,4,1356053.0254529964,609802.4691179498,746250.5563350465
5820,2024-12-31,"Marine, aviation and transport insurance",2019,5,1232085.5202956104,980675.4150599485,251410.105235662
