Transaction_ID,Policy_ID,Syndicate_Number,Year_of_Account,LOB_Code,LOB_Name,Currency,Transaction_Type,Transaction_Date,Quarter,Gross_Amount,Ceding_Commission,Net_Amount,Earned_Premium,Unearned_Premium,Country
PRM00008721,POL001944,2010,2021,A1,Direct Accident & Health,USD,Written_Premium,2021-03-15,Q1,296129.07,50342.56,241769.76,74032.27,222096.8,JP
PRM00008722,POL001944,2010,2021,A1,Direct Accident & Health,USD,Written_Premium,2021-06-15,Q2,296129.07,45318.57,227800.01,148064.54,148064.54,JP
PRM00008723,POL001944,2010,2021,A1,Direct Accident & Health,USD,Written_Premium,2021-09-15,Q3,296129.07,59147.39,256385.0,222096.8,74032.27,JP
PRM00008724,POL001944,2010,2021,A1,Direct Accident & Health,USD,Written_Premium,2021-12-15,Q4,296129.07,41476.72,247414.05,296129.07,0.0,JP
PRM00008725,POL002523,2010,2021,A1,Direct Accident & Health,EUR,Written_Premium,2021-03-15,Q1,417968.07,67657.21,373711.48,104492.02,313476.05,CA
PRM00008726,POL002523,2010,2021,A1,Direct Accident & Health,EUR,Written_Premium,2021-06-15,Q2,417968.07,73913.0,335398.48,208984.03,208984.03,CA
PRM00008727,POL002523,2010,2021,A1,Direct Accident & Health,EUR,Written_Premium,2021-09-15,Q3,417968.07,82661.78,332397.23,313476.05,104492.02,CA
PRM00008728,POL002523,2010,2021,A1,Direct Accident & Health,EUR,Written_Premium,2021-12-15,Q4,417968.07,65911.31,357404.56,417968.07,0.0,CA
PRM00008729,POL002623,2010,2021,A1,Direct Accident & Health,AUD,Written_Premium,2021-03-15,Q1,124695.36,15850.35,111409.58,31173.84,93521.52,CA
PRM00008730,POL002623,2010,2021,A1,Direct Accident & Health,AUD,Written_Premium,2021-06-15,Q2,124695.36,15164.33,101784.58,62347.68,62347.68,CA
PRM00008731,POL002623,2010,2021,A1,Direct Accident & Health,AUD,Written_Premium,2021-09-15,Q3,124695.36,14712.47,109887.55,93521.52,31173.84,CA
PRM00008732,POL002623,2010,2021,A1,Direct Accident & Health,AUD,Written_Premium,2021-12-15,Q4,124695.36,15232.8,94171.33,124695.36,0.0,CA
PRM00008733,POL002710,2010,2021,A1,Direct Accident & Health,CHF,Written_Premium,2021-03-15,Q1,297664.76,30925.59,241722.54,74416.19,223248.57,JP
PRM00008734,POL002710,2010,2021,A1,Direct Accident & Health,CHF,Written_Premium,2021-06-15,Q2,297664.76,45327.72,225107.72,148832.38,148832.38,JP
PRM00008735,POL002710,2010,2021,A1,Direct Accident & Health,CHF,Written_Premium,2021-09-15,Q3,297664.76,32530.75,227600.26,223248.57,74416.19,JP
PRM00008736,POL002710,2010,2021,A1,Direct Accident & Health,CHF,Written_Premium,2021-12-15,Q4,297664.76,49665.4,236635.23,297664.76,0.0,JP
PRM00008737,POL004028,2010,2021,A1,Direct Accident & Health,USD,Written_Premium,2021-03-15,Q1,307171.17,47997.73,233773.97,76792.79,230378.38,DE
PRM00008738,POL004028,2010,2021,A1,Direct Accident & Health,USD,Written_Premium,2021-06-15,Q2,307171.17,58120.34,244405.35,153585.59,153585.59,DE
PRM00008739,POL004028,2010,2021,A1,Direct Accident & Health,USD,Written_Premium,2021-09-15,Q3,307171.17,54621.2,268469.28,230378.38,76792.79,DE
PRM00008740,POL004028,2010,2021,A1,Direct Accident & Health,USD,Written_Premium,2021-12-15,Q4,307171.17,61062.82,264522.25,307171.17,0.0,DE
PRM00008741,POL004431,2010,2021,A1,Direct Accident & Health,CAD,Written_Premium,2021-03-15,Q1,333099.82,48059.83,257450.91,83274.95,249824.86,CA
PRM00008742,POL004431,2010,2021,A1,Direct Accident & Health,CAD,Written_Premium,2021-06-15,Q2,333099.82,34904.6,294106.81,166549.91,166549.91,CA
PRM00008743,POL004431,2010,2021,A1,Direct Accident & Health,CAD,Written_Premium,2021-09-15,Q3,333099.82,48188.33,287296.78,249824.86,83274.95,CA
PRM00008744,POL004431,2010,2021,A1,Direct Accident & Health,CAD,Written_Premium,2021-12-15,Q4,333099.82,49842.74,293777.27,333099.82,0.0,CA
PRM00008745,POL004569,2010,2021,A1,Direct Accident & Health,JPY,Written_Premium,2021-03-15,Q1,168233.21,29435.18,128331.43,42058.3,126174.91,JP
PRM00008746,POL004569,2010,2021,A1,Direct Accident & Health,JPY,Written_Premium,2021-06-15,Q2,168233.21,29476.93,132907.96,84116.61,84116.61,JP
PRM00008747,POL004569,2010,2021,A1,Direct Accident & Health,JPY,Written_Premium,2021-09-15,Q3,168233.21,29828.69,150110.67,126174.91,42058.3,JP
PRM00008748,POL004569,2010,2021,A1,Direct Accident & Health,JPY,Written_Premium,2021-12-15,Q4,168233.21,32471.23,129329.29,168233.21,0.0,JP
PRM00008749,POL004624,2010,2021,A1,Direct Accident & Health,AUD,Written_Premium,2021-03-15,Q1,232429.52,24513.7,201411.16,58107.38,174322.14,FR
PRM00008750,POL004624,2010,2021,A1,Direct Accident & Health,AUD,Written_Premium,2021-06-15,Q2,232429.52,39744.56,180464.29,116214.76,116214.76,FR
PRM00008751,POL004624,2010,2021,A1,Direct Accident & Health,AUD,Written_Premium,2021-09-15,Q3,232429.52,39154.32,174862.11,174322.14,58107.38,FR
PRM00008752,POL004624,2010,2021,A1,Direct Accident & Health,AUD,Written_Premium,2021-12-15,Q4,232429.52,37913.02,203340.0,232429.52,0.0,FR
PRM00008753,POL004905,2010,2021,A1,Direct Accident & Health,CHF,Written_Premium,2021-03-15,Q1,216941.04,35618.23,164833.85,54235.26,162705.78,US
PRM00008754,POL004905,2010,2021,A1,Direct Accident & Health,CHF,Written_Premium,2021-06-15,Q2,216941.04,43192.36,174293.41,108470.52,108470.52,US
PRM00008755,POL004905,2010,2021,A1,Direct Accident & Health,CHF,Written_Premium,2021-09-15,Q3,216941.04,29948.24,165463.68,162705.78,54235.26,US
PRM00008756,POL004905,2010,2021,A1,Direct Accident & Health,CHF,Written_Premium,2021-12-15,Q4,216941.04,25319.57,171530.15,216941.04,0.0,US
PRM00008757,POL002022,2010,2021,A2,Accident & Health Reinsurance,AUD,Written_Premium,2021-03-15,Q1,196692.34,35388.93,167928.51,49173.08,147519.25,GB
PRM00008758,POL002022,2010,2021,A2,Accident & Health Reinsurance,AUD,Written_Premium,2021-06-15,Q2,196692.34,31149.16,173007.43,98346.17,98346.17,GB
PRM00008759,POL002022,2010,2021,A2,Accident & Health Reinsurance,AUD,Written_Premium,2021-09-15,Q3,196692.34,39295.3,158871.58,147519.25,49173.08,GB
PRM00008760,POL002022,2010,2021,A2,Accident & Health Reinsurance,AUD,Written_Premium,2021-12-15,Q4,196692.34,27364.3,169236.72,196692.34,0.0,GB
PRM00008761,POL002904,2010,2021,A2,Accident & Health Reinsurance,USD,Written_Premium,2021-03-15,Q1,75022.44,12336.31,56417.55,18755.61,56266.83,CA
PRM00008762,POL002904,2010,2021,A2,Accident & Health Reinsurance,USD,Written_Premium,2021-06-15,Q2,75022.44,12419.42,64364.85,37511.22,37511.22,CA
PRM00008763,POL002904,2010,2021,A2,Accident & Health Reinsurance,USD,Written_Premium,2021-09-15,Q3,75022.44,14898.98,62869.98,56266.83,18755.61,CA
PRM00008764,POL002904,2010,2021,A2,Accident & Health Reinsurance,USD,Written_Premium,2021-12-15,Q4,75022.44,12636.91,65142.9,75022.44,0.0,CA
PRM00008765,POL003238,2010,2021,A2,Accident & Health Reinsurance,JPY,Written_Premium,2021-03-15,Q1,513403.15,56266.91,441628.28,128350.79,385052.37,GB
PRM00008766,POL003238,2010,2021,A2,Accident & Health Reinsurance,JPY,Written_Premium,2021-06-15,Q2,513403.15,79416.57,392759.23,256701.58,256701.58,GB
PRM00008767,POL003238,2010,2021,A2,Accident & Health Reinsurance,JPY,Written_Premium,2021-09-15,Q3,513403.15,85732.21,403111.65,385052.37,128350.79,GB
PRM00008768,POL003238,2010,2021,A2,Accident & Health Reinsurance,JPY,Written_Premium,2021-12-15,Q4,513403.15,78956.16,406689.24,513403.15,0.0,GB
PRM00008769,POL003532,2010,2021,A2,Accident & Health Reinsurance,AUD,Written_Premium,2021-03-15,Q1,97801.27,10802.51,77031.18,24450.32,73350.95,JP
PRM00008770,POL003532,2010,2021,A2,Accident & Health Reinsurance,AUD,Written_Premium,2021-06-15,Q2,97801.27,14071.71,80599.91,48900.63,48900.63,JP
PRM00008771,POL003532,2010,2021,A2,Accident & Health Reinsurance,AUD,Written_Premium,2021-09-15,Q3,97801.27,11232.29,78059.77,73350.95,24450.32,JP
PRM00008772,POL003532,2010,2021,A2,Accident & Health Reinsurance,AUD,Written_Premium,2021-12-15,Q4,97801.27,18185.08,86706.43,97801.27,0.0,JP
PRM00008773,POL003793,2010,2021,A2,Accident & Health Reinsurance,EUR,Written_Premium,2021-03-15,Q1,26895.23,4128.91,22149.68,6723.81,20171.42,CA
PRM00008774,POL003793,2010,2021,A2,Accident & Health Reinsurance,EUR,Written_Premium,2021-06-15,Q2,26895.23,4253.24,21037.05,13447.61,13447.61,CA
PRM00008775,POL003793,2010,2021,A2,Accident & Health Reinsurance,EUR,Written_Premium,2021-09-15,Q3,26895.23,5361.75,23178.06,20171.42,6723.81,CA
PRM00008776,POL003793,2010,2021,A2,Accident & Health Reinsurance,EUR,Written_Premium,2021-12-15,Q4,26895.23,3331.64,21269.34,26895.23,0.0,CA
PRM00008777,POL004490,2010,2021,A2,Accident & Health Reinsurance,EUR,Written_Premium,2021-03-15,Q1,258262.58,42572.32,206203.81,64565.65,193696.94,US
PRM00008778,POL004490,2010,2021,A2,Accident & Health Reinsurance,EUR,Written_Premium,2021-06-15,Q2,258262.58,35002.76,223950.18,129131.29,129131.29,US
PRM00008779,POL004490,2010,2021,A2,Accident & Health Reinsurance,EUR,Written_Premium,2021-09-15,Q3,258262.58,32719.98,221017.55,193696.94,64565.65,US
PRM00008780,POL004490,2010,2021,A2,Accident & Health Reinsurance,EUR,Written_Premium,2021-12-15,Q4,258262.58,49970.84,198505.86,258262.58,0.0,US
PRM00008781,POL004608,2010,2021,A2,Accident & Health Reinsurance,JPY,Written_Premium,2021-03-15,Q1,461546.05,52813.98,411436.44,115386.51,346159.54,GB
PRM00008782,POL004608,2010,2021,A2,Accident & Health Reinsurance,JPY,Written_Premium,2021-06-15,Q2,461546.05,55547.96,347606.54,230773.02,230773.02,GB
PRM00008783,POL004608,2010,2021,A2,Accident & Health Reinsurance,JPY,Written_Premium,2021-09-15,Q3,461546.05,86240.24,365703.9,346159.54,115386.51,GB
PRM00008784,POL004608,2010,2021,A2,Accident & Health Reinsurance,JPY,Written_Premium,2021-12-15,Q4,461546.05,59925.01,361869.72,461546.05,0.0,GB
PRM00008785,POL004902,2010,2021,A2,Accident & Health Reinsurance,AUD,Written_Premium,2021-03-15,Q1,614682.45,117875.62,532415.07,153670.61,461011.83,FR
PRM00008786,POL004902,2010,2021,A2,Accident & Health Reinsurance,AUD,Written_Premium,2021-06-15,Q2,614682.45,98152.03,502803.32,307341.22,307341.22,FR
PRM00008787,POL004902,2010,2021,A2,Accident & Health Reinsurance,AUD,Written_Premium,2021-09-15,Q3,614682.45,70290.79,546390.01,461011.83,153670.61,FR
PRM00008788,POL004902,2010,2021,A2,Accident & Health Reinsurance,AUD,Written_Premium,2021-12-15,Q4,614682.45,107548.75,486725.56,614682.45,0.0,FR
PRM00008789,POL000126,2010,2021,D1,Direct Motor (Private Car),USD,Written_Premium,2021-03-15,Q1,655522.53,127662.76,583597.71,163880.63,491641.9,DE
PRM00008790,POL000126,2010,2021,D1,Direct Motor (Private Car),USD,Written_Premium,2021-06-15,Q2,655522.53,108785.2,588495.7,327761.27,327761.27,DE
PRM00008791,POL000126,2010,2021,D1,Direct Motor (Private Car),USD,Written_Premium,2021-09-15,Q3,655522.53,77826.8,563558.33,491641.9,163880.63,DE
PRM00008792,POL000126,2010,2021,D1,Direct Motor (Private Car),USD,Written_Premium,2021-12-15,Q4,655522.53,75527.74,559654.77,655522.53,0.0,DE
PRM00008793,POL000170,2010,2021,D1,Direct Motor (Private Car),USD,Written_Premium,2021-03-15,Q1,1526981.67,293157.85,1268027.92,381745.42,1145236.25,US
PRM00008794,POL000170,2010,2021,D1,Direct Motor (Private Car),USD,Written_Premium,2021-06-15,Q2,1526981.67,269217.04,1178017.89,763490.83,763490.83,US
PRM00008795,POL000170,2010,2021,D1,Direct Motor (Private Car),USD,Written_Premium,2021-09-15,Q3,1526981.67,249385.82,1159710.18,1145236.25,381745.42,US
PRM00008796,POL000170,2010,2021,D1,Direct Motor (Private Car),USD,Written_Premium,2021-12-15,Q4,1526981.67,158332.4,1290466.54,1526981.67,0.0,US
PRM00008797,POL000724,2010,2021,D1,Direct Motor (Private Car),USD,Written_Premium,2021-03-15,Q1,1159463.82,182361.47,926861.09,289865.96,869597.87,FR
PRM00008798,POL000724,2010,2021,D1,Direct Motor (Private Car),USD,Written_Premium,2021-06-15,Q2,1159463.82,175418.72,988618.02,579731.91,579731.91,FR
PRM00008799,POL000724,2010,2021,D1,Direct Motor (Private Car),USD,Written_Premium,2021-09-15,Q3,1159463.82,190700.24,882404.0,869597.87,289865.96,FR
PRM00008800,POL000724,2010,2021,D1,Direct Motor (Private Car),USD,Written_Premium,2021-12-15,Q4,1159463.82,194571.86,984303.58,1159463.82,0.0,FR
PRM00008801,POL000833,2010,2021,D1,Direct Motor (Private Car),GBP,Written_Premium,2021-03-15,Q1,805048.22,134411.98,706110.2,201262.06,603786.17,GB
PRM00008802,POL000833,2010,2021,D1,Direct Motor (Private Car),GBP,Written_Premium,2021-06-15,Q2,805048.22,126932.17,717044.48,402524.11,402524.11,GB
PRM00008803,POL000833,2010,2021,D1,Direct Motor (Private Car),GBP,Written_Premium,2021-09-15,Q3,805048.22,159400.3,694576.75,603786.17,201262.06,GB
PRM00008804,POL000833,2010,2021,D1,Direct Motor (Private Car),GBP,Written_Premium,2021-12-15,Q4,805048.22,109380.43,621066.34,805048.22,0.0,GB
PRM00008805,POL002992,2010,2021,D1,Direct Motor (Private Car),GBP,Written_Premium,2021-03-15,Q1,988453.85,179912.43,763081.29,247113.46,741340.39,JP
PRM00008806,POL002992,2010,2021,D1,Direct Motor (Private Car),GBP,Written_Premium,2021-06-15,Q2,988453.85,113293.56,877605.06,494226.93,494226.93,JP
PRM00008807,POL002992,2010,2021,D1,Direct Motor (Private Car),GBP,Written_Premium,2021-09-15,Q3,988453.85,154186.22,784832.31,741340.39,247113.46,JP
PRM00008808,POL002992,2010,2021,D1,Direct Motor (Private Car),GBP,Written_Premium,2021-12-15,Q4,988453.85,194031.9,846214.95,988453.85,0.0,JP
PRM00008809,POL003087,2010,2021,D1,Direct Motor (Private Car),CAD,Written_Premium,2021-03-15,Q1,928678.91,142537.77,742406.39,232169.73,696509.19,GB
PRM00008810,POL003087,2010,2021,D1,Direct Motor (Private Car),CAD,Written_Premium,2021-06-15,Q2,928678.91,155703.84,798324.23,464339.46,464339.46,GB
PRM00008811,POL003087,2010,2021,D1,Direct Motor (Private Car),CAD,Written_Premium,2021-09-15,Q3,928678.91,159000.06,723720.08,696509.19,232169.73,GB
PRM00008812,POL003087,2010,2021,D1,Direct Motor (Private Car),CAD,Written_Premium,2021-12-15,Q4,928678.91,157619.49,777505.8,928678.91,0.0,GB
PRM00008813,POL003329,2010,2021,D1,Direct Motor (Private Car),CHF,Written_Premium,2021-03-15,Q1,1079197.61,199659.79,910535.56,269799.4,809398.21,GB
PRM00008814,POL003329,2010,2021,D1,Direct Motor (Private Car),CHF,Written_Premium,2021-06-15,Q2,1079197.61,123705.91,860962.17,539598.8,539598.8,GB
PRM00008815,POL003329,2010,2021,D1,Direct Motor (Private Car),CHF,Written_Premium,2021-09-15,Q3,1079197.61,188192.39,929182.95,809398.21,269799.4,GB
PRM00008816,POL003329,2010,2021,D1,Direct Motor (Private Car),CHF,Written_Premium,2021-12-15,Q4,1079197.61,131955.09,866799.65,1079197.61,0.0,GB
PRM00008817,POL003390,2010,2021,D1,Direct Motor (Private Car),USD,Written_Premium,2021-03-15,Q1,1560913.25,158482.59,1248349.24,390228.31,1170684.94,DE
PRM00008818,POL003390,2010,2021,D1,Direct Motor (Private Car),USD,Written_Premium,2021-06-15,Q2,1560913.25,160202.62,1375056.26,780456.63,780456.63,DE
PRM00008819,POL003390,2010,2021,D1,Direct Motor (Private Car),USD,Written_Premium,2021-09-15,Q3,1560913.25,260149.18,1397598.28,1170684.94,390228.31,DE
PRM00008820,POL003390,2010,2021,D1,Direct Motor (Private Car),USD,Written_Premium,2021-12-15,Q4,1560913.25,295312.96,1311980.82,1560913.25,0.0,DE
PRM00008821,POL004251,2010,2021,D1,Direct Motor (Private Car),CHF,Written_Premium,2021-03-15,Q1,1057778.41,158976.55,933551.51,264444.6,793333.81,GB
PRM00008822,POL004251,2010,2021,D1,Direct Motor (Private Car),CHF,Written_Premium,2021-06-15,Q2,1057778.41,137343.55,828798.73,528889.21,528889.21,GB
PRM00008823,POL004251,2010,2021,D1,Direct Motor (Private Car),CHF,Written_Premium,2021-09-15,Q3,1057778.41,149148.99,801774.54,793333.81,264444.6,GB
PRM00008824,POL004251,2010,2021,D1,Direct Motor (Private Car),CHF,Written_Premium,2021-12-15,Q4,1057778.41,137719.77,806611.1,1057778.41,0.0,GB
PRM00008825,POL004708,2010,2021,D1,Direct Motor (Private Car),CAD,Written_Premium,2021-03-15,Q1,1584355.46,166778.91,1319294.33,396088.86,1188266.59,FR
PRM00008826,POL004708,2010,2021,D1,Direct Motor (Private Car),CAD,Written_Premium,2021-06-15,Q2,1584355.46,270634.09,1315809.08,792177.73,792177.73,FR
PRM00008827,POL004708,2010,2021,D1,Direct Motor (Private Car),CAD,Written_Premium,2021-09-15,Q3,1584355.46,169617.51,1282132.37,1188266.59,396088.86,FR
PRM00008828,POL004708,2010,2021,D1,Direct Motor (Private Car),CAD,Written_Premium,2021-12-15,Q4,1584355.46,176014.2,1342756.38,1584355.46,0.0,FR
PRM00008829,POL000124,2010,2021,D2,Direct Motor (Commercial),EUR,Written_Premium,2021-03-15,Q1,1352393.38,247002.0,1037969.85,338098.35,1014295.04,AU
PRM00008830,POL000124,2010,2021,D2,Direct Motor (Commercial),EUR,Written_Premium,2021-06-15,Q2,1352393.38,144280.46,1096646.05,676196.69,676196.69,AU
PRM00008831,POL000124,2010,2021,D2,Direct Motor (Commercial),EUR,Written_Premium,2021-09-15,Q3,1352393.38,176280.92,1067178.32,1014295.04,338098.35,AU
PRM00008832,POL000124,2010,2021,D2,Direct Motor (Commercial),EUR,Written_Premium,2021-12-15,Q4,1352393.38,163828.41,1078586.13,1352393.38,0.0,AU
PRM00008833,POL000260,2010,2021,D2,Direct Motor (Commercial),AUD,Written_Premium,2021-03-15,Q1,1173398.84,230616.81,1031007.65,293349.71,880049.13,CA
PRM00008834,POL000260,2010,2021,D2,Direct Motor (Commercial),AUD,Written_Premium,2021-06-15,Q2,1173398.84,187903.06,1020940.52,586699.42,586699.42,CA
PRM00008835,POL000260,2010,2021,D2,Direct Motor (Commercial),AUD,Written_Premium,2021-09-15,Q3,1173398.84,119068.95,899666.36,880049.13,293349.71,CA
PRM00008836,POL000260,2010,2021,D2,Direct Motor (Commercial),AUD,Written_Premium,2021-12-15,Q4,1173398.84,151657.29,993381.68,1173398.84,0.0,CA
PRM00008837,POL000892,2010,2021,D2,Direct Motor (Commercial),EUR,Written_Premium,2021-03-15,Q1,925428.83,174296.56,726157.19,231357.21,694071.62,GB
PRM00008838,POL000892,2010,2021,D2,Direct Motor (Commercial),EUR,Written_Premium,2021-06-15,Q2,925428.83,105425.08,811774.98,462714.42,462714.42,GB
PRM00008839,POL000892,2010,2021,D2,Direct Motor (Commercial),EUR,Written_Premium,2021-09-15,Q3,925428.83,130405.48,791173.42,694071.62,231357.21,GB
PRM00008840,POL000892,2010,2021,D2,Direct Motor (Commercial),EUR,Written_Premium,2021-12-15,Q4,925428.83,143259.04,718490.65,925428.83,0.0,GB
PRM00008841,POL001255,2010,2021,D2,Direct Motor (Commercial),CAD,Written_Premium,2021-03-15,Q1,804481.56,136808.15,654137.41,201120.39,603361.17,FR
PRM00008842,POL001255,2010,2021,D2,Direct Motor (Commercial),CAD,Written_Premium,2021-06-15,Q2,804481.56,103597.0,712291.79,402240.78,402240.78,FR
PRM00008843,POL001255,2010,2021,D2,Direct Motor (Commercial),CAD,Written_Premium,2021-09-15,Q3,804481.56,80929.7,652217.7,603361.17,201120.39,FR
PRM00008844,POL001255,2010,2021,D2,Direct Motor (Commercial),CAD,Written_Premium,2021-12-15,Q4,804481.56,104623.79,609935.33,804481.56,0.0,FR
PRM00008845,POL002425,2010,2021,D2,Direct Motor (Commercial),USD,Written_Premium,2021-03-15,Q1,172185.97,18603.37,133589.28,43046.49,129139.48,US
PRM00008846,POL002425,2010,2021,D2,Direct Motor (Commercial),USD,Written_Premium,2021-06-15,Q2,172185.97,25913.98,136439.57,86092.98,86092.98,US
PRM00008847,POL002425,2010,2021,D2,Direct Motor (Commercial),USD,Written_Premium,2021-09-15,Q3,172185.97,31645.35,135337.55,129139.48,43046.49,US
PRM00008848,POL002425,2010,2021,D2,Direct Motor (Commercial),USD,Written_Premium,2021-12-15,Q4,172185.97,29619.8,134573.06,172185.97,0.0,US
PRM00008849,POL002568,2010,2021,D2,Direct Motor (Commercial),AUD,Written_Premium,2021-03-15,Q1,782286.15,81557.44,617766.1,195571.54,586714.62,FR
PRM00008850,POL002568,2010,2021,D2,Direct Motor (Commercial),AUD,Written_Premium,2021-06-15,Q2,782286.15,143750.44,596366.21,391143.08,391143.08,FR
PRM00008851,POL002568,2010,2021,D2,Direct Motor (Commercial),AUD,Written_Premium,2021-09-15,Q3,782286.15,105178.03,587655.33,586714.62,195571.54,FR
PRM00008852,POL002568,2010,2021,D2,Direct Motor (Commercial),AUD,Written_Premium,2021-12-15,Q4,782286.15,127531.78,697340.8,782286.15,0.0,FR
PRM00008853,POL002713,2010,2021,D2,Direct Motor (Commercial),CHF,Written_Premium,2021-03-15,Q1,658847.33,91208.6,551150.62,164711.83,494135.5,US
PRM00008854,POL002713,2010,2021,D2,Direct Motor (Commercial),CHF,Written_Premium,2021-06-15,Q2,658847.33,95683.38,590326.95,329423.67,329423.67,US
PRM00008855,POL002713,2010,2021,D2,Direct Motor (Commercial),CHF,Written_Premium,2021-09-15,Q3,658847.33,114375.81,498505.93,494135.5,164711.83,US
PRM00008856,POL002713,2010,2021,D2,Direct Motor (Commercial),CHF,Written_Premium,2021-12-15,Q4,658847.33,73048.03,540631.75,658847.33,0.0,US
PRM00008857,POL002871,2010,2021,D2,Direct Motor (Commercial),USD,Written_Premium,2021-03-15,Q1,1233902.57,201341.55,979174.96,308475.64,925426.93,CA
PRM00008858,POL002871,2010,2021,D2,Direct Motor (Commercial),USD,Written_Premium,2021-06-15,Q2,1233902.57,206634.84,1032133.36,616951.29,616951.29,CA
PRM00008859,POL002871,2010,2021,D2,Direct Motor (Commercial),USD,Written_Premium,2021-09-15,Q3,1233902.57,177076.44,1033201.6,925426.93,308475.64,CA
PRM00008860,POL002871,2010,2021,D2,Direct Motor (Commercial),USD,Written_Premium,2021-12-15,Q4,1233902.57,236472.93,970440.46,1233902.57,0.0,CA
PRM00008861,POL003073,2010,2021,D2,Direct Motor (Commercial),AUD,Written_Premium,2021-03-15,Q1,551527.8,98790.32,414635.06,137881.95,413645.85,FR
PRM00008862,POL003073,2010,2021,D2,Direct Motor (Commercial),AUD,Written_Premium,2021-06-15,Q2,551527.8,59829.64,492212.55,275763.9,275763.9,FR
PRM00008863,POL003073,2010,2021,D2,Direct Motor (Commercial),AUD,Written_Premium,2021-09-15,Q3,551527.8,93634.46,466039.66,413645.85,137881.95,FR
PRM00008864,POL003073,2010,2021,D2,Direct Motor (Commercial),AUD,Written_Premium,2021-12-15,Q4,551527.8,73576.86,428895.91,551527.8,0.0,FR
PRM00008865,POL003138,2010,2021,D2,Direct Motor (Commercial),CAD,Written_Premium,2021-03-15,Q1,991242.91,136783.2,832404.69,247810.73,743432.19,CA
PRM00008866,POL003138,2010,2021,D2,Direct Motor (Commercial),CAD,Written_Premium,2021-06-15,Q2,991242.91,162006.94,768642.07,495621.46,495621.46,CA
PRM00008867,POL003138,2010,2021,D2,Direct Motor (Commercial),CAD,Written_Premium,2021-09-15,Q3,991242.91,143284.35,827701.48,743432.19,247810.73,CA
PRM00008868,POL003138,2010,2021,D2,Direct Motor (Commercial),CAD,Written_Premium,2021-12-15,Q4,991242.91,194279.73,825123.95,991242.91,0.0,CA
PRM00008869,POL003442,2010,2021,D2,Direct Motor (Commercial),USD,Written_Premium,2021-03-15,Q1,567106.46,89636.81,490421.36,141776.61,425329.84,GB
PRM00008870,POL003442,2010,2021,D2,Direct Motor (Commercial),USD,Written_Premium,2021-06-15,Q2,567106.46,80467.41,457983.93,283553.23,283553.23,GB
PRM00008871,POL003442,2010,2021,D2,Direct Motor (Commercial),USD,Written_Premium,2021-09-15,Q3,567106.46,90221.49,491962.68,425329.84,141776.61,GB
PRM00008872,POL003442,2010,2021,D2,Direct Motor (Commercial),USD,Written_Premium,2021-12-15,Q4,567106.46,92868.32,441163.27,567106.46,0.0,GB
PRM00008873,POL003810,2010,2021,D2,Direct Motor (Commercial),CAD,Written_Premium,2021-03-15,Q1,582883.86,81469.69,481980.55,145720.96,437162.89,AU
PRM00008874,POL003810,2010,2021,D2,Direct Motor (Commercial),CAD,Written_Premium,2021-06-15,Q2,582883.86,88816.6,466854.57,291441.93,291441.93,AU
PRM00008875,POL003810,2010,2021,D2,Direct Motor (Commercial),CAD,Written_Premium,2021-09-15,Q3,582883.86,88739.09,496002.87,437162.89,145720.96,AU
PRM00008876,POL003810,2010,2021,D2,Direct Motor (Commercial),CAD,Written_Premium,2021-12-15,Q4,582883.86,85565.76,476625.36,582883.86,0.0,AU
PRM00008877,POL004048,2010,2021,D2,Direct Motor (Commercial),CAD,Written_Premium,2021-03-15,Q1,201141.55,36237.32,173690.89,50285.39,150856.16,DE
PRM00008878,POL004048,2010,2021,D2,Direct Motor (Commercial),CAD,Written_Premium,2021-06-15,Q2,201141.55,28610.47,180907.11,100570.77,100570.77,DE
PRM00008879,POL004048,2010,2021,D2,Direct Motor (Commercial),CAD,Written_Premium,2021-09-15,Q3,201141.55,21451.16,160691.85,150856.16,50285.39,DE
PRM00008880,POL004048,2010,2021,D2,Direct Motor (Commercial),CAD,Written_Premium,2021-12-15,Q4,201141.55,20854.97,176183.98,201141.55,0.0,DE
PRM00008881,POL004538,2010,2021,D2,Direct Motor (Commercial),GBP,Written_Premium,2021-03-15,Q1,979786.28,172014.24,835318.25,244946.57,734839.71,JP
PRM00008882,POL004538,2010,2021,D2,Direct Motor (Commercial),GBP,Written_Premium,2021-06-15,Q2,979786.28,118992.32,838851.69,489893.14,489893.14,JP
PRM00008883,POL004538,2010,2021,D2,Direct Motor (Commercial),GBP,Written_Premium,2021-09-15,Q3,979786.28,132791.59,862491.58,734839.71,244946.57,JP
PRM00008884,POL004538,2010,2021,D2,Direct Motor (Commercial),GBP,Written_Premium,2021-12-15,Q4,979786.28,117525.52,766855.32,979786.28,0.0,JP
PRM00008885,POL000047,2010,2021,E1,Energy Offshore,CAD,Written_Premium,2021-03-15,Q1,201092.43,39425.91,166414.65,50273.11,150819.33,DE
PRM00008886,POL000047,2010,2021,E1,Energy Offshore,CAD,Written_Premium,2021-06-15,Q2,201092.43,29085.72,161429.43,100546.22,100546.22,DE
PRM00008887,POL000047,2010,2021,E1,Energy Offshore,CAD,Written_Premium,2021-09-15,Q3,201092.43,36824.3,161458.35,150819.33,50273.11,DE
PRM00008888,POL000047,2010,2021,E1,Energy Offshore,CAD,Written_Premium,2021-12-15,Q4,201092.43,27271.29,154539.56,201092.43,0.0,DE
