reporting_period,Policy_ID,Syndicate_Number,Year_of_Account,LOB_Code,LOB_Name,Currency,Inception_Date,Expiry_Date,Gross_Written_Premium,Net_Written_Premium,Broker,Country,Risk_Code
2025-11-30,POL002475,2791,2021,D2,Direct Motor (Commercial),CHF,2021-11-20,2022-11-20,4438551.08,3556551.55,Broker_15,FR,6
2025-11-30,POL002476,1910,2026,E1,Energy Offshore,AUD,2026-02-03,2027-02-03,3589242.03,2529547.26,Broker_46,DE,1
2025-11-30,POL002477,1183,2020,E1,Energy Offshore,AUD,2020-07-05,2021-07-05,3855029.75,3197149.83,Broker_46,US,2
2025-11-30,POL002478,4242,2018,E1,Energy Offshore,EUR,2018-01-10,2019-01-10,4941560.06,4441095.84,Broker_33,DE,8
2025-11-30,POL002479,33,2019,D2,Direct Motor (Commercial),GBP,2019-01-25,2020-01-25,1991370.45,1444973.38,Broker_39,FR,5
2025-11-30,POL002480,2791,2018,D2,Direct Motor (Commercial),JPY,2018-10-14,2019-10-14,3582634.93,2940335.77,Broker_12,CA,8
2025-11-30,POL002481,1183,2020,A1,Direct Accident & Health,CAD,2020-10-14,2021-10-14,2103868.98,1547067.07,Broker_40,DE,6
2025-11-30,POL002482,623,2022,E1,Energy Offshore,GBP,2022-07-28,2023-07-28,1581953.56,1110800.0,Broker_14,AU,6
2025-11-30,POL002483,2791,2022,A2,Accident & Health Reinsurance,GBP,2022-10-14,2023-10-14,3240414.2,2691625.69,Broker_28,FR,5
2025-11-30,POL002484,5000,2018,A2,Accident & Health Reinsurance,CAD,2018-11-05,2019-11-05,4282738.24,3399825.16,Broker_10,CA,8
2025-11-30,POL002485,2791,2022,D2,Direct Motor (Commercial),AUD,2022-11-19,2023-11-19,4735970.74,3403692.26,Broker_40,JP,5
2025-11-30,POL002486,33,2019,A1,Direct Accident & Health,JPY,2019-01-28,2020-01-28,1507131.76,1291133.44,Broker_38,FR,8
2025-11-30,POL002487,2010,2023,E1,Energy Offshore,CAD,2023-06-17,2024-06-16,195741.2,180760.08,Broker_29,DE,6
2025-11-30,POL002488,623,2026,D1,Direct Motor (Private Car),AUD,2026-05-26,2027-05-26,4909676.28,4415196.81,Broker_36,GB,2
2025-11-30,POL002489,1910,2022,A1,Direct Accident & Health,CHF,2022-06-17,2023-06-17,1214439.48,1064750.16,Broker_42,DE,1
2025-11-30,POL002490,1910,2023,D1,Direct Motor (Private Car),USD,2023-08-05,2024-08-04,4292340.21,3939123.03,Broker_25,AU,6
2025-11-30,POL002491,2010,2025,A2,Accident & Health Reinsurance,CAD,2025-11-06,2026-11-06,4872160.11,3689218.48,Broker_48,GB,4
2025-11-30,POL002492,2791,2026,A2,Accident & Health Reinsurance,AUD,2026-06-20,2027-06-20,4838072.96,3722156.32,Broker_11,GB,5
2025-11-30,POL002493,623,2025,A2,Accident & Health Reinsurance,AUD,2025-04-06,2026-04-06,107451.11,81808.19,Broker_45,GB,9
2025-11-30,POL002494,2010,2022,D1,Direct Motor (Private Car),CHF,2022-11-24,2023-11-24,4624779.34,3618481.12,Broker_35,JP,8
2025-11-30,POL002495,2987,2022,D2,Direct Motor (Commercial),AUD,2022-02-18,2023-02-18,733620.7,519290.85,Broker_11,DE,1
2025-11-30,POL002496,5000,2020,D1,Direct Motor (Private Car),CHF,2020-12-02,2021-12-02,3192985.44,2783292.89,Broker_14,US,3
2025-11-30,POL002497,2525,2022,D2,Direct Motor (Commercial),EUR,2022-12-28,2023-12-28,2926228.98,2224454.57,Broker_5,CA,9
2025-11-30,POL002498,2791,2022,A2,Accident & Health Reinsurance,CHF,2022-09-04,2023-09-04,761765.9,613775.09,Broker_27,JP,6
2025-11-30,POL002499,5000,2019,A1,Direct Accident & Health,CHF,2019-03-28,2020-03-27,4234132.46,3322267.38,Broker_22,DE,4
2025-11-30,POL002500,623,2018,D1,Direct Motor (Private Car),EUR,2018-03-22,2019-03-22,3511861.09,2612901.7,Broker_11,US,4
2025-11-30,POL002501,1910,2023,D1,Direct Motor (Private Car),USD,2023-03-26,2024-03-25,407726.65,299786.21,Broker_17,GB,2
2025-11-30,POL002502,1183,2026,E1,Energy Offshore,CAD,2026-11-27,2027-11-27,1362763.77,1193450.12,Broker_48,CA,4
2025-11-30,POL002503,623,2018,D2,Direct Motor (Commercial),EUR,2018-04-19,2019-04-19,2816988.99,2464956.61,Broker_24,GB,6
2025-11-30,POL002504,2987,2024,A2,Accident & Health Reinsurance,CHF,2024-05-15,2025-05-15,2923877.54,2326993.74,Broker_2,AU,4
2025-11-30,POL002505,33,2019,A1,Direct Accident & Health,USD,2019-02-17,2020-02-17,4723370.69,3984867.25,Broker_5,FR,4
2025-11-30,POL002506,33,2021,E1,Energy Offshore,JPY,2021-04-09,2022-04-09,3544860.95,2941168.9,Broker_34,CA,8
2025-11-30,POL002507,1183,2019,E1,Energy Offshore,AUD,2019-11-08,2020-11-07,1559542.55,1232217.72,Broker_41,DE,6
2025-11-30,POL002508,623,2020,D2,Direct Motor (Commercial),CHF,2020-09-20,2021-09-20,2822929.94,2016075.58,Broker_27,US,1
2025-11-30,POL002509,4242,2019,E1,Energy Offshore,AUD,2019-03-09,2020-03-08,217261.0,174572.23,Broker_28,DE,8
2025-11-30,POL002510,5000,2025,A2,Accident & Health Reinsurance,AUD,2025-04-18,2026-04-18,1766853.12,1398175.33,Broker_47,DE,4
2025-11-30,POL002511,5000,2025,A2,Accident & Health Reinsurance,CAD,2025-10-24,2026-10-24,3394847.76,2589048.19,Broker_32,GB,9
2025-11-30,POL002512,623,2026,A1,Direct Accident & Health,USD,2026-10-16,2027-10-16,481474.54,426148.85,Broker_39,FR,2
2025-11-30,POL002513,33,2019,A2,Accident & Health Reinsurance,JPY,2019-04-07,2020-04-06,4116775.86,3703394.1,Broker_9,GB,7
2025-11-30,POL002514,1183,2024,A1,Direct Accident & Health,AUD,2024-11-22,2025-11-22,912561.45,681032.41,Broker_42,FR,4
2025-11-30,POL002515,4242,2022,D1,Direct Motor (Private Car),GBP,2022-08-09,2023-08-09,1245334.71,900487.98,Broker_35,GB,2
2025-11-30,POL002516,2010,2023,E1,Energy Offshore,CAD,2023-12-14,2024-12-13,4666485.92,3835570.0,Broker_35,JP,9
2025-11-30,POL002517,5000,2020,D1,Direct Motor (Private Car),AUD,2020-04-14,2021-04-14,3504606.62,3068951.83,Broker_8,AU,3
2025-11-30,POL002518,623,2018,E1,Energy Offshore,AUD,2018-05-22,2019-05-22,2978724.87,2239651.2,Broker_11,JP,2
2025-11-30,POL002519,1183,2022,A2,Accident & Health Reinsurance,JPY,2022-03-05,2023-03-05,3884762.03,3476452.2,Broker_12,DE,1
2025-11-30,POL002520,1183,2026,A1,Direct Accident & Health,CAD,2026-03-14,2027-03-14,1603942.52,1423229.33,Broker_32,DE,7
2025-11-30,POL002521,623,2025,A2,Accident & Health Reinsurance,GBP,2025-04-11,2026-04-11,761396.67,553022.29,Broker_4,JP,5
2025-11-30,POL002522,2791,2024,A1,Direct Accident & Health,USD,2024-11-02,2025-11-02,4024663.59,3528030.7,Broker_42,AU,2
2025-11-30,POL002523,2010,2021,A1,Direct Accident & Health,EUR,2021-05-16,2022-05-16,4826486.02,4220713.41,Broker_23,CA,5
2025-11-30,POL002524,2010,2024,E1,Energy Offshore,CAD,2024-04-16,2025-04-16,1248730.24,1158119.47,Broker_37,GB,9
2025-11-30,POL002525,33,2022,D1,Direct Motor (Private Car),JPY,2022-07-04,2023-07-04,2932944.19,2274832.12,Broker_36,AU,7
2025-11-30,POL002526,2525,2021,A2,Accident & Health Reinsurance,CAD,2021-06-13,2022-06-13,3743473.32,3183909.56,Broker_23,CA,5
2025-11-30,POL002527,2525,2024,A2,Accident & Health Reinsurance,CHF,2024-10-03,2025-10-03,102868.97,88108.72,Broker_20,CA,4
2025-11-30,POL002528,2010,2023,A2,Accident & Health Reinsurance,CAD,2023-06-26,2024-06-25,3375561.8,2611382.62,Broker_41,GB,3
2025-11-30,POL002529,2010,2020,D1,Direct Motor (Private Car),AUD,2020-06-09,2021-06-09,3238879.39,2481311.75,Broker_36,US,7
2025-11-30,POL002530,4242,2023,D2,Direct Motor (Commercial),EUR,2023-05-13,2024-05-12,31809.52,26403.33,Broker_22,DE,2
2025-11-30,POL002531,623,2022,A2,Accident & Health Reinsurance,GBP,2022-03-07,2023-03-07,4166001.4,3075101.16,Broker_3,US,9
2025-11-30,POL002532,5000,2024,D2,Direct Motor (Commercial),JPY,2024-08-10,2025-08-10,480677.24,400002.28,Broker_29,JP,5
2025-11-30,POL002533,2987,2019,D1,Direct Motor (Private Car),CAD,2019-07-13,2020-07-12,1740748.09,1610574.9,Broker_24,GB,1
2025-11-30,POL002534,4242,2021,A1,Direct Accident & Health,JPY,2021-01-09,2022-01-09,706788.04,531961.11,Broker_45,CA,1
2025-11-30,POL002535,623,2023,D1,Direct Motor (Private Car),CAD,2023-09-23,2024-09-22,2057465.0,1913589.53,Broker_11,AU,2
2025-11-30,POL002536,1183,2024,D1,Direct Motor (Private Car),EUR,2024-12-04,2025-12-04,1560675.47,1166641.63,Broker_16,CA,9
2025-11-30,POL002537,623,2022,A1,Direct Accident & Health,JPY,2022-11-02,2023-11-02,1843623.57,1524304.23,Broker_46,GB,2
2025-11-30,POL002538,1183,2023,D1,Direct Motor (Private Car),GBP,2023-04-21,2024-04-20,1814144.11,1369799.52,Broker_3,JP,9
2025-11-30,POL002539,33,2024,A1,Direct Accident & Health,AUD,2024-07-05,2025-07-05,3833532.12,3234624.87,Broker_42,FR,9
2025-11-30,POL002540,623,2019,D1,Direct Motor (Private Car),CAD,2019-12-09,2020-12-08,4539154.87,4291360.62,Broker_13,US,3
2025-11-30,POL002541,623,2025,D1,Direct Motor (Private Car),GBP,2025-04-16,2026-04-16,4970122.56,3651701.89,Broker_47,GB,6
2025-11-30,POL002542,623,2022,D2,Direct Motor (Commercial),GBP,2022-11-16,2023-11-16,3681227.07,3210339.55,Broker_35,CA,2
2025-11-30,POL002543,2987,2025,D2,Direct Motor (Commercial),EUR,2025-05-26,2026-05-26,905923.92,839088.61,Broker_31,JP,1
2025-11-30,POL002544,2987,2025,A2,Accident & Health Reinsurance,USD,2025-01-04,2026-01-04,3460481.12,2998665.49,Broker_38,JP,3
2025-11-30,POL002545,2791,2026,A1,Direct Accident & Health,USD,2026-05-23,2027-05-23,1001316.57,736121.97,Broker_12,JP,5
2025-11-30,POL002546,623,2023,A1,Direct Accident & Health,AUD,2023-08-08,2024-08-07,183908.29,157450.41,Broker_10,US,6
2025-11-30,POL002547,1183,2024,A1,Direct Accident & Health,USD,2024-05-28,2025-05-28,805858.26,599577.98,Broker_24,FR,5
2025-11-30,POL002548,623,2019,A1,Direct Accident & Health,AUD,2019-07-19,2020-07-18,2327735.97,2105116.84,Broker_28,US,3
2025-11-30,POL002549,2010,2025,D2,Direct Motor (Commercial),AUD,2025-09-03,2026-09-03,1680484.05,1389579.91,Broker_39,GB,7
2025-11-30,POL002550,2987,2022,A1,Direct Accident & Health,JPY,2022-02-16,2023-02-16,2206993.06,1699812.49,Broker_36,JP,7
2025-11-30,POL002551,2987,2021,A2,Accident & Health Reinsurance,AUD,2021-09-16,2022-09-16,583131.79,428400.84,Broker_27,GB,8
2025-11-30,POL002552,5000,2022,A1,Direct Accident & Health,CHF,2022-02-22,2023-02-22,3263455.75,2328066.29,Broker_19,CA,7
2025-11-30,POL002553,623,2025,D2,Direct Motor (Commercial),GBP,2025-09-16,2026-09-16,4911443.89,4604711.47,Broker_40,FR,6
2025-11-30,POL002554,1183,2019,D2,Direct Motor (Commercial),AUD,2019-08-06,2020-08-05,925581.19,787537.66,Broker_9,US,6
2025-11-30,POL002555,2987,2021,A2,Accident & Health Reinsurance,USD,2021-03-16,2022-03-16,4359461.16,3645818.17,Broker_38,FR,2
2025-11-30,POL002556,5000,2024,A2,Accident & Health Reinsurance,USD,2024-09-05,2025-09-05,254758.94,231677.75,Broker_28,US,2
2025-11-30,POL002557,2010,2022,E1,Energy Offshore,CHF,2022-09-26,2023-09-26,3555325.48,2750499.57,Broker_15,FR,3
2025-11-30,POL002558,5000,2019,D2,Direct Motor (Commercial),CAD,2019-03-07,2020-03-06,486742.83,364327.23,Broker_41,FR,5
2025-11-30,POL002559,2987,2026,A1,Direct Accident & Health,GBP,2026-03-15,2027-03-15,3143080.19,2836862.48,Broker_24,DE,6
2025-11-30,POL002560,623,2018,D1,Direct Motor (Private Car),CAD,2018-09-26,2019-09-26,901452.46,771438.93,Broker_14,AU,1
2025-11-30,POL002561,1910,2023,E1,Energy Offshore,AUD,2023-10-05,2024-10-04,140931.56,132044.98,Broker_11,DE,2
2025-11-30,POL002562,4242,2021,A2,Accident & Health Reinsurance,CAD,2021-01-04,2022-01-04,3794649.03,2738849.32,Broker_16,US,3
2025-11-30,POL002563,2987,2025,D2,Direct Motor (Commercial),AUD,2025-09-22,2026-09-22,1409985.0,1334711.75,Broker_49,FR,9
2025-11-30,POL002564,2987,2019,D1,Direct Motor (Private Car),CHF,2019-12-20,2020-12-19,1344732.12,1019764.1,Broker_13,AU,4
2025-11-30,POL002565,5000,2025,E1,Energy Offshore,JPY,2025-12-25,2026-12-25,1450009.41,1200012.96,Broker_33,CA,9
2025-11-30,POL002566,2791,2026,E1,Energy Offshore,GBP,2026-09-06,2027-09-06,4120126.25,3238254.74,Broker_21,CA,7
2025-11-30,POL002567,2525,2021,E1,Energy Offshore,EUR,2021-02-01,2022-02-01,101823.76,74728.99,Broker_40,CA,4
2025-11-30,POL002568,2010,2021,D2,Direct Motor (Commercial),AUD,2021-12-08,2022-12-08,2424121.61,1970697.59,Broker_35,FR,2
2025-11-30,POL002569,2010,2022,A1,Direct Accident & Health,JPY,2022-08-23,2023-08-23,915216.66,806140.21,Broker_29,GB,4
2025-11-30,POL002570,1183,2025,E1,Energy Offshore,AUD,2025-09-07,2026-09-07,4923480.82,3801930.85,Broker_8,FR,4
2025-11-30,POL002571,2010,2023,D2,Direct Motor (Commercial),JPY,2023-03-13,2024-03-12,1585948.07,1355735.53,Broker_1,DE,4
2025-11-30,POL002572,5000,2023,D2,Direct Motor (Commercial),CAD,2023-09-26,2024-09-25,145913.14,112804.72,Broker_22,JP,6
2025-11-30,POL002573,2987,2026,D2,Direct Motor (Commercial),CAD,2026-02-06,2027-02-06,3708560.19,2868797.14,Broker_49,GB,6
2025-11-30,POL002574,2010,2022,D1,Direct Motor (Private Car),GBP,2022-06-18,2023-06-18,908311.31,681063.71,Broker_46,CA,5
2025-11-30,POL002575,2987,2022,E1,Energy Offshore,CHF,2022-07-11,2023-07-11,1966215.01,1635010.36,Broker_37,CA,8
2025-11-30,POL002576,33,2021,A1,Direct Accident & Health,CAD,2021-04-26,2022-04-26,3230079.59,2556330.35,Broker_1,DE,5
2025-11-30,POL002577,4242,2022,E1,Energy Offshore,GBP,2022-02-28,2023-02-28,920309.16,649299.68,Broker_23,JP,4
2025-11-30,POL002578,4242,2018,D1,Direct Motor (Private Car),EUR,2018-04-25,2019-04-25,4556018.43,3791178.31,Broker_23,DE,6
2025-11-30,POL002579,2987,2021,D1,Direct Motor (Private Car),EUR,2021-01-16,2022-01-16,4519707.16,3772834.86,Broker_22,US,2
2025-11-30,POL002580,4242,2018,E1,Energy Offshore,EUR,2018-11-05,2019-11-05,2154576.42,1758855.73,Broker_34,GB,9
2025-11-30,POL002581,623,2021,A2,Accident & Health Reinsurance,EUR,2021-07-17,2022-07-17,1107727.62,778521.77,Broker_20,CA,5
2025-11-30,POL002582,2791,2019,D2,Direct Motor (Commercial),CAD,2019-04-02,2020-04-01,23328.26,20968.48,Broker_29,FR,7
2025-11-30,POL002583,1183,2018,A1,Direct Accident & Health,CAD,2018-04-20,2019-04-20,1615635.15,1255502.68,Broker_2,US,7
2025-11-30,POL002584,1183,2019,D1,Direct Motor (Private Car),CAD,2019-04-19,2020-04-18,2448019.91,1968740.32,Broker_29,FR,6
2025-11-30,POL002585,1910,2021,E1,Energy Offshore,CHF,2021-12-21,2022-12-21,2652029.61,1886243.56,Broker_16,DE,4
2025-11-30,POL002586,1910,2020,A1,Direct Accident & Health,EUR,2020-04-02,2021-04-02,912318.4,643618.07,Broker_24,FR,2
2025-11-30,POL002587,2010,2024,E1,Energy Offshore,JPY,2024-08-14,2025-08-14,1733472.32,1398404.43,Broker_24,JP,1
2025-11-30,POL002588,1183,2025,A2,Accident & Health Reinsurance,AUD,2025-04-06,2026-04-06,4117333.33,3233434.07,Broker_27,AU,5
2025-11-30,POL002589,2791,2018,A1,Direct Accident & Health,JPY,2018-07-04,2019-07-04,3704566.21,3312139.43,Broker_47,DE,1
2025-11-30,POL002590,1910,2026,D2,Direct Motor (Commercial),EUR,2026-03-07,2027-03-07,941642.9,779995.47,Broker_48,US,7
2025-11-30,POL002591,5000,2025,A1,Direct Accident & Health,CAD,2025-05-21,2026-05-21,372733.11,264778.41,Broker_23,CA,9
2025-11-30,POL002592,2010,2022,D2,Direct Motor (Commercial),CHF,2022-10-07,2023-10-07,2242151.96,2102256.89,Broker_18,FR,9
2025-11-30,POL002593,2791,2018,A1,Direct Accident & Health,AUD,2018-07-05,2019-07-05,1224977.56,992370.34,Broker_23,GB,1
2025-11-30,POL002594,33,2026,A1,Direct Accident & Health,CAD,2026-07-05,2027-07-05,4224586.35,3966933.78,Broker_45,CA,7
2025-11-30,POL002595,2987,2020,A1,Direct Accident & Health,USD,2020-02-14,2021-02-13,905778.36,854865.33,Broker_11,GB,3
2025-11-30,POL002596,4242,2026,E1,Energy Offshore,AUD,2026-03-24,2027-03-24,3736281.91,3406980.99,Broker_22,JP,2
2025-11-30,POL002597,2791,2021,A1,Direct Accident & Health,GBP,2021-04-14,2022-04-14,2756412.34,2356966.07,Broker_9,GB,3
2025-11-30,POL002598,4242,2025,A1,Direct Accident & Health,JPY,2025-06-16,2026-06-16,863900.89,802037.5,Broker_26,AU,8
2025-11-30,POL002599,623,2019,A1,Direct Accident & Health,CAD,2019-04-23,2020-04-22,2115433.85,1885348.28,Broker_45,DE,6
2025-11-30,POL002600,4242,2018,D2,Direct Motor (Commercial),GBP,2018-02-25,2019-02-25,207522.81,181657.64,Broker_45,US,3
2025-11-30,POL002601,2525,2026,E1,Energy Offshore,AUD,2026-11-03,2027-11-03,2209339.51,2012785.62,Broker_46,CA,7
2025-11-30,POL002602,2987,2022,D1,Direct Motor (Private Car),CAD,2022-11-01,2023-11-01,2465764.95,1912245.65,Broker_17,DE,3
2025-11-30,POL002603,5000,2020,D2,Direct Motor (Commercial),JPY,2020-12-26,2021-12-26,3032000.42,2455109.24,Broker_15,AU,3
2025-11-30,POL002604,2525,2026,E1,Energy Offshore,CAD,2026-11-02,2027-11-02,4714956.96,3833967.2,Broker_36,FR,4
2025-11-30,POL002605,623,2024,D2,Direct Motor (Commercial),GBP,2024-03-05,2025-03-05,2170942.21,1875200.89,Broker_21,US,2
2025-11-30,POL002606,2525,2024,A1,Direct Accident & Health,EUR,2024-01-24,2025-01-23,3725390.3,2998037.11,Broker_38,CA,7
2025-11-30,POL002607,1183,2020,A1,Direct Accident & Health,JPY,2020-04-09,2021-04-09,1122326.78,1021103.05,Broker_36,US,5
2025-11-30,POL002608,2987,2023,A1,Direct Accident & Health,USD,2023-01-13,2024-01-13,2929760.4,2581998.13,Broker_30,DE,7
2025-11-30,POL002609,33,2026,E1,Energy Offshore,CAD,2026-12-26,2027-12-26,821305.7,608347.73,Broker_2,GB,9
2025-11-30,POL002610,2525,2021,D2,Direct Motor (Commercial),GBP,2021-11-28,2022-11-28,4580623.41,3877425.84,Broker_26,JP,9
2025-11-30,POL002611,2525,2018,D2,Direct Motor (Commercial),AUD,2018-06-22,2019-06-22,2330893.69,1845209.37,Broker_40,FR,5
2025-11-30,POL002612,33,2022,A2,Accident & Health Reinsurance,CHF,2022-07-20,2023-07-20,4604168.73,3408480.4,Broker_9,FR,7
2025-11-30,POL002613,33,2019,A1,Direct Accident & Health,AUD,2019-12-03,2020-12-02,438006.05,400919.82,Broker_42,GB,4
2025-11-30,POL002614,5000,2020,D2,Direct Motor (Commercial),USD,2020-01-12,2021-01-11,1226121.36,1049577.8,Broker_11,JP,1
2025-11-30,POL002615,2987,2024,E1,Energy Offshore,CHF,2024-10-16,2025-10-16,2129947.6,1634384.41,Broker_47,FR,9
2025-11-30,POL002616,1183,2021,E1,Energy Offshore,CAD,2021-04-22,2022-04-22,4054859.87,2969074.89,Broker_47,DE,7
2025-11-30,POL002617,2010,2020,D1,Direct Motor (Private Car),GBP,2020-05-13,2021-05-13,3567070.04,3039904.58,Broker_8,FR,2
2025-11-30,POL002618,1183,2018,A2,Accident & Health Reinsurance,USD,2018-10-22,2019-10-22,4813238.7,4346830.15,Broker_2,AU,6
2025-11-30,POL002619,2010,2022,A1,Direct Accident & Health,CHF,2022-09-14,2023-09-14,416808.41,316000.02,Broker_20,CA,4
2025-11-30,POL002620,1183,2024,E1,Energy Offshore,USD,2024-06-14,2025-06-14,2090540.66,1659732.9,Broker_3,US,3
2025-11-30,POL002621,33,2024,A2,Accident & Health Reinsurance,USD,2024-03-08,2025-03-08,1496893.02,1107386.56,Broker_11,CA,3
2025-11-30,POL002622,2010,2019,A1,Direct Accident & Health,JPY,2019-05-14,2020-05-13,1387859.15,1185671.07,Broker_13,CA,5
2025-11-30,POL002623,2010,2021,A1,Direct Accident & Health,AUD,2021-08-03,2022-08-03,1439919.55,1024514.92,Broker_45,CA,3
2025-11-30,POL002624,5000,2024,A2,Accident & Health Reinsurance,GBP,2024-12-21,2025-12-21,2614360.19,1962013.37,Broker_27,DE,5
2025-11-30,POL002625,623,2025,D1,Direct Motor (Private Car),JPY,2025-03-17,2026-03-17,994954.49,819888.75,Broker_42,FR,2
2025-11-30,POL002626,2525,2024,E1,Energy Offshore,GBP,2024-01-20,2025-01-19,4654403.67,3814976.59,Broker_25,GB,5
2025-11-30,POL002627,2010,2019,E1,Energy Offshore,GBP,2019-12-24,2020-12-23,1159534.64,888077.11,Broker_42,GB,9
2025-11-30,POL002628,2010,2024,D1,Direct Motor (Private Car),CAD,2024-01-25,2025-01-24,1461391.27,1046821.74,Broker_37,FR,8
2025-11-30,POL002629,4242,2026,A2,Accident & Health Reinsurance,JPY,2026-03-28,2027-03-28,1400140.01,1182432.28,Broker_30,CA,5
2025-11-30,POL002630,2791,2021,E1,Energy Offshore,EUR,2021-07-06,2022-07-06,2402616.57,2238255.35,Broker_41,CA,2
2025-11-30,POL002631,2525,2021,E1,Energy Offshore,GBP,2021-12-25,2022-12-25,1760730.64,1570972.05,Broker_44,AU,4
2025-11-30,POL002632,33,2024,D1,Direct Motor (Private Car),JPY,2024-07-14,2025-07-14,3806198.33,2822469.51,Broker_36,GB,1
2025-11-30,POL002633,2010,2018,D2,Direct Motor (Commercial),AUD,2018-02-10,2019-02-10,1390058.41,1293587.67,Broker_9,AU,5
2025-11-30,POL002634,2791,2018,D2,Direct Motor (Commercial),EUR,2018-01-21,2019-01-21,3076448.21,2686806.45,Broker_5,JP,7
2025-11-30,POL002635,33,2024,E1,Energy Offshore,GBP,2024-05-12,2025-05-12,2941057.09,2177291.63,Broker_43,AU,1
2025-11-30,POL002636,2010,2018,A1,Direct Accident & Health,CAD,2018-08-18,2019-08-18,4700516.59,3931115.04,Broker_24,US,9
2025-11-30,POL002637,2010,2026,A1,Direct Accident & Health,CAD,2026-12-12,2027-12-12,2048099.02,1720319.61,Broker_35,AU,3
2025-11-30,POL002638,2987,2023,A2,Accident & Health Reinsurance,AUD,2023-03-14,2024-03-13,2443891.01,2171371.19,Broker_42,JP,4
2025-11-30,POL002639,2791,2023,D1,Direct Motor (Private Car),GBP,2023-09-11,2024-09-10,585409.49,433092.14,Broker_12,DE,7
2025-11-30,POL002640,1910,2018,A2,Accident & Health Reinsurance,AUD,2018-08-14,2019-08-14,3966998.06,3261671.66,Broker_6,FR,4
2025-11-30,POL002641,5000,2018,D1,Direct Motor (Private Car),GBP,2018-05-09,2019-05-09,3143992.11,2297268.62,Broker_21,GB,7
2025-11-30,POL002642,2791,2022,A2,Accident & Health Reinsurance,AUD,2022-06-13,2023-06-13,1532647.47,1199766.6,Broker_30,CA,1
2025-11-30,POL002643,1183,2018,A2,Accident & Health Reinsurance,CAD,2018-06-05,2019-06-05,3079465.22,2542281.74,Broker_13,DE,6
2025-11-30,POL002644,1183,2022,A1,Direct Accident & Health,AUD,2022-10-01,2023-10-01,2512018.72,1927786.45,Broker_24,FR,1
2025-11-30,POL002645,33,2025,A2,Accident & Health Reinsurance,AUD,2025-05-22,2026-05-22,2962837.52,2338626.12,Broker_22,FR,9
2025-11-30,POL002646,2525,2023,D1,Direct Motor (Private Car),USD,2023-05-16,2024-05-15,4347721.79,3144460.78,Broker_49,GB,5
2025-11-30,POL002647,2987,2025,A2,Accident & Health Reinsurance,CHF,2025-06-18,2026-06-18,2259115.8,1920150.48,Broker_10,GB,9
2025-11-30,POL002648,33,2018,E1,Energy Offshore,JPY,2018-07-25,2019-07-25,3569961.11,2565509.61,Broker_11,CA,9
2025-11-30,POL002649,5000,2023,E1,Energy Offshore,GBP,2023-09-10,2024-09-09,4600311.61,3782953.51,Broker_14,FR,8
2025-11-30,POL002650,2791,2018,D1,Direct Motor (Private Car),AUD,2018-03-15,2019-03-15,4873682.43,3429040.74,Broker_11,AU,7
2025-11-30,POL002651,623,2019,A2,Accident & Health Reinsurance,CHF,2019-01-03,2020-01-03,3708843.34,2717526.14,Broker_49,CA,5
2025-11-30,POL002652,4242,2020,D2,Direct Motor (Commercial),JPY,2020-03-19,2021-03-19,1217004.39,871001.27,Broker_10,DE,6
2025-11-30,POL002653,4242,2026,D1,Direct Motor (Private Car),EUR,2026-03-05,2027-03-05,1512816.03,1151681.19,Broker_19,JP,5
2025-11-30,POL002654,2791,2019,D2,Direct Motor (Commercial),GBP,2019-07-01,2020-06-30,415161.01,382958.94,Broker_7,FR,2
2025-11-30,POL002655,4242,2020,E1,Energy Offshore,GBP,2020-04-19,2021-04-19,2581245.32,1822136.16,Broker_34,FR,9
2025-11-30,POL002656,1910,2026,E1,Energy Offshore,AUD,2026-02-06,2027-02-06,4721201.71,4082444.48,Broker_42,AU,9
2025-11-30,POL002657,1910,2018,A1,Direct Accident & Health,USD,2018-04-17,2019-04-17,4393644.38,3737952.57,Broker_28,JP,9
2025-11-30,POL002658,2987,2021,A1,Direct Accident & Health,EUR,2021-08-06,2022-08-06,885197.77,773711.96,Broker_16,US,3
2025-11-30,POL002659,1183,2024,D2,Direct Motor (Commercial),CAD,2024-10-22,2025-10-22,4261954.14,3805254.62,Broker_4,US,8
2025-11-30,POL002660,5000,2025,A1,Direct Accident & Health,CAD,2025-01-23,2026-01-23,4067395.84,3190189.51,Broker_38,JP,8
2025-11-30,POL002661,33,2022,E1,Energy Offshore,CHF,2022-03-14,2023-03-14,236064.09,199831.13,Broker_20,DE,5
2025-11-30,POL002662,2525,2024,A1,Direct Accident & Health,GBP,2024-03-25,2025-03-25,2420306.8,2099351.82,Broker_3,DE,9
2025-11-30,POL002663,623,2023,E1,Energy Offshore,CHF,2023-08-02,2024-08-01,4964611.88,4255677.47,Broker_28,FR,6
2025-11-30,POL002664,5000,2021,D1,Direct Motor (Private Car),JPY,2021-07-06,2022-07-06,3279793.18,2504144.8,Broker_12,CA,7
2025-11-30,POL002665,623,2026,D2,Direct Motor (Commercial),AUD,2026-11-04,2027-11-04,602649.39,536879.35,Broker_7,CA,1
2025-11-30,POL002666,623,2026,D1,Direct Motor (Private Car),GBP,2026-07-28,2027-07-28,4968174.85,4394226.29,Broker_26,US,1
2025-11-30,POL002667,1183,2025,D1,Direct Motor (Private Car),JPY,2025-10-24,2026-10-24,1160691.18,982783.14,Broker_39,US,3
