reporting_period,Exposure_ID,Syndicate_Number,Exposure_Date,Quarter,LOB_Code,LOB_Name,Risk_Type,Risk_Category,Gross_Exposure,Net_Exposure,SCR_Contribution,Correlation_Factor,Diversification_Benefit,Calculation_Method
2025-11-30,EXP00001281,623,2025-03-30,2025-Q1,D1,Direct Motor (Private Car),Operational_Risk,Non_Underwriting,292186.12,203226.22,271647.46,0.3768,42023.2,Standard_Formula
2025-11-30,EXP00001283,623,2025-03-30,2025-Q1,D2,Direct Motor (Commercial),Premium_Risk,Underwriting,723574.39,635286.4,709309.75,0.4451,136689.93,Standard_Formula
2025-11-30,EXP00001284,623,2025-03-30,2025-Q1,D2,Direct Motor (Commercial),Reserve_Risk,Underwriting,961070.51,856044.61,939513.5,0.6602,171359.4,Standard_Formula
2025-11-30,EXP00001285,623,2025-03-30,2025-Q1,D2,Direct Motor (Commercial),Cat_Risk,Underwriting,606430.9,458547.77,577041.22,0.4217,110191.74,Standard_Formula
2025-11-30,EXP00001286,623,2025-03-30,2025-Q1,D2,Direct Motor (Commercial),Market_Risk,Non_Underwriting,726346.14,600263.92,779277.65,0.4054,97439.89,Standard_Formula
2025-11-30,EXP00001287,623,2025-03-30,2025-Q1,D2,Direct Motor (Commercial),Credit_Risk,Non_Underwriting,299604.38,264464.87,284302.85,0.5514,60656.74,Standard_Formula
2025-11-30,EXP00001288,623,2025-03-30,2025-Q1,D2,Direct Motor (Commercial),Operational_Risk,Non_Underwriting,277688.46,212713.33,272803.73,0.3372,38259.78,Standard_Formula
2025-11-30,EXP00001290,623,2025-03-30,2025-Q1,E1,Energy Offshore,Premium_Risk,Underwriting,711180.27,584710.12,748767.31,0.6309,112508.31,Standard_Formula
2025-11-30,EXP00001291,623,2025-03-30,2025-Q1,E1,Energy Offshore,Reserve_Risk,Underwriting,917799.64,794935.9,995741.0,0.4467,132064.93,Standard_Formula
2025-11-30,EXP00001292,623,2025-03-30,2025-Q1,E1,Energy Offshore,Cat_Risk,Underwriting,616333.22,460159.14,606619.16,0.3545,83033.15,Standard_Formula
2025-11-30,EXP00001293,623,2025-03-30,2025-Q1,E1,Energy Offshore,Market_Risk,Non_Underwriting,715651.49,543556.81,799550.29,0.396,121242.06,Standard_Formula
2025-11-30,EXP00001294,623,2025-03-30,2025-Q1,E1,Energy Offshore,Credit_Risk,Non_Underwriting,295826.19,269094.89,323645.55,0.4408,40349.24,Standard_Formula
2025-11-30,EXP00001295,623,2025-03-30,2025-Q1,E1,Energy Offshore,Operational_Risk,Non_Underwriting,252278.92,207725.69,267667.96,0.5983,52803.32,Standard_Formula
2025-11-30,EXP00001297,623,2025-06-30,2025-Q2,A1,Direct Accident & Health,Premium_Risk,Underwriting,732537.03,660737.05,741449.41,0.4615,119083.35,Standard_Formula
2025-11-30,EXP00001298,623,2025-06-30,2025-Q2,A1,Direct Accident & Health,Reserve_Risk,Underwriting,952686.38,732477.02,870784.96,0.62,142508.88,Standard_Formula
2025-11-30,EXP00001299,623,2025-06-30,2025-Q2,A1,Direct Accident & Health,Cat_Risk,Underwriting,540795.09,475890.76,608351.23,0.5749,90040.18,Standard_Formula
2025-11-30,EXP00001300,623,2025-06-30,2025-Q2,A1,Direct Accident & Health,Market_Risk,Non_Underwriting,721465.27,579032.68,707787.1,0.389,91387.13,Standard_Formula
2025-11-30,EXP00001301,623,2025-06-30,2025-Q2,A1,Direct Accident & Health,Credit_Risk,Non_Underwriting,333281.91,222215.27,334937.44,0.3571,48642.07,Standard_Formula
2025-11-30,EXP00001302,623,2025-06-30,2025-Q2,A1,Direct Accident & Health,Operational_Risk,Non_Underwriting,252494.37,223828.79,286998.43,0.3371,52507.11,Standard_Formula
2025-11-30,EXP00001304,623,2025-06-30,2025-Q2,A2,Accident & Health Reinsurance,Premium_Risk,Underwriting,715967.7,609141.74,836111.33,0.6525,85064.34,Standard_Formula
2025-11-30,EXP00001305,623,2025-06-30,2025-Q2,A2,Accident & Health Reinsurance,Reserve_Risk,Underwriting,984425.75,826489.17,1009164.81,0.3987,129060.65,Standard_Formula
2025-11-30,EXP00001306,623,2025-06-30,2025-Q2,A2,Accident & Health Reinsurance,Cat_Risk,Underwriting,548020.82,479006.49,575993.68,0.6716,74982.95,Standard_Formula
2025-11-30,EXP00001307,623,2025-06-30,2025-Q2,A2,Accident & Health Reinsurance,Market_Risk,Non_Underwriting,808365.24,554684.75,742027.78,0.5014,95354.65,Standard_Formula
2025-11-30,EXP00001308,623,2025-06-30,2025-Q2,A2,Accident & Health Reinsurance,Credit_Risk,Non_Underwriting,324486.96,261241.1,329846.28,0.5245,44362.77,Standard_Formula
2025-11-30,EXP00001309,623,2025-06-30,2025-Q2,A2,Accident & Health Reinsurance,Operational_Risk,Non_Underwriting,249452.51,229020.44,273711.0,0.3121,30900.82,Standard_Formula
2025-11-30,EXP00001311,623,2025-06-30,2025-Q2,D1,Direct Motor (Private Car),Premium_Risk,Underwriting,727583.57,657999.79,838244.63,0.6357,135426.07,Standard_Formula
2025-11-30,EXP00001312,623,2025-06-30,2025-Q2,D1,Direct Motor (Private Car),Reserve_Risk,Underwriting,928194.9,753521.18,1029713.42,0.5013,176588.99,Standard_Formula
2025-11-30,EXP00001313,623,2025-06-30,2025-Q2,D1,Direct Motor (Private Car),Cat_Risk,Underwriting,589814.19,456917.29,562017.38,0.3047,114759.16,Standard_Formula
2025-11-30,EXP00001314,623,2025-06-30,2025-Q2,D1,Direct Motor (Private Car),Market_Risk,Non_Underwriting,827091.49,541104.17,735487.49,0.4214,102643.45,Standard_Formula
2025-11-30,EXP00001315,623,2025-06-30,2025-Q2,D1,Direct Motor (Private Car),Credit_Risk,Non_Underwriting,294861.06,272132.9,319292.37,0.5384,44058.64,Standard_Formula
2025-11-30,EXP00001316,623,2025-06-30,2025-Q2,D1,Direct Motor (Private Car),Operational_Risk,Non_Underwriting,279591.06,221796.0,251762.21,0.42,52915.35,Standard_Formula
2025-11-30,EXP00001318,623,2025-06-30,2025-Q2,D2,Direct Motor (Commercial),Premium_Risk,Underwriting,844017.77,545228.28,739593.2,0.6945,78194.79,Standard_Formula
2025-11-30,EXP00001319,623,2025-06-30,2025-Q2,D2,Direct Motor (Commercial),Reserve_Risk,Underwriting,1048588.82,804294.7,986011.03,0.6295,192100.06,Standard_Formula
2025-11-30,EXP00001320,623,2025-06-30,2025-Q2,D2,Direct Motor (Commercial),Cat_Risk,Underwriting,560658.84,505643.94,576288.61,0.5919,105213.21,Standard_Formula
2025-11-30,EXP00001321,623,2025-06-30,2025-Q2,D2,Direct Motor (Commercial),Market_Risk,Non_Underwriting,736053.97,566022.82,693026.98,0.4248,104470.31,Standard_Formula
2025-11-30,EXP00001322,623,2025-06-30,2025-Q2,D2,Direct Motor (Commercial),Credit_Risk,Non_Underwriting,301488.53,270534.39,286474.29,0.6133,33479.42,Standard_Formula
2025-11-30,EXP00001323,623,2025-06-30,2025-Q2,D2,Direct Motor (Commercial),Operational_Risk,Non_Underwriting,256774.41,204159.64,256365.68,0.6906,49387.96,Standard_Formula
2025-11-30,EXP00001325,623,2025-06-30,2025-Q2,E1,Energy Offshore,Premium_Risk,Underwriting,715624.08,683921.99,749076.93,0.5304,81997.46,Standard_Formula
2025-11-30,EXP00001326,623,2025-06-30,2025-Q2,E1,Energy Offshore,Reserve_Risk,Underwriting,997512.26,676011.39,985903.14,0.5364,156643.9,Standard_Formula
2025-11-30,EXP00001327,623,2025-06-30,2025-Q2,E1,Energy Offshore,Cat_Risk,Underwriting,525916.53,515819.43,582544.82,0.5801,87709.62,Standard_Formula
2025-11-30,EXP00001328,623,2025-06-30,2025-Q2,E1,Energy Offshore,Market_Risk,Non_Underwriting,809344.82,567982.94,793698.5,0.5533,127882.77,Standard_Formula
2025-11-30,EXP00001329,623,2025-06-30,2025-Q2,E1,Energy Offshore,Credit_Risk,Non_Underwriting,317200.85,217495.59,314513.3,0.6393,48455.45,Standard_Formula
2025-11-30,EXP00001330,623,2025-06-30,2025-Q2,E1,Energy Offshore,Operational_Risk,Non_Underwriting,292249.52,190171.91,268343.98,0.4296,33493.24,Standard_Formula
2025-11-30,EXP00001332,623,2025-09-30,2025-Q3,A1,Direct Accident & Health,Premium_Risk,Underwriting,742323.26,544754.05,705673.28,0.5828,83178.54,Standard_Formula
2025-11-30,EXP00001333,623,2025-09-30,2025-Q3,A1,Direct Accident & Health,Reserve_Risk,Underwriting,1037725.89,804382.12,989175.45,0.5341,183985.18,Standard_Formula
2025-11-30,EXP00001334,623,2025-09-30,2025-Q3,A1,Direct Accident & Health,Cat_Risk,Underwriting,560283.25,432136.63,595611.41,0.4944,109744.57,Standard_Formula
2025-11-30,EXP00001335,623,2025-09-30,2025-Q3,A1,Direct Accident & Health,Market_Risk,Non_Underwriting,701979.98,636701.4,822478.18,0.3928,140181.62,Standard_Formula
2025-11-30,EXP00001336,623,2025-09-30,2025-Q3,A1,Direct Accident & Health,Credit_Risk,Non_Underwriting,312115.63,272236.4,304696.22,0.4049,53671.0,Standard_Formula
2025-11-30,EXP00001337,623,2025-09-30,2025-Q3,A1,Direct Accident & Health,Operational_Risk,Non_Underwriting,260221.87,200280.1,280637.74,0.6305,52370.56,Standard_Formula
2025-11-30,EXP00001339,623,2025-09-30,2025-Q3,A2,Accident & Health Reinsurance,Premium_Risk,Underwriting,738348.04,610544.42,720517.31,0.6757,140188.66,Standard_Formula
2025-11-30,EXP00001340,623,2025-09-30,2025-Q3,A2,Accident & Health Reinsurance,Reserve_Risk,Underwriting,973975.75,849192.79,1022965.77,0.3124,171017.35,Standard_Formula
2025-11-30,EXP00001341,623,2025-09-30,2025-Q3,A2,Accident & Health Reinsurance,Cat_Risk,Underwriting,533205.73,442020.45,532853.55,0.3255,92638.19,Standard_Formula
2025-11-30,EXP00001342,623,2025-09-30,2025-Q3,A2,Accident & Health Reinsurance,Market_Risk,Non_Underwriting,838745.82,549460.95,807457.08,0.4117,83857.35,Standard_Formula
2025-11-30,EXP00001343,623,2025-09-30,2025-Q3,A2,Accident & Health Reinsurance,Credit_Risk,Non_Underwriting,333639.12,218689.01,283395.86,0.3907,59398.36,Standard_Formula
2025-11-30,EXP00001344,623,2025-09-30,2025-Q3,A2,Accident & Health Reinsurance,Operational_Risk,Non_Underwriting,258618.99,190018.26,252380.83,0.478,50678.6,Standard_Formula
2025-11-30,EXP00001346,623,2025-09-30,2025-Q3,D1,Direct Motor (Private Car),Premium_Risk,Underwriting,732267.03,616941.5,738684.3,0.5298,83721.2,Standard_Formula
2025-11-30,EXP00001347,623,2025-09-30,2025-Q3,D1,Direct Motor (Private Car),Reserve_Risk,Underwriting,961436.92,686678.9,1053665.79,0.6671,158305.73,Standard_Formula
2025-11-30,EXP00001348,623,2025-09-30,2025-Q3,D1,Direct Motor (Private Car),Cat_Risk,Underwriting,625238.97,471643.1,554516.99,0.3583,114996.79,Standard_Formula
2025-11-30,EXP00001349,623,2025-09-30,2025-Q3,D1,Direct Motor (Private Car),Market_Risk,Non_Underwriting,729898.91,671719.87,758677.54,0.4298,96012.92,Standard_Formula
2025-11-30,EXP00001350,623,2025-09-30,2025-Q3,D1,Direct Motor (Private Car),Credit_Risk,Non_Underwriting,329960.99,267112.05,330571.92,0.5939,32706.21,Standard_Formula
2025-11-30,EXP00001351,623,2025-09-30,2025-Q3,D1,Direct Motor (Private Car),Operational_Risk,Non_Underwriting,261316.75,232303.53,294668.63,0.6443,44920.73,Standard_Formula
2025-11-30,EXP00001353,623,2025-09-30,2025-Q3,D2,Direct Motor (Commercial),Premium_Risk,Underwriting,818905.91,594897.65,795281.51,0.6034,115572.43,Standard_Formula
2025-11-30,EXP00001354,623,2025-09-30,2025-Q3,D2,Direct Motor (Commercial),Reserve_Risk,Underwriting,915419.71,851417.79,1019048.55,0.3988,107684.03,Standard_Formula
2025-11-30,EXP00001355,623,2025-09-30,2025-Q3,D2,Direct Motor (Commercial),Cat_Risk,Underwriting,604377.14,479934.57,587430.05,0.6833,77337.39,Standard_Formula
2025-11-30,EXP00001356,623,2025-09-30,2025-Q3,D2,Direct Motor (Commercial),Market_Risk,Non_Underwriting,711071.2,570096.53,803278.21,0.6645,129752.04,Standard_Formula
2025-11-30,EXP00001357,623,2025-09-30,2025-Q3,D2,Direct Motor (Commercial),Credit_Risk,Non_Underwriting,285866.38,258834.03,296371.96,0.4595,50549.72,Standard_Formula
2025-11-30,EXP00001358,623,2025-09-30,2025-Q3,D2,Direct Motor (Commercial),Operational_Risk,Non_Underwriting,265271.9,240196.36,285043.64,0.5176,38575.59,Standard_Formula
2025-11-30,EXP00001360,623,2025-09-30,2025-Q3,E1,Energy Offshore,Premium_Risk,Underwriting,743029.41,589413.98,791423.1,0.6331,91657.11,Standard_Formula
2025-11-30,EXP00001361,623,2025-09-30,2025-Q3,E1,Energy Offshore,Reserve_Risk,Underwriting,1043336.84,730822.31,1001207.66,0.605,175126.59,Standard_Formula
2025-11-30,EXP00001362,623,2025-09-30,2025-Q3,E1,Energy Offshore,Cat_Risk,Underwriting,564272.53,451185.55,597052.53,0.6808,111295.23,Standard_Formula
2025-11-30,EXP00001363,623,2025-09-30,2025-Q3,E1,Energy Offshore,Market_Risk,Non_Underwriting,807076.94,567994.87,795190.35,0.6278,152802.7,Standard_Formula
2025-11-30,EXP00001364,623,2025-09-30,2025-Q3,E1,Energy Offshore,Credit_Risk,Non_Underwriting,310618.26,251587.08,337436.43,0.6384,32964.35,Standard_Formula
2025-11-30,EXP00001365,623,2025-09-30,2025-Q3,E1,Energy Offshore,Operational_Risk,Non_Underwriting,294189.74,201665.81,288169.5,0.456,31028.15,Standard_Formula
2025-11-30,EXP00001367,623,2025-12-30,2025-Q4,A1,Direct Accident & Health,Premium_Risk,Underwriting,824004.33,542180.86,781990.77,0.3935,90412.44,Standard_Formula
2025-11-30,EXP00001368,623,2025-12-30,2025-Q4,A1,Direct Accident & Health,Reserve_Risk,Underwriting,970150.43,848584.24,1050756.09,0.3576,168724.32,Standard_Formula
2025-11-30,EXP00001369,623,2025-12-30,2025-Q4,A1,Direct Accident & Health,Cat_Risk,Underwriting,598566.88,449765.13,530373.22,0.5075,102856.7,Standard_Formula
2025-11-30,EXP00001370,623,2025-12-30,2025-Q4,A1,Direct Accident & Health,Market_Risk,Non_Underwriting,693159.12,596508.82,703390.31,0.3224,94623.99,Standard_Formula
2025-11-30,EXP00001371,623,2025-12-30,2025-Q4,A1,Direct Accident & Health,Credit_Risk,Non_Underwriting,331501.81,242384.15,321682.42,0.6833,30927.78,Standard_Formula
2025-11-30,EXP00001372,623,2025-12-30,2025-Q4,A1,Direct Accident & Health,Operational_Risk,Non_Underwriting,285237.17,195069.95,245237.66,0.5637,46093.45,Standard_Formula
2025-11-30,EXP00001374,623,2025-12-30,2025-Q4,A2,Accident & Health Reinsurance,Premium_Risk,Underwriting,802421.98,578277.0,715726.29,0.3496,97892.92,Standard_Formula
2025-11-30,EXP00001375,623,2025-12-30,2025-Q4,A2,Accident & Health Reinsurance,Reserve_Risk,Underwriting,944439.42,846288.83,1051541.66,0.3129,98105.62,Standard_Formula
2025-11-30,EXP00001376,623,2025-12-30,2025-Q4,A2,Accident & Health Reinsurance,Cat_Risk,Underwriting,586477.76,457405.42,577748.47,0.6909,99404.0,Standard_Formula
2025-11-30,EXP00001377,623,2025-12-30,2025-Q4,A2,Accident & Health Reinsurance,Market_Risk,Non_Underwriting,715764.19,690024.1,769839.62,0.5282,152257.61,Standard_Formula
2025-11-30,EXP00001378,623,2025-12-30,2025-Q4,A2,Accident & Health Reinsurance,Credit_Risk,Non_Underwriting,283132.42,220656.56,286967.7,0.3867,46625.05,Standard_Formula
2025-11-30,EXP00001379,623,2025-12-30,2025-Q4,A2,Accident & Health Reinsurance,Operational_Risk,Non_Underwriting,264907.5,222836.97,267535.73,0.5719,33438.84,Standard_Formula
2025-11-30,EXP00001381,623,2025-12-30,2025-Q4,D1,Direct Motor (Private Car),Premium_Risk,Underwriting,804398.91,686969.09,698313.0,0.4589,131804.61,Standard_Formula
2025-11-30,EXP00001382,623,2025-12-30,2025-Q4,D1,Direct Motor (Private Car),Reserve_Risk,Underwriting,902638.86,724881.48,1048826.12,0.5979,187206.18,Standard_Formula
2025-11-30,EXP00001383,623,2025-12-30,2025-Q4,D1,Direct Motor (Private Car),Cat_Risk,Underwriting,633393.85,437212.1,617357.69,0.4019,102710.97,Standard_Formula
2025-11-30,EXP00001384,623,2025-12-30,2025-Q4,D1,Direct Motor (Private Car),Market_Risk,Non_Underwriting,814721.26,687339.38,845454.57,0.5548,133479.81,Standard_Formula
2025-11-30,EXP00001385,623,2025-12-30,2025-Q4,D1,Direct Motor (Private Car),Credit_Risk,Non_Underwriting,326938.53,266665.37,308293.66,0.3888,56112.53,Standard_Formula
2025-11-30,EXP00001386,623,2025-12-30,2025-Q4,D1,Direct Motor (Private Car),Operational_Risk,Non_Underwriting,275784.29,224056.06,264373.77,0.6697,50695.52,Standard_Formula
2025-11-30,EXP00001388,623,2025-12-30,2025-Q4,D2,Direct Motor (Commercial),Premium_Risk,Underwriting,714361.86,567035.3,764799.48,0.5609,98923.73,Standard_Formula
2025-11-30,EXP00001389,623,2025-12-30,2025-Q4,D2,Direct Motor (Commercial),Reserve_Risk,Underwriting,948359.69,704006.36,925081.88,0.5416,116564.73,Standard_Formula
2025-11-30,EXP00001390,623,2025-12-30,2025-Q4,D2,Direct Motor (Commercial),Cat_Risk,Underwriting,628009.97,513372.32,589811.74,0.3511,80022.12,Standard_Formula
2025-11-30,EXP00001391,623,2025-12-30,2025-Q4,D2,Direct Motor (Commercial),Market_Risk,Non_Underwriting,804993.91,575360.86,815834.76,0.3031,91544.25,Standard_Formula
2025-11-30,EXP00001392,623,2025-12-30,2025-Q4,D2,Direct Motor (Commercial),Credit_Risk,Non_Underwriting,296248.15,274803.86,323351.45,0.3077,45013.69,Standard_Formula
2025-11-30,EXP00001393,623,2025-12-30,2025-Q4,D2,Direct Motor (Commercial),Operational_Risk,Non_Underwriting,279521.02,221711.2,267221.56,0.404,36959.4,Standard_Formula
2025-11-30,EXP00001395,623,2025-12-30,2025-Q4,E1,Energy Offshore,Premium_Risk,Underwriting,801529.94,654963.8,767815.17,0.6659,150657.52,Standard_Formula
2025-11-30,EXP00001396,623,2025-12-30,2025-Q4,E1,Energy Offshore,Reserve_Risk,Underwriting,1015768.68,712043.78,1034341.46,0.4815,117452.78,Standard_Formula
2025-11-30,EXP00001397,623,2025-12-30,2025-Q4,E1,Energy Offshore,Cat_Risk,Underwriting,609793.55,450094.47,546712.67,0.5351,64494.63,Standard_Formula
2025-11-30,EXP00001398,623,2025-12-30,2025-Q4,E1,Energy Offshore,Market_Risk,Non_Underwriting,750459.66,591650.87,753974.94,0.4776,125950.85,Standard_Formula
2025-11-30,EXP00001399,623,2025-12-30,2025-Q4,E1,Energy Offshore,Credit_Risk,Non_Underwriting,280459.81,243847.47,307470.96,0.4348,53663.51,Standard_Formula
2025-11-30,EXP00001400,623,2025-12-30,2025-Q4,E1,Energy Offshore,Operational_Risk,Non_Underwriting,280850.21,216518.82,288452.46,0.347,37025.04,Standard_Formula
2025-11-30,EXP00001402,4242,2024-03-30,2024-Q1,A1,Direct Accident & Health,Premium_Risk,Underwriting,754865.1,644629.5,781176.11,0.3654,77395.26,Standard_Formula
2025-11-30,EXP00001403,4242,2024-03-30,2024-Q1,A1,Direct Accident & Health,Reserve_Risk,Underwriting,921063.55,727950.75,885895.3,0.383,127511.86,Standard_Formula
2025-11-30,EXP00001404,4242,2024-03-30,2024-Q1,A1,Direct Accident & Health,Cat_Risk,Underwriting,543948.85,414771.8,493202.53,0.5232,106944.17,Standard_Formula
2025-11-30,EXP00001405,4242,2024-03-30,2024-Q1,A1,Direct Accident & Health,Market_Risk,Non_Underwriting,706437.0,622167.81,786250.98,0.4734,99186.06,Standard_Formula
2025-11-30,EXP00001406,4242,2024-03-30,2024-Q1,A1,Direct Accident & Health,Credit_Risk,Non_Underwriting,314279.63,210164.9,290902.95,0.5578,48776.52,Standard_Formula
2025-11-30,EXP00001407,4242,2024-03-30,2024-Q1,A1,Direct Accident & Health,Operational_Risk,Non_Underwriting,235304.16,184215.13,244170.17,0.6125,50541.2,Standard_Formula
2025-11-30,EXP00001409,4242,2024-03-30,2024-Q1,A2,Accident & Health Reinsurance,Premium_Risk,Underwriting,741915.03,606707.11,799000.64,0.3924,79630.2,Standard_Formula
2025-11-30,EXP00001410,4242,2024-03-30,2024-Q1,A2,Accident & Health Reinsurance,Reserve_Risk,Underwriting,851052.28,693561.21,943849.73,0.4208,136537.22,Standard_Formula
2025-11-30,EXP00001411,4242,2024-03-30,2024-Q1,A2,Accident & Health Reinsurance,Cat_Risk,Underwriting,494846.19,485196.19,556342.59,0.5185,95365.28,Standard_Formula
2025-11-30,EXP00001412,4242,2024-03-30,2024-Q1,A2,Accident & Health Reinsurance,Market_Risk,Non_Underwriting,794086.81,599191.79,754774.67,0.4114,132910.35,Standard_Formula
2025-11-30,EXP00001413,4242,2024-03-30,2024-Q1,A2,Accident & Health Reinsurance,Credit_Risk,Non_Underwriting,308263.64,205289.8,307662.27,0.3772,34357.92,Standard_Formula
2025-11-30,EXP00001414,4242,2024-03-30,2024-Q1,A2,Accident & Health Reinsurance,Operational_Risk,Non_Underwriting,246308.3,226978.94,259663.98,0.6784,27502.61,Standard_Formula
2025-11-30,EXP00001416,4242,2024-03-30,2024-Q1,D1,Direct Motor (Private Car),Premium_Risk,Underwriting,733375.78,583687.18,720295.68,0.6966,107347.95,Standard_Formula
2025-11-30,EXP00001417,4242,2024-03-30,2024-Q1,D1,Direct Motor (Private Car),Reserve_Risk,Underwriting,863252.08,754865.11,864736.39,0.3527,144194.5,Standard_Formula
2025-11-30,EXP00001418,4242,2024-03-30,2024-Q1,D1,Direct Motor (Private Car),Cat_Risk,Underwriting,571045.57,431905.06,527067.27,0.3612,98463.63,Standard_Formula
2025-11-30,EXP00001419,4242,2024-03-30,2024-Q1,D1,Direct Motor (Private Car),Market_Risk,Non_Underwriting,785710.24,546971.74,718228.68,0.4226,133405.54,Standard_Formula
2025-11-30,EXP00001420,4242,2024-03-30,2024-Q1,D1,Direct Motor (Private Car),Credit_Risk,Non_Underwriting,316086.42,212860.2,264456.0,0.3342,37613.8,Standard_Formula
2025-11-30,EXP00001421,4242,2024-03-30,2024-Q1,D1,Direct Motor (Private Car),Operational_Risk,Non_Underwriting,266484.29,195185.1,279738.57,0.3342,42628.45,Standard_Formula
2025-11-30,EXP00001423,4242,2024-03-30,2024-Q1,D2,Direct Motor (Commercial),Premium_Risk,Underwriting,723163.15,555186.42,737567.06,0.3991,117631.97,Standard_Formula
2025-11-30,EXP00001424,4242,2024-03-30,2024-Q1,D2,Direct Motor (Commercial),Reserve_Risk,Underwriting,1001041.8,694457.46,887551.53,0.6476,123778.92,Standard_Formula
2025-11-30,EXP00001425,4242,2024-03-30,2024-Q1,D2,Direct Motor (Commercial),Cat_Risk,Underwriting,591438.75,458902.23,493974.64,0.451,75724.02,Standard_Formula
2025-11-30,EXP00001426,4242,2024-03-30,2024-Q1,D2,Direct Motor (Commercial),Market_Risk,Non_Underwriting,691456.98,595742.05,661749.93,0.5386,113482.52,Standard_Formula
2025-11-30,EXP00001427,4242,2024-03-30,2024-Q1,D2,Direct Motor (Commercial),Credit_Risk,Non_Underwriting,302596.44,235424.03,281764.09,0.6881,33020.77,Standard_Formula
2025-11-30,EXP00001428,4242,2024-03-30,2024-Q1,D2,Direct Motor (Commercial),Operational_Risk,Non_Underwriting,267435.7,189013.66,232705.18,0.6065,47381.62,Standard_Formula
2025-11-30,EXP00001430,4242,2024-03-30,2024-Q1,E1,Energy Offshore,Premium_Risk,Underwriting,673531.86,586748.75,761982.15,0.4526,105095.1,Standard_Formula
2025-11-30,EXP00001431,4242,2024-03-30,2024-Q1,E1,Energy Offshore,Reserve_Risk,Underwriting,997824.39,770430.73,987664.04,0.4729,134436.0,Standard_Formula
2025-11-30,EXP00001432,4242,2024-03-30,2024-Q1,E1,Energy Offshore,Cat_Risk,Underwriting,597866.72,429277.81,536895.98,0.5789,57074.76,Standard_Formula
2025-11-30,EXP00001433,4242,2024-03-30,2024-Q1,E1,Energy Offshore,Market_Risk,Non_Underwriting,720559.22,646982.48,786488.08,0.5641,105182.79,Standard_Formula
2025-11-30,EXP00001434,4242,2024-03-30,2024-Q1,E1,Energy Offshore,Credit_Risk,Non_Underwriting,292089.78,219539.57,274262.28,0.4076,55445.87,Standard_Formula
2025-11-30,EXP00001435,4242,2024-03-30,2024-Q1,E1,Energy Offshore,Operational_Risk,Non_Underwriting,242661.56,202468.81,266089.06,0.5968,33419.03,Standard_Formula
2025-11-30,EXP00001437,4242,2024-06-30,2024-Q2,A1,Direct Accident & Health,Premium_Risk,Underwriting,693537.21,564043.49,670531.64,0.5182,126155.13,Standard_Formula
2025-11-30,EXP00001438,4242,2024-06-30,2024-Q2,A1,Direct Accident & Health,Reserve_Risk,Underwriting,862607.12,654009.49,973558.84,0.6531,169488.18,Standard_Formula
2025-11-30,EXP00001439,4242,2024-06-30,2024-Q2,A1,Direct Accident & Health,Cat_Risk,Underwriting,538202.33,398077.51,567181.55,0.3404,92460.48,Standard_Formula
2025-11-30,EXP00001440,4242,2024-06-30,2024-Q2,A1,Direct Accident & Health,Market_Risk,Non_Underwriting,687528.81,525816.42,656078.99,0.5037,135820.27,Standard_Formula
2025-11-30,EXP00001441,4242,2024-06-30,2024-Q2,A1,Direct Accident & Health,Credit_Risk,Non_Underwriting,305934.77,219266.97,270976.95,0.6835,53261.83,Standard_Formula
2025-11-30,EXP00001442,4242,2024-06-30,2024-Q2,A1,Direct Accident & Health,Operational_Risk,Non_Underwriting,261341.38,196395.25,269725.08,0.4503,43335.84,Standard_Formula
2025-11-30,EXP00001444,4242,2024-06-30,2024-Q2,A2,Accident & Health Reinsurance,Premium_Risk,Underwriting,735167.21,590318.89,733288.27,0.6897,138452.22,Standard_Formula
2025-11-30,EXP00001445,4242,2024-06-30,2024-Q2,A2,Accident & Health Reinsurance,Reserve_Risk,Underwriting,900781.85,809313.08,938912.72,0.6366,165274.87,Standard_Formula
2025-11-30,EXP00001446,4242,2024-06-30,2024-Q2,A2,Accident & Health Reinsurance,Cat_Risk,Underwriting,596928.14,404327.24,568739.12,0.6777,58108.97,Standard_Formula
2025-11-30,EXP00001447,4242,2024-06-30,2024-Q2,A2,Accident & Health Reinsurance,Market_Risk,Non_Underwriting,790381.88,646090.86,729773.5,0.5766,73938.9,Standard_Formula
2025-11-30,EXP00001448,4242,2024-06-30,2024-Q2,A2,Accident & Health Reinsurance,Credit_Risk,Non_Underwriting,263625.32,205046.07,288615.89,0.3459,52139.84,Standard_Formula
2025-11-30,EXP00001449,4242,2024-06-30,2024-Q2,A2,Accident & Health Reinsurance,Operational_Risk,Non_Underwriting,241490.33,186651.87,247094.33,0.3891,43996.49,Standard_Formula
2025-11-30,EXP00001451,4242,2024-06-30,2024-Q2,D1,Direct Motor (Private Car),Premium_Risk,Underwriting,708189.14,623432.52,774751.4,0.5357,118283.24,Standard_Formula
2025-11-30,EXP00001452,4242,2024-06-30,2024-Q2,D1,Direct Motor (Private Car),Reserve_Risk,Underwriting,871666.51,755133.26,912222.95,0.5803,152011.16,Standard_Formula
2025-11-30,EXP00001453,4242,2024-06-30,2024-Q2,D1,Direct Motor (Private Car),Cat_Risk,Underwriting,567714.6,475867.8,556424.05,0.6117,72511.15,Standard_Formula
2025-11-30,EXP00001454,4242,2024-06-30,2024-Q2,D1,Direct Motor (Private Car),Market_Risk,Non_Underwriting,771361.42,555972.42,708783.86,0.6499,91168.21,Standard_Formula
