reporting_period,Asset_ID,Syndicate_Number,Reporting_Date,Quarter,Asset_Type,Asset_Category,Currency,ISIN,Issuer,Market_Value,Book_Value,Accrued_Interest,Credit_Rating,Duration,Yield
2025-11-30,AST00001643,623,2025-12-30,2025-Q4,Bonds_Government,Liquid,CHF,XS9110158186,Issuer_14,40259503.58,38600728.93,174107.52,AAA,9.37,0.0382
2025-11-30,AST00001645,623,2025-12-30,2025-Q4,Bonds_Corporate,Illiquid,CHF,XS6482323678,Issuer_27,5610553.55,5636394.61,55184.02,BB,9.53,0.038
2025-11-30,AST00001646,623,2025-12-30,2025-Q4,Bonds_Corporate,Illiquid,EUR,XS8635607087,Issuer_26,16831660.66,17363386.94,145038.66,AA,6.57,0.0124
2025-11-30,AST00001647,623,2025-12-30,2025-Q4,Bonds_Corporate,Illiquid,USD,XS5897113156,Issuer_33,16831660.66,17067454.94,249611.73,AA,9.69,0.0572
2025-11-30,AST00001649,623,2025-12-30,2025-Q4,Bonds_Structured_Notes,Illiquid,JPY,XS1528798369,Issuer_57,12924057.02,13388695.03,192606.74,AA,6.15,0.068
2025-11-30,AST00001650,623,2025-12-30,2025-Q4,Bonds_Structured_Notes,Illiquid,GBP,XS8179275253,Issuer_13,19386085.52,19976376.94,252445.8,A,5.63,0.0472
2025-11-30,AST00001651,623,2025-12-30,2025-Q4,Bonds_Structured_Notes,Illiquid,CHF,XS3752229495,Issuer_99,38772171.05,39864169.13,204397.21,BBB,1.66,0.0284
2025-11-30,AST00001653,623,2025-12-30,2025-Q4,Equities_Listed,Illiquid,JPY,XS5743307819,Issuer_67,10239323.62,10053559.62,280383.21,A,1.01,0.059
2025-11-30,AST00001655,623,2025-12-30,2025-Q4,Equities_Unlisted,Illiquid,CHF,XS3443547425,Issuer_25,7982067.31,7706500.63,206147.36,AA,6.87,0.0384
2025-11-30,AST00001657,623,2025-12-30,2025-Q4,Property,Illiquid,CAD,XS1552523571,Issuer_14,14173287.35,13698192.49,8994.72,BBB,2.32,0.0779
2025-11-30,AST00001659,623,2025-12-30,2025-Q4,Cash_And_Cash_Equivalents,Liquid,GBP,XS4061749839,Issuer_58,23853458.54,23037754.96,298365.62,AA,6.41,0.0401
2025-11-30,AST00001660,623,2025-12-30,2025-Q4,Cash_And_Cash_Equivalents,Liquid,AUD,XS8965737824,Issuer_33,15902305.69,16040918.26,315983.12,AA,9.2,0.0779
2025-11-30,AST00001661,623,2025-12-30,2025-Q4,Cash_And_Cash_Equivalents,Liquid,JPY,XS9728462701,Issuer_48,47706917.08,49938499.86,275354.39,A,2.38,0.0785
2025-11-30,AST00001663,623,2025-12-30,2025-Q4,Collective_Investment_Undertakings,Illiquid,CAD,XS8316376714,Issuer_1,4689282.95,4682899.48,70031.3,AA,0.6,0.0406
2025-11-30,AST00001665,623,2025-12-30,2025-Q4,Loans_And_Mortgages,Illiquid,EUR,XS3061200876,Issuer_27,25333592.2,25664708.83,747189.16,BB,3.77,0.0662
2025-11-30,AST00001667,623,2025-12-30,2025-Q4,Derivatives,Illiquid,AUD,XS3314677196,Issuer_13,7466366.2,7789318.54,195482.15,BBB,5.33,0.0468
2025-11-30,AST00001669,623,2025-12-30,2025-Q4,Other_Investments,Illiquid,USD,XS2716253830,Issuer_77,8748097.45,8513259.77,40667.89,AA,6.12,0.016
2025-11-30,AST00001670,623,2025-12-30,2025-Q4,Other_Investments,Illiquid,CAD,XS9396186240,Issuer_83,8748097.45,8605255.56,27065.39,AAA,8.43,0.0758
2025-11-30,AST00001671,623,2025-12-30,2025-Q4,Other_Investments,Illiquid,EUR,XS4282095664,Issuer_40,8748097.45,8615839.35,216394.6,AA,4.57,0.0188
2025-11-30,AST00001673,4242,2024-03-30,2024-Q1,Liquid_Assets,Liquid,USD,XS5367540401,Issuer_92,105554323.95,104552583.49,158768.06,AAA,2.23,0.0246
2025-11-30,AST00001674,4242,2024-03-30,2024-Q1,Liquid_Assets,Liquid,USD,XS9848447393,Issuer_72,35184774.65,34607607.88,592241.95,BB,7.08,0.0294
2025-11-30,AST00001676,4242,2024-03-30,2024-Q1,Illiquid_Assets,Illiquid,USD,XS5845503107,Issuer_40,52718591.59,51178065.58,1439998.13,BB,5.86,0.0754
2025-11-30,AST00001677,4242,2024-03-30,2024-Q1,Illiquid_Assets,Illiquid,CHF,XS2426532274,Issuer_23,35145727.73,36680841.77,469783.82,BB,0.71,0.0529
2025-11-30,AST00001679,4242,2024-03-30,2024-Q1,Restricted_Assets,Illiquid,JPY,XS5762632640,Issuer_12,6628111.42,6478228.02,144607.02,AAA,6.21,0.0427
2025-11-30,AST00001681,4242,2024-03-30,2024-Q1,Bonds_Government,Liquid,CAD,XS9860819777,Issuer_22,51024900.41,49894669.46,29881.22,BBB,0.98,0.0274
2025-11-30,AST00001682,4242,2024-03-30,2024-Q1,Bonds_Government,Liquid,USD,XS5439187736,Issuer_72,102049800.82,104328106.28,1031864.06,BBB,4.16,0.0687
2025-11-30,AST00001683,4242,2024-03-30,2024-Q1,Bonds_Government,Liquid,USD,XS3640941760,Issuer_38,102049800.82,106026128.34,1883515.96,AAA,6.81,0.0159
2025-11-30,AST00001685,4242,2024-03-30,2024-Q1,Bonds_Corporate,Illiquid,CAD,XS3989143363,Issuer_91,18126180.3,17425216.34,109268.77,AAA,5.01,0.0721
2025-11-30,AST00001687,4242,2024-03-30,2024-Q1,Bonds_Structured_Notes,Illiquid,JPY,XS1846744196,Issuer_26,8970168.22,8897913.46,139295.47,AA,3.02,0.0688
2025-11-30,AST00001688,4242,2024-03-30,2024-Q1,Bonds_Structured_Notes,Illiquid,USD,XS9174823979,Issuer_25,8970168.22,8617859.86,234006.37,A,4.93,0.0752
2025-11-30,AST00001689,4242,2024-03-30,2024-Q1,Bonds_Structured_Notes,Illiquid,GBP,XS1094844021,Issuer_54,8970168.22,9058819.16,15863.83,AA,8.65,0.0526
2025-11-30,AST00001691,4242,2024-03-30,2024-Q1,Equities_Listed,Illiquid,CAD,XS4637440653,Issuer_77,18320594.79,19205236.42,61619.62,BB,2.01,0.0677
2025-11-30,AST00001693,4242,2024-03-30,2024-Q1,Equities_Unlisted,Illiquid,USD,XS8807718847,Issuer_23,62397675.24,60429909.36,571082.46,BB,4.29,0.0682
2025-11-30,AST00001695,4242,2024-03-30,2024-Q1,Property,Illiquid,GBP,XS4774373266,Issuer_68,27584468.83,26899789.4,379649.25,BB,1.87,0.0128
2025-11-30,AST00001696,4242,2024-03-30,2024-Q1,Property,Illiquid,AUD,XS9473212314,Issuer_27,27584468.83,26409187.56,319449.57,A,5.81,0.0129
2025-11-30,AST00001698,4242,2024-03-30,2024-Q1,Cash_And_Cash_Equivalents,Liquid,AUD,XS4439920593,Issuer_63,61893787.59,61002829.79,1764688.44,AAA,2.07,0.0233
2025-11-30,AST00001699,4242,2024-03-30,2024-Q1,Cash_And_Cash_Equivalents,Liquid,USD,XS7328037343,Issuer_9,30946893.79,31603153.89,733750.67,BBB,6.13,0.0643
2025-11-30,AST00001700,4242,2024-03-30,2024-Q1,Cash_And_Cash_Equivalents,Liquid,AUD,XS7158878681,Issuer_22,30946893.79,31034830.11,555082.67,BBB,9.33,0.0511
2025-11-30,AST00001702,4242,2024-03-30,2024-Q1,Collective_Investment_Undertakings,Illiquid,AUD,XS4028826720,Issuer_99,22026121.69,21790112.59,259627.78,AA,9.21,0.0437
2025-11-30,AST00001704,4242,2024-03-30,2024-Q1,Loans_And_Mortgages,Illiquid,JPY,XS9223054524,Issuer_81,9879303.84,9858784.57,205225.01,BBB,7.4,0.0176
2025-11-30,AST00001706,4242,2024-03-30,2024-Q1,Derivatives,Illiquid,EUR,XS2399557800,Issuer_54,32388762.38,33455166.88,648190.32,A,9.58,0.0581
2025-11-30,AST00001707,4242,2024-03-30,2024-Q1,Derivatives,Illiquid,CHF,XS4518823669,Issuer_6,97166287.15,101216685.61,2612291.87,A,8.47,0.0184
2025-11-30,AST00001708,4242,2024-03-30,2024-Q1,Derivatives,Illiquid,JPY,XS8164014970,Issuer_59,97166287.15,97681326.06,1811827.71,AAA,2.52,0.0395
2025-11-30,AST00001710,4242,2024-03-30,2024-Q1,Other_Investments,Illiquid,EUR,XS9593164596,Issuer_43,22960037.04,23871502.81,677665.32,A,3.3,0.0338
2025-11-30,AST00001711,4242,2024-03-30,2024-Q1,Other_Investments,Illiquid,EUR,XS7548073279,Issuer_95,22960037.04,23086648.3,564523.61,BBB,6.37,0.0273
2025-11-30,AST00001713,4242,2024-06-30,2024-Q2,Liquid_Assets,Liquid,GBP,XS7145602145,Issuer_95,35694718.24,34248148.0,968308.03,AA,7.28,0.0248
2025-11-30,AST00001714,4242,2024-06-30,2024-Q2,Liquid_Assets,Liquid,USD,XS3970491381,Issuer_42,23796478.83,24068267.41,451430.74,A,0.89,0.0224
2025-11-30,AST00001715,4242,2024-06-30,2024-Q2,Liquid_Assets,Liquid,GBP,XS9942494212,Issuer_51,23796478.83,24646297.91,182750.7,A,1.5,0.0571
2025-11-30,AST00001717,4242,2024-06-30,2024-Q2,Illiquid_Assets,Illiquid,JPY,XS2585246104,Issuer_62,94096295.04,93320277.83,1695808.84,BBB,7.54,0.0583
2025-11-30,AST00001718,4242,2024-06-30,2024-Q2,Illiquid_Assets,Illiquid,USD,XS3055369471,Issuer_16,31365431.68,31485961.85,350186.94,BBB,0.63,0.065
2025-11-30,AST00001720,4242,2024-06-30,2024-Q2,Restricted_Assets,Illiquid,GBP,XS9365754214,Issuer_30,22959850.46,23882822.01,9108.24,AAA,9.0,0.0468
2025-11-30,AST00001721,4242,2024-06-30,2024-Q2,Restricted_Assets,Illiquid,CAD,XS6222744254,Issuer_40,15306566.97,14920167.77,173681.89,BB,6.3,0.0278
2025-11-30,AST00001723,4242,2024-06-30,2024-Q2,Bonds_Government,Liquid,AUD,XS5539308503,Issuer_15,21886033.97,21563077.0,155303.41,BBB,8.51,0.0499
2025-11-30,AST00001725,4242,2024-06-30,2024-Q2,Bonds_Corporate,Illiquid,JPY,XS7817146621,Issuer_7,14317635.41,13950699.67,90075.35,AA,1.46,0.0526
2025-11-30,AST00001726,4242,2024-06-30,2024-Q2,Bonds_Corporate,Illiquid,EUR,XS9511449979,Issuer_61,14317635.41,14698343.97,232889.03,BBB,5.35,0.052
2025-11-30,AST00001728,4242,2024-06-30,2024-Q2,Bonds_Structured_Notes,Illiquid,GBP,XS3996901325,Issuer_89,21139560.76,20735649.59,279790.93,BB,2.85,0.0423
2025-11-30,AST00001729,4242,2024-06-30,2024-Q2,Bonds_Structured_Notes,Illiquid,GBP,XS8822944782,Issuer_76,21139560.76,20357390.63,210073.62,BBB,5.83,0.051
2025-11-30,AST00001731,4242,2024-06-30,2024-Q2,Equities_Listed,Illiquid,USD,XS5368252723,Issuer_22,17692255.94,17365430.21,189754.77,A,1.85,0.0703
2025-11-30,AST00001732,4242,2024-06-30,2024-Q2,Equities_Listed,Illiquid,GBP,XS8921940305,Issuer_76,53076767.81,50687734.05,1077479.26,A,5.47,0.0264
2025-11-30,AST00001734,4242,2024-06-30,2024-Q2,Equities_Unlisted,Illiquid,CHF,XS8028513131,Issuer_65,69876842.4,70604935.74,1253642.62,BB,7.0,0.0628
2025-11-30,AST00001735,4242,2024-06-30,2024-Q2,Equities_Unlisted,Illiquid,AUD,XS6567403902,Issuer_44,23292280.8,23914270.96,221127.09,A,6.21,0.0282
2025-11-30,AST00001737,4242,2024-06-30,2024-Q2,Property,Illiquid,CHF,XS1375164505,Issuer_46,78821912.5,79247458.62,1515422.91,AA,2.41,0.0686
2025-11-30,AST00001739,4242,2024-06-30,2024-Q2,Cash_And_Cash_Equivalents,Liquid,CHF,XS5428894858,Issuer_46,13229362.16,13593581.43,209196.62,AAA,9.63,0.0106
2025-11-30,AST00001740,4242,2024-06-30,2024-Q2,Cash_And_Cash_Equivalents,Liquid,GBP,XS7040308579,Issuer_70,13229362.16,13318602.0,275255.31,BBB,5.9,0.0363
2025-11-30,AST00001741,4242,2024-06-30,2024-Q2,Cash_And_Cash_Equivalents,Liquid,CHF,XS3621087775,Issuer_29,8819574.77,8504018.01,13104.08,BBB,1.58,0.0688
2025-11-30,AST00001743,4242,2024-06-30,2024-Q2,Collective_Investment_Undertakings,Illiquid,USD,XS5302914492,Issuer_57,17328856.57,16773943.81,123063.38,AA,4.67,0.0328
2025-11-30,AST00001745,4242,2024-06-30,2024-Q2,Loans_And_Mortgages,Illiquid,USD,XS2815336229,Issuer_59,16242923.08,15775212.71,336633.16,BB,3.67,0.0539
2025-11-30,AST00001746,4242,2024-06-30,2024-Q2,Loans_And_Mortgages,Illiquid,AUD,XS6384332644,Issuer_47,16242923.08,16423272.86,374017.66,BB,0.82,0.0467
2025-11-30,AST00001748,4242,2024-06-30,2024-Q2,Derivatives,Illiquid,CHF,XS3664686857,Issuer_98,44160756.16,45418892.83,75302.26,AAA,6.95,0.0561
2025-11-30,AST00001749,4242,2024-06-30,2024-Q2,Derivatives,Illiquid,CAD,XS3262779400,Issuer_87,22080378.08,22248058.16,346066.58,BBB,6.33,0.0444
2025-11-30,AST00001751,4242,2024-06-30,2024-Q2,Other_Investments,Illiquid,EUR,XS7460107759,Issuer_67,93599573.39,95399118.55,1169286.75,AAA,1.15,0.0287
2025-11-30,AST00001753,4242,2024-09-30,2024-Q3,Liquid_Assets,Liquid,CHF,XS7303726278,Issuer_71,31794457.59,32417946.84,34392.34,A,0.51,0.0417
2025-11-30,AST00001755,4242,2024-09-30,2024-Q3,Illiquid_Assets,Illiquid,CHF,XS6954988977,Issuer_80,37080648.82,38098377.89,229541.41,A,6.18,0.0428
2025-11-30,AST00001757,4242,2024-09-30,2024-Q3,Restricted_Assets,Illiquid,CHF,XS4610611202,Issuer_88,20907564.19,20404770.52,103603.66,BB,6.16,0.0407
2025-11-30,AST00001758,4242,2024-09-30,2024-Q3,Restricted_Assets,Illiquid,CHF,XS9155361171,Issuer_47,31361346.28,32487291.61,564889.43,AAA,7.5,0.0164
2025-11-30,AST00001759,4242,2024-09-30,2024-Q3,Restricted_Assets,Illiquid,GBP,XS4317410157,Issuer_30,62722692.57,64141351.77,824172.09,AAA,7.98,0.0394
2025-11-30,AST00001761,4242,2024-09-30,2024-Q3,Bonds_Government,Liquid,CHF,XS3269566797,Issuer_71,88939848.68,86272718.84,2154851.26,A,7.88,0.0164
2025-11-30,AST00001762,4242,2024-09-30,2024-Q3,Bonds_Government,Liquid,EUR,XS6576123132,Issuer_9,29646616.23,29523212.45,358429.83,AA,8.26,0.0173
2025-11-30,AST00001764,4242,2024-09-30,2024-Q3,Bonds_Corporate,Illiquid,AUD,XS8565503581,Issuer_6,24180265.79,25200134.33,505910.99,BB,3.71,0.037
2025-11-30,AST00001766,4242,2024-09-30,2024-Q3,Bonds_Structured_Notes,Illiquid,EUR,XS5846515121,Issuer_30,18069439.55,18405864.9,326047.85,AA,2.83,0.045
2025-11-30,AST00001768,4242,2024-09-30,2024-Q3,Equities_Listed,Illiquid,GBP,XS4361230405,Issuer_31,61466785.35,59081748.39,399916.74,A,1.37,0.0441
2025-11-30,AST00001769,4242,2024-09-30,2024-Q3,Equities_Listed,Illiquid,AUD,XS4012035555,Issuer_45,30733392.67,31419087.52,328609.25,AA,6.52,0.0536
2025-11-30,AST00001770,4242,2024-09-30,2024-Q3,Equities_Listed,Illiquid,CAD,XS9558035397,Issuer_54,30733392.67,29693549.55,453721.41,BBB,7.93,0.0401
2025-11-30,AST00001772,4242,2024-09-30,2024-Q3,Equities_Unlisted,Illiquid,USD,XS8536359196,Issuer_8,22984647.43,23045041.52,629900.52,BB,3.94,0.0377
2025-11-30,AST00001774,4242,2024-09-30,2024-Q3,Property,Illiquid,EUR,XS7615935415,Issuer_14,36282575.79,35441398.91,106805.34,BBB,4.25,0.0323
2025-11-30,AST00001776,4242,2024-09-30,2024-Q3,Cash_And_Cash_Equivalents,Liquid,GBP,XS1980497110,Issuer_44,62872857.92,61813668.49,1074662.66,BBB,4.15,0.023
2025-11-30,AST00001777,4242,2024-09-30,2024-Q3,Cash_And_Cash_Equivalents,Liquid,AUD,XS7656813973,Issuer_94,62872857.92,59871947.28,1306979.7,AA,8.72,0.0772
2025-11-30,AST00001778,4242,2024-09-30,2024-Q3,Cash_And_Cash_Equivalents,Liquid,USD,XS1375595993,Issuer_49,20957619.31,21121997.79,128524.92,BBB,7.17,0.0133
2025-11-30,AST00001780,4242,2024-09-30,2024-Q3,Collective_Investment_Undertakings,Illiquid,GBP,XS6731779908,Issuer_7,5747710.43,5545325.63,101548.08,BBB,9.95,0.0224
2025-11-30,AST00001781,4242,2024-09-30,2024-Q3,Collective_Investment_Undertakings,Illiquid,AUD,XS1779873858,Issuer_58,5747710.43,5819292.39,171067.81,BB,9.79,0.0596
2025-11-30,AST00001782,4242,2024-09-30,2024-Q3,Collective_Investment_Undertakings,Illiquid,CHF,XS9203609896,Issuer_72,11495420.86,11185480.88,161197.32,BB,8.9,0.0772
2025-11-30,AST00001784,4242,2024-09-30,2024-Q3,Loans_And_Mortgages,Illiquid,CHF,XS5803131926,Issuer_62,73641312.61,75235868.13,277613.19,AA,1.64,0.0781
2025-11-30,AST00001785,4242,2024-09-30,2024-Q3,Loans_And_Mortgages,Illiquid,JPY,XS4629304440,Issuer_30,24547104.2,24533349.59,216025.16,BB,4.41,0.0762
2025-11-30,AST00001786,4242,2024-09-30,2024-Q3,Loans_And_Mortgages,Illiquid,CAD,XS8503027804,Issuer_46,36820656.3,38602910.56,477995.94,A,9.1,0.0344
2025-11-30,AST00001788,4242,2024-09-30,2024-Q3,Derivatives,Illiquid,EUR,XS1638104264,Issuer_72,28351120.21,26942859.87,51499.44,A,3.3,0.0249
2025-11-30,AST00001790,4242,2024-09-30,2024-Q3,Other_Investments,Illiquid,GBP,XS1558016542,Issuer_79,76511060.36,75068056.05,2008875.18,A,9.66,0.0219
2025-11-30,AST00001792,4242,2024-12-30,2024-Q4,Liquid_Assets,Liquid,CAD,XS5502610567,Issuer_6,54785851.11,52220086.09,256826.33,AAA,8.45,0.0486
2025-11-30,AST00001793,4242,2024-12-30,2024-Q4,Liquid_Assets,Liquid,USD,XS9740346360,Issuer_14,54785851.11,52936200.65,855332.67,BBB,3.98,0.0688
2025-11-30,AST00001794,4242,2024-12-30,2024-Q4,Liquid_Assets,Liquid,USD,XS6563604263,Issuer_29,109571702.22,112601487.47,2573971.23,AAA,6.87,0.0315
2025-11-30,AST00001796,4242,2024-12-30,2024-Q4,Illiquid_Assets,Illiquid,AUD,XS3956085741,Issuer_9,76272150.57,75897136.7,152564.35,A,8.94,0.0676
2025-11-30,AST00001798,4242,2024-12-30,2024-Q4,Restricted_Assets,Illiquid,EUR,XS8787949791,Issuer_26,57553342.1,58508436.62,877576.73,BBB,6.35,0.0465
2025-11-30,AST00001800,4242,2024-12-30,2024-Q4,Bonds_Government,Liquid,AUD,XS9986059523,Issuer_31,14448783.38,14550312.16,300918.0,BBB,6.41,0.0416
2025-11-30,AST00001801,4242,2024-12-30,2024-Q4,Bonds_Government,Liquid,CAD,XS8109605207,Issuer_41,14448783.38,14516316.95,388167.39,BBB,0.89,0.0474
2025-11-30,AST00001802,4242,2024-12-30,2024-Q4,Bonds_Government,Liquid,GBP,XS2216986856,Issuer_88,43346350.13,44328155.24,887906.13,BB,7.45,0.0599
2025-11-30,AST00001804,4242,2024-12-30,2024-Q4,Bonds_Corporate,Illiquid,AUD,XS5417647711,Issuer_97,7030783.71,7062442.4,60492.7,BB,6.07,0.0119
2025-11-30,AST00001805,4242,2024-12-30,2024-Q4,Bonds_Corporate,Illiquid,EUR,XS6120276223,Issuer_24,7030783.71,6859405.58,80557.07,BB,2.67,0.0769
2025-11-30,AST00001806,4242,2024-12-30,2024-Q4,Bonds_Corporate,Illiquid,USD,XS1416165898,Issuer_13,21092351.14,20713156.47,160043.25,AA,4.4,0.0389
2025-11-30,AST00001808,4242,2024-12-30,2024-Q4,Bonds_Structured_Notes,Illiquid,USD,XS4591266569,Issuer_15,31229642.12,31724601.96,566449.27,AA,6.58,0.0647
2025-11-30,AST00001810,4242,2024-12-30,2024-Q4,Equities_Listed,Illiquid,GBP,XS3774416234,Issuer_12,16718194.18,17025781.11,322575.41,AA,7.93,0.0171
2025-11-30,AST00001811,4242,2024-12-30,2024-Q4,Equities_Listed,Illiquid,AUD,XS4543869339,Issuer_86,33436388.36,33428988.44,127262.66,AAA,4.83,0.0517
2025-11-30,AST00001812,4242,2024-12-30,2024-Q4,Equities_Listed,Illiquid,JPY,XS7719685338,Issuer_34,11145462.79,10818812.85,289460.48,BB,9.49,0.0169
2025-11-30,AST00001814,4242,2024-12-30,2024-Q4,Equities_Unlisted,Illiquid,USD,XS1859274323,Issuer_19,10218380.04,10327690.79,195199.98,AA,1.27,0.0416
2025-11-30,AST00001816,4242,2024-12-30,2024-Q4,Property,Illiquid,GBP,XS6383203700,Issuer_58,6304887.75,6208446.14,63576.92,AA,4.56,0.0234
2025-11-30,AST00001817,4242,2024-12-30,2024-Q4,Property,Illiquid,EUR,XS4266421915,Issuer_50,6304887.75,6103441.66,133982.34,A,9.06,0.0721
2025-11-30,AST00001818,4242,2024-12-30,2024-Q4,Property,Illiquid,CHF,XS5500658797,Issuer_53,2101629.25,2142280.84,36740.9,BB,3.46,0.0615
2025-11-30,AST00001820,4242,2024-12-30,2024-Q4,Cash_And_Cash_Equivalents,Liquid,AUD,XS7738097328,Issuer_44,5065539.47,5202075.31,10882.85,A,3.73,0.0197
2025-11-30,AST00001821,4242,2024-12-30,2024-Q4,Cash_And_Cash_Equivalents,Liquid,EUR,XS1707079971,Issuer_51,5065539.47,4914201.02,134124.03,AAA,7.84,0.0436
2025-11-30,AST00001822,4242,2024-12-30,2024-Q4,Cash_And_Cash_Equivalents,Liquid,JPY,XS1382794668,Issuer_99,5065539.47,4927629.78,690.7,AAA,2.61,0.0133
2025-11-30,AST00001824,4242,2024-12-30,2024-Q4,Collective_Investment_Undertakings,Illiquid,JPY,XS3995516766,Issuer_63,34558310.3,33630311.86,792790.85,A,7.01,0.0366
2025-11-30,AST00001826,4242,2024-12-30,2024-Q4,Loans_And_Mortgages,Illiquid,EUR,XS9348111381,Issuer_3,9246840.39,8790801.53,245543.34,BB,3.06,0.0449
2025-11-30,AST00001827,4242,2024-12-30,2024-Q4,Loans_And_Mortgages,Illiquid,CHF,XS6304610913,Issuer_90,9246840.39,9451621.97,7423.43,AAA,9.19,0.0119
2025-11-30,AST00001828,4242,2024-12-30,2024-Q4,Loans_And_Mortgages,Illiquid,AUD,XS5453828063,Issuer_57,13870260.59,13923530.84,393306.15,A,9.22,0.0449
2025-11-30,AST00001830,4242,2024-12-30,2024-Q4,Derivatives,Illiquid,CAD,XS8719816065,Issuer_74,25690120.14,25379802.09,66102.95,AAA,8.64,0.0538
2025-11-30,AST00001831,4242,2024-12-30,2024-Q4,Derivatives,Illiquid,EUR,XS7949598228,Issuer_54,51380240.28,49374321.55,264938.11,A,5.23,0.0612
2025-11-30,AST00001833,4242,2024-12-30,2024-Q4,Other_Investments,Illiquid,EUR,XS5092807301,Issuer_54,3281911.15,3124569.04,39557.52,BBB,6.89,0.0107
2025-11-30,AST00001835,4242,2025-03-30,2025-Q1,Liquid_Assets,Liquid,EUR,XS3301577547,Issuer_29,89647175.62,86452116.4,1242903.48,BBB,2.92,0.0692
2025-11-30,AST00001837,4242,2025-03-30,2025-Q1,Illiquid_Assets,Illiquid,CHF,XS6496049377,Issuer_73,84657290.79,85426272.2,394343.09,AAA,7.16,0.0278
2025-11-30,AST00001839,4242,2025-03-30,2025-Q1,Restricted_Assets,Illiquid,EUR,XS2498731254,Issuer_34,123734769.86,119887460.06,2293349.85,A,2.91,0.0283
2025-11-30,AST00001841,4242,2025-03-30,2025-Q1,Bonds_Government,Liquid,USD,XS4626398913,Issuer_93,9578966.54,9818373.44,266921.62,A,4.16,0.0273
2025-11-30,AST00001842,4242,2025-03-30,2025-Q1,Bonds_Government,Liquid,EUR,XS4306574458,Issuer_47,9578966.54,9406127.03,240737.37,BB,5.53,0.0254
2025-11-30,AST00001843,4242,2025-03-30,2025-Q1,Bonds_Government,Liquid,CAD,XS9972911157,Issuer_90,9578966.54,9915494.01,198796.74,A,2.73,0.0413
2025-11-30,AST00001845,4242,2025-03-30,2025-Q1,Bonds_Corporate,Illiquid,GBP,XS7776169639,Issuer_75,8749697.99,8920326.89,231610.87,BBB,1.71,0.0752
2025-11-30,AST00001847,4242,2025-03-30,2025-Q1,Bonds_Structured_Notes,Illiquid,CAD,XS1953422048,Issuer_54,3810902.25,3949118.47,5041.01,BBB,4.4,0.0604
2025-11-30,AST00001848,4242,2025-03-30,2025-Q1,Bonds_Structured_Notes,Illiquid,USD,XS3882273721,Issuer_51,2540601.5,2506122.14,21611.19,A,5.69,0.0551
2025-11-30,AST00001849,4242,2025-03-30,2025-Q1,Bonds_Structured_Notes,Illiquid,CAD,XS2291494867,Issuer_81,2540601.5,2504670.65,57120.83,A,1.94,0.0375
2025-11-30,AST00001851,4242,2025-03-30,2025-Q1,Equities_Listed,Illiquid,CHF,XS1059721215,Issuer_10,12936936.68,13103401.43,221570.34,AAA,2.57,0.0308
2025-11-30,AST00001852,4242,2025-03-30,2025-Q1,Equities_Listed,Illiquid,JPY,XS3798450325,Issuer_37,12936936.68,13296418.99,207852.15,AAA,9.64,0.0172
2025-11-30,AST00001853,4242,2025-03-30,2025-Q1,Equities_Listed,Illiquid,CHF,XS8335313353,Issuer_17,4312312.23,4482371.13,28955.06,AAA,9.55,0.0553
2025-11-30,AST00001855,4242,2025-03-30,2025-Q1,Equities_Unlisted,Illiquid,USD,XS3760141569,Issuer_63,10207280.45,10226082.27,222498.7,BB,0.65,0.0637
2025-11-30,AST00001857,4242,2025-03-30,2025-Q1,Property,Illiquid,USD,XS6744624136,Issuer_77,2854397.54,2888456.65,5488.47,BB,9.59,0.0547
2025-11-30,AST00001858,4242,2025-03-30,2025-Q1,Property,Illiquid,GBP,XS3388835800,Issuer_59,2854397.54,2887691.7,10483.19,AAA,4.58,0.0278
2025-11-30,AST00001860,4242,2025-03-30,2025-Q1,Cash_And_Cash_Equivalents,Liquid,CHF,XS5497334105,Issuer_71,11541701.36,11835643.26,252020.05,AAA,1.26,0.048
2025-11-30,AST00001862,4242,2025-03-30,2025-Q1,Collective_Investment_Undertakings,Illiquid,EUR,XS7851949318,Issuer_1,18603387.08,18057233.08,54391.74,AA,8.09,0.0692
2025-11-30,AST00001863,4242,2025-03-30,2025-Q1,Collective_Investment_Undertakings,Illiquid,CAD,XS5443768714,Issuer_52,12402258.05,12796487.3,96424.46,BB,4.32,0.0559
2025-11-30,AST00001865,4242,2025-03-30,2025-Q1,Loans_And_Mortgages,Illiquid,GBP,XS9231942765,Issuer_79,6149240.7,6043835.99,40490.09,A,1.47,0.015
2025-11-30,AST00001866,4242,2025-03-30,2025-Q1,Loans_And_Mortgages,Illiquid,JPY,XS4960659899,Issuer_90,9223861.05,9320728.71,166947.43,BBB,1.22,0.0752
2025-11-30,AST00001868,4242,2025-03-30,2025-Q1,Derivatives,Illiquid,CHF,XS9210972855,Issuer_10,9141919.32,9151702.61,14639.42,AA,2.32,0.0459
2025-11-30,AST00001870,4242,2025-03-30,2025-Q1,Other_Investments,Illiquid,AUD,XS1754692936,Issuer_88,35464303.73,35247496.33,669266.04,AAA,1.91,0.0285
2025-11-30,AST00001871,4242,2025-03-30,2025-Q1,Other_Investments,Illiquid,USD,XS3162252780,Issuer_32,17732151.87,17402385.75,519303.65,BBB,3.46,0.0116
2025-11-30,AST00001872,4242,2025-03-30,2025-Q1,Other_Investments,Illiquid,CAD,XS6157862093,Issuer_69,17732151.87,18541556.63,521854.88,A,5.23,0.0359
