Reserve_ID,Syndicate_Number,LOB_Code,LOB_Name,Valuation_Date,Quarter,Reserve_Type,Movement_Type,Amount,Currency,Discounted,Confidence_Level
RES00001332,4242,D1,Direct Motor (Private Car),2026-03-30,2026-Q1,IBNR,Revaluation,2404435.69,GBP,False,0.75
RES00001333,4242,D1,Direct Motor (Private Car),2026-06-30,2026-Q2,Best_Estimate_Liabilities,Revaluation,17265110.07,GBP,True,0.5
RES00001334,4242,D1,Direct Motor (Private Car),2026-06-30,2026-Q2,Risk_Margin,Revaluation,912184.68,GBP,True,0.5
RES00001335,4242,D1,Direct Motor (Private Car),2026-06-30,2026-Q2,Reinsurance_Recoverables,Revaluation,3571787.97,GBP,True,0.5
RES00001336,4242,D1,Direct Motor (Private Car),2026-06-30,2026-Q2,IBNR,Revaluation,4357948.19,GBP,False,0.75
RES00001337,4242,D1,Direct Motor (Private Car),2026-09-30,2026-Q3,Best_Estimate_Liabilities,Revaluation,15619477.76,GBP,True,0.5
RES00001338,4242,D1,Direct Motor (Private Car),2026-09-30,2026-Q3,Risk_Margin,Revaluation,936767.54,GBP,True,0.5
RES00001339,4242,D1,Direct Motor (Private Car),2026-09-30,2026-Q3,Reinsurance_Recoverables,Revaluation,3023539.61,GBP,True,0.5
RES00001340,4242,D1,Direct Motor (Private Car),2026-09-30,2026-Q3,IBNR,Revaluation,2624785.96,GBP,False,0.75
RES00001341,4242,D1,Direct Motor (Private Car),2026-12-30,2026-Q4,Best_Estimate_Liabilities,Revaluation,15319040.43,GBP,True,0.5
RES00001342,4242,D1,Direct Motor (Private Car),2026-12-30,2026-Q4,Risk_Margin,Revaluation,879241.22,GBP,True,0.5
RES00001343,4242,D1,Direct Motor (Private Car),2026-12-30,2026-Q4,Reinsurance_Recoverables,Revaluation,3635153.65,GBP,True,0.5
RES00001344,4242,D1,Direct Motor (Private Car),2026-12-30,2026-Q4,IBNR,Revaluation,4737369.74,GBP,False,0.75
RES00001345,4242,D2,Direct Motor (Commercial),2024-03-30,2024-Q1,Best_Estimate_Liabilities,Revaluation,11409363.38,GBP,True,0.5
RES00001346,4242,D2,Direct Motor (Commercial),2024-03-30,2024-Q1,Risk_Margin,Revaluation,868348.51,GBP,True,0.5
RES00001347,4242,D2,Direct Motor (Commercial),2024-03-30,2024-Q1,Reinsurance_Recoverables,Revaluation,3330594.68,GBP,True,0.5
RES00001348,4242,D2,Direct Motor (Commercial),2024-03-30,2024-Q1,IBNR,Revaluation,2521775.02,GBP,False,0.75
RES00001349,4242,D2,Direct Motor (Commercial),2024-06-30,2024-Q2,Best_Estimate_Liabilities,Revaluation,10567328.4,GBP,True,0.5
RES00001350,4242,D2,Direct Motor (Commercial),2024-06-30,2024-Q2,Risk_Margin,Revaluation,907432.15,GBP,True,0.5
RES00001351,4242,D2,Direct Motor (Commercial),2024-06-30,2024-Q2,Reinsurance_Recoverables,Revaluation,3034109.93,GBP,True,0.5
RES00001352,4242,D2,Direct Motor (Commercial),2024-06-30,2024-Q2,IBNR,Revaluation,2565505.53,GBP,False,0.75
RES00001353,4242,D2,Direct Motor (Commercial),2024-09-30,2024-Q3,Best_Estimate_Liabilities,Revaluation,11173554.16,GBP,True,0.5
RES00001354,4242,D2,Direct Motor (Commercial),2024-09-30,2024-Q3,Risk_Margin,Revaluation,908874.38,GBP,True,0.5
RES00001355,4242,D2,Direct Motor (Commercial),2024-09-30,2024-Q3,Reinsurance_Recoverables,Revaluation,3426816.63,GBP,True,0.5
RES00001356,4242,D2,Direct Motor (Commercial),2024-09-30,2024-Q3,IBNR,Revaluation,1682951.89,GBP,False,0.75
RES00001357,4242,D2,Direct Motor (Commercial),2024-12-30,2024-Q4,Best_Estimate_Liabilities,Revaluation,11215706.05,GBP,True,0.5
RES00001358,4242,D2,Direct Motor (Commercial),2024-12-30,2024-Q4,Risk_Margin,Revaluation,902716.09,GBP,True,0.5
RES00001359,4242,D2,Direct Motor (Commercial),2024-12-30,2024-Q4,Reinsurance_Recoverables,Revaluation,3027072.28,GBP,True,0.5
RES00001360,4242,D2,Direct Motor (Commercial),2024-12-30,2024-Q4,IBNR,Revaluation,3268607.96,GBP,False,0.75
RES00001361,4242,D2,Direct Motor (Commercial),2025-03-30,2025-Q1,Best_Estimate_Liabilities,Revaluation,10855874.47,GBP,True,0.5
RES00001362,4242,D2,Direct Motor (Commercial),2025-03-30,2025-Q1,Risk_Margin,Revaluation,834811.89,GBP,True,0.5
RES00001363,4242,D2,Direct Motor (Commercial),2025-03-30,2025-Q1,Reinsurance_Recoverables,Revaluation,3494027.32,GBP,True,0.5
RES00001364,4242,D2,Direct Motor (Commercial),2025-03-30,2025-Q1,IBNR,Revaluation,2868580.28,GBP,False,0.75
RES00001365,4242,D2,Direct Motor (Commercial),2025-06-30,2025-Q2,Best_Estimate_Liabilities,Revaluation,10949073.9,GBP,True,0.5
RES00001366,4242,D2,Direct Motor (Commercial),2025-06-30,2025-Q2,Risk_Margin,Revaluation,893078.72,GBP,True,0.5
RES00001367,4242,D2,Direct Motor (Commercial),2025-06-30,2025-Q2,Reinsurance_Recoverables,Revaluation,3193263.2,GBP,True,0.5
RES00001368,4242,D2,Direct Motor (Commercial),2025-06-30,2025-Q2,IBNR,Revaluation,2677077.18,GBP,False,0.75
RES00001369,4242,D2,Direct Motor (Commercial),2025-09-30,2025-Q3,Best_Estimate_Liabilities,Revaluation,11126457.3,GBP,True,0.5
RES00001370,4242,D2,Direct Motor (Commercial),2025-09-30,2025-Q3,Risk_Margin,Revaluation,811632.82,GBP,True,0.5
RES00001371,4242,D2,Direct Motor (Commercial),2025-09-30,2025-Q3,Reinsurance_Recoverables,Revaluation,3566848.94,GBP,True,0.5
RES00001372,4242,D2,Direct Motor (Commercial),2025-09-30,2025-Q3,IBNR,Revaluation,3116740.68,GBP,False,0.75
RES00001373,4242,D2,Direct Motor (Commercial),2025-12-30,2025-Q4,Best_Estimate_Liabilities,Revaluation,10787231.64,GBP,True,0.5
RES00001374,4242,D2,Direct Motor (Commercial),2025-12-30,2025-Q4,Risk_Margin,Revaluation,852187.96,GBP,True,0.5
RES00001375,4242,D2,Direct Motor (Commercial),2025-12-30,2025-Q4,Reinsurance_Recoverables,Revaluation,3533738.12,GBP,True,0.5
RES00001376,4242,D2,Direct Motor (Commercial),2025-12-30,2025-Q4,IBNR,Revaluation,3019621.59,GBP,False,0.75
RES00001377,4242,D2,Direct Motor (Commercial),2026-03-30,2026-Q1,Best_Estimate_Liabilities,Revaluation,11187482.19,GBP,True,0.5
RES00001378,4242,D2,Direct Motor (Commercial),2026-03-30,2026-Q1,Risk_Margin,Revaluation,938525.52,GBP,True,0.5
RES00001379,4242,D2,Direct Motor (Commercial),2026-03-30,2026-Q1,Reinsurance_Recoverables,Revaluation,3028512.69,GBP,True,0.5
RES00001380,4242,D2,Direct Motor (Commercial),2026-03-30,2026-Q1,IBNR,Revaluation,1480169.7,GBP,False,0.75
RES00001381,4242,D2,Direct Motor (Commercial),2026-06-30,2026-Q2,Best_Estimate_Liabilities,Revaluation,11942135.49,GBP,True,0.5
RES00001382,4242,D2,Direct Motor (Commercial),2026-06-30,2026-Q2,Risk_Margin,Revaluation,904793.04,GBP,True,0.5
RES00001383,4242,D2,Direct Motor (Commercial),2026-06-30,2026-Q2,Reinsurance_Recoverables,Revaluation,3445805.21,GBP,True,0.5
RES00001384,4242,D2,Direct Motor (Commercial),2026-06-30,2026-Q2,IBNR,Revaluation,2572864.64,GBP,False,0.75
RES00001385,4242,D2,Direct Motor (Commercial),2026-09-30,2026-Q3,Best_Estimate_Liabilities,Revaluation,10265624.2,GBP,True,0.5
RES00001386,4242,D2,Direct Motor (Commercial),2026-09-30,2026-Q3,Risk_Margin,Revaluation,938413.8,GBP,True,0.5
RES00001387,4242,D2,Direct Motor (Commercial),2026-09-30,2026-Q3,Reinsurance_Recoverables,Revaluation,3081720.83,GBP,True,0.5
RES00001388,4242,D2,Direct Motor (Commercial),2026-09-30,2026-Q3,IBNR,Revaluation,1568479.9,GBP,False,0.75
RES00001389,4242,D2,Direct Motor (Commercial),2026-12-30,2026-Q4,Best_Estimate_Liabilities,Revaluation,11663290.5,GBP,True,0.5
RES00001390,4242,D2,Direct Motor (Commercial),2026-12-30,2026-Q4,Risk_Margin,Revaluation,829093.87,GBP,True,0.5
RES00001391,4242,D2,Direct Motor (Commercial),2026-12-30,2026-Q4,Reinsurance_Recoverables,Revaluation,3555097.53,GBP,True,0.5
RES00001392,4242,D2,Direct Motor (Commercial),2026-12-30,2026-Q4,IBNR,Revaluation,2730647.72,GBP,False,0.75
RES00001393,4242,E1,Energy Offshore,2024-03-30,2024-Q1,Best_Estimate_Liabilities,Revaluation,9058262.63,GBP,True,0.5
RES00001394,4242,E1,Energy Offshore,2024-03-30,2024-Q1,Risk_Margin,Revaluation,476033.78,GBP,True,0.5
RES00001395,4242,E1,Energy Offshore,2024-03-30,2024-Q1,Reinsurance_Recoverables,Revaluation,1964109.1,GBP,True,0.5
RES00001396,4242,E1,Energy Offshore,2024-03-30,2024-Q1,IBNR,Revaluation,1636668.56,GBP,False,0.75
RES00001397,4242,E1,Energy Offshore,2024-06-30,2024-Q2,Best_Estimate_Liabilities,Revaluation,9053705.19,GBP,True,0.5
RES00001398,4242,E1,Energy Offshore,2024-06-30,2024-Q2,Risk_Margin,Revaluation,446848.6,GBP,True,0.5
RES00001399,4242,E1,Energy Offshore,2024-06-30,2024-Q2,Reinsurance_Recoverables,Revaluation,1923533.66,GBP,True,0.5
RES00001400,4242,E1,Energy Offshore,2024-06-30,2024-Q2,IBNR,Revaluation,2232210.42,GBP,False,0.75
RES00001401,4242,E1,Energy Offshore,2024-09-30,2024-Q3,Best_Estimate_Liabilities,Revaluation,8156469.87,GBP,True,0.5
RES00001402,4242,E1,Energy Offshore,2024-09-30,2024-Q3,Risk_Margin,Revaluation,477381.78,GBP,True,0.5
RES00001403,4242,E1,Energy Offshore,2024-09-30,2024-Q3,Reinsurance_Recoverables,Revaluation,1860064.33,GBP,True,0.5
RES00001404,4242,E1,Energy Offshore,2024-09-30,2024-Q3,IBNR,Revaluation,1637055.57,GBP,False,0.75
RES00001405,4242,E1,Energy Offshore,2024-12-30,2024-Q4,Best_Estimate_Liabilities,Revaluation,7862808.14,GBP,True,0.5
RES00001406,4242,E1,Energy Offshore,2024-12-30,2024-Q4,Risk_Margin,Revaluation,481073.55,GBP,True,0.5
RES00001407,4242,E1,Energy Offshore,2024-12-30,2024-Q4,Reinsurance_Recoverables,Revaluation,1904952.51,GBP,True,0.5
RES00001408,4242,E1,Energy Offshore,2024-12-30,2024-Q4,IBNR,Revaluation,2483918.49,GBP,False,0.75
RES00001409,4242,E1,Energy Offshore,2025-03-30,2025-Q1,Best_Estimate_Liabilities,Revaluation,8214491.86,GBP,True,0.5
RES00001410,4242,E1,Energy Offshore,2025-03-30,2025-Q1,Risk_Margin,Revaluation,460172.7,GBP,True,0.5
RES00001411,4242,E1,Energy Offshore,2025-03-30,2025-Q1,Reinsurance_Recoverables,Revaluation,1805525.56,GBP,True,0.5
RES00001412,4242,E1,Energy Offshore,2025-03-30,2025-Q1,IBNR,Revaluation,1295412.68,GBP,False,0.75
RES00001413,4242,E1,Energy Offshore,2025-06-30,2025-Q2,Best_Estimate_Liabilities,Revaluation,9405763.14,GBP,True,0.5
RES00001414,4242,E1,Energy Offshore,2025-06-30,2025-Q2,Risk_Margin,Revaluation,495798.75,GBP,True,0.5
RES00001415,4242,E1,Energy Offshore,2025-06-30,2025-Q2,Reinsurance_Recoverables,Revaluation,1753123.28,GBP,True,0.5
RES00001416,4242,E1,Energy Offshore,2025-06-30,2025-Q2,IBNR,Revaluation,923465.03,GBP,False,0.75
RES00001417,4242,E1,Energy Offshore,2025-09-30,2025-Q3,Best_Estimate_Liabilities,Revaluation,7822309.89,GBP,True,0.5
RES00001418,4242,E1,Energy Offshore,2025-09-30,2025-Q3,Risk_Margin,Revaluation,459595.64,GBP,True,0.5
RES00001419,4242,E1,Energy Offshore,2025-09-30,2025-Q3,Reinsurance_Recoverables,Revaluation,1769414.26,GBP,True,0.5
RES00001420,4242,E1,Energy Offshore,2025-09-30,2025-Q3,IBNR,Revaluation,979860.58,GBP,False,0.75
RES00001421,4242,E1,Energy Offshore,2025-12-30,2025-Q4,Best_Estimate_Liabilities,Revaluation,8532188.81,GBP,True,0.5
RES00001422,4242,E1,Energy Offshore,2025-12-30,2025-Q4,Risk_Margin,Revaluation,435866.79,GBP,True,0.5
RES00001423,4242,E1,Energy Offshore,2025-12-30,2025-Q4,Reinsurance_Recoverables,Revaluation,1753463.27,GBP,True,0.5
RES00001424,4242,E1,Energy Offshore,2025-12-30,2025-Q4,IBNR,Revaluation,1935005.48,GBP,False,0.75
RES00001425,4242,E1,Energy Offshore,2026-03-30,2026-Q1,Best_Estimate_Liabilities,Revaluation,8981177.22,GBP,True,0.5
RES00001426,4242,E1,Energy Offshore,2026-03-30,2026-Q1,Risk_Margin,Revaluation,528417.95,GBP,True,0.5
RES00001427,4242,E1,Energy Offshore,2026-03-30,2026-Q1,Reinsurance_Recoverables,Revaluation,1934886.21,GBP,True,0.5
RES00001428,4242,E1,Energy Offshore,2026-03-30,2026-Q1,IBNR,Revaluation,1845618.79,GBP,False,0.75
RES00001429,4242,E1,Energy Offshore,2026-06-30,2026-Q2,Best_Estimate_Liabilities,Revaluation,8799518.29,GBP,True,0.5
RES00001430,4242,E1,Energy Offshore,2026-06-30,2026-Q2,Risk_Margin,Revaluation,507477.46,GBP,True,0.5
RES00001431,4242,E1,Energy Offshore,2026-06-30,2026-Q2,Reinsurance_Recoverables,Revaluation,1908304.75,GBP,True,0.5
RES00001432,4242,E1,Energy Offshore,2026-06-30,2026-Q2,IBNR,Revaluation,2566027.47,GBP,False,0.75
RES00001433,4242,E1,Energy Offshore,2026-09-30,2026-Q3,Best_Estimate_Liabilities,Revaluation,8637839.3,GBP,True,0.5
RES00001434,4242,E1,Energy Offshore,2026-09-30,2026-Q3,Risk_Margin,Revaluation,447470.3,GBP,True,0.5
RES00001435,4242,E1,Energy Offshore,2026-09-30,2026-Q3,Reinsurance_Recoverables,Revaluation,2037339.92,GBP,True,0.5
RES00001436,4242,E1,Energy Offshore,2026-09-30,2026-Q3,IBNR,Revaluation,1761603.4,GBP,False,0.75
RES00001437,4242,E1,Energy Offshore,2026-12-30,2026-Q4,Best_Estimate_Liabilities,Revaluation,8898849.73,GBP,True,0.5
RES00001438,4242,E1,Energy Offshore,2026-12-30,2026-Q4,Risk_Margin,Revaluation,484834.6,GBP,True,0.5
RES00001439,4242,E1,Energy Offshore,2026-12-30,2026-Q4,Reinsurance_Recoverables,Revaluation,1999726.33,GBP,True,0.5
RES00001440,4242,E1,Energy Offshore,2026-12-30,2026-Q4,IBNR,Revaluation,1646622.81,GBP,False,0.75
RES00001441,5000,A1,Direct Accident & Health,2024-03-30,2024-Q1,Best_Estimate_Liabilities,Revaluation,11508995.21,GBP,True,0.5
RES00001442,5000,A1,Direct Accident & Health,2024-03-30,2024-Q1,Risk_Margin,Revaluation,494768.96,GBP,True,0.5
RES00001443,5000,A1,Direct Accident & Health,2024-03-30,2024-Q1,Reinsurance_Recoverables,Revaluation,2474362.45,GBP,True,0.5
RES00001444,5000,A1,Direct Accident & Health,2024-03-30,2024-Q1,IBNR,Revaluation,1265018.14,GBP,False,0.75
RES00001445,5000,A1,Direct Accident & Health,2024-06-30,2024-Q2,Best_Estimate_Liabilities,Revaluation,11756691.25,GBP,True,0.5
RES00001446,5000,A1,Direct Accident & Health,2024-06-30,2024-Q2,Risk_Margin,Revaluation,520270.77,GBP,True,0.5
RES00001447,5000,A1,Direct Accident & Health,2024-06-30,2024-Q2,Reinsurance_Recoverables,Revaluation,2363677.58,GBP,True,0.5
RES00001448,5000,A1,Direct Accident & Health,2024-06-30,2024-Q2,IBNR,Revaluation,2499458.6,GBP,False,0.75
RES00001449,5000,A1,Direct Accident & Health,2024-09-30,2024-Q3,Best_Estimate_Liabilities,Revaluation,12689847.15,GBP,True,0.5
RES00001450,5000,A1,Direct Accident & Health,2024-09-30,2024-Q3,Risk_Margin,Revaluation,528782.26,GBP,True,0.5
RES00001451,5000,A1,Direct Accident & Health,2024-09-30,2024-Q3,Reinsurance_Recoverables,Revaluation,2329431.26,GBP,True,0.5
RES00001452,5000,A1,Direct Accident & Health,2024-09-30,2024-Q3,IBNR,Revaluation,2154979.06,GBP,False,0.75
RES00001453,5000,A1,Direct Accident & Health,2024-12-30,2024-Q4,Best_Estimate_Liabilities,Revaluation,12736524.39,GBP,True,0.5
RES00001454,5000,A1,Direct Accident & Health,2024-12-30,2024-Q4,Risk_Margin,Revaluation,575341.37,GBP,True,0.5
RES00001455,5000,A1,Direct Accident & Health,2024-12-30,2024-Q4,Reinsurance_Recoverables,Revaluation,2737751.26,GBP,True,0.5
RES00001456,5000,A1,Direct Accident & Health,2024-12-30,2024-Q4,IBNR,Revaluation,2190893.21,GBP,False,0.75
RES00001457,5000,A1,Direct Accident & Health,2025-03-30,2025-Q1,Best_Estimate_Liabilities,Revaluation,11482345.87,GBP,True,0.5
RES00001458,5000,A1,Direct Accident & Health,2025-03-30,2025-Q1,Risk_Margin,Revaluation,505118.26,GBP,True,0.5
RES00001459,5000,A1,Direct Accident & Health,2025-03-30,2025-Q1,Reinsurance_Recoverables,Revaluation,2377781.67,GBP,True,0.5
RES00001460,5000,A1,Direct Accident & Health,2025-03-30,2025-Q1,IBNR,Revaluation,3296263.43,GBP,False,0.75
RES00001461,5000,A1,Direct Accident & Health,2025-06-30,2025-Q2,Best_Estimate_Liabilities,Revaluation,12187353.22,GBP,True,0.5
RES00001462,5000,A1,Direct Accident & Health,2025-06-30,2025-Q2,Risk_Margin,Revaluation,561555.26,GBP,True,0.5
RES00001463,5000,A1,Direct Accident & Health,2025-06-30,2025-Q2,Reinsurance_Recoverables,Revaluation,2355537.2,GBP,True,0.5
RES00001464,5000,A1,Direct Accident & Health,2025-06-30,2025-Q2,IBNR,Revaluation,1580534.78,GBP,False,0.75
RES00001465,5000,A1,Direct Accident & Health,2025-09-30,2025-Q3,Best_Estimate_Liabilities,Revaluation,10671106.63,GBP,True,0.5
RES00001466,5000,A1,Direct Accident & Health,2025-09-30,2025-Q3,Risk_Margin,Revaluation,521939.48,GBP,True,0.5
RES00001467,5000,A1,Direct Accident & Health,2025-09-30,2025-Q3,Reinsurance_Recoverables,Revaluation,2527211.83,GBP,True,0.5
RES00001468,5000,A1,Direct Accident & Health,2025-09-30,2025-Q3,IBNR,Revaluation,3137860.21,GBP,False,0.75
RES00001469,5000,A1,Direct Accident & Health,2025-12-30,2025-Q4,Best_Estimate_Liabilities,Revaluation,10658809.46,GBP,True,0.5
RES00001470,5000,A1,Direct Accident & Health,2025-12-30,2025-Q4,Risk_Margin,Revaluation,529371.21,GBP,True,0.5
RES00001471,5000,A1,Direct Accident & Health,2025-12-30,2025-Q4,Reinsurance_Recoverables,Revaluation,2683937.64,GBP,True,0.5
RES00001472,5000,A1,Direct Accident & Health,2025-12-30,2025-Q4,IBNR,Revaluation,2678270.07,GBP,False,0.75
RES00001473,5000,A1,Direct Accident & Health,2026-03-30,2026-Q1,Best_Estimate_Liabilities,Revaluation,12859304.02,GBP,True,0.5
RES00001474,5000,A1,Direct Accident & Health,2026-03-30,2026-Q1,Risk_Margin,Revaluation,567713.62,GBP,True,0.5
RES00001475,5000,A1,Direct Accident & Health,2026-03-30,2026-Q1,Reinsurance_Recoverables,Revaluation,2392990.28,GBP,True,0.5
RES00001476,5000,A1,Direct Accident & Health,2026-03-30,2026-Q1,IBNR,Revaluation,2099766.65,GBP,False,0.75
RES00001477,5000,A1,Direct Accident & Health,2026-06-30,2026-Q2,Best_Estimate_Liabilities,Revaluation,12346982.91,GBP,True,0.5
RES00001478,5000,A1,Direct Accident & Health,2026-06-30,2026-Q2,Risk_Margin,Revaluation,519301.83,GBP,True,0.5
RES00001479,5000,A1,Direct Accident & Health,2026-06-30,2026-Q2,Reinsurance_Recoverables,Revaluation,2521006.87,GBP,True,0.5
RES00001480,5000,A1,Direct Accident & Health,2026-06-30,2026-Q2,IBNR,Revaluation,1677432.5,GBP,False,0.75
RES00001481,5000,A1,Direct Accident & Health,2026-09-30,2026-Q3,Best_Estimate_Liabilities,Revaluation,10980299.72,GBP,True,0.5
RES00001482,5000,A1,Direct Accident & Health,2026-09-30,2026-Q3,Risk_Margin,Revaluation,544178.89,GBP,True,0.5
RES00001483,5000,A1,Direct Accident & Health,2026-09-30,2026-Q3,Reinsurance_Recoverables,Revaluation,2810441.43,GBP,True,0.5
RES00001484,5000,A1,Direct Accident & Health,2026-09-30,2026-Q3,IBNR,Revaluation,3360476.09,GBP,False,0.75
RES00001485,5000,A1,Direct Accident & Health,2026-12-30,2026-Q4,Best_Estimate_Liabilities,Revaluation,12628950.09,GBP,True,0.5
RES00001486,5000,A1,Direct Accident & Health,2026-12-30,2026-Q4,Risk_Margin,Revaluation,578328.29,GBP,True,0.5
RES00001487,5000,A1,Direct Accident & Health,2026-12-30,2026-Q4,Reinsurance_Recoverables,Revaluation,2397173.93,GBP,True,0.5
RES00001488,5000,A1,Direct Accident & Health,2026-12-30,2026-Q4,IBNR,Revaluation,2194144.47,GBP,False,0.75
RES00001489,5000,A2,Accident & Health Reinsurance,2024-03-30,2024-Q1,Best_Estimate_Liabilities,Revaluation,6323383.04,GBP,True,0.5
RES00001490,5000,A2,Accident & Health Reinsurance,2024-03-30,2024-Q1,Risk_Margin,Revaluation,430856.79,GBP,True,0.5
RES00001491,5000,A2,Accident & Health Reinsurance,2024-03-30,2024-Q1,Reinsurance_Recoverables,Revaluation,1822156.55,GBP,True,0.5
RES00001492,5000,A2,Accident & Health Reinsurance,2024-03-30,2024-Q1,IBNR,Revaluation,1605042.28,GBP,False,0.75
RES00001493,5000,A2,Accident & Health Reinsurance,2024-06-30,2024-Q2,Best_Estimate_Liabilities,Revaluation,6740203.54,GBP,True,0.5
RES00001494,5000,A2,Accident & Health Reinsurance,2024-06-30,2024-Q2,Risk_Margin,Revaluation,465216.23,GBP,True,0.5
RES00001495,5000,A2,Accident & Health Reinsurance,2024-06-30,2024-Q2,Reinsurance_Recoverables,Revaluation,1879939.71,GBP,True,0.5
RES00001496,5000,A2,Accident & Health Reinsurance,2024-06-30,2024-Q2,IBNR,Revaluation,1218461.52,GBP,False,0.75
RES00001497,5000,A2,Accident & Health Reinsurance,2024-09-30,2024-Q3,Best_Estimate_Liabilities,Revaluation,6134603.23,GBP,True,0.5
RES00001498,5000,A2,Accident & Health Reinsurance,2024-09-30,2024-Q3,Risk_Margin,Revaluation,430019.89,GBP,True,0.5
RES00001499,5000,A2,Accident & Health Reinsurance,2024-09-30,2024-Q3,Reinsurance_Recoverables,Revaluation,1821217.67,GBP,True,0.5
RES00001500,5000,A2,Accident & Health Reinsurance,2024-09-30,2024-Q3,IBNR,Revaluation,1951556.55,GBP,False,0.75
RES00001501,5000,A2,Accident & Health Reinsurance,2024-12-30,2024-Q4,Best_Estimate_Liabilities,Revaluation,7429670.95,GBP,True,0.5
RES00001502,5000,A2,Accident & Health Reinsurance,2024-12-30,2024-Q4,Risk_Margin,Revaluation,437645.75,GBP,True,0.5
RES00001503,5000,A2,Accident & Health Reinsurance,2024-12-30,2024-Q4,Reinsurance_Recoverables,Revaluation,1961819.85,GBP,True,0.5
RES00001504,5000,A2,Accident & Health Reinsurance,2024-12-30,2024-Q4,IBNR,Revaluation,1329645.89,GBP,False,0.75
RES00001505,5000,A2,Accident & Health Reinsurance,2025-03-30,2025-Q1,Best_Estimate_Liabilities,Revaluation,6605488.6,GBP,True,0.5
RES00001506,5000,A2,Accident & Health Reinsurance,2025-03-30,2025-Q1,Risk_Margin,Revaluation,427500.11,GBP,True,0.5
RES00001507,5000,A2,Accident & Health Reinsurance,2025-03-30,2025-Q1,Reinsurance_Recoverables,Revaluation,1987306.94,GBP,True,0.5
RES00001508,5000,A2,Accident & Health Reinsurance,2025-03-30,2025-Q1,IBNR,Revaluation,1993000.84,GBP,False,0.75
RES00001509,5000,A2,Accident & Health Reinsurance,2025-06-30,2025-Q2,Best_Estimate_Liabilities,Revaluation,6678402.36,GBP,True,0.5
RES00001510,5000,A2,Accident & Health Reinsurance,2025-06-30,2025-Q2,Risk_Margin,Revaluation,454787.59,GBP,True,0.5
RES00001511,5000,A2,Accident & Health Reinsurance,2025-06-30,2025-Q2,Reinsurance_Recoverables,Revaluation,2079110.9,GBP,True,0.5
RES00001512,5000,A2,Accident & Health Reinsurance,2025-06-30,2025-Q2,IBNR,Revaluation,1988633.1,GBP,False,0.75
RES00001513,5000,A2,Accident & Health Reinsurance,2025-09-30,2025-Q3,Best_Estimate_Liabilities,Revaluation,6201844.86,GBP,True,0.5
RES00001514,5000,A2,Accident & Health Reinsurance,2025-09-30,2025-Q3,Risk_Margin,Revaluation,397197.65,GBP,True,0.5
RES00001515,5000,A2,Accident & Health Reinsurance,2025-09-30,2025-Q3,Reinsurance_Recoverables,Revaluation,2016999.01,GBP,True,0.5
RES00001516,5000,A2,Accident & Health Reinsurance,2025-09-30,2025-Q3,IBNR,Revaluation,1331273.83,GBP,False,0.75
RES00001517,5000,A2,Accident & Health Reinsurance,2025-12-30,2025-Q4,Best_Estimate_Liabilities,Revaluation,6975531.5,GBP,True,0.5
RES00001518,5000,A2,Accident & Health Reinsurance,2025-12-30,2025-Q4,Risk_Margin,Revaluation,435870.58,GBP,True,0.5
RES00001519,5000,A2,Accident & Health Reinsurance,2025-12-30,2025-Q4,Reinsurance_Recoverables,Revaluation,2092181.58,GBP,True,0.5
RES00001520,5000,A2,Accident & Health Reinsurance,2025-12-30,2025-Q4,IBNR,Revaluation,1893023.99,GBP,False,0.75
RES00001521,5000,A2,Accident & Health Reinsurance,2026-03-30,2026-Q1,Best_Estimate_Liabilities,Revaluation,6859804.65,GBP,True,0.5
RES00001522,5000,A2,Accident & Health Reinsurance,2026-03-30,2026-Q1,Risk_Margin,Revaluation,397380.42,GBP,True,0.5
RES00001523,5000,A2,Accident & Health Reinsurance,2026-03-30,2026-Q1,Reinsurance_Recoverables,Revaluation,1831523.84,GBP,True,0.5
RES00001524,5000,A2,Accident & Health Reinsurance,2026-03-30,2026-Q1,IBNR,Revaluation,986139.97,GBP,False,0.75
RES00001525,5000,A2,Accident & Health Reinsurance,2026-06-30,2026-Q2,Best_Estimate_Liabilities,Revaluation,7305861.89,GBP,True,0.5
RES00001526,5000,A2,Accident & Health Reinsurance,2026-06-30,2026-Q2,Risk_Margin,Revaluation,439863.11,GBP,True,0.5
RES00001527,5000,A2,Accident & Health Reinsurance,2026-06-30,2026-Q2,Reinsurance_Recoverables,Revaluation,1937746.71,GBP,True,0.5
RES00001528,5000,A2,Accident & Health Reinsurance,2026-06-30,2026-Q2,IBNR,Revaluation,1175385.74,GBP,False,0.75
RES00001529,5000,A2,Accident & Health Reinsurance,2026-09-30,2026-Q3,Best_Estimate_Liabilities,Revaluation,6216246.83,GBP,True,0.5
RES00001530,5000,A2,Accident & Health Reinsurance,2026-09-30,2026-Q3,Risk_Margin,Revaluation,413748.16,GBP,True,0.5
RES00001531,5000,A2,Accident & Health Reinsurance,2026-09-30,2026-Q3,Reinsurance_Recoverables,Revaluation,1931202.92,GBP,True,0.5
RES00001532,5000,A2,Accident & Health Reinsurance,2026-09-30,2026-Q3,IBNR,Revaluation,798286.7,GBP,False,0.75
RES00001533,5000,A2,Accident & Health Reinsurance,2026-12-30,2026-Q4,Best_Estimate_Liabilities,Revaluation,6700247.51,GBP,True,0.5
RES00001534,5000,A2,Accident & Health Reinsurance,2026-12-30,2026-Q4,Risk_Margin,Revaluation,423339.54,GBP,True,0.5
