Syndicate_Number,Year_of_Account,Development_Year,LOB_Code,LOB_Name,Currency,Cumulative_Paid,Case_Reserves,IBNR,Total_Incurred,As_At_Date
2791,2019,4,A1,Direct Accident & Health,GBP,7798140,1169721,779814,9747675,2023-12-31
2791,2019,5,A1,Direct Accident & Health,GBP,5881687,185737,123824,6191249,2024-12-31
2791,2019,6,A1,Direct Accident & Health,GBP,2833952,0,0,2833952,2025-12-31
2791,2019,0,A2,Accident & Health Reinsurance,GBP,531848,1276437,850958,2659244,2019-12-31
2791,2019,1,A2,Accident & Health Reinsurance,GBP,4007618,4465631,2977087,11450338,2020-12-31
2791,2019,2,A2,Accident & Health Reinsurance,GBP,2656575,1593945,1062630,5313150,2021-12-31
2791,2019,3,A2,Accident & Health Reinsurance,GBP,7822537,2527281,1684854,12034672,2022-12-31
2791,2019,4,A2,Accident & Health Reinsurance,GBP,1028725,154308,102872,1285906,2023-12-31
2791,2019,5,A2,Accident & Health Reinsurance,GBP,8743605,276113,184075,9203795,2024-12-31
2791,2019,6,A2,Accident & Health Reinsurance,GBP,4235374,0,0,4235374,2025-12-31
2791,2019,0,D1,Direct Motor (Private Car),GBP,1245294,2988707,1992471,6226474,2019-12-31
2791,2019,1,D1,Direct Motor (Private Car),GBP,286046,318737,212491,817274,2020-12-31
2791,2019,2,D1,Direct Motor (Private Car),GBP,4019246,2411548,1607698,8038493,2021-12-31
2791,2019,3,D1,Direct Motor (Private Car),GBP,5929151,1915571,1277047,9121771,2022-12-31
2791,2019,4,D1,Direct Motor (Private Car),GBP,4535773,680366,453577,5669717,2023-12-31
2791,2019,5,D1,Direct Motor (Private Car),GBP,5860730,185075,123383,6169189,2024-12-31
2791,2019,6,D1,Direct Motor (Private Car),GBP,1510903,0,0,1510903,2025-12-31
2791,2019,0,D2,Direct Motor (Commercial),GBP,2688950,6453481,4302321,13444753,2019-12-31
2791,2019,1,D2,Direct Motor (Commercial),GBP,2739310,3052374,2034916,7826601,2020-12-31
2791,2019,2,D2,Direct Motor (Commercial),GBP,5345796,3207477,2138318,10691592,2021-12-31
2791,2019,3,D2,Direct Motor (Commercial),GBP,5522303,1784128,1189419,8495851,2022-12-31
2791,2019,4,D2,Direct Motor (Commercial),GBP,5350005,802500,535000,6687507,2023-12-31
2791,2019,5,D2,Direct Motor (Commercial),GBP,5863184,185153,123435,6171773,2024-12-31
2791,2019,6,D2,Direct Motor (Commercial),GBP,12868063,0,0,12868063,2025-12-31
2791,2019,0,E1,Energy Offshore,GBP,1275413,3060991,2040660,6377065,2019-12-31
2791,2019,1,E1,Energy Offshore,GBP,872034,971695,647797,2491527,2020-12-31
2791,2019,2,E1,Energy Offshore,GBP,4761170,2856702,1904468,9522340,2021-12-31
2791,2019,3,E1,Energy Offshore,GBP,7408840,2393625,1595750,11398216,2022-12-31
2791,2019,4,E1,Energy Offshore,GBP,5339826,800973,533982,6674782,2023-12-31
2791,2019,5,E1,Energy Offshore,GBP,3032049,95748,63832,3191631,2024-12-31
2791,2019,6,E1,Energy Offshore,GBP,3196045,0,0,3196045,2025-12-31
2791,2020,0,A1,Direct Accident & Health,GBP,1219581,2926996,1951330,6097908,2020-12-31
2791,2020,1,A1,Direct Accident & Health,GBP,2629276,2929765,1953176,7512218,2021-12-31
2791,2020,2,A1,Direct Accident & Health,GBP,1621447,972868,648579,3242895,2022-12-31
2791,2020,3,A1,Direct Accident & Health,GBP,2123378,686014,457343,3266736,2023-12-31
2791,2020,4,A1,Direct Accident & Health,GBP,3770793,565619,377079,4713492,2024-12-31
2791,2020,5,A1,Direct Accident & Health,GBP,1745924,55134,36756,1837815,2025-12-31
2791,2020,0,A2,Accident & Health Reinsurance,GBP,2234680,5363232,3575488,11173401,2020-12-31
2791,2020,1,A2,Accident & Health Reinsurance,GBP,5255443,5856065,3904043,15015551,2021-12-31
2791,2020,2,A2,Accident & Health Reinsurance,GBP,5802297,3481378,2320919,11604595,2022-12-31
2791,2020,3,A2,Accident & Health Reinsurance,GBP,9166528,2961493,1974329,14102352,2023-12-31
2791,2020,4,A2,Accident & Health Reinsurance,GBP,7540084,1131012,754008,9425105,2024-12-31
2791,2020,5,A2,Accident & Health Reinsurance,GBP,5628231,177733,118489,5924454,2025-12-31
2791,2020,0,D1,Direct Motor (Private Car),GBP,419686,1007247,671498,2098432,2020-12-31
2791,2020,1,D1,Direct Motor (Private Car),GBP,3002145,3345247,2230165,8577558,2021-12-31
2791,2020,2,D1,Direct Motor (Private Car),GBP,852143,511286,340857,1704286,2022-12-31
2791,2020,3,D1,Direct Motor (Private Car),GBP,1302274,420734,280489,2003499,2023-12-31
2791,2020,4,D1,Direct Motor (Private Car),GBP,6013455,902018,601345,7516819,2024-12-31
2791,2020,5,D1,Direct Motor (Private Car),GBP,9943259,313997,209331,10466589,2025-12-31
2791,2020,0,D2,Direct Motor (Commercial),GBP,506077,1214585,809723,2530385,2020-12-31
2791,2020,1,D2,Direct Motor (Commercial),GBP,981675,1093866,729244,2804787,2021-12-31
2791,2020,2,D2,Direct Motor (Commercial),GBP,5438475,3263085,2175390,10876951,2022-12-31
2791,2020,3,D2,Direct Motor (Commercial),GBP,10595639,3423206,2282137,16300983,2023-12-31
2791,2020,4,D2,Direct Motor (Commercial),GBP,1197549,179632,119754,1496937,2024-12-31
2791,2020,5,D2,Direct Motor (Commercial),GBP,4021607,126998,84665,4233270,2025-12-31
2791,2020,0,E1,Energy Offshore,GBP,2206585,5295804,3530536,11032925,2020-12-31
2791,2020,1,E1,Energy Offshore,GBP,678513,756057,504038,1938609,2021-12-31
2791,2020,2,E1,Energy Offshore,GBP,5278519,3167111,2111407,10557039,2022-12-31
2791,2020,3,E1,Energy Offshore,GBP,1622542,524205,349470,2496218,2023-12-31
2791,2020,4,E1,Energy Offshore,GBP,2529491,379423,252949,3161864,2024-12-31
2791,2020,5,E1,Energy Offshore,GBP,12614910,398365,265577,13278853,2025-12-31
2791,2021,0,A1,Direct Accident & Health,GBP,2449848,5879635,3919757,12249241,2021-12-31
2791,2021,1,A1,Direct Accident & Health,GBP,1318760,1469476,979650,3767887,2022-12-31
2791,2021,2,A1,Direct Accident & Health,GBP,3173755,1904253,1269502,6347511,2023-12-31
2791,2021,3,A1,Direct Accident & Health,GBP,5794058,1871926,1247951,8913936,2024-12-31
2791,2021,4,A1,Direct Accident & Health,GBP,1688865,253329,168886,2111082,2025-12-31
2791,2021,0,A2,Accident & Health Reinsurance,GBP,1165089,2796215,1864143,5825449,2021-12-31
2791,2021,1,A2,Accident & Health Reinsurance,GBP,982771,1095088,730058,2807918,2022-12-31
2791,2021,2,A2,Accident & Health Reinsurance,GBP,3937422,2362453,1574968,7874844,2023-12-31
2791,2021,3,A2,Accident & Health Reinsurance,GBP,2292369,740611,493741,3526722,2024-12-31
2791,2021,4,A2,Accident & Health Reinsurance,GBP,3753904,563085,375390,4692380,2025-12-31
2791,2021,0,D1,Direct Motor (Private Car),GBP,1910154,4584371,3056247,9550773,2021-12-31
2791,2021,1,D1,Direct Motor (Private Car),GBP,2484416,2768349,1845566,7098332,2022-12-31
2791,2021,2,D1,Direct Motor (Private Car),GBP,1102532,661519,441013,2205065,2023-12-31
2791,2021,3,D1,Direct Motor (Private Car),GBP,6271444,2026158,1350772,9648375,2024-12-31
2791,2021,4,D1,Direct Motor (Private Car),GBP,7456177,1118426,745617,9320222,2025-12-31
2791,2021,0,D2,Direct Motor (Commercial),GBP,1819182,4366037,2910691,9095911,2021-12-31
2791,2021,1,D2,Direct Motor (Commercial),GBP,3477700,3875152,2583434,9936288,2022-12-31
2791,2021,2,D2,Direct Motor (Commercial),GBP,479516,287710,191806,959033,2023-12-31
2791,2021,3,D2,Direct Motor (Commercial),GBP,3804872,1229266,819511,5853650,2024-12-31
2791,2021,4,D2,Direct Motor (Commercial),GBP,8268542,1240281,826854,10335678,2025-12-31
2791,2021,0,E1,Energy Offshore,GBP,1824478,4378747,2919165,9122391,2021-12-31
2791,2021,1,E1,Energy Offshore,GBP,1006331,1121340,747560,2875231,2022-12-31
2791,2021,2,E1,Energy Offshore,GBP,4303254,2581952,1721301,8606508,2023-12-31
2791,2021,3,E1,Energy Offshore,GBP,1865131,602580,401720,2869432,2024-12-31
2791,2021,4,E1,Energy Offshore,GBP,11987591,1798138,1198759,14984489,2025-12-31
2791,2022,0,A1,Direct Accident & Health,GBP,1736444,4167466,2778310,8682221,2022-12-31
2791,2022,1,A1,Direct Accident & Health,GBP,3446380,3840252,2560168,9846802,2023-12-31
2791,2022,2,A1,Direct Accident & Health,GBP,1859087,1115452,743635,3718175,2024-12-31
2791,2022,3,A1,Direct Accident & Health,GBP,2066964,667788,445192,3179944,2025-12-31
2791,2022,0,A2,Accident & Health Reinsurance,GBP,968075,2323380,1548920,4840375,2022-12-31
2791,2022,1,A2,Accident & Health Reinsurance,GBP,530255,590856,393904,1515016,2023-12-31
2791,2022,2,A2,Accident & Health Reinsurance,GBP,3757771,2254662,1503108,7515543,2024-12-31
2791,2022,3,A2,Accident & Health Reinsurance,GBP,5154855,1665414,1110276,7930546,2025-12-31
2791,2022,0,D1,Direct Motor (Private Car),GBP,1746429,4191431,2794287,8732149,2022-12-31
2791,2022,1,D1,Direct Motor (Private Car),GBP,1812482,2019623,1346415,5178522,2023-12-31
2791,2022,2,D1,Direct Motor (Private Car),GBP,6792012,4075207,2716805,13584025,2024-12-31
2791,2022,3,D1,Direct Motor (Private Car),GBP,2914960,941756,627837,4484555,2025-12-31
2791,2022,0,D2,Direct Motor (Commercial),GBP,2003531,4808476,3205651,10017659,2022-12-31
2791,2022,1,D2,Direct Motor (Commercial),GBP,2785520,3103865,2069243,7958628,2023-12-31
2791,2022,2,D2,Direct Motor (Commercial),GBP,5907460,3544476,2362984,11814920,2024-12-31
2791,2022,3,D2,Direct Motor (Commercial),GBP,3250376,1050121,700081,5000578,2025-12-31
2791,2022,0,E1,Energy Offshore,GBP,902119,2165086,1443390,4510596,2022-12-31
2791,2022,1,E1,Energy Offshore,GBP,680192,757928,505285,1943406,2023-12-31
2791,2022,2,E1,Energy Offshore,GBP,4519916,2711949,1807966,9039833,2024-12-31
2791,2022,3,E1,Energy Offshore,GBP,2121058,685265,456843,3263167,2025-12-31
2791,2023,0,A1,Direct Accident & Health,GBP,2894853,6947648,4631765,14474266,2023-12-31
2791,2023,1,A1,Direct Accident & Health,GBP,1788068,1992419,1328279,5108767,2024-12-31
2791,2023,2,A1,Direct Accident & Health,GBP,1783354,1070012,713341,3566709,2025-12-31
2791,2023,0,A2,Accident & Health Reinsurance,GBP,1855110,4452265,2968177,9275553,2023-12-31
2791,2023,1,A2,Accident & Health Reinsurance,GBP,2670783,2976016,1984010,7630810,2024-12-31
2791,2023,2,A2,Accident & Health Reinsurance,GBP,3281617,1968970,1312647,6563235,2025-12-31
2791,2023,0,D1,Direct Motor (Private Car),GBP,2093313,5023952,3349301,10466568,2023-12-31
2791,2023,1,D1,Direct Motor (Private Car),GBP,2461411,2742716,1828477,7032605,2024-12-31
2791,2023,2,D1,Direct Motor (Private Car),GBP,5349662,3209797,2139865,10699325,2025-12-31
2791,2023,0,D2,Direct Motor (Commercial),GBP,2366676,5680023,3786682,11833381,2023-12-31
2791,2023,1,D2,Direct Motor (Commercial),GBP,2565739,2858966,1905977,7330684,2024-12-31
2791,2023,2,D2,Direct Motor (Commercial),GBP,4807873,2884723,1923149,9615746,2025-12-31
2791,2023,0,E1,Energy Offshore,GBP,1878126,4507502,3005001,9390630,2023-12-31
2791,2023,1,E1,Energy Offshore,GBP,914810,1019360,679573,2613744,2024-12-31
2791,2023,2,E1,Energy Offshore,GBP,6138089,3682853,2455235,12276178,2025-12-31
2791,2024,0,A1,Direct Accident & Health,GBP,852567,2046162,1364108,4262837,2024-12-31
2791,2024,1,A1,Direct Accident & Health,GBP,3688051,4109543,2739695,10537290,2025-12-31
2791,2024,0,A2,Accident & Health Reinsurance,GBP,191095,458629,305752,955477,2024-12-31
2791,2024,1,A2,Accident & Health Reinsurance,GBP,316608,352792,235194,904595,2025-12-31
2791,2024,0,D1,Direct Motor (Private Car),GBP,805708,1933700,1289133,4028542,2024-12-31
2791,2024,1,D1,Direct Motor (Private Car),GBP,4055297,4518760,3012506,11586564,2025-12-31
2791,2024,0,D2,Direct Motor (Commercial),GBP,1162831,2790796,1860530,5814159,2024-12-31
2791,2024,1,D2,Direct Motor (Commercial),GBP,835463,930945,620630,2387038,2025-12-31
2791,2024,0,E1,Energy Offshore,GBP,2129020,5109648,3406432,10645100,2024-12-31
2791,2024,1,E1,Energy Offshore,GBP,2716926,3027431,2018287,7762646,2025-12-31
2791,2025,0,A1,Direct Accident & Health,GBP,2447828,5874789,3916526,12239143,2025-12-31
2791,2025,0,A2,Accident & Health Reinsurance,GBP,218070,523368,348912,1090350,2025-12-31
2791,2025,0,D1,Direct Motor (Private Car),GBP,1344769,3227445,2151630,6723845,2025-12-31
2791,2025,0,D2,Direct Motor (Commercial),GBP,1339563,3214951,2143301,6697815,2025-12-31
2791,2025,0,E1,Energy Offshore,GBP,1402548,3366115,2244077,7012740,2025-12-31
623,2018,0,A1,Direct Accident & Health,GBP,1572434,3773842,2515894,7862171,2018-12-31
623,2018,1,A1,Direct Accident & Health,GBP,893778,995924,663949,2553652,2019-12-31
623,2018,2,A1,Direct Accident & Health,GBP,3124784,1874870,1249913,6249569,2020-12-31
623,2018,3,A1,Direct Accident & Health,GBP,8094083,2615011,1743341,12452436,2021-12-31
623,2018,4,A1,Direct Accident & Health,GBP,9689640,1453446,968964,12112050,2022-12-31
623,2018,5,A1,Direct Accident & Health,GBP,10708163,338152,225435,11271750,2023-12-31
623,2018,6,A1,Direct Accident & Health,GBP,1733043,0,0,1733043,2024-12-31
623,2018,7,A1,Direct Accident & Health,GBP,7459021,0,0,7459021,2025-12-31
623,2018,0,A2,Accident & Health Reinsurance,GBP,183186,439647,293098,915932,2018-12-31
623,2018,1,A2,Accident & Health Reinsurance,GBP,672242,749069,499379,1920692,2019-12-31
623,2018,2,A2,Accident & Health Reinsurance,GBP,1698651,1019190,679460,3397303,2020-12-31
623,2018,3,A2,Accident & Health Reinsurance,GBP,3977760,1285122,856748,6119632,2021-12-31
623,2018,4,A2,Accident & Health Reinsurance,GBP,6855805,1028370,685580,8569756,2022-12-31
623,2018,5,A2,Accident & Health Reinsurance,GBP,5108451,161319,107546,5377317,2023-12-31
623,2018,6,A2,Accident & Health Reinsurance,GBP,13974348,0,0,13974348,2024-12-31
623,2018,7,A2,Accident & Health Reinsurance,GBP,11985745,0,0,11985745,2025-12-31
623,2018,0,D1,Direct Motor (Private Car),GBP,525131,1260314,840209,2625655,2018-12-31
623,2018,1,D1,Direct Motor (Private Car),GBP,2660948,2965057,1976704,7602710,2019-12-31
623,2018,2,D1,Direct Motor (Private Car),GBP,1814985,1088991,725994,3629971,2020-12-31
623,2018,3,D1,Direct Motor (Private Car),GBP,4021992,1299413,866275,6187681,2021-12-31
623,2018,4,D1,Direct Motor (Private Car),GBP,7633847,1145077,763384,9542309,2022-12-31
623,2018,5,D1,Direct Motor (Private Car),GBP,10588681,334379,222919,11145980,2023-12-31
623,2018,6,D1,Direct Motor (Private Car),GBP,12289191,0,0,12289191,2024-12-31
623,2018,7,D1,Direct Motor (Private Car),GBP,1674525,0,0,1674525,2025-12-31
623,2018,0,D2,Direct Motor (Commercial),GBP,836773,2008256,1338837,4183868,2018-12-31
623,2018,1,D2,Direct Motor (Commercial),GBP,725775,808721,539147,2073644,2019-12-31
623,2018,2,D2,Direct Motor (Commercial),GBP,3394183,2036509,1357673,6788366,2020-12-31
623,2018,3,D2,Direct Motor (Commercial),GBP,5420994,1751398,1167598,8339991,2021-12-31
623,2018,4,D2,Direct Motor (Commercial),GBP,8622615,1293392,862261,10778269,2022-12-31
623,2018,5,D2,Direct Motor (Commercial),GBP,7774012,245495,163663,8183171,2023-12-31
623,2018,6,D2,Direct Motor (Commercial),GBP,4713515,0,0,4713515,2024-12-31
623,2018,7,D2,Direct Motor (Commercial),GBP,10562302,0,0,10562302,2025-12-31
623,2018,0,E1,Energy Offshore,GBP,2051285,4923085,3282057,10256428,2018-12-31
623,2018,1,E1,Energy Offshore,GBP,978042,1089818,726545,2794406,2019-12-31
623,2018,2,E1,Energy Offshore,GBP,1135079,681047,454031,2270159,2020-12-31
623,2018,3,E1,Energy Offshore,GBP,3064200,989972,659981,4714154,2021-12-31
623,2018,4,E1,Energy Offshore,GBP,4626793,694019,462679,5783492,2022-12-31
623,2018,5,E1,Energy Offshore,GBP,8145940,257240,171493,8574673,2023-12-31
623,2018,6,E1,Energy Offshore,GBP,7090670,0,0,7090670,2024-12-31
623,2018,7,E1,Energy Offshore,GBP,7903875,0,0,7903875,2025-12-31
623,2019,0,A1,Direct Accident & Health,GBP,1877588,4506211,3004141,9387940,2019-12-31
623,2019,1,A1,Direct Accident & Health,GBP,627706,699444,466296,1793447,2020-12-31
623,2019,2,A1,Direct Accident & Health,GBP,4464433,2678660,1785773,8928867,2021-12-31
623,2019,3,A1,Direct Accident & Health,GBP,5674479,1833293,1222195,8729967,2022-12-31
623,2019,4,A1,Direct Accident & Health,GBP,1123091,168463,112309,1403864,2023-12-31
623,2019,5,A1,Direct Accident & Health,GBP,8274203,261290,174193,8709687,2024-12-31
623,2019,6,A1,Direct Accident & Health,GBP,5292763,0,0,5292763,2025-12-31
623,2019,0,A2,Accident & Health Reinsurance,GBP,914343,2194423,1462948,4571715,2019-12-31
623,2019,1,A2,Accident & Health Reinsurance,GBP,2549666,2841057,1894038,7284762,2020-12-31
623,2019,2,A2,Accident & Health Reinsurance,GBP,886273,531764,354509,1772547,2021-12-31
623,2019,3,A2,Accident & Health Reinsurance,GBP,5139451,1660438,1106958,7906848,2022-12-31
623,2019,4,A2,Accident & Health Reinsurance,GBP,1155244,173286,115524,1444055,2023-12-31
623,2019,5,A2,Accident & Health Reinsurance,GBP,12685206,400585,267056,13352848,2024-12-31
623,2019,6,A2,Accident & Health Reinsurance,GBP,8461413,0,0,8461413,2025-12-31
623,2019,0,D1,Direct Motor (Private Car),GBP,486550,1167720,778480,2432751,2019-12-31
623,2019,1,D1,Direct Motor (Private Car),GBP,3919653,4367613,2911742,11199008,2020-12-31
623,2019,2,D1,Direct Motor (Private Car),GBP,4098888,2459333,1639555,8197777,2021-12-31
623,2019,3,D1,Direct Motor (Private Car),GBP,5083767,1642448,1094965,7821181,2022-12-31
623,2019,4,D1,Direct Motor (Private Car),GBP,1113134,166970,111313,1391417,2023-12-31
623,2019,5,D1,Direct Motor (Private Car),GBP,11077280,349808,233205,11660295,2024-12-31
623,2019,6,D1,Direct Motor (Private Car),GBP,9865836,0,0,9865836,2025-12-31
623,2019,0,D2,Direct Motor (Commercial),GBP,1424290,3418296,2278864,7121450,2019-12-31
623,2019,1,D2,Direct Motor (Commercial),GBP,2435264,2713580,1809053,6957897,2020-12-31
623,2019,2,D2,Direct Motor (Commercial),GBP,3849824,2309894,1539929,7699649,2021-12-31
623,2019,3,D2,Direct Motor (Commercial),GBP,6023339,1946002,1297334,9266676,2022-12-31
623,2019,4,D2,Direct Motor (Commercial),GBP,3515334,527300,351533,4394167,2023-12-31
623,2019,5,D2,Direct Motor (Commercial),GBP,7972610,251766,167844,8392221,2024-12-31
623,2019,6,D2,Direct Motor (Commercial),GBP,13527685,0,0,13527685,2025-12-31
623,2019,0,E1,Energy Offshore,GBP,1681480,4035554,2690369,8407404,2019-12-31
623,2019,1,E1,Energy Offshore,GBP,745472,830669,553779,2129921,2020-12-31
623,2019,2,E1,Energy Offshore,GBP,4332266,2599359,1732906,8664532,2021-12-31
623,2019,3,E1,Energy Offshore,GBP,3001529,969724,646483,4617737,2022-12-31
623,2019,4,E1,Energy Offshore,GBP,4200578,630086,420057,5250722,2023-12-31
623,2019,5,E1,Energy Offshore,GBP,9265220,292585,195057,9752863,2024-12-31
623,2019,6,E1,Energy Offshore,GBP,5938135,0,0,5938135,2025-12-31
623,2020,0,A1,Direct Accident & Health,GBP,1370418,3289004,2192669,6852092,2020-12-31
623,2020,1,A1,Direct Accident & Health,GBP,391492,436234,290823,1118550,2021-12-31
623,2020,2,A1,Direct Accident & Health,GBP,4260833,2556500,1704333,8521666,2022-12-31
623,2020,3,A1,Direct Accident & Health,GBP,6365017,2056390,1370926,9792334,2023-12-31
623,2020,4,A1,Direct Accident & Health,GBP,1483352,222502,148335,1854190,2024-12-31
623,2020,5,A1,Direct Accident & Health,GBP,11593515,366111,244074,12203700,2025-12-31
623,2020,0,A2,Accident & Health Reinsurance,GBP,2253045,5407309,3604873,11265228,2020-12-31
623,2020,1,A2,Accident & Health Reinsurance,GBP,4020131,4479575,2986383,11486091,2021-12-31
623,2020,2,A2,Accident & Health Reinsurance,GBP,868892,521335,347557,1737785,2022-12-31
623,2020,3,A2,Accident & Health Reinsurance,GBP,5347608,1727689,1151792,8227090,2023-12-31
623,2020,4,A2,Accident & Health Reinsurance,GBP,8195279,1229291,819527,10244099,2024-12-31
623,2020,5,A2,Accident & Health Reinsurance,GBP,10252354,323758,215839,10791952,2025-12-31
623,2020,0,D1,Direct Motor (Private Car),GBP,2752891,6606938,4404625,13764455,2020-12-31
623,2020,1,D1,Direct Motor (Private Car),GBP,1882927,2098118,1398745,5379791,2021-12-31
623,2020,2,D1,Direct Motor (Private Car),GBP,1660304,996182,664121,3320609,2022-12-31
623,2020,3,D1,Direct Motor (Private Car),GBP,1454439,469895,313263,2237599,2023-12-31
623,2020,4,D1,Direct Motor (Private Car),GBP,7518666,1127799,751866,9398332,2024-12-31
623,2020,5,D1,Direct Motor (Private Car),GBP,3191021,100769,67179,3358970,2025-12-31
623,2020,0,D2,Direct Motor (Commercial),GBP,1008007,2419216,1612811,5040035,2020-12-31
623,2020,1,D2,Direct Motor (Commercial),GBP,5206530,5801562,3867708,14875800,2021-12-31
623,2020,2,D2,Direct Motor (Commercial),GBP,1003118,601871,401247,2006237,2022-12-31
623,2020,3,D2,Direct Motor (Commercial),GBP,7089093,2290322,1526881,10906296,2023-12-31
623,2020,4,D2,Direct Motor (Commercial),GBP,6212462,931869,621246,7765578,2024-12-31
623,2020,5,D2,Direct Motor (Commercial),GBP,2557366,80758,53839,2691964,2025-12-31
623,2020,0,E1,Energy Offshore,GBP,914506,2194816,1463211,4572534,2020-12-31
623,2020,1,E1,Energy Offshore,GBP,1120366,1248407,832271,3201045,2021-12-31
623,2020,2,E1,Energy Offshore,GBP,4851391,2910834,1940556,9702782,2022-12-31
623,2020,3,E1,Energy Offshore,GBP,6037492,1950574,1300382,9288449,2023-12-31
623,2020,4,E1,Energy Offshore,GBP,753476,113021,75347,941845,2024-12-31
623,2020,5,E1,Energy Offshore,GBP,6668557,210586,140390,7019534,2025-12-31
623,2021,0,A1,Direct Accident & Health,GBP,2088708,5012900,3341933,10443542,2021-12-31
623,2021,1,A1,Direct Accident & Health,GBP,458137,510496,340330,1308964,2022-12-31
623,2021,2,A1,Direct Accident & Health,GBP,5462483,3277490,2184993,10924967,2023-12-31
623,2021,3,A1,Direct Accident & Health,GBP,4655828,1504190,1002793,7162812,2024-12-31
623,2021,4,A1,Direct Accident & Health,GBP,6657538,998630,665753,8321923,2025-12-31
623,2021,0,A2,Accident & Health Reinsurance,GBP,500349,1200838,800559,2501747,2021-12-31
623,2021,1,A2,Accident & Health Reinsurance,GBP,1380923,1538743,1025829,3945496,2022-12-31
623,2021,2,A2,Accident & Health Reinsurance,GBP,5483184,3289910,2193273,10966369,2023-12-31
623,2021,3,A2,Accident & Health Reinsurance,GBP,5589611,1805874,1203916,8599402,2024-12-31
623,2021,4,A2,Accident & Health Reinsurance,GBP,7302972,1095445,730297,9128715,2025-12-31
623,2021,0,D1,Direct Motor (Private Car),GBP,1742364,4181675,2787783,8711823,2021-12-31
623,2021,1,D1,Direct Motor (Private Car),GBP,3701740,4124796,2749864,10576401,2022-12-31
623,2021,2,D1,Direct Motor (Private Car),GBP,2031910,1219146,812764,4063821,2023-12-31
623,2021,3,D1,Direct Motor (Private Car),GBP,8016256,2589867,1726578,12332702,2024-12-31
623,2021,4,D1,Direct Motor (Private Car),GBP,5120456,768068,512045,6400571,2025-12-31
623,2021,0,D2,Direct Motor (Commercial),GBP,569370,1366490,910993,2846854,2021-12-31
623,2021,1,D2,Direct Motor (Commercial),GBP,1651500,1840243,1226828,4718572,2022-12-31
623,2021,2,D2,Direct Motor (Commercial),GBP,763657,458194,305462,1527314,2023-12-31
623,2021,3,D2,Direct Motor (Commercial),GBP,7183629,2320864,1547243,11051737,2024-12-31
623,2021,4,D2,Direct Motor (Commercial),GBP,6605000,990750,660500,8256250,2025-12-31
623,2021,0,E1,Energy Offshore,GBP,986085,2366604,1577736,4930426,2021-12-31
623,2021,1,E1,Energy Offshore,GBP,2115589,2357370,1571580,6044540,2022-12-31
623,2021,2,E1,Energy Offshore,GBP,2060457,1236274,824183,4120915,2023-12-31
623,2021,3,E1,Energy Offshore,GBP,7561977,2443100,1628733,11633811,2024-12-31
623,2021,4,E1,Energy Offshore,GBP,5893954,884093,589395,7367442,2025-12-31
623,2022,0,A1,Direct Accident & Health,GBP,666042,1598502,1065668,3330214,2022-12-31
623,2022,1,A1,Direct Accident & Health,GBP,3978338,4433006,2955337,11366682,2023-12-31
623,2022,2,A1,Direct Accident & Health,GBP,2433035,1459821,973214,4866070,2024-12-31
623,2022,3,A1,Direct Accident & Health,GBP,3918504,1265978,843985,6028468,2025-12-31
623,2022,0,A2,Accident & Health Reinsurance,GBP,1353033,3247279,2164852,6765165,2022-12-31
623,2022,1,A2,Accident & Health Reinsurance,GBP,3316159,3695148,2463432,9474740,2023-12-31
623,2022,2,A2,Accident & Health Reinsurance,GBP,502662,301597,201065,1005325,2024-12-31
623,2022,3,A2,Accident & Health Reinsurance,GBP,5060263,1634854,1089902,7785020,2025-12-31
623,2022,0,D1,Direct Motor (Private Car),GBP,1463368,3512083,2341389,7316841,2022-12-31
623,2022,1,D1,Direct Motor (Private Car),GBP,3033065,3379701,2253134,8665901,2023-12-31
623,2022,2,D1,Direct Motor (Private Car),GBP,3397046,2038227,1358818,6794092,2024-12-31
623,2022,3,D1,Direct Motor (Private Car),GBP,6811236,2200553,1467035,10478825,2025-12-31
623,2022,0,D2,Direct Motor (Commercial),GBP,2212352,5309645,3539763,11061761,2022-12-31
623,2022,1,D2,Direct Motor (Commercial),GBP,3185064,3549071,2366047,9100183,2023-12-31
623,2022,2,D2,Direct Motor (Commercial),GBP,5464403,3278641,2185761,10928806,2024-12-31
623,2022,3,D2,Direct Motor (Commercial),GBP,1625406,525131,350087,2500625,2025-12-31
623,2022,0,E1,Energy Offshore,GBP,515709,1237702,825134,2578546,2022-12-31
623,2022,1,E1,Energy Offshore,GBP,2916169,3249445,2166297,8331911,2023-12-31
623,2022,2,E1,Energy Offshore,GBP,4988568,2993140,1995427,9977136,2024-12-31
623,2022,3,E1,Energy Offshore,GBP,3449071,1114315,742877,5306264,2025-12-31
623,2023,0,A1,Direct Accident & Health,GBP,1880971,4514330,3009553,9404855,2023-12-31
623,2023,1,A1,Direct Accident & Health,GBP,410649,457581,305054,1173284,2024-12-31
623,2023,2,A1,Direct Accident & Health,GBP,4697028,2818217,1878811,9394056,2025-12-31
623,2023,0,A2,Accident & Health Reinsurance,GBP,2331966,5596720,3731146,11659834,2023-12-31
623,2023,1,A2,Accident & Health Reinsurance,GBP,3239926,3610203,2406802,9256933,2024-12-31
623,2023,2,A2,Accident & Health Reinsurance,GBP,3009688,1805813,1203875,6019377,2025-12-31
623,2023,0,D1,Direct Motor (Private Car),GBP,1518065,3643356,2428904,7590326,2023-12-31
623,2023,1,D1,Direct Motor (Private Car),GBP,4928487,5491743,3661162,14081392,2024-12-31
