LEI,Undertaking_Name,Reporting_Date,Country,Line_Of_Business,Gross_Written_Premium,Gross_Earned_Premium,Reinsurance_Premium_Ceded,Net_Written_Premium,Net_Earned_Premium,Gross_Claims_Incurred,Reinsurance_Recoveries,Net_Claims_Incurred,Gross_Claims_Paid,Reinsurance_Recoveries_Paid,Net_Claims_Paid,Acquisition_Costs,Administrative_Expenses,Other_Expenses,Total_Expenses,Combined_Ratio,Loss_Ratio,Expense_Ratio
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,US,Income protection insurance,14842202.58,13893132.226438927,4645430.495297778,11956953.331221338,11163863.465387456,10513565.37430099,1971761.1630384573,7019665.676940817,8829184.602329336,1632252.9143303793,6393157.766056478,2272562.501542273,1027358.8674592286,326833.9721082415,4299715.646908486,99.81,70.84,28.97
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,US,Workers' compensation insurance,44563359.77,38104672.23822758,12627896.007588001,31845220.615377575,34740875.01655607,26077980.771382235,8543762.926454654,18647271.999548193,22953634.72268423,6504465.175353126,18420283.84004662,10449534.548438106,3528550.6116301804,2433254.984231214,14866362.46263132,91.88,58.52,33.36
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,US,Motor vehicle liability insurance,8026516.13,7163369.487047061,2405039.467153313,6512177.49642541,6193297.202930978,4279909.187823908,1495938.0813905087,2988657.5773011507,3030476.00639936,691970.2721554341,2279137.957401754,1221977.5956088828,815360.8589357092,537971.5854372025,3209273.1818934563,93.31,53.32,39.98
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,US,Other motor insurance,30478131.11,26825703.911016222,4659383.586287281,24469997.766736384,22088983.369888224,18575576.552216366,5618378.63430706,12218783.98089528,16112899.532577688,3583766.108453346,11904136.642689541,6475426.551658254,3498075.504612767,1682886.2902088647,10611000.992628118,95.76,60.95,34.82
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,US,"Marine, aviation and transport insurance",31142767.09,28262004.91240688,9077475.065938039,22667141.39334564,20111223.298147928,26369755.132295836,7103230.838600654,22035527.76508139,23359064.917916413,3989369.2825417765,16663558.959422017,5330507.813204405,3954823.5360098192,2456138.931353552,11320692.473948982,121.02,84.67,36.35
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,DE,Medical expense insurance,34227901.84,31733049.53259338,5499383.276859322,25361262.051444925,25156044.966712546,26750642.835674763,7637477.667927364,19384171.823054384,23763623.18423353,3346600.512878172,16721555.6266295,7498936.169221043,3724418.124063145,2016651.0693129818,12228432.178927999,113.88,78.15,35.73
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,DE,Income protection insurance,17387969.61,16134458.27624336,3231922.8127560336,13754367.853300463,12015685.117917597,9644625.079221876,2734753.8716216423,7884224.609107415,7078630.967237295,992159.2690252902,6700850.625620797,3668335.4714848935,1831398.2717643804,1222188.1862143695,6005649.063995447,90.01,55.47,34.54
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,DE,Workers' compensation insurance,41126492.07,37569232.78866624,9474615.958368123,27996374.536452442,29385760.606469426,34394992.21590004,7064817.555964777,28694417.882538132,28088263.18582908,6498109.230667388,20249403.84497395,6382787.777683563,2782257.6510912944,1867147.208338127,13587792.483066969,116.67,83.63,33.04
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,DE,Motor vehicle liability insurance,8805442.01,8495304.886661302,2481453.529675208,6095535.235040197,6803078.91666886,6272965.491583809,2052631.5321453123,4324147.799970707,5316245.521835303,896895.6356209811,4395216.491177899,2198928.351277536,688148.265998568,650211.0257785296,3364964.009530311,109.45,71.24,38.21
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,DE,Other motor insurance,33018374.01,31702936.21951152,5364786.240096703,23676016.92114054,20253579.82766495,27758015.986046113,9578420.456105385,22578225.346576814,24163616.179793887,6681209.681879233,14469583.975068372,6225936.654196082,2224028.906825395,1077970.2081424054,10557672.227684585,116.04,84.07,31.98
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,DE,"Marine, aviation and transport insurance",15321459.97,13224368.137289112,2811460.598877415,10410244.310804512,12174667.423389813,10176322.559496338,3071809.4774066494,8584260.229919394,8018413.9982823,1442547.374919099,7119083.547711246,2798087.6300323093,1089245.6442820262,520169.0745438451,4447579.667214614,95.45,66.42,29.03
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,FR,Medical expense insurance,10835554.02,10159624.001698924,1760918.0485243287,7499301.976265741,8254576.283567502,6390398.783123603,1146337.7538053219,4591687.034506489,5578382.212598367,787545.0562832756,3327379.734975296,2150356.865043195,806361.0791220274,583001.586521079,3286401.4543442437,89.31,58.98,30.33
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,FR,Income protection insurance,41171220.07,37701150.67427212,7362062.891773575,31899448.839712087,26955954.014758516,22561909.74080153,5585581.233811316,15036485.482422,17867155.6219941,3293351.1398054226,15919577.53522452,6410271.381351709,3647282.4138216116,1955875.2643951366,13879018.4881948,88.51,54.8,33.71
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,FR,Workers' compensation insurance,37625273.43,35782252.35486035,12131915.541709686,26818358.006932005,26623814.338173036,26375341.179077297,8387928.616088179,22363393.998245694,23155013.888185516,4107170.486194107,14474566.45913219,7485143.81795244,4099711.9462938616,1864488.2268152302,13171925.350920063,105.11,70.1,35.01
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,FR,Motor vehicle liability insurance,26743138.85,25720837.1107272,6187318.282839711,19138636.956564512,18474106.356342547,21217488.813749596,6418065.285414724,14326057.052280052,15685746.672738716,5149839.3731859485,11539617.317092465,5529751.876736829,2334064.9600313376,1320508.475377975,8135545.429176274,109.76,79.34,30.42
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,FR,Other motor insurance,34013536.19,30557166.464717757,9603159.084727108,23069500.94418053,24291633.64954465,19742794.974371273,3692970.174388063,13933055.30656352,14683545.031394728,2515738.81766502,13946857.993374452,6073822.897739056,3839301.7857855693,2659708.582088176,11323083.754380783,91.33,58.04,33.29
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,FR,"Marine, aviation and transport insurance",30706721.15,29285159.458688956,6862281.1043392485,20493771.439034484,21843440.49007989,16890244.03424169,5388396.089175086,13667336.804686317,12414745.338538058,3393498.180678531,9376214.722125545,5276051.964132254,3113054.602093807,1074125.3176964065,9401852.557501871,85.62,55.01,30.62
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,JP,Medical expense insurance,16846130.59,16054991.246176105,4640532.62118464,13477799.89080397,10619964.358571082,8426917.782131903,2036488.7171599157,6069435.938521519,6056891.862824694,1457179.0227572985,6153208.224112518,2594403.7035848354,1562640.1683098301,546698.3146455283,6411643.284932146,88.08,50.02,38.06
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,JP,Income protection insurance,15716599.41,14311832.838678129,4748222.450194612,10701408.032962684,10961590.52135246,12855425.38473185,3033842.375044023,9890734.668809962,11568745.663686285,2769281.4652586146,7706395.906937029,3658121.8928113985,1135390.0805406244,343059.1214561897,5032617.925742686,113.82,81.8,32.02
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,JP,Workers' compensation insurance,14200176.76,13205692.774368549,4716178.942622272,10678118.305482246,9943746.60783366,8791954.8737892,1407140.0860857812,5776158.827068468,7123523.114334064,1457062.4765297663,6240486.477803445,2358194.3644631593,944890.2155213488,666589.3278020243,4637594.740927066,94.57,61.91,32.66
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,JP,Motor vehicle liability insurance,15686535.05,13561120.768171322,4261465.289194077,11077987.13385733,9956231.404986124,8115664.687227211,1833736.9079794935,6576035.083661693,6317385.280293657,1725515.67827434,4312433.5205295505,3565190.8535214528,1325289.174596678,951287.7654778605,5626599.226070793,87.61,51.74,35.87
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,JP,Other motor insurance,30460169.97,26153146.851239245,4685721.364649809,24836360.942175932,21472809.324496713,25135752.089548454,7667631.272596335,17516731.61127311,19329814.35815461,2627077.7292807195,18609834.221398864,6603362.491061487,3190627.311224826,1094427.3412028346,9384728.952110467,113.33,82.52,30.81
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,JP,"Marine, aviation and transport insurance",32515862.51,31223493.55979984,11036933.756986985,26889676.10115463,24315797.541065224,23979635.34371497,4927645.669670258,16937372.9727414,21405950.57838056,2434956.3037062692,16282471.983413357,7173799.688486202,2839492.6802820032,2581971.8367577167,9677775.986550119,103.51,73.75,29.76
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CH,Medical expense insurance,19034574.61,17275090.060237397,3848975.721389551,13679717.457036445,14597888.567804402,11782214.237335669,3971747.926418489,8096108.623332904,9125345.973511755,2819420.0582607198,6073167.250047925,3030990.527835503,1118509.3536846298,1060468.878201053,4984030.345758259,88.08,61.9,26.18
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CH,Income protection insurance,11771252.2,10773018.641234482,2346383.9847896686,8760072.311516982,8621061.780877683,9874041.032221993,2964536.929383551,7906871.547256336,8053052.834334966,2326856.932149259,6954800.17220119,2656828.2585652047,777438.6874632591,240282.77767457382,3731571.454264573,115.58,83.88,31.7
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CH,Workers' compensation insurance,14560127.47,13137789.5854161,4759958.690682763,12071984.700739164,11383618.029438224,10661409.572356334,2268487.9817554713,8403442.033425787,8042185.220451067,1370966.3820744106,5822815.348210896,2682132.177323236,1200297.2907202393,1017126.1004991578,4538095.0455210665,104.39,73.22,31.17
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CH,Motor vehicle liability insurance,10395099.21,9224952.98104267,2583846.5762699386,7380400.00101698,7476325.738398595,7871419.088482137,1863706.3304292685,5375243.371482087,5693528.209627825,1432632.5329662126,5711527.338216893,1916812.3090809227,1062339.3561875268,618712.9920235141,3427453.78629598,108.69,75.72,32.97
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CH,Other motor insurance,46919971.14,43889596.23098174,15468449.087937897,34247063.20954137,31218622.31751034,36942127.54335724,5621196.01761025,30119293.943958204,31777475.519163813,4273028.573856081,23798648.50871143,9214996.459747855,3423427.756780377,3698893.3976694066,15717758.144342484,112.23,78.73,33.5
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CH,"Marine, aviation and transport insurance",14661314.94,13870376.115775429,2294329.9570473414,11461388.062582003,10357608.730665537,7675666.991164138,1309875.6126675166,5254030.70974966,6244883.206962633,1108778.0518600328,5638383.262006827,3399578.0768513544,1728471.0949401814,521653.2558351623,4973515.45081668,86.28,52.35,33.92
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,AU,Medical expense insurance,48637563.48,41660283.13884079,7808909.237736997,38345964.53999598,33637048.19522352,31659739.39084953,6183284.037966345,24466458.58244758,23762901.998926494,5909124.560048498,18672983.524521165,11301191.89209277,4747942.287225346,2365780.8870528936,14694760.99013488,95.31,65.09,30.21
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,AU,Income protection insurance,20786859.92,18555667.653879162,3987166.5712414277,13863539.887883816,14412332.857890368,13031197.85629416,3211231.4332230934,10661888.163459495,9698439.544777364,2047835.6859335816,9149222.71106892,4830083.850344352,1986533.7377931608,988362.0038780232,7708956.227086175,99.78,62.69,37.09
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,AU,Workers' compensation insurance,18647865.09,18114301.651339576,5347709.630180493,14103649.46628061,11310523.405895077,15410487.691624638,3777407.005795017,11273536.430241589,11284233.487657439,3058387.586474126,11446721.121989587,3845541.873883876,1534170.7474939837,449544.5900880315,4993834.213097783,109.42,82.64,26.78
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,AU,Motor vehicle liability insurance,23795014.81,23128818.17947145,6718654.410518171,15832265.56091896,15964866.406045308,12866570.56221542,3347015.4298530566,9400851.07454423,11151827.290460205,2858960.351285343,8401327.029185295,4457895.955034489,1938806.9342658194,627057.1543928038,8135976.599814638,88.26,54.07,34.19
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,AU,Other motor insurance,20970395.76,19619079.754550785,3439598.4508549008,15288506.098483613,13344632.413270514,13517734.801050453,2451610.7329391385,11023177.832780197,9575734.1174751,2201733.922543023,7327300.503329969,4989549.626650376,2089365.9599267885,710536.5261613894,7368440.070466991,99.6,64.46,35.14
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,AU,"Marine, aviation and transport insurance",27609227.92,24259068.44878446,9034743.093053719,23105081.194928788,21625869.488911267,20873134.72889505,5783588.105224826,16196803.848793082,16294448.284340339,4443048.827948848,13209010.270871285,6011738.399022717,2872664.499808362,1763947.7143064665,10870241.752376987,114.97,75.6,39.37
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CA,Medical expense insurance,42101218.29,38743164.035910375,13427475.507645765,30997457.346002508,28452344.217171744,23208409.826681964,7728682.373314994,16251314.246769443,20164452.003872767,4005843.154369719,14587039.34353075,7613871.788952993,4513937.323210044,1663531.6196866084,15785407.938842729,92.62,55.13,37.49
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CA,Income protection insurance,6767123.64,6612739.30901395,2322134.7007670505,4933443.316999213,5046069.309417763,4027788.687295488,882735.0813293832,3158666.931988529,3468272.484264544,974778.9825292137,2416886.9629437663,1545135.9757626187,407393.40633579803,537444.5414674595,1698256.0763155988,84.62,59.52,25.1
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CA,Workers' compensation insurance,6159631.94,5786641.109638757,1072253.4260977078,5159960.367184476,3918983.626526165,4380946.3296320345,1202791.796682693,3042721.5045670485,3335842.157652832,797195.4643651886,2647398.658767798,1022637.8639380584,484958.9105132022,277729.71836272685,2149255.1013800856,106.02,71.12,34.89
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CA,Motor vehicle liability insurance,39077734.02,35213083.209437765,6645133.998169507,25530206.421978537,28618333.747285068,31820515.280108392,8607127.626734374,21720805.37248972,23762369.66170053,3295210.468576206,22552370.21927484,9670530.089418057,2261036.5226064464,1324286.2905445779,10262561.266424485,107.69,81.43,26.26
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CA,Other motor insurance,44078428.58,37756740.966699205,6959030.312612834,33710740.213004686,29910696.947355863,36332188.21255853,5658029.310183388,27854089.476748012,25514660.92611731,7924260.747771375,20949437.853520386,6789215.238041585,3976183.934482665,1933326.815137991,13794084.488489347,113.72,82.43,31.29
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CA,"Marine, aviation and transport insurance",48821018.6,46000484.45076156,9974056.011177791,40562877.79974679,32951472.81839386,33709425.85846593,8763564.588531032,22252084.866761927,26469458.556419842,7579717.13997048,23644202.597322274,8418298.84341132,3326430.9165075785,3370521.0429664743,14220873.226528484,98.18,69.05,29.13
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,GB,Medical expense insurance,46867928.91,41893791.3838932,15191662.26312739,31247081.744187385,30099764.479373366,24998243.56265533,7511813.889633008,16505309.54174566,19961274.375922926,4157609.2563185757,14588982.311327625,8879468.058922142,4159101.2005141606,1391135.811080474,14880979.675193945,85.09,53.34,31.75
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,GB,Income protection insurance,30739814.52,26743853.430241197,5528552.381412251,21629605.502699383,20663762.73511665,24035501.403882597,5568812.150655842,18890448.59440628,17097319.50409674,2528556.5150535633,14372692.423399985,6754040.436639991,2562689.1306076786,1797980.0164539597,11190034.528065035,114.59,78.19,36.4
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,GB,Workers' compensation insurance,16692266.21,14833537.908609774,3271663.3250583303,12223092.115491986,10818363.176348066,13522907.929654386,3846953.1506923316,11024049.488892443,11286468.133655522,3024433.0729537937,8103576.079408716,2764768.3803213076,1993320.3536883234,694873.5083044498,6415730.801197764,119.45,81.01,38.44
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,GB,Motor vehicle liability insurance,35207187.14,34469090.762314335,6380961.215252561,29844576.222515415,28005767.7788067,20938607.73978076,6465080.339860507,16371574.778385349,17076720.45274398,4814104.852200737,11984419.021785444,6927652.067981717,2703772.952135789,1572755.3448473695,9230776.828092858,85.69,59.47,26.22
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,GB,Other motor insurance,24236890.43,23281343.478446674,4612417.8077549245,20283529.01438782,17882402.650112323,14920220.86893495,4694716.764072984,11357841.160664855,12770266.879508594,1528279.1128638985,10512714.607598344,3732817.677463724,2704748.471890942,1927263.3535278868,8110506.315215442,95.02,61.56,33.46
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,GB,"Marine, aviation and transport insurance",18233035.8,16097827.413204458,5891321.35390242,12226499.802914415,11399130.600956174,10458678.918157117,3616928.18312588,8207634.23271627,9092539.55474832,1554676.4150325137,6998121.041475315,3818438.621117507,1932076.0922473604,1111339.0421647998,6651493.591984813,93.84,57.36,36.48
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,US,Medical expense insurance,30891162.79,29343996.602877293,6031638.11252346,24356781.7294547,19976282.11574211,20084563.819017112,5524581.314133977,16055914.709151862,14937749.28528174,2189046.6396524347,10699919.534454064,6505669.515121555,2947187.0088914232,701223.5035889614,9001326.627934733,94.16,65.02,29.14
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,US,Income protection insurance,38036806.66,36924296.305530146,8230948.187453324,28263910.52660268,22926171.06897879,23562338.300909292,3918882.074271429,16534124.40600868,16624889.594769415,4587735.684170298,14292904.733932562,7790490.308777227,2768529.030134529,1436114.6964909195,12239455.328193076,94.12,61.95,32.18
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,US,Workers' compensation insurance,34872101.37,33677730.56286605,9254227.151614366,26599877.949785717,24412413.580600023,29217797.735911738,4788178.133590143,19516769.263376165,23963923.50282386,4416088.560070607,21309037.077675242,6648681.848988228,1989386.8876014377,2192866.884175869,8981746.168470686,109.54,83.79,25.76
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,US,Motor vehicle liability insurance,18200903.96,17600899.047461074,5613854.764908591,14292664.141726898,13394530.032160634,12447864.089305703,4222127.894923112,8827587.290044386,8716273.50199572,1752574.4180089391,6902002.614609107,3934734.3661066326,1904710.4937310326,1012110.097034649,6455404.116367833,103.86,68.39,35.47
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,US,Other motor insurance,5730954.94,5366794.466724638,1497588.4198643703,4117955.8090343676,3592823.0685534095,4327285.436961135,730808.3197081948,3532378.968713282,3823933.4677108796,854501.2964772998,2275539.953210751,1090043.2274640116,529238.7732137054,382766.19965196,1710859.467351095,105.36,75.51,29.85
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,US,"Marine, aviation and transport insurance",10319838.0,9250264.219787627,2073216.9232649447,6734514.65976756,7307063.269854956,5160029.954727762,1652397.1513664902,4342301.066645408,4195873.1466895435,914198.3747258068,2689738.35160522,2114403.539452578,946347.3421938139,582329.0245681807,3682330.342092962,85.68,50.0,35.68
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,DE,Medical expense insurance,22492685.65,20039619.807838246,3808663.2229661504,15416023.173965475,17937179.759161655,13138083.251008874,3137646.3881929936,9937309.22259658,11492192.867740896,3275788.389615191,8482979.362268493,5201374.67306009,1480194.781035961,862473.8764549338,5943575.025006641,84.83,58.41,26.42
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,DE,Income protection insurance,23121667.44,20600969.30235197,4084257.2291189516,17953495.022459287,14466422.045895977,17003154.967483696,4517712.798112881,13410123.50910915,14284729.646277688,3622025.9559316915,12211918.486169143,4624238.670584748,2521624.0488332766,1321411.7133026405,8146428.265393234,108.77,73.54,35.23
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,DE,Workers' compensation insurance,13398797.29,12160673.143601168,3663515.0846707136,10986904.793331312,8565169.689435335,6819872.26542005,1194227.5458245953,5747079.006936739,4921280.604578173,1171474.4232832822,4408303.591118372,2735196.20587299,834922.483509441,313821.4694485255,3921576.1745951413,80.17,50.9,29.27
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,DE,Motor vehicle liability insurance,9746754.24,8580908.931259863,2705258.700239176,7933989.536549422,5929104.524635916,6871029.854237007,1715187.6208171498,5413423.889332854,5156449.4546610825,1004308.4472039174,4489596.014901366,2337208.5988618387,1039221.0844774732,535952.7009288596,3232527.936235822,103.66,70.5,33.17
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,DE,Other motor insurance,37859977.3,34475431.88450973,7117192.157946591,29922544.268906824,26929534.087655824,23764248.304209013,5269111.70979003,19778219.55821292,16734470.527759118,3502041.5665352372,12220060.067274125,8581067.274198072,4001178.5289658597,1509898.7947796956,13105035.37658522,97.38,62.77,34.61
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,DE,"Marine, aviation and transport insurance",35404830.6,32184544.44326248,8230063.374738844,29631930.752923124,23019364.766542144,22608746.94759552,3935944.7282379977,17338842.98146564,20209153.176260404,3542245.370265016,11655016.84638049,6512029.141078296,3550001.197107637,1052068.0092033723,12867463.256387854,100.2,63.86,36.34
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,FR,Medical expense insurance,34614599.81,31018652.152711373,7966232.846934907,23296637.653460152,26883592.333221238,29395143.43894104,6848043.445081733,21383640.61012461,24454938.446871817,4888559.71585553,19461300.668852758,5404883.845768636,3542375.2840911774,2645602.073118617,10999167.12942152,116.7,84.92,31.78
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,FR,Income protection insurance,34194442.38,31187523.472720467,9244855.494558716,26204819.60111563,23262217.762566518,28521518.568295825,6206763.937122604,19262429.812207833,22199680.913347423,3548051.875584367,19497065.353645895,5843252.096093126,1946987.5638824392,1817159.9719352736,9325332.127229065,110.68,83.41,27.27
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,FR,Workers' compensation insurance,31785337.97,28445096.6152093,9872601.50514794,24095059.12410394,19575192.910272043,25592586.951640364,6735203.976036291,21282890.234047417,19943343.931767475,3696820.2728343145,13714232.114229757,5249175.405375837,2833874.436380114,1771739.8313730631,10697267.825475734,114.17,80.52,33.65
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,FR,Motor vehicle liability insurance,8627693.23,7991496.702583164,2723656.9270461057,5746365.947276706,5999419.849443776,7151054.959128576,1973824.3597806722,5833334.2181722745,6126265.2479333235,1012306.1107406137,5257598.930182309,1401435.7619291774,1038260.7667049207,675172.3416948967,3134182.4873465993,119.21,82.88,36.33
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,FR,Other motor insurance,12971908.55,11709806.28303241,3285222.231116903,9938155.911598774,10211323.608563794,9764255.508168478,2777443.821481749,7286630.257540005,8416153.642255079,2368612.350721699,4935992.63253802,3220303.8917134986,707184.2592570594,893287.2205002046,3321364.147321626,100.88,75.27,25.6
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,FR,"Marine, aviation and transport insurance",17615063.86,16447437.996104792,3984357.794534667,11642026.139289344,12680947.567335334,9622455.519314589,3180035.404868934,6992090.650183541,7152049.369544693,1601047.6756956824,4927569.7686223835,4087553.6986957183,1803105.056642528,973761.2199813499,5565978.742411053,86.22,54.63,31.6
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,JP,Medical expense insurance,20889630.0,19999130.14298524,5771632.607461209,16855447.52107805,15034529.892002303,16292327.497199649,3793313.5072618937,13711446.408080406,13167829.97767745,3107980.239897761,9044227.956207214,4440405.850034372,1988897.9726236048,649464.9445743667,6960488.507044473,111.31,77.99,33.32
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,JP,Income protection insurance,7681419.38,7051866.979435454,1500600.034796761,6016889.562793157,4731916.764165596,5465527.77682923,1302800.043791274,3731170.1661064224,4027502.657231531,712399.2574142192,3261153.4288570513,1191503.5250743506,727148.7919231296,389466.7576694313,2800290.93472156,107.61,71.15,36.46
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,JP,Workers' compensation insurance,26748242.82,23241346.772421844,6717536.282189502,17718257.610130157,16429603.567329656,16957702.132825527,4489944.548528834,12942180.756524343,14848277.647668816,3114808.5562207587,12547813.624859294,4142486.585908441,2158587.202112899,605685.918321424,10053915.290138379,100.98,63.4,37.59
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,JP,Motor vehicle liability insurance,13337458.27,11415878.247943325,4523988.194090089,10915816.989002656,8793686.28262627,9195437.766119016,1521270.2910214358,6289471.74978815,6670268.327571373,1089591.0246292143,5789819.317064343,2328516.741004195,1173689.9013580102,1058598.3309173502,4625908.372009179,103.63,68.94,34.68
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,JP,Other motor insurance,35794141.2,32203206.08163261,9340350.878963841,23815689.56109677,21506461.90969723,29785852.397322696,8461769.481312877,23184232.336893458,23297235.65034994,5166255.166119305,17986507.172445554,5455045.176469029,2431454.6284273816,1096193.2592223033,9713938.718976138,110.35,83.21,27.14
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,JP,"Marine, aviation and transport insurance",9429088.51,8907898.631166503,2009081.8061202276,6870311.347790301,6104248.567718982,7871894.832663898,1333444.9377432875,5398595.285563487,6765915.721293987,1587224.8816742797,5012289.064508136,1862329.7226465405,1084455.041272677,229731.22582251753,3204984.5120127765,117.48,83.49,33.99
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,CH,Medical expense insurance,17627036.6,17257343.009631924,3492517.0844330355,14539863.265696552,13504505.519784845,10972446.873415746,2138875.303081186,8008421.571932236,8579735.570149414,2707265.834724309,5982430.131135654,4052734.170584574,1619718.8463629915,1125525.4320910622,6475536.414298932,98.98,62.25,36.74
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,CH,Income protection insurance,23900495.19,22814015.089821924,7726662.904639018,15820298.59302814,17648367.296832655,16788327.25275974,2988279.866246024,12308592.353827234,13593805.444733998,2693031.065406619,10575016.340813817,5966821.503514986,1973753.8445709166,1446633.94155718,8960098.850027787,107.73,70.24,37.49
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,CH,Workers' compensation insurance,22820043.49,22213155.930393606,7437515.4052663,18972775.66528513,18217390.307228275,12472373.033481488,2390493.4055825067,8993676.873038579,10400010.99990255,2152362.1661013174,7540764.100140451,4239533.350604947,1806197.5413134748,1244504.8942474928,6248367.8490495365,82.04,54.66,27.38
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,CH,Motor vehicle liability insurance,12265602.53,11335100.829908859,2355258.6428913875,9793522.817851253,7421177.934238204,8157961.935598783,1802635.2445516188,6575664.275824492,6630616.752063864,1135379.1710746759,5496331.241455947,2535779.559513982,1304802.5542228178,786243.657600617,4084700.355284469,99.81,66.51,33.3
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,CH,Other motor insurance,32454856.49,28689226.343403935,7588591.1232117275,24985691.18937033,22807376.837759685,21772735.982842,4520823.517037762,14180427.739938099,17401812.30054487,3110102.484104795,14884976.136964671,4945945.733782501,2521060.8116585203,2482421.8058374915,8762075.138835892,94.08,67.09,27.0
