reporting_period,LEI,Undertaking_Name,Reporting_Date,Line_Of_Business,Development_Period,Mean_Claims,Std_Dev_Claims,CV,P10,P25,P50,P75,P90,P95,P99,IQR,Skewness,Kurtosis,Number_Of_Simulations,Simulation_Method,Distribution_Type,Distribution_Param1,Distribution_Param2
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,"Marine, aviation and transport insurance",0,56969227.37,18989742.46,0.3333,26585639.44,37979484.91,56969227.37,75958969.83,87352815.3,91150763.79,94189122.59,37979484.92,0.3969,3.7483,10000,Bootstrap,Gamma,1.7353,0.1113
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,"Marine, aviation and transport insurance",1,66464098.6,17802883.55,0.2679,37979484.91,48661215.05,66464098.6,84266982.15,94948712.28,98509289.0,101357750.36,35605767.10000001,1.2307,2.6169,10000,Bootstrap,LogNormal,1.4239,0.3998
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,"Marine, aviation and transport insurance",2,75958969.83,16616024.65,0.2188,49373330.39,59342945.18,75958969.83,92574994.48,102544609.27,105867814.2,108526378.14,33232049.300000004,0.8565,2.7139,10000,Bootstrap,Gamma,1.3343,0.8697
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,"Marine, aviation and transport insurance",3,85453841.06,15429165.75,0.1806,60767175.86,70024675.31,85453841.06,100883006.8,110140506.25,113226339.4,115695005.92,30858331.489999995,0.4893,2.7109,10000,Bootstrap,LogNormal,0.5561,0.6591
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,"Marine, aviation and transport insurance",4,94948712.28,14242306.84,0.15,72161021.34,80706405.44,94948712.28,109191019.13,117736403.23,120584864.6,122863633.7,28484613.689999998,-0.3609,2.6782,10000,Bootstrap,Weibull,1.1382,0.2886
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,"Marine, aviation and transport insurance",5,104443583.51,13055447.94,0.125,83554866.81,91388135.57,104443583.51,117499031.45,125332300.22,127943389.8,130032261.47,26110895.88000001,-0.0916,3.7024,10000,Bootstrap,Gamma,0.9212,0.2973
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,"Marine, aviation and transport insurance",6,113938454.74,11868589.04,0.1042,94948712.29,102069865.71,113938454.74,125807043.78,132928197.2,135301915.01,137200889.25,23737178.070000008,0.5288,3.2272,10000,Bootstrap,Weibull,0.6203,0.7145
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,"Marine, aviation and transport insurance",7,123433325.97,10681730.13,0.0865,106342557.76,112751595.84,123433325.97,134115056.1,140524094.18,142660440.21,144369517.03,21363460.25999999,0.6712,3.0303,10000,Bootstrap,LogNormal,1.3734,0.96
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,"Marine, aviation and transport insurance",8,132928197.2,9494871.23,0.0714,117736403.23,123433325.97,132928197.2,142423068.43,148119991.16,150018965.41,151538144.81,18989742.46000001,1.413,3.8299,10000,Bootstrap,Gamma,0.647,0.5124
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,"Marine, aviation and transport insurance",9,142423068.43,8308012.32,0.0583,129130248.71,134115056.1,142423068.43,150731080.75,155715888.15,157377490.61,158706772.58,16616024.650000006,-0.446,3.538,10000,Bootstrap,Weibull,1.8641,0.5207
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,"Marine, aviation and transport insurance",10,151917939.66,7121153.42,0.0469,140524094.18,144796786.23,151917939.66,159039093.08,163311785.13,164736015.81,165875400.36,14242306.850000024,0.601,2.8951,10000,Bootstrap,Weibull,0.5235,0.994
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,"Marine, aviation and transport insurance",11,161412810.88,5934294.52,0.0368,151917939.66,155478516.37,161412810.88,167347105.4,170907682.11,172094541.02,173044028.14,11868589.030000001,0.1765,3.1984,10000,Bootstrap,Weibull,1.3569,0.7708
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,"Marine, aviation and transport insurance",12,170907682.11,4747435.61,0.0278,163311785.13,166160246.5,170907682.11,175655117.73,178503579.1,179453066.22,180212655.92,9494871.22999999,0.0028,3.8103,10000,Bootstrap,Weibull,0.999,0.5329
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,"Marine, aviation and transport insurance",13,180402553.34,3560576.71,0.0197,174705630.6,176841976.63,180402553.34,183963130.05,186099476.08,186811591.42,187381283.69,7121153.420000017,-0.1774,3.7753,10000,Bootstrap,Weibull,0.571,0.856
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,"Marine, aviation and transport insurance",14,189897424.57,2373717.81,0.0125,186099476.08,187523706.76,189897424.57,192271142.38,193695373.06,194170116.62,194549911.47,4747435.620000005,0.7553,4.8537,10000,Bootstrap,Gamma,1.3996,0.2639
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,"Marine, aviation and transport insurance",15,189897424.57,1186858.9,0.0063,187998450.32,188710565.67,189897424.57,191084283.47,191796398.82,192033770.6,192223668.02,2373717.800000012,0.4681,4.1617,10000,Bootstrap,Gamma,1.0613,0.5974
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,0,27201638.33,9067212.78,0.3333,12694097.89,18134425.56,27201638.33,36268851.11,41709178.78,43522621.33,44973375.38,18134425.55,1.0542,4.7738,10000,Bootstrap,Weibull,0.9723,0.814
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,1,31735244.72,8500511.98,0.2679,18134425.56,23234732.74,31735244.72,40235756.7,45336063.89,47036166.29,48396248.2,17001023.960000005,-0.3161,3.1168,10000,Bootstrap,LogNormal,1.1928,0.4478
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,2,36268851.11,7933811.18,0.2188,23574753.22,28335039.93,36268851.11,44202662.29,48962949.0,50549711.24,51819121.03,15867622.36,0.7393,3.9075,10000,Bootstrap,Gamma,0.6309,0.2185
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,3,40802457.5,7367110.38,0.1806,29015080.89,33435347.12,40802457.5,48169567.88,52589834.11,54063256.19,55241993.85,14734220.760000002,-0.3966,4.8815,10000,Bootstrap,Gamma,1.468,0.87
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,4,45336063.89,6800409.58,0.15,34455408.56,38535654.31,45336063.89,52136473.47,56216719.22,57576801.14,58664866.67,13600819.159999996,0.5825,2.9846,10000,Bootstrap,Weibull,1.4399,0.5548
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,5,49869670.28,6233708.78,0.125,39895736.22,43635961.49,49869670.28,56103379.06,59843604.33,61090346.09,62087739.5,12467417.57,0.3164,3.4295,10000,Bootstrap,LogNormal,1.4751,0.656
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,6,54403276.67,5667007.99,0.1042,45336063.89,48736268.68,54403276.67,60070284.65,63470489.45,64603891.04,65510612.32,11334015.969999999,-0.1969,4.5406,10000,Bootstrap,Gamma,1.4541,0.5822
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,7,58936883.06,5100307.19,0.0865,50776391.56,53836575.87,58936883.06,64037190.24,67097374.56,68117435.99,68933485.14,10200614.370000005,0.9978,2.8842,10000,Bootstrap,Gamma,1.8796,0.3435
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,8,63470489.45,4533606.39,0.0714,56216719.22,58936883.06,63470489.45,68004095.84,70724259.67,71630980.95,72356357.97,9067212.780000001,0.0255,4.5373,10000,Bootstrap,LogNormal,1.001,0.8476
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,9,68004095.84,3966905.59,0.0583,61657046.89,64037190.24,68004095.84,71971001.43,74351144.78,75144525.9,75779230.79,7933811.190000005,0.156,3.8767,10000,Bootstrap,Gamma,0.8463,0.7584
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,10,72537702.22,3400204.79,0.0469,67097374.56,69137497.43,72537702.22,75937907.02,77978029.89,78658070.85,79202103.62,6800409.589999989,-0.1661,4.7486,10000,Bootstrap,Weibull,1.0575,0.5244
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,11,77071308.61,2833503.99,0.0368,72537702.22,74237804.62,77071308.61,79904812.61,81604915.0,82171615.8,82624976.44,5667007.989999995,-0.452,4.9395,10000,Bootstrap,LogNormal,1.7198,0.5023
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,12,81604915.0,2266803.19,0.0278,77978029.89,79338111.81,81604915.0,83871718.2,85231800.11,85685160.75,86047849.26,4533606.390000001,1.3405,4.8276,10000,Bootstrap,LogNormal,1.2996,0.3105
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,13,86138521.39,1700102.4,0.0197,83418357.56,84438419.0,86138521.39,87838623.79,88858685.22,89198705.7,89470722.09,3400204.7900000066,0.4742,3.312,10000,Bootstrap,Gamma,1.172,0.9203
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,14,90672127.78,1133401.6,0.0125,88858685.22,89538726.18,90672127.78,91805529.38,92485570.34,92712250.66,92893594.91,2266803.199999988,0.0637,4.5974,10000,Bootstrap,LogNormal,1.903,0.8245
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,15,90672127.78,566700.8,0.0063,89765406.5,90105426.98,90672127.78,91238828.58,91578849.06,91692189.22,91782861.35,1133401.599999994,0.5545,3.9099,10000,Bootstrap,Gamma,1.7295,0.1401
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,0,70194749.31,23398249.77,0.3333,32757549.68,46796499.54,70194749.31,93592999.08,107631948.94,112311598.9,116055318.86,46796499.54,0.5577,3.4928,10000,Bootstrap,Weibull,1.6504,0.3396
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,1,81893874.19,21935859.16,0.2679,46796499.54,59958015.04,81893874.19,103829733.35,116991248.85,121378420.68,124888158.15,43871718.309999995,1.2911,4.2212,10000,Bootstrap,LogNormal,1.4152,0.5708
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,2,93592999.08,20473468.55,0.2188,60835449.4,73119530.53,93592999.08,114066467.63,126350548.76,130445242.47,133720997.44,40946937.099999994,-0.0745,4.0424,10000,Bootstrap,LogNormal,1.5874,0.1105
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,3,105292123.97,19011077.94,0.1806,74874399.26,86281046.03,105292123.97,124303201.9,135709848.67,139512064.25,142553836.72,38022155.870000005,0.2328,4.5812,10000,Bootstrap,Weibull,1.4483,0.6537
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,4,116991248.85,17548687.33,0.15,88913349.13,99442561.52,116991248.85,134539936.18,145069148.57,148578886.04,151386676.01,35097374.66000001,-0.0428,4.0802,10000,Bootstrap,LogNormal,1.6792,0.4616
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,5,128690373.73,16086296.72,0.125,102952298.99,112604077.02,128690373.73,144776670.45,154428448.48,157645707.83,160219515.3,32172593.429999992,-0.1358,2.6932,10000,Bootstrap,LogNormal,1.2585,0.7155
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,6,140389498.62,14623906.11,0.1042,116991248.85,125765592.51,140389498.62,155013404.73,163787748.39,166712529.61,169052354.59,29247812.219999984,-0.1747,3.5536,10000,Bootstrap,LogNormal,1.353,0.2403
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,7,152088623.5,13161515.5,0.0865,131030198.71,138927108.01,152088623.5,165250139.0,173147048.3,175779351.4,177885193.88,26323030.99000001,0.0398,4.021,10000,Bootstrap,Weibull,1.5875,0.6724
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,8,163787748.39,11699124.88,0.0714,145069148.57,152088623.5,163787748.39,175486873.27,182506348.21,184846173.18,186718033.16,23398249.77000001,0.9273,3.9538,10000,Bootstrap,Gamma,1.7537,0.8441
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,9,175486873.27,10236734.27,0.0583,159108098.44,165250139.0,175486873.27,185723607.55,191865648.11,193912994.97,195550872.45,20473468.550000012,1.0925,3.9386,10000,Bootstrap,Gamma,1.9912,0.1352
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,10,187185998.16,8774343.66,0.0469,173147048.3,178411654.5,187185998.16,195960341.82,201224948.02,202979816.75,204383711.74,17548687.319999993,-0.1087,4.5222,10000,Bootstrap,Weibull,1.7394,0.8369
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,11,198885123.05,7311953.05,0.0368,187185998.16,191573169.99,198885123.05,206197076.1,210584247.93,212046638.54,213216551.03,14623906.109999985,1.2454,3.5565,10000,Bootstrap,LogNormal,1.8978,0.2883
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,12,210584247.93,5849562.44,0.0278,201224948.02,204734685.49,210584247.93,216433810.37,219943547.84,221113460.33,222049390.32,11699124.879999995,1.3739,3.8917,10000,Bootstrap,LogNormal,0.7458,0.7625
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,13,222283372.81,4387171.83,0.0197,215263897.88,217896200.98,222283372.81,226670544.65,229302847.75,230180282.11,230882229.61,8774343.670000017,0.0918,3.0511,10000,Bootstrap,Gamma,0.7581,0.1265
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,14,233982497.7,2924781.22,0.0125,229302847.75,231057716.48,233982497.7,236907278.92,238662147.65,239247103.9,239715068.89,5849562.439999998,1.0293,3.7163,10000,Bootstrap,Weibull,1.9681,0.4953
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,15,233982497.7,1462390.61,0.0063,231642672.72,232520107.09,233982497.7,235444888.31,236322322.68,236614800.8,236848783.3,2924781.219999999,1.1867,4.9202,10000,Bootstrap,Weibull,0.5337,0.1948
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,0,41089782.73,13696594.24,0.3333,19175231.94,27393188.49,41089782.73,54786376.98,63004333.53,65743652.38,67935107.46,27393188.49,1.2402,4.5949,10000,Bootstrap,Gamma,1.0501,0.2799
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,1,47938079.86,12840557.1,0.2679,27393188.49,35097522.75,47938079.86,60778636.96,68482971.22,71051082.65,73105571.78,25681114.21,1.1046,3.9923,10000,Bootstrap,LogNormal,0.5474,0.8238
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,2,54786376.98,11984519.96,0.2188,35611145.04,42801857.02,54786376.98,66770896.94,73961608.92,76358512.92,78276036.11,23969039.919999994,1.4139,2.6052,10000,Bootstrap,Gamma,0.9288,0.8375
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,3,61634674.1,11128482.82,0.1806,43829101.58,50506191.28,61634674.1,72763156.93,79440246.62,81665943.19,83446500.44,22256965.650000006,0.6693,4.9734,10000,Bootstrap,Weibull,1.8733,0.2604
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,4,68482971.22,10272445.68,0.15,52047058.13,58210525.54,68482971.22,78755416.91,84918884.32,86973373.46,88616964.77,20544891.369999997,0.8481,4.1332,10000,Bootstrap,Gamma,0.6663,0.1806
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,5,75331268.35,9416408.54,0.125,60265014.68,65914859.8,75331268.35,84747676.89,90397522.02,92280803.73,93787429.09,18832817.090000004,0.6389,3.5074,10000,Bootstrap,LogNormal,1.3182,0.3149
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,6,82179565.47,8560371.4,0.1042,68482971.23,73619194.07,82179565.47,90739936.87,95876159.72,97588234.0,98957893.42,17120742.800000012,0.6133,3.4585,10000,Bootstrap,Weibull,1.8313,0.3755
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,7,89027862.59,7704334.26,0.0865,76700927.77,81323528.33,89027862.59,96732196.86,101354797.41,102895664.27,104128357.75,15408668.530000001,1.2417,3.475,10000,Bootstrap,Gamma,1.3672,0.3577
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,8,95876159.71,6848297.12,0.0714,84918884.32,89027862.59,95876159.71,102724456.84,106833435.11,108203094.54,109298822.08,13696594.25,1.1182,4.6091,10000,Bootstrap,Gamma,1.7136,0.6759
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,9,102724456.84,5992259.98,0.0583,93136840.87,96732196.86,102724456.84,108716716.82,112312072.81,113510524.81,114469286.4,11984519.959999993,0.1096,4.0912,10000,Bootstrap,Weibull,1.9393,0.6835
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,10,109572753.96,5136222.84,0.0469,101354797.41,104436531.12,109572753.96,114708976.8,117790710.51,118817955.08,119639750.73,10272445.679999992,1.4128,3.2615,10000,Bootstrap,LogNormal,1.769,0.7466
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,11,116421051.08,4280185.7,0.0368,109572753.96,112140865.38,116421051.08,120701236.78,123269348.21,124125385.35,124810215.06,8560371.400000006,1.1384,4.2769,10000,Bootstrap,Weibull,1.2205,0.7179
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,12,123269348.21,3424148.56,0.0278,117790710.51,119845199.64,123269348.21,126693496.77,128747985.9,129432815.62,129980679.39,6848297.129999995,1.3642,3.5439,10000,Bootstrap,LogNormal,1.9276,0.1445
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,13,130117645.33,2568111.42,0.0197,126008667.05,127549533.91,130117645.33,132685756.75,134226623.6,134740245.89,135151143.71,5136222.840000004,-0.4717,3.7345,10000,Bootstrap,Weibull,1.7728,0.3231
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,14,136965942.45,1712074.28,0.0125,134226623.6,135253868.17,136965942.45,138678016.73,139705261.3,140047676.16,140321608.04,3424148.5600000024,0.8868,3.8673,10000,Bootstrap,Weibull,0.9362,0.3572
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,15,136965942.45,856037.14,0.0063,135596283.03,136109905.31,136965942.45,137821979.59,138335601.87,138506809.3,138643775.25,1712074.2800000012,-0.3534,3.8405,10000,Bootstrap,LogNormal,1.1752,0.3605
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,0,87782426.88,29260808.96,0.3333,40965132.54,58521617.92,87782426.88,117043235.84,134599721.21,140451883.0,145133612.44,58521617.92,1.1369,3.8124,10000,Bootstrap,LogNormal,1.2826,0.2743
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,1,102412831.36,27432008.4,0.2679,58521617.92,74980822.96,102412831.36,129844839.76,146304044.79,151790446.47,156179567.82,54864016.80000001,0.7983,4.8841,10000,Bootstrap,Weibull,1.8474,0.1763
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,2,117043235.84,25603207.84,0.2188,76078103.29,91440028.0,117043235.84,142646443.68,158008368.38,163129009.95,167225523.2,51206415.68000001,-0.3938,4.9031,10000,Bootstrap,LogNormal,0.7999,0.5954
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,3,131673640.32,23774407.28,0.1806,93634588.67,107899233.04,131673640.32,155448047.59,169712691.96,174467573.42,178271478.58,47548814.55,-0.3506,4.6082,10000,Bootstrap,Gamma,0.6768,0.6794
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,4,146304044.79,21945606.72,0.15,111191074.04,124358438.08,146304044.79,168249651.51,181417015.55,185806136.89,189317433.96,43891213.42999999,-0.3867,2.8917,10000,Bootstrap,Weibull,1.2682,0.1411
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,5,160934449.27,20116806.16,0.125,128747559.42,140817643.12,160934449.27,181051255.43,193121339.13,197144700.36,200363389.35,40233612.31,-0.1088,2.8404,10000,Bootstrap,Gamma,0.5609,0.9739
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,6,175564853.75,18288005.6,0.1042,146304044.8,157276848.15,175564853.75,193852859.35,204825662.71,208483263.83,211409344.73,36576011.19999999,0.4003,4.6473,10000,Bootstrap,Gamma,1.0373,0.1383
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,7,190195258.23,16459205.04,0.0865,163860530.17,173736053.19,190195258.23,206654463.27,216529986.3,219821827.3,222455300.11,32918410.080000013,0.8913,2.5969,10000,Bootstrap,Weibull,1.3292,0.2252
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,8,204825662.71,14630404.48,0.0714,181417015.55,190195258.23,204825662.71,219456067.19,228234309.88,231160390.78,233501255.49,29260808.96000001,0.8416,4.7318,10000,Bootstrap,LogNormal,1.9336,0.575
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,9,219456067.19,12801603.92,0.0583,198973500.92,206654463.27,219456067.19,232257671.11,239938633.46,242498954.25,244547210.87,25603207.840000004,0.5654,2.5957,10000,Bootstrap,Weibull,1.6548,0.9606
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,10,234086471.67,10972803.36,0.0469,216529986.3,223113668.31,234086471.67,245059275.03,251642957.05,253837517.72,255593166.26,21945606.72,0.3765,4.4842,10000,Bootstrap,Weibull,1.6962,0.8071
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,11,248716876.15,9144002.8,0.0368,234086471.67,239572873.35,248716876.15,257860878.95,263347280.63,265176081.19,266639121.64,18288005.599999994,1.0174,3.0377,10000,Bootstrap,Weibull,1.6271,0.23
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,12,263347280.63,7315202.24,0.0278,251642957.05,256032078.39,263347280.63,270662482.87,275051604.21,276514644.66,277685077.02,14630404.48000002,0.925,2.5088,10000,Bootstrap,Weibull,1.8782,0.8446
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,13,277977685.11,5486401.68,0.0197,269199442.42,272491283.43,277977685.11,283464086.79,286755927.8,287853208.13,288731032.4,10972803.360000014,0.8659,2.7362,10000,Bootstrap,Gamma,1.7375,0.8877
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,14,292608089.59,3657601.12,0.0125,286755927.8,288950488.47,292608089.59,296265690.71,298460251.38,299191771.61,299776987.78,7315202.23999995,0.876,4.9397,10000,Bootstrap,LogNormal,0.6393,0.7378
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,15,292608089.59,1828800.56,0.0063,289682008.69,290779289.03,292608089.59,294436890.15,295534170.49,295899930.6,296192538.69,3657601.120000005,0.5496,2.864,10000,Bootstrap,Gamma,1.4876,0.8196
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,0,27356118.09,9118706.03,0.3333,12766188.44,18237412.06,27356118.09,36474824.12,41946047.73,43769788.94,45228781.9,18237412.06,1.087,2.7324,10000,Bootstrap,Weibull,1.3871,0.8186
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,1,31915471.1,8548786.9,0.2679,18237412.06,23366684.2,31915471.1,40464258.0,45593530.15,47303287.53,48671093.43,17097573.8,-0.2081,3.9288,10000,Bootstrap,Weibull,1.1373,0.6465
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,2,36474824.12,7978867.78,0.2188,23708635.68,28495956.34,36474824.12,44453691.89,49241012.56,50836786.11,52113404.96,15957735.55,0.3484,3.1273,10000,Bootstrap,Weibull,0.8807,0.8782
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,3,41034177.13,7408948.65,0.1806,29179859.29,33625228.48,41034177.13,48443125.78,52888494.97,54370284.7,55555716.48,14817897.300000004,-0.1871,2.8078,10000,Bootstrap,Gamma,0.6456,0.1667
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,4,45593530.15,6839029.52,0.15,34651082.91,38754500.62,45593530.15,52432559.67,56535977.38,57903783.28,58998028.01,13678059.050000004,-0.471,2.901,10000,Bootstrap,Weibull,0.7891,0.3428
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,5,50152883.16,6269110.39,0.125,40122306.53,43883772.76,50152883.16,56421993.55,60183459.79,61437281.87,62440339.53,12538220.79,-0.2519,2.7354,10000,Bootstrap,LogNormal,1.3122,0.7468
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,6,54712236.17,5699191.27,0.1042,45593530.15,49013044.91,54712236.17,60411427.44,63830942.2,64970780.46,65882651.06,11398382.530000001,0.7604,3.8918,10000,Bootstrap,LogNormal,1.1608,0.6706
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,7,59271589.19,5129272.14,0.0865,51064753.76,54142317.05,59271589.19,64400861.33,67478424.61,68504279.04,69324962.59,10258544.280000001,1.3037,4.0685,10000,Bootstrap,LogNormal,0.5913,0.6134
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,8,63830942.2,4559353.01,0.0714,56535977.38,59271589.19,63830942.2,68390295.22,71125907.03,72037777.63,72767274.11,9118706.030000001,0.5484,3.6301,10000,Bootstrap,LogNormal,1.3532,0.7054
