reporting_period,LEI,Undertaking_Name,Reporting_Date,Country,Line_Of_Business,Gross_Written_Premium,Gross_Earned_Premium,Reinsurance_Premium_Ceded,Net_Written_Premium,Net_Earned_Premium,Gross_Claims_Incurred,Reinsurance_Recoveries,Net_Claims_Incurred,Gross_Claims_Paid,Net_Claims_Paid,Acquisition_Costs,Administrative_Expenses,Other_Expenses,Policy_Count,Claim_Count,Average_Premium,Average_Claim
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,FR,Other motor insurance,10239652.94,9167677.44171548,2087395.079378373,7865261.036039299,7518355.4714590395,8606859.212890994,1556075.6133601586,6960741.316089462,6853648.162155578,4711941.620207377,1920207.499133062,1491499.1494965663,542976.6207719124,13752,1503,721.81,13406.32
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,FR,"Marine, aviation and transport insurance",28818490.22,26565645.326086815,7546420.639094745,19812200.716975614,20132881.074022572,15238688.161451817,4117572.4090203904,10902905.532865668,12118356.53869307,10180813.898729187,5535145.2558980705,3997297.527927173,695766.6146904369,4274,879,24360.52,21312.85
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,FR,Fire and other damage to property insurance,33995976.65,30198378.406037163,9462952.830284186,25306179.1557959,27187804.073525608,18815503.362887397,4189043.012515458,13310660.061551094,13644696.845350256,11123523.079768885,6621588.313684605,4370587.041418233,1712801.3877987359,6131,1691,2182.59,10733.32
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,FR,General liability insurance,34560406.85,31334732.676917113,10133757.446997283,25189409.457039215,25884294.36271473,29048015.447924677,7122467.016027391,24654637.32933802,22722099.393873554,20057604.125768363,8935456.38136603,4949156.388375774,1817074.489087582,12357,230,2333.59,16328.28
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,JP,Medical expense insurance,19988887.82,18330450.12605632,3079233.1298278784,15087585.21157954,14214352.308688655,11755983.81191276,2998364.764136288,9931528.54035712,9732349.914627198,6258210.466802018,3956894.847478122,2192319.9014320853,688043.8384141545,3968,548,1352.79,9359.86
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,JP,Income protection insurance,32544350.65,30500890.27703254,10433807.0720815,26399509.607191283,20473212.784899544,22241238.31369289,6511854.627098944,16393732.646560792,14983082.106186049,11343115.260017535,6943091.26847229,3413269.969995987,978300.155251046,13621,1123,10576.65,25861.91
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,JP,Workers' compensation insurance,28702854.0,25961127.30254318,4589284.61113631,23529180.06928593,17284604.459486276,22081676.354538463,7450854.412894436,17124869.41664247,15025734.121301267,12129367.262832569,4339031.574652312,2769337.4392545423,732184.8932045792,10667,1577,2469.06,43899.95
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,JP,Motor vehicle liability insurance,25650150.17,23928075.6213157,6874837.495683763,18201560.47440404,15587962.767767375,14320246.860153714,2254733.982401854,9383620.51932459,11238260.0395483,8070918.92544993,6502801.041061036,2827192.8371421066,977781.7759205351,11413,1645,4268.62,69515.76
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,JP,Other motor insurance,21976656.29,19940525.382866945,3830915.121482082,16728882.775107214,14766886.238915894,16472844.679249825,3928744.8382816324,12838759.56995086,11918620.954009732,10279973.662011111,4851258.975430902,2896210.0445440058,1060098.182198936,17227,1346,5188.07,14500.74
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,JP,"Marine, aviation and transport insurance",22765026.0,22021883.58582857,5382887.321110228,16676579.316593235,17486591.314399924,16791848.722472418,4475208.489231865,11153168.691960583,13820161.736229595,8499305.40043278,5629598.025964609,3030379.8671117974,1323204.4654932546,17210,447,1905.34,21835.95
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,JP,Fire and other damage to property insurance,5002973.11,4616663.823821421,1081275.5229884265,3342304.7872020355,3621071.420808182,3546607.143758338,871784.9235295033,2379457.361080961,2671029.2015918875,2296749.533488734,1249473.4185475253,717306.8888774323,182002.30664005212,5339,533,1293.43,10162.2
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,JP,General liability insurance,38263692.44,34806573.83936368,6958505.296409742,28203321.275015924,26341403.745717306,30721929.82461562,8145731.093104685,23553804.564044148,24193419.770643543,18493925.55371774,6260971.03418178,5359993.0933264615,1239383.3183921117,8887,454,6186.53,23945.39
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CH,Medical expense insurance,38938006.03,37996684.298664376,6549464.561538528,27108921.2260061,23761824.232485417,21075236.18286427,6133370.647641526,17282952.858710095,14932179.35207436,14451382.49793662,8828759.850517983,4832225.997127183,2095517.6395480945,5509,1606,13114.86,51153.49
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CH,Income protection insurance,13981607.59,13570481.10215869,4616624.749405703,11818604.732546872,11162977.433025012,8724425.299366904,1530913.357625301,7108180.644923783,6128556.476388485,6091047.1329758065,2955663.263511371,1660574.9214310239,575916.3508458424,16691,1000,736.96,5432.39
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CH,Workers' compensation insurance,14904270.1,14450660.473330751,4628299.937525748,10103684.52972895,11489538.166688547,7843487.366714192,2158287.1887407596,5740089.614704517,5204195.338480832,5270398.053797159,3592293.856857762,1763798.0568694293,661492.3649473485,19488,969,784.56,5741.94
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CH,Motor vehicle liability insurance,6369448.74,5728491.299782152,1220875.1433398654,4982570.018869018,5098593.100585993,4241237.038398912,978671.0539316699,2933026.857239243,3232614.607728335,2859600.6728703193,1575046.482840635,896901.2245185009,264091.273728434,11090,1819,586.56,11814.03
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CH,Other motor insurance,30819421.04,28194452.716042224,7024049.09918725,23184191.451903507,24791043.63951447,16920558.539682794,5496801.00660894,11453612.344265576,10883259.478741832,9670574.840938097,5787785.646298657,3791835.622593947,1729309.8256353063,14910,189,1942.6,17717.86
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CH,"Marine, aviation and transport insurance",38604787.04,37207908.34277054,9845781.87456987,26701595.059645046,27619078.79446938,28133664.496968172,7343351.209935461,22464492.325993393,18426727.263435118,16139216.392559739,7617634.436346004,5681110.252193195,1457631.7668357692,10422,1680,4063.66,22310.6
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CH,Fire and other damage to property insurance,30938476.79,28047412.835025456,8179326.940806367,25643683.775133766,21797502.669097546,23599374.568712324,8000742.5987517405,16351809.48629575,14597151.869937921,16007238.05697062,8050146.977401548,4624723.461899776,1459545.5223297372,2340,770,1806.73,117409.82
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CH,General liability insurance,37657453.29,36318453.414831564,9935102.414455768,27357120.035659634,30336948.90599003,29728004.64486058,7028396.977495756,22526807.949627176,21152324.835505433,18222186.6146125,7951960.988031972,3139039.7899649367,2081776.6003645654,10671,995,2459.99,234078.78
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,AU,Medical expense insurance,19442571.3,17380079.621921252,2929559.3901912044,13591485.371970043,14679314.896682085,13728988.257225193,2331716.346403915,11419463.366437431,8975403.536767477,7426266.794235607,3375153.288094667,1574434.5355939325,989086.7400247192,2364,805,1962.71,66323.61
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,AU,Income protection insurance,35376277.66,31796905.821551368,7324856.375013838,26361883.477357946,28653232.217031017,25292515.433658328,5045104.992896113,20141168.095251247,17954197.002677474,14152919.447883176,7403160.790102738,3006434.215569708,1837709.001102716,3458,1309,1771.83,23246.8
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,AU,Workers' compensation insurance,12002171.34,10643943.66569312,4092977.0045374352,8264731.156205359,9532163.566486238,9048367.878136327,2822137.459339692,7632949.650307362,6510053.353322512,5840535.600723964,2378738.9680330902,1115071.0499656387,452758.357347904,13098,997,614.99,7635.75
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,AU,Motor vehicle liability insurance,9132713.57,8124687.105170571,2446127.4159757663,7080526.810898647,6560735.93744796,7705413.073503358,2176295.117196176,5187562.670310458,5692409.5922140125,4295324.836839536,2486133.665394836,1217801.8347476923,537922.1197296721,1844,971,474.87,5567.49
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,AU,Other motor insurance,4389574.58,3948607.8322665542,668228.9655828803,3065964.8501138384,3289243.0646106703,2632851.958190774,516612.3779602549,1979379.9164569557,2164084.590540174,1681738.3589156712,883629.1723925129,465614.57942617143,167810.94537469008,6668,708,272.9,2446.89
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,AU,"Marine, aviation and transport insurance",9550533.32,8752254.684843047,3060688.731788117,7652942.935643361,7013079.781511377,6894532.568939187,1536380.7024883039,4770922.53995645,5474520.617743281,4117978.9594340753,1711622.7526769363,894524.1820910426,254197.3403839347,5443,176,625.77,26415.83
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,AU,Fire and other damage to property insurance,31754964.26,29616719.17440482,7631012.349886494,24321831.446940124,25180863.50858965,18422500.08982329,5960590.287818415,13636614.853127262,11124271.242779147,10782482.254726913,7265699.674021053,3780223.140145253,1462425.4756373242,11753,1512,9731.83,17010.62
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,AU,General liability insurance,8700802.1,7815627.406793421,2611152.4404693265,6245588.208511983,6579346.389060066,6319281.930818287,1008387.5324777745,4623009.753035835,4905397.137776418,3446372.716306949,2204672.8896316807,1080244.4418505782,378506.39004002744,6154,130,1009.61,4215.67
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CA,Medical expense insurance,16081307.61,15112166.482764332,3931757.8590872423,12698808.220589943,11183155.599977452,10756111.480733443,2048551.3005860033,7451691.585937355,6469273.384610836,6025482.68827391,3977860.88514176,2180486.845724592,451863.8652192952,14844,949,909.99,9603.67
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CA,Income protection insurance,38484627.88,37395431.1273845,11212613.956189638,30575524.41261844,23810808.59429699,26009488.533534307,5045794.618531148,16952021.40789682,20262221.533502255,14796477.009445457,9708317.99776831,3991838.631353121,2030962.7402698307,5701,795,3026.23,13483.41
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CA,Workers' compensation insurance,7835835.39,7162640.388449254,1815543.296134482,5639768.568659177,6017939.971441063,4393400.926088775,744199.4065436771,3164318.037825278,3555623.302960711,2255393.731265117,2135301.6274032346,1167869.980489966,184476.93303544936,9769,843,563.97,2685.45
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CA,Motor vehicle liability insurance,13777083.32,13193474.179085745,3708589.166630845,10730600.146847254,10562230.699831579,8684249.911537409,1507549.3098154638,7091922.272992332,6742494.62743006,5344880.920961391,3660097.0172070554,1777539.1946887833,386695.1540323409,11587,1440,6219.9,5212.64
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CA,Other motor insurance,18900579.1,16736874.120211033,6443727.231617807,12771413.352630546,14240480.267089099,12718483.24985836,3195470.6780948145,8332214.780570177,10571436.270447437,8526056.06184446,4123228.061569311,1814946.3193479665,469961.304626791,11465,184,1672.17,52339.44
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CA,"Marine, aviation and transport insurance",16445521.74,15305339.24736158,5645449.2788271895,12580671.165479403,13087096.759883188,9692988.84213401,2715740.588205646,7221754.603281642,7886718.697774882,5760287.587555937,4323883.911073594,1651300.9864056055,413646.3629986178,18783,1439,1249.09,15361.31
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CA,Fire and other damage to property insurance,34646635.18,33569444.954744294,11695506.697508687,22891921.522298045,24606499.24833437,24446503.197693564,5500289.889248475,18950236.939556412,19518034.353633154,13595141.52125857,7704850.04098479,4490585.052872317,879236.0909544814,8757,1532,6384.12,33396.86
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CA,General liability insurance,33120475.52,32290931.60172462,7217143.178880037,22244678.095153306,23562908.650554694,23586361.117528588,3942746.9374918137,19904655.264821988,14379926.01933481,15347663.581760997,7228984.674011254,3504260.4324065195,749638.4623117084,3170,1243,6451.2,12239.94
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,GB,Medical expense insurance,26020176.19,23628618.272604283,8639852.237031579,18495713.71794056,18186531.286559872,18339725.723252874,4745449.718518036,12288466.751010286,15277732.998975193,10543640.92350534,4176272.047575015,2787031.015510478,1145098.564801429,11962,685,1950.1,58406.77
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,GB,Income protection insurance,22005148.86,19486624.2372544,4553044.026150368,17908804.917806022,13589865.264421117,16351799.264872964,5250516.810752246,10929202.812341651,13222286.513332823,9355807.534743246,5052100.033154105,1995913.1705027162,498345.08005754085,19998,1501,6717.08,23906.14
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,GB,Workers' compensation insurance,10989713.55,10014273.056682978,2779041.9393150294,8437373.378386224,8503521.463324483,5986633.667281649,1683728.617839035,4620194.500624786,4208277.2377009485,3560620.339355703,2240667.5053158468,1527038.5242340704,320899.8345950913,18814,821,975.74,3490.75
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,GB,Motor vehicle liability insurance,3211674.47,2891297.796233329,1053503.182229357,2639383.838633214,1981217.817145843,2337976.855003588,400443.25415030844,1751224.900137928,1758873.2342767543,1297534.293557993,781026.8909940961,390681.3193325388,105962.66142079646,4687,1422,180.96,9701.15
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,GB,Other motor insurance,3938745.06,3550681.6468385435,1248167.6259526268,2891267.5261109625,2863298.4398087254,3003500.2801527516,974905.3932913978,2471053.567141176,2081064.9551732268,1627229.7096343415,987715.1209761442,434505.0806765182,109031.07933772317,14374,1091,318.77,34522.99
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,GB,"Marine, aviation and transport insurance",36463737.67,32182191.730693065,5617457.379181937,28239818.26665217,27186214.68609278,20760135.614546806,4405473.937934591,14822782.456438286,14218066.297967546,13204104.54129488,5745131.440249435,5288632.860061059,1053832.7126376356,12381,682,5692.12,10395.66
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,GB,Fire and other damage to property insurance,39987908.59,38274612.47999457,7784946.3734010225,26638719.486280862,31689830.989225287,22394546.12509541,7205450.855551149,16364010.134999108,17369188.378109913,13692320.80738956,10432217.332132777,4080922.7383293738,1637380.7342906133,7518,749,2433.24,50552.02
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,GB,General liability insurance,20958777.73,20312105.257831983,3839136.370163153,14249909.193385795,15235356.756652368,13075490.607454326,3680735.5168428533,9008017.341235435,9122499.926064825,9013102.63137205,3815760.6265475084,2657263.8563401643,1039680.6197800826,7923,331,3758.07,62862.94
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,US,Medical expense insurance,19580761.88,18673500.466361735,4730416.713451057,14957098.62517589,14732074.888330624,16215496.526067998,4352856.041614513,13389776.265543414,11176079.631491024,9080307.498252446,3481440.9708657525,1618248.3014554735,425305.0853616266,10192,1779,5133.92,14890.26
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,US,Income protection insurance,35192042.15,33293545.55254821,9604913.520730263,28851978.58443238,24833571.546080645,25951935.145905733,8410559.346493676,18734416.6464387,21583624.350501496,16602267.700213404,6455382.84192843,4204954.395817188,1454178.2024853143,18187,1760,1982.32,204345.95
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,US,Workers' compensation insurance,8102256.4,7385033.015438871,1300167.0861830418,6803717.745035485,6004808.118623688,5727768.765975378,1863723.0885487723,4497508.191796997,3947841.270035904,3451196.1284623076,1927098.0167942839,1192795.2503234763,244256.92794613214,11535,1844,1690.08,4499.43
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,US,Motor vehicle liability insurance,35374151.17,33500791.00582593,11894675.966954198,25808121.720646102,28641161.12331619,29128039.37706246,8463343.370482521,19177934.724578373,24080680.515040852,17386368.300258208,7423000.600630976,4232611.3682876285,918857.0849978941,12844,365,6082.21,69352.47
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,US,Other motor insurance,20359143.8,17947567.50519583,4165143.512506306,13243438.125675952,14077462.070898963,16101935.382437622,4760748.16496508,13038612.474127505,13466007.34391475,10010588.082812974,3727789.619158864,2945771.7732264395,1038573.4729462393,5924,1526,1371.82,115841.26
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,US,"Marine, aviation and transport insurance",24253853.87,23585214.78600012,7093738.2133885715,17551905.31077867,18356922.32317188,18032111.583349824,2850076.802465841,13114450.234871758,12650982.512291018,9617744.923564026,3710866.623836777,2166758.9411688196,1120160.8413689036,13963,796,2928.15,18803.04
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,US,Fire and other damage to property insurance,32684686.21,29894602.10616975,8820807.291579591,27371103.871226624,20811947.53153933,27647035.47999251,8115209.919534443,22145157.826398075,17203198.73725324,18585716.20185184,8357593.763176076,2691198.5719917812,772776.3449590375,9836,1590,2148.89,52262.83
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,US,General liability insurance,4817695.07,4484931.567560396,1235592.0653985431,3389409.161288824,3856812.123765932,2973289.8270024615,664983.8754083101,1959725.1506216316,2007139.4503355613,1802473.3621163685,978323.7345794664,477765.8883954618,121660.91631863723,17998,539,452.79,1742.84
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,DE,Medical expense insurance,33309086.5,30409670.863094155,7538652.649139764,25768159.29894213,25250190.329973817,28267784.062767353,6456528.856626114,23490130.07641204,20918188.39811325,16680197.916154906,7796573.202385536,4886318.725920521,1724814.174146642,15868,1901,4857.68,35202.72
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,DE,Income protection insurance,4480485.83,4153654.409730577,953911.1796137795,3539751.878428625,3502750.685899597,2761361.3611836336,818105.8216847,2341266.2270854427,1844967.452703503,1863913.11719222,1118602.3329752458,472030.4417816395,221179.10121241058,19191,952,286.7,1699.3
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,DE,Workers' compensation insurance,6850810.39,6393402.745511868,1428106.468918289,5351547.944017845,5077521.963797381,5318056.1026977375,1020520.3124376734,3489067.4982224638,3767340.9727536496,3264767.265814048,1808330.909868718,993197.4399456532,281925.9791133836,9733,1643,526.46,4928.69
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,DE,Motor vehicle liability insurance,30890728.9,29488543.595582057,5898903.012040478,22371465.810433254,22844625.677870993,20195003.851628456,3102590.6148188068,16044774.29254804,16335412.977547808,11709635.402441774,6432454.1453379635,4312029.274448119,1576236.0603953942,17783,907,5316.82,11727.64
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,DE,Other motor insurance,13661531.09,12949598.967012838,3588059.3134618495,9323256.074350432,9128424.413944129,8379868.9232726665,2765328.7171670063,6600277.115343146,7093505.239943064,5475427.354385653,3722175.352292918,1299665.1718263982,694817.2059110475,7043,1690,2713.31,4561.71
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,DE,"Marine, aviation and transport insurance",3748048.25,3474171.7221264583,822141.9336459774,3082697.9871808994,2953232.9867092506,2753938.448941057,425374.2718606209,2125767.91011969,1905609.8956938826,1605910.187222015,967615.9862524932,381134.46894183004,216344.66277499654,8692,156,230.69,1496.71
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,DE,Fire and other damage to property insurance,9646451.58,9137220.288962094,1933525.4196849393,6896731.731995526,7559496.460300464,7060747.708800485,2134895.0980151426,5054218.607301939,5178981.741622754,3617475.6564896787,1708743.1531207578,1099767.2412330764,226102.6905809061,12663,1185,2498.43,4688.41
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,DE,General liability insurance,34203297.13,33326439.756306306,9874265.496401878,28665108.64588866,24694532.973015025,25697011.475923985,6939316.628693114,21724104.739825904,19543406.899553437,13006730.300625779,8348831.955739667,4904164.800736197,1772524.649578999,17405,1793,7459.82,40595.59
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,FR,Medical expense insurance,24601831.09,24085664.473787453,4136365.341054674,19274279.12244219,16294961.140886655,18081269.0187376,5026919.684207636,13950145.929716403,11542434.977270292,9788282.853438979,5678394.027843724,2188974.8924972937,752994.0257301833,3248,1612,4276.35,29738.93
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,FR,Income protection insurance,33904085.27,31490318.35310562,11467313.22526419,23577911.840886127,23248632.17950163,20833451.043700296,5651939.331926612,16689006.50024959,17196208.548836604,14231217.855538724,8508678.060231712,3254221.1923541026,711727.211050189,15223,1904,1957.4,59354.56
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,FR,Workers' compensation insurance,17199635.42,16357520.023881024,4854186.324682597,11331022.263941586,13485385.01105232,9451923.730888665,1888009.0359445764,6960825.89547091,7249468.91973701,5537728.589831979,3566643.925048745,1454985.2651184138,620180.0159593151,14835,237,2212.17,5488.92
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,FR,Motor vehicle liability insurance,31299372.05,28837667.47745563,7346499.885619036,24742949.275147777,25271420.986601755,25675241.659135852,5222657.0845427,18949068.85198433,20514346.34108439,15968426.775907835,5144872.613539021,3879284.5946829333,859789.0986226767,15282,1861,2618.1,13133.12
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,FR,Other motor insurance,21877989.56,21169587.613919508,5305387.41368078,15443420.893259602,14238471.194095964,14990495.298112934,4869668.02407753,10256529.425589953,10590292.343750983,8056411.188905577,5481082.337122656,2476721.5413440047,744852.5110424721,1373,899,9745.21,17410.56
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,FR,"Marine, aviation and transport insurance",16360686.7,15303416.51288314,4803065.205872169,13569679.579442061,13062096.890127445,13060326.723119294,2817136.1246989826,10977077.306935433,7917417.820530705,7514482.471111863,4359367.984009613,1623382.2922865846,505925.73609154817,16949,815,1989.14,15548.01
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,FR,Fire and other damage to property insurance,14197024.55,13115683.721646663,4193048.1451097275,11769079.630009368,10623972.247084858,10141072.129937874,1935863.1710297687,8483375.773684723,6755203.6045805495,5374553.837126749,2295598.479169149,1695648.0598115872,348544.0299082507,3174,817,1806.93,94776.38
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,FR,General liability insurance,8134707.71,7387659.275742492,2203268.5171771003,6616356.835906506,6243363.148030294,4921584.9473073175,996605.6503430539,3440493.5066106087,4141257.2325872285,2468899.5461819344,2150521.1788809323,764507.9355088337,470929.3976640186,10942,1956,2171.57,2783.7
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,JP,Medical expense insurance,15665369.54,14893255.767879039,4191016.0027099806,11178617.619231455,11307934.235144142,10247080.412971312,3034584.502421342,6747364.187419678,6176938.29316394,6062309.958326366,2618290.444783453,1981733.4811308954,447435.82390989724,11486,1670,2964.12,30957.95
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,JP,Income protection insurance,19015490.95,17776600.5021036,3293686.343828692,12447946.74751266,11623199.074368846,10823328.943923738,3689149.9435958024,7343165.92319307,8411020.662183352,5558702.002405027,3119697.528379999,2198596.4987340886,733899.7776107201,1755,637,1189.88,7337.85
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,JP,Workers' compensation insurance,38208471.45,36602220.33207571,10332348.834782718,28312174.102098763,25919071.08919787,31739487.17609173,10772937.686787123,24457869.96217293,23638558.5722842,17341828.124147017,5963223.5088872835,5584672.476522603,1243663.2162169728,5047,1604,2407.44,32788.73
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,JP,Motor vehicle liability insurance,19375793.86,18672305.926074106,3013446.818478097,15826112.626515279,12223465.683673963,10465330.90026354,3425436.995636235,8329927.511507483,6710030.736801177,6416959.9550512275,3693904.4374766317,1791802.053647788,1053409.3645588418,672,1905,6258.33,118924.21
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,JP,Other motor insurance,17930342.36,16083313.900968468,4063251.097716575,14780400.226283958,12190630.277961388,11466280.015399074,3902212.584564638,9623210.573886884,7295130.159607929,6139760.10425395,4700396.739398913,1927391.0307363893,361743.92719243723,8886,491,3321.05,9775.17
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,JP,"Marine, aviation and transport insurance",13133257.33,12606963.011006327,2320354.0061357226,8826970.901398858,10544172.020322954,9313714.039427137,2796253.325730464,7152521.835214543,7379224.874888024,5455702.396867807,3264917.884867668,1392469.4916330555,390895.4199360674,17794,916,3169.99,5682.56
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,JP,Fire and other damage to property insurance,29973496.59,29318207.328202527,6591083.072533478,25008251.52273948,24136210.902976073,19389414.40126268,3846289.563150403,15698527.615555847,13732913.902475042,13252760.632566283,6249958.274118113,3959536.6725475104,1159335.773648489,9940,536,2890.96,64847.54
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,JP,General liability insurance,11428627.96,10543402.088973427,3441147.6661566533,8811635.552667128,8588596.126459105,6511718.440120397,1344443.7068566773,4859611.270077835,3979303.430460938,4320567.401738333,3184998.3955587335,1239795.0970015633,233584.53970891592,2064,538,801.67,4795.08
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CH,Medical expense insurance,9282327.66,8736600.419347761,2854992.8447894077,6504839.894475133,7128818.559383228,6761102.730182653,1944471.538776543,4831233.170985846,4978686.9898871435,3579698.034835813,1938459.9100626556,1315155.5835213016,342032.0090042716,15478,178,2246.45,3835.0
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CH,Income protection insurance,34063968.14,30629900.18739266,9068552.142068837,25588739.291755468,23425828.14711167,24069214.2100569,4186264.2664596457,17650959.2552021,14879361.831070224,12510065.796116583,6951404.999473509,3453292.806262381,1942387.8599331423,16878,1272,1885.63,289990.53
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,CH,Workers' compensation insurance,16901114.8,15769158.455553189,4915133.7629517745,11864974.638051623,13642902.576858927,12933583.893138543,3311226.3930968638,10557229.454210704,8940487.611233689,6726010.324567181,4015409.3470295393,1361269.453515091,659341.5424226945,17387,1227,2005.59,8503.34
