reporting_period,LEI,Undertaking_Name,Reporting_Date,Line_Of_Business,Projection_Year,Calendar_Year,Claims_Payments,Expenses_Claims_Handling,Expenses_Administration,Total_Outflows,Premium_Receivables,RI_Recoveries,Salvage_Subrogation,Total_Inflows,Net_Cash_Flow,Discount_Factor,Present_Value
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,"Marine, aviation and transport insurance",19,2043,574858.15,45988.65,17245.74,638092.55,0.0,106525.67,27299.04,213622.19,458962.92,0.621885,357495.69
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,"Marine, aviation and transport insurance",20,2044,447699.98,35816.0,13431.0,496946.98,0.0,119460.25,19020.05,175121.88,291588.46,0.606531,271543.76
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,1,2025,33794888.38,2703591.07,1013846.65,37512326.11,5069233.26,9093719.85,1953435.23,10764205.27,26323798.38,0.97531,32960489.62
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,2,2026,26319485.54,2105558.84,789584.57,29214628.95,3947922.83,7528475.66,1420802.37,10526387.38,22270194.39,0.951229,25035869.08
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,3,2027,20497635.95,1639810.88,614929.08,22752375.9,0.0,5244017.41,1115062.09,4291620.51,14858645.69,0.927743,19016548.23
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,4,2028,15963574.93,1277085.99,478907.25,17719568.17,0.0,3748509.36,1082847.51,4941144.64,13441516.15,0.904837,14444439.92
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,5,2029,12432444.65,994595.57,372973.34,13800013.57,0.0,2371725.82,804056.32,3788885.16,9289494.04,0.882497,10971593.9
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,6,2030,9682397.63,774591.81,290471.93,10747461.37,0.0,2617881.21,365732.39,2170822.73,7301022.75,0.860708,8333716.87
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,7,2031,7540658.86,603252.71,226219.77,8370131.33,0.0,1729217.79,511483.39,3333572.97,4984828.98,0.839457,6330059.02
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,8,2032,5872671.02,469813.68,176180.13,6518664.84,0.0,1402120.3,357508.9,2621855.96,4924340.61,0.818731,4808136.37
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,9,2033,4573640.79,365891.26,137209.22,5076741.28,0.0,1174820.2,234661.46,1099416.26,3324283.63,0.798516,3652126.35
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,10,2034,3561955.03,284956.4,106858.65,3953770.08,0.0,846920.17,226226.97,1278207.17,2824005.43,0.778801,2774053.37
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,11,2035,2774053.37,221924.27,83221.6,3079199.24,0.0,594681.8,176589.68,654497.15,1893339.31,0.759572,2107093.61
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,12,2036,2160434.93,172834.79,64813.05,2398082.78,0.0,376833.48,158688.05,473153.65,1750604.04,0.740818,1600489.56
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,13,2037,1682548.42,134603.87,50476.45,1867628.74,0.0,311331.41,80940.33,721795.01,1290830.02,0.722527,1215687.26
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,14,2038,1310370.03,104829.6,39311.1,1454510.73,0.0,237855.29,48543.19,563605.42,963683.84,0.704688,923402.15
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,15,2039,1020517.2,81641.38,30615.52,1132774.09,0.0,242931.9,48572.47,300654.09,708908.22,0.687289,701390.53
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,16,2040,794779.6,63582.37,23843.39,882205.35,0.0,201022.59,50146.24,213574.18,642024.68,0.67032,532756.7
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,17,2041,618974.97,49518.0,18569.25,687062.22,0.0,172186.63,46571.99,148741.61,439957.96,0.65377,404667.13
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,18,2042,482058.19,38564.66,14461.75,535084.59,0.0,134519.79,15383.64,96829.64,397295.71,0.637628,307373.87
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,19,2043,375427.3,30034.18,11262.82,416724.3,0.0,74697.8,16845.37,116976.95,307720.83,0.621885,233472.63
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Medical expense insurance,20,2044,292383.07,23390.65,8771.49,324545.21,0.0,58676.55,21500.91,103572.26,220882.94,0.606531,177339.3
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,1,2025,25539226.15,2043138.09,766176.78,28348541.03,3830883.92,4764515.14,1467062.71,7961177.98,21251271.86,0.97531,24908660.41
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,2,2026,19889969.33,1591197.55,596699.08,22077865.95,2983495.4,4450297.25,1008574.5,6050147.18,16068163.42,0.951229,18919924.07
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,3,2027,15490323.69,1239225.89,464709.71,17194259.29,0.0,3310683.06,560138.16,6436349.05,11917722.86,0.927743,14371046.9
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,4,2028,12063876.22,965110.1,361916.29,13390902.6,0.0,2879967.34,683410.53,4580773.68,8596882.23,0.904837,10915846.61
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,5,2029,9395356.24,751628.5,281860.69,10428845.43,0.0,1457000.42,644855.82,2181848.47,7463332.27,0.882497,8291372.78
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,6,2030,7317110.8,585368.86,219513.32,8121992.99,0.0,1187913.14,311112.36,1578714.34,5520341.09,0.860708,6297895.63
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,7,2031,5698571.62,455885.73,170957.15,6325414.5,0.0,1413076.89,172586.87,1669150.97,4764278.83,0.839457,4783705.96
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,8,2032,4438052.04,355044.16,133141.56,4926237.77,0.0,960209.69,302464.85,1916333.95,3749573.32,0.818731,3633569.69
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,9,2033,3456358.4,276508.67,103690.75,3836557.83,0.0,984192.19,134951.16,1523020.9,2808218.79,0.798516,2759958.24
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,10,2034,2691814.63,215345.17,80754.44,2987914.24,0.0,741800.42,56286.86,1180521.46,2168574.44,0.778801,2096387.34
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,11,2035,2096387.34,167710.99,62891.62,2326989.95,0.0,555951.7,52182.19,541165.91,1766106.41,0.759572,1592357.39
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,12,2036,1632668.1,130613.45,48980.04,1812261.6,0.0,367516.14,71627.57,669369.77,1089753.85,0.740818,1209510.28
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,13,2037,1271523.2,101721.86,38145.7,1411390.75,0.0,270251.2,54093.2,365515.68,904737.64,0.722527,918710.29
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,14,2038,990263.26,79221.06,29707.9,1099192.22,0.0,179743.92,30078.9,356595.32,825759.71,0.704688,697826.73
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,15,2039,771217.8,61697.42,23136.53,856051.76,0.0,174547.99,29212.55,184930.36,629335.84,0.687289,530049.73
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,16,2040,600625.03,48050.0,18018.75,666693.78,0.0,177619.12,24595.19,163813.03,462660.61,0.67032,402611.0
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,17,2041,467767.24,37421.38,14033.02,519221.64,0.0,124566.11,22136.7,167235.34,371084.34,0.65377,305812.09
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,18,2042,364297.5,29143.8,10928.92,404370.22,0.0,107135.83,10893.31,163695.49,265365.71,0.637628,232286.34
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,19,2043,283715.17,22697.21,8511.46,314923.84,0.0,73334.7,15418.46,91261.85,224025.78,0.621885,176438.23
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Income protection insurance,20,2044,220957.6,17676.61,6628.73,245262.94,0.0,46260.36,6091.05,71197.7,166686.7,0.606531,134017.56
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,1,2025,18794916.69,1503593.34,563847.5,20862357.53,2819237.5,5456970.68,632421.48,5681832.97,12799073.96,0.97531,18330868.55
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,2,2026,14637495.84,1170999.67,439124.88,16247620.38,2195624.38,3372032.55,562932.57,4717930.29,10171938.13,0.951229,13923616.74
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,3,2027,11399693.22,911975.46,341990.8,12653659.48,0.0,1801906.98,760970.55,4106985.39,8186665.42,0.927743,10575991.13
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,4,2028,8878090.01,710247.2,266342.7,9854679.91,0.0,1394962.2,638641.0,2152481.84,7423401.14,0.904837,8033228.04
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,5,2029,6914263.45,553141.08,207427.9,7674832.43,0.0,1533509.7,279496.67,2665032.8,5706810.97,0.882497,6101816.08
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,6,2030,5384833.79,430786.7,161545.01,5977165.51,0.0,1107159.71,239305.38,1660088.01,4493453.24,0.860708,4634769.39
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,7,2031,4193712.77,335497.02,125811.38,4655021.18,0.0,1064719.08,146187.66,1032701.45,2919132.46,0.839457,3520441.63
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,8,2032,3266066.79,261285.34,97982.0,3625334.14,0.0,619032.61,110429.02,1190894.87,2198672.73,0.818731,2674029.32
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,9,2033,2543615.37,203489.23,76308.46,2823413.07,0.0,529335.96,146266.06,693682.05,1686556.58,0.798516,2031118.13
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,10,2034,1980969.65,158477.57,59429.09,2198876.31,0.0,321459.05,54591.57,810138.84,1548271.8,0.778801,1542780.71
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,11,2035,1542780.71,123422.46,46283.42,1712486.59,0.0,246348.7,67055.63,416005.1,1181165.29,0.759572,1171853.22
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,12,2036,1201518.83,96121.51,36045.56,1333685.9,0.0,274452.0,58715.15,334776.9,814101.04,0.740818,890107.04
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,13,2037,935743.8,74859.5,28072.31,1038675.62,0.0,244562.69,68114.11,408019.6,619203.94,0.722527,676100.49
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,14,2038,728758.01,58300.64,21862.74,808921.39,0.0,190195.86,46341.87,318305.03,510555.41,0.704688,513547.09
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,15,2039,567557.31,45404.58,17026.72,629988.61,0.0,148317.97,13211.36,203078.49,408737.5,0.687289,390076.05
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,16,2040,442014.07,35361.13,13260.42,490635.62,0.0,117282.43,31735.84,128716.82,333772.44,0.67032,296290.89
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,17,2041,344240.91,27539.27,10327.23,382107.41,0.0,57698.43,15495.8,99898.75,236364.31,0.65377,225054.3
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,18,2042,268095.09,21447.61,8042.85,297585.55,0.0,76185.06,7744.0,96228.67,221990.38,0.637628,170944.98
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,19,2043,208792.66,16703.41,6263.78,231759.86,0.0,59880.75,14113.21,50952.78,169849.97,0.621885,129845.04
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Workers' compensation insurance,20,2044,162607.89,13008.63,4878.24,180494.76,0.0,31136.93,12251.51,61347.35,131233.27,0.606531,98626.67
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,1,2025,12423641.73,993891.34,372709.25,13790242.32,1863546.26,2949556.01,860567.37,5160750.81,8146509.13,0.97531,12116900.92
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,2,2026,9675541.91,774043.35,290266.26,10739851.52,1451331.29,2814362.46,218670.38,3421558.69,7630882.26,0.951229,9203660.16
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,3,2027,7535319.61,602825.57,226059.59,8364204.77,0.0,1251630.1,172413.48,2985704.91,5477680.97,0.927743,6990843.69
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,4,2028,5868512.82,469481.03,176055.38,6514049.23,0.0,974565.6,385913.81,2419533.65,4503950.01,0.904837,5310049.98
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,5,2029,4570402.38,365632.19,137112.07,5073146.64,0.0,796097.92,95582.42,1714817.81,3473633.48,0.882497,4033365.94
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,6,2030,3559432.95,284754.64,106782.99,3950970.57,0.0,881385.26,244857.24,1098287.75,2402272.31,0.860708,3063632.33
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,7,2031,2772089.17,221767.13,83162.68,3077018.98,0.0,806671.0,146132.7,980830.37,2319357.9,0.839457,2327049.72
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,8,2032,2158905.22,172712.42,64767.16,2396384.79,0.0,625515.9,117283.99,592409.76,1833823.16,0.818731,1767562.09
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,9,2033,1681357.07,134508.57,50440.71,1866306.35,0.0,423908.06,74830.82,571592.81,1232715.2,0.798516,1342590.89
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,10,2034,1309442.2,104755.38,39283.27,1453480.85,0.0,370893.97,64097.15,531479.14,1071169.89,0.778801,1019794.61
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,11,2035,1019794.61,81583.57,30593.84,1131972.02,0.0,279066.64,64584.94,421908.85,741845.43,0.759572,774607.56
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,12,2036,794216.84,63537.35,23826.51,881580.7,0.0,132792.64,56029.82,257756.81,536473.79,0.740818,588370.31
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,13,2037,618536.7,49482.94,18556.1,686575.74,0.0,103479.26,18280.57,239833.47,489987.04,0.722527,446909.69
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,14,2038,481716.87,38537.35,14451.51,534705.72,0.0,86984.96,34112.98,130219.49,389514.87,0.704688,339460.14
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,15,2039,375161.47,30012.92,11254.84,416429.23,0.0,83781.39,23970.16,110802.78,269901.71,0.687289,257844.46
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,16,2040,292176.05,23374.08,8765.28,324315.41,0.0,80700.18,6462.39,129633.91,227790.94,0.67032,195851.46
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,17,2041,227546.94,18203.75,6826.41,252577.1,0.0,48893.58,13125.65,52491.72,171299.72,0.65377,148763.31
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,18,2042,177213.73,14177.1,5316.41,196707.24,0.0,52767.93,6045.85,67442.15,130605.51,0.637628,112996.46
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,19,2043,138014.19,11041.14,4140.43,153195.75,0.0,34209.4,4456.92,43835.55,116762.57,0.621885,85828.96
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Motor vehicle liability insurance,20,2044,107485.56,8598.84,3224.57,119308.97,0.0,19271.42,6254.23,36964.22,82012.59,0.606531,65193.29
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,1,2025,41322102.81,3305768.22,1239663.08,45867534.12,6198315.42,9311344.8,868418.91,17562893.81,33693867.65,0.97531,40301856.46
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,2,2026,32181686.03,2574534.88,965450.58,35721671.49,4827252.9,5668004.35,1441623.38,12635728.55,27226107.46,0.951229,30612166.68
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,3,2027,25063122.28,2005049.78,751893.67,27820065.73,0.0,7335237.96,1853707.42,6004960.54,20874949.76,0.927743,23252148.44
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,4,2028,19519179.26,1561534.34,585575.38,21666288.97,0.0,5499855.45,831848.76,5829025.16,14482875.45,0.904837,17661683.76
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,5,2029,15201552.09,1216124.17,456046.56,16873722.82,0.0,3776466.02,541937.41,3127523.35,10310390.45,0.882497,13415322.63
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,6,2030,11838980.67,947118.45,355169.42,13141268.55,0.0,2557425.66,437096.99,4630570.33,7947957.77,0.860708,10189905.1
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,7,2031,9220207.42,737616.59,276606.22,10234430.23,0.0,2651914.06,679710.29,3938773.07,7357006.34,0.839457,7739967.85
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,8,2032,7180704.76,574456.38,215421.14,7970582.28,0.0,1192355.99,332382.29,1672036.75,6085933.35,0.818731,5879063.81
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,9,2033,5592338.49,447387.08,167770.15,6207495.72,0.0,1118220.31,308248.76,2208125.14,4664699.37,0.798516,4465572.98
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,10,2034,4355317.59,348425.41,130659.53,4834402.53,0.0,1146895.18,263367.04,1378438.18,3358298.41,0.778801,3391924.75
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,11,2035,3391924.75,271353.98,101757.74,3765036.48,0.0,556698.2,247730.42,1139497.88,2231978.1,0.759572,2576411.49
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,12,2036,2641633.65,211330.69,79249.01,2932213.36,0.0,760751.71,130386.07,1101950.31,2169778.69,0.740818,1956970.34
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,13,2037,2057306.36,164584.51,61719.19,2283610.06,0.0,560333.59,48725.62,538534.22,1697503.17,0.722527,1486460.12
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,14,2038,1602231.8,128178.54,48066.95,1778477.3,0.0,456393.58,76080.59,496708.47,1097573.85,0.704688,1129073.67
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,15,2039,1247819.38,99825.55,37434.58,1385079.51,0.0,368433.17,40913.89,309127.53,975976.68,0.687289,857612.88
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,16,2040,971802.71,77744.22,29154.08,1078701.01,0.0,181169.92,74174.1,197010.4,632789.97,0.67032,651418.84
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,17,2041,756840.71,60547.26,22705.22,840093.19,0.0,170842.8,37299.95,182278.28,566800.97,0.65377,494799.59
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,18,2042,589428.14,47154.25,17682.84,654265.24,0.0,124810.92,43275.68,119249.26,498216.47,0.637628,375835.98
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,19,2043,459047.1,36723.77,13771.41,509542.28,0.0,111850.92,13363.14,97175.68,347783.78,0.621885,285474.53
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,Other motor insurance,20,2044,357506.24,28600.5,10725.19,396831.92,0.0,66222.14,13610.24,93410.32,278867.19,0.606531,216838.49
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",1,2025,37964223.07,3037137.85,1138926.69,42140287.61,5694633.46,6138669.22,1958634.71,15102070.8,25293242.91,0.97531,37026883.07
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",2,2026,29566566.66,2365325.33,886997.0,32818888.99,4434985.0,8380964.01,1617243.86,12939988.77,20094273.77,0.951229,28124588.19
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",3,2027,23026465.27,1842117.22,690793.96,25559376.44,0.0,6885713.28,1350648.91,7872139.42,17340216.1,0.927743,21362653.16
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",4,2028,17933029.18,1434642.33,537990.88,19905662.39,0.0,2753583.56,1369695.21,6473798.75,11985097.05,0.904837,16226475.82
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",5,2029,13966257.17,1117300.57,418987.72,15502545.46,0.0,2138832.09,321880.59,4920995.92,10793166.6,0.882497,12325178.69
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",6,2030,10876932.02,870154.56,326307.96,12073394.54,0.0,2446766.88,417738.9,3621318.79,8193161.77,0.860708,9361862.15
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",7,2031,8470963.17,677677.05,254128.9,9402769.12,0.0,1295314.75,312986.45,1806825.4,7031161.61,0.839457,7111009.51
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",8,2032,6597192.75,527775.42,197915.78,7322883.96,0.0,1707244.46,526237.68,1817809.07,5447283.38,0.818731,5401324.59
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",9,2033,5137898.88,411031.91,154136.97,5703067.76,0.0,1235449.61,242444.73,1313469.31,4098391.13,0.798516,4102695.59
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",10,2034,4001399.67,320111.97,120041.99,4441553.64,0.0,1142884.23,136521.77,975731.64,3158082.22,0.778801,3116293.2
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",11,2035,3116293.2,249303.46,93488.8,3459085.45,0.0,924124.2,202550.66,844967.9,2287331.43,0.759572,2367049.44
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",12,2036,2426971.58,194157.73,72809.15,2693938.46,0.0,503954.93,172620.06,953418.06,1863416.86,0.740818,1797944.77
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",13,2037,1890127.37,151210.19,56703.82,2098041.38,0.0,361475.27,144177.61,686737.72,1595447.68,0.722527,1365668.73
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",14,2038,1472032.68,117762.61,44160.98,1633956.27,0.0,348897.59,101970.01,593635.96,1056133.04,0.704688,1037323.89
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",15,2039,1146420.2,91713.62,34392.61,1272526.42,0.0,337738.95,24437.65,449600.47,966559.96,0.687289,787922.31
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",16,2040,892832.95,71426.64,26784.99,991044.57,0.0,179313.2,52575.93,304059.45,716321.18,0.67032,598483.82
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",17,2041,695339.0,55627.12,20860.17,771826.29,0.0,194643.94,39066.0,280900.37,495399.22,0.65377,454591.63
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,"Marine, aviation and transport insurance",18,2042,541530.56,43322.44,16245.92,601098.92,0.0,99797.62,24823.79,200059.88,372274.85,0.637628,345295.13
