reporting_period,LEI,Undertaking_Name,Reporting_Date,GL_Subclass,Accident_Year,Development_Year,Calendar_Year,Gross_Paid_Cumulative,Gross_Paid_Incremental,Gross_Case_Reserves,Gross_IBNR,Gross_Incurred,Gross_Ultimate,RI_Paid,RI_Outstanding,Net_Paid_Cumulative,Net_Incurred,Net_Ultimate,Large_Claims_Count,Large_Claims_Amount,Large_Claims_Threshold,Total_Claim_Count,Open_Claims,Closed_Claims
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Public Liability,2022,0,2022,10056683.5,1508502.53,28253412.41,28253412.41,46786119.64,66563508.33,2170273.17,12129639.87,6844087.41,34929146.23,46559097.76,11,25840532.45,1000000,643,160,355
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Public Liability,2022,1,2023,20928858.4,3139328.76,22817324.97,22817324.97,50591380.85,66563508.33,4354607.22,17558539.26,13942375.97,30828235.92,51059915.86,1,31966872.45,1000000,947,305,1978
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Public Liability,2022,2,2024,31080045.43,4662006.81,17741731.45,17741731.45,54144296.32,66563508.33,11216884.39,13280100.11,21895043.72,39855214.55,43751549.45,15,18298984.36,1000000,1103,360,1907
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Public Liability,2023,0,2023,7106593.97,1065989.09,19779478.76,19779478.76,32819916.36,46665551.49,2465430.62,11053884.8,4832897.61,25955522.99,32838178.93,8,23140760.2,1000000,824,246,2138
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Public Liability,2023,1,2024,14710820.08,2206623.01,15977365.71,15977365.71,35481395.5,46665551.49,4824141.74,6449331.37,9697152.41,24252554.16,34092124.45,4,14870301.0,1000000,2574,438,1446
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Public Liability,2024,0,2024,12406560.66,1860984.1,33337198.01,33337198.01,55744918.07,79080956.67,4126187.02,17964217.0,9390362.11,36826099.79,48441619.0,6,19909966.2,1000000,1102,246,376
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2010,0,2010,1426899.0,214034.85,4382467.74,4382467.74,7124107.07,10191834.49,349033.8,2496033.45,869596.3,4645807.78,6641610.54,1,2694420.53,1000000,232,359,1754
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2010,1,2011,3013314.49,451997.17,3589260.0,3589260.0,7679352.49,10191834.49,1092634.33,1786178.93,2158779.07,5463979.19,7782330.07,17,3243039.92,1000000,2025,451,1668
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2010,2,2012,4408832.92,661324.94,2891500.79,2891500.79,8167783.94,10191834.49,1667879.7,2119987.15,3193320.93,5052982.18,6147954.74,3,2596750.87,1000000,1808,500,1155
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2010,3,2013,5367439.63,805115.94,2412197.43,2412197.43,8503296.29,10191834.49,1219747.88,1217852.26,3583183.07,6385020.42,7561367.13,18,2357511.93,1000000,595,376,2277
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2010,4,2014,7067188.59,1060078.29,1562322.95,1562322.95,9098208.43,10191834.49,2476539.71,727063.39,4416281.3,5618229.02,7606754.49,1,2760824.95,1000000,1896,256,334
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2010,5,2015,6995240.3,1049286.04,1598297.1,1598297.1,9073026.52,10191834.49,1989205.16,1092403.1,4623233.24,6319627.13,6507842.97,10,3350510.11,1000000,1731,434,253
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2010,6,2016,7992452.2,1198867.83,1099691.15,1099691.15,9422050.69,10191834.49,2292104.88,644732.03,4943010.14,5829174.68,6646320.68,12,2392303.89,1000000,1736,376,2185
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2010,7,2017,8363229.13,1254484.37,914302.68,914302.68,9551822.62,10191834.49,1713699.22,493993.86,5374897.16,7435418.31,7864340.73,15,2956912.63,1000000,1855,413,598
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2010,8,2018,9039601.18,1355940.18,576116.66,576116.66,9788552.83,10191834.49,3535916.12,351222.92,6957660.39,7490934.33,8033792.98,4,2973062.01,1000000,697,443,1165
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2010,9,2019,8777165.09,1316574.76,707334.7,707334.7,9696700.2,10191834.49,1937916.83,444573.3,6197166.51,6396822.04,6622069.65,19,4207336.33,1000000,557,379,782
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2010,10,2020,9316578.35,1397486.75,437628.07,437628.07,9885494.84,10191834.49,2988668.5,299739.09,6392039.9,6313680.23,7869686.48,12,2324342.48,1000000,1791,346,1481
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2010,11,2021,10128844.88,1519326.73,31494.8,31494.8,10169788.13,10191834.49,3720688.51,19791.32,7352479.99,6830064.41,7830558.11,5,2844654.19,1000000,1095,417,2066
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2010,12,2022,9917426.95,1487614.04,137203.77,137203.77,10095791.85,10191834.49,1987045.42,106461.51,7831388.47,7491918.91,6977818.76,7,2584479.33,1000000,1183,59,1441
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2010,13,2023,9977458.51,1496618.78,107187.99,107187.99,10116802.9,10191834.49,3574744.73,68826.42,7039090.13,7788813.67,6753382.54,3,4667750.03,1000000,1976,470,2103
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2010,14,2024,10054915.95,1508237.39,68459.27,68459.27,10143913.0,10191834.49,2015837.36,47426.99,7798277.86,7069010.64,7042043.7,8,4501066.01,1000000,1164,185,1299
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2011,0,2011,10791273.67,1618691.05,28736622.97,28736622.97,48148883.54,68264519.62,4261301.54,15467778.03,7758254.05,36813850.03,48220034.99,15,23111362.7,1000000,1454,413,1934
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2011,1,2012,20685593.06,3102838.96,23789463.28,23789463.28,51611895.32,68264519.62,5613519.72,11343540.19,12687016.66,37263589.87,46134996.78,9,31735212.71,1000000,2427,150,236
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2011,2,2013,29527574.14,4429136.12,19368472.74,19368472.74,54706588.7,68264519.62,7740427.08,15266278.53,21001730.44,36617888.44,52712419.26,5,28876746.94,1000000,706,277,1271
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2011,3,2014,37929951.97,5689492.8,15167283.83,15167283.83,57647420.94,68264519.62,14330692.11,6636969.97,25750598.45,43933677.17,46227954.39,1,32631871.07,1000000,1005,460,1609
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2011,4,2015,42213374.23,6332006.13,13025572.69,13025572.69,59146618.73,68264519.62,11284794.16,7428445.35,31127822.06,37798823.51,41093381.77,19,33651185.7,1000000,1585,375,1282
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2011,5,2016,52615081.62,7892262.24,7824719.0,7824719.0,62787216.32,68264519.62,13682258.23,4643128.29,36713964.33,48587580.39,49110316.52,10,30577678.95,1000000,748,300,1338
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2011,6,2017,57761568.97,8664235.35,5251475.32,5251475.32,64588486.89,68264519.62,18090381.97,2700271.78,40418170.45,49744368.25,48926808.29,16,31996711.63,1000000,1901,354,1297
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2011,7,2018,61237157.33,9185573.6,3513681.14,3513681.14,65804942.82,68264519.62,16820127.83,2035284.2,45044996.72,40944683.72,47314919.73,5,16712221.62,1000000,2947,75,690
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2011,8,2019,63715053.96,9557258.09,2274732.83,2274732.83,66672206.64,68264519.62,24756922.97,1038687.48,46732971.36,48491272.32,51335940.01,20,27902023.05,1000000,1297,449,1663
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2011,9,2020,60316223.54,9047433.53,3974148.04,3974148.04,65482615.99,68264519.62,15576214.22,1852322.13,47301719.6,46123642.71,54286146.2,9,22854726.03,1000000,2708,126,204
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2011,10,2021,64298450.91,9644767.64,1983034.36,1983034.36,66876395.57,68264519.62,23009765.48,1425582.5,41551582.69,43981701.14,42294059.13,7,30148298.11,1000000,2488,165,697
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2011,11,2022,67519315.62,10127897.34,372602.0,372602.0,68003698.22,68264519.62,14601170.95,187408.76,46586531.9,48170813.29,48092957.79,19,33785652.6,1000000,149,142,1581
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2011,12,2023,68311168.06,10246675.21,-23324.22,-23324.22,68280846.57,68264519.62,15208632.08,-12067.97,45706008.44,45272223.31,51689152.31,17,21036966.4,1000000,2216,217,2043
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2011,13,2024,66828298.7,10024244.8,718110.46,718110.46,67761842.3,68264519.62,20495626.63,364921.81,44410021.44,51227919.83,52791451.01,20,14412280.54,1000000,797,186,728
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2012,0,2012,8203658.34,1230548.75,22846968.18,22846968.18,37904716.98,53897594.71,2680029.37,15876899.22,6060611.38,29394535.59,33184450.6,19,17059217.79,1000000,2152,170,2233
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2012,1,2013,16807844.01,2521176.6,18544875.35,18544875.35,40916181.96,53897594.71,6207405.76,9381989.21,12052178.99,26028952.03,41510788.59,12,22590047.38,1000000,1648,453,2077
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2012,2,2014,23310176.12,3496526.42,15293709.29,15293709.29,43191998.21,53897594.71,7570087.64,9233242.82,15192765.01,33630348.88,33932193.34,6,18338006.64,1000000,2251,256,808
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2012,3,2015,29987299.48,4498094.92,11955147.62,11955147.62,45528991.38,53897594.71,10936641.88,5500228.26,21645879.97,27377126.53,41205587.68,16,14574973.26,1000000,1655,17,355
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2012,4,2016,36116955.73,5417543.36,8890319.49,8890319.49,47674371.07,53897594.71,11570989.84,3734387.18,22993715.51,31157496.5,41897054.74,11,18553762.8,1000000,1020,168,935
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2012,5,2017,41622958.05,6243443.71,6137318.33,6137318.33,49601471.88,53897594.71,8719592.65,2471041.17,32867540.69,36942351.94,40782335.09,8,25587434.89,1000000,714,152,579
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2012,6,2018,46043008.41,6906451.26,3927293.15,3927293.15,51148489.51,53897594.71,10108394.12,1819579.86,29362302.83,39061259.11,36171213.85,7,20372290.15,1000000,1560,265,1971
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2012,7,2019,48091282.69,7213692.4,2903156.01,2903156.01,51865385.5,53897594.71,16189063.13,1237226.84,33141375.1,31819414.54,37500259.89,19,14325485.6,1000000,2715,474,139
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2012,8,2020,44619824.54,6692973.68,4638885.09,4638885.09,50650375.15,53897594.71,16180502.96,3654296.28,35375780.94,33420993.55,41272337.65,17,21754851.64,1000000,1035,389,919
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2012,9,2021,51668920.5,7750338.07,1114337.11,1114337.11,53117558.73,53897594.71,19078625.39,882679.23,32569293.61,40047941.17,40252379.51,12,15431999.81,1000000,2820,26,1722
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2012,10,2022,49636435.3,7445465.29,2130579.71,2130579.71,52406188.92,53897594.71,11682014.94,1630552.41,38511279.34,37879560.34,37853682.1,4,14545155.68,1000000,1449,269,365
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2012,11,2023,53278703.35,7991805.5,309445.68,309445.68,53680982.73,53897594.71,10743170.09,181061.21,41137032.19,38848769.75,39184875.53,9,11922806.99,1000000,2366,283,2292
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2012,12,2024,50458055.51,7568708.33,1719769.6,1719769.6,52693755.99,53897594.71,16891966.42,722039.97,33614508.23,35346387.29,37714501.15,3,16638865.29,1000000,329,238,2411
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2013,0,2013,7442859.13,1116428.87,21248496.31,21248496.31,35065904.33,49939851.75,2302816.67,9590277.98,4734366.1,26878092.78,34556059.63,17,15308842.92,1000000,1115,135,1138
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2013,1,2014,14843273.74,2226491.06,17548289.01,17548289.01,37656049.44,49939851.75,3487630.67,8702879.18,10436375.65,25296780.45,34712752.51,6,12230839.1,1000000,2925,489,1093
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2013,2,2015,21392110.29,3208816.54,14273870.73,14273870.73,39948142.24,49939851.75,5921092.34,7872654.24,16614534.76,24236149.45,39880521.76,8,24318556.28,1000000,2924,377,1958
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2013,3,2016,27629388.94,4144408.34,11155231.4,11155231.4,42131189.77,49939851.75,9497645.34,8635285.41,17965700.19,27938292.47,31071823.5,6,18435487.8,1000000,264,321,1178
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2013,4,2017,30913257.75,4636988.66,9513297.0,9513297.0,43280543.85,49939851.75,11937900.21,5447568.24,24234057.22,27743693.37,36895926.78,18,19690166.06,1000000,1236,56,868
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2013,5,2018,35944051.21,5391607.68,6997900.27,6997900.27,45041321.56,49939851.75,13646828.52,4016240.66,22992910.16,35825735.48,34373414.21,3,13105310.45,1000000,642,277,1330
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2013,6,2019,39189142.95,5878371.44,5375354.4,5375354.4,46177103.67,49939851.75,12646410.55,3251073.55,28491424.13,33818792.64,31196237.14,2,14705562.88,1000000,950,126,1089
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2013,7,2020,43926864.77,6589029.72,3006493.49,3006493.49,47835306.31,49939851.75,14499091.79,1308844.88,29124807.94,37611199.84,38573667.9,19,20035511.74,1000000,2480,254,1991
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2013,8,2021,41788610.82,6268291.62,4075620.47,4075620.47,47086917.42,49939851.75,13431320.75,1650117.87,30598677.3,35138250.02,34930365.58,4,10045001.33,1000000,2299,461,299
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2013,9,2022,47016342.03,7052451.3,1461754.86,1461754.86,48916623.35,49939851.75,17111504.45,927259.79,34878579.71,30233617.19,37108524.5,11,19189781.99,1000000,2696,47,894
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2013,10,2023,45589115.94,6838367.39,2175367.91,2175367.91,48417094.22,49939851.75,15366577.38,1431899.28,32819242.04,30821793.49,32922564.85,16,24840822.94,1000000,576,236,431
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2013,11,2024,46998570.28,7049785.54,1470640.74,1470640.74,48910403.23,49939851.75,9958306.38,1117101.83,29824654.34,33293505.36,32740555.95,16,24428709.52,1000000,908,61,2311
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2014,0,2014,8307271.58,1246090.74,24018053.12,24018053.12,39530740.64,56343377.82,2838955.17,15356018.85,5055764.23,26756893.16,38201057.65,19,27999841.47,1000000,980,316,2085
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2014,1,2015,17641168.25,2646175.24,19351104.79,19351104.79,42797604.47,56343377.82,6550710.09,10167234.32,11745682.51,30091900.52,40916731.5,10,23579030.11,1000000,2431,14,2472
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2014,2,2016,26493248.81,3973987.32,14925064.51,14925064.51,45895832.67,56343377.82,9925442.49,6117043.13,20114182.55,33144474.05,39801917.44,14,21891650.44,1000000,556,378,1903
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2014,3,2017,32645874.0,4896881.1,11848751.91,11848751.91,48049251.48,56343377.82,10089474.37,5508190.94,22439318.76,37713468.61,42984179.9,7,14700758.07,1000000,2512,422,1958
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2014,4,2018,37721163.57,5658174.54,9311107.13,9311107.13,49825602.83,56343377.82,9477266.73,5022548.98,26170319.86,34288680.69,34135971.56,1,24351763.82,1000000,1131,396,1757
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2014,5,2019,43125257.93,6468788.69,6609059.95,6609059.95,51717035.86,56343377.82,13204464.42,3100841.61,28013633.02,32336947.7,35716137.68,20,26082432.41,1000000,1208,262,813
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2014,6,2020,44949520.37,6742428.06,5696928.72,5696928.72,52355527.71,56343377.82,9987904.5,2859277.73,35505638.88,36745891.42,39616542.29,11,20153657.71,1000000,2177,257,2196
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2014,7,2021,45287815.5,6793172.32,5527781.16,5527781.16,52473931.01,56343377.82,17846240.29,2397919.95,33513331.47,32090588.03,38804718.44,10,26475949.42,1000000,2743,163,1172
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2014,8,2022,52030190.27,7804528.54,2156593.78,2156593.78,54833762.18,56343377.82,13888689.47,1338250.78,32937968.51,43385791.27,41791881.76,18,17595368.0,1000000,1119,184,1217
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2014,9,2023,50514654.02,7577198.1,2914361.9,2914361.9,54303324.49,56343377.82,12513881.58,2082625.8,34699670.11,36168373.28,44006676.87,18,13807811.54,1000000,2160,168,1892
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2014,10,2024,50939262.81,7640889.42,2702057.51,2702057.51,54451937.57,56343377.82,13700274.81,1361676.47,36527557.56,39216624.25,34422975.1,4,13711652.26,1000000,846,259,116
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2015,0,2015,8009823.03,1201473.46,23871029.86,23871029.86,39042161.85,55751882.75,1714627.68,10739690.81,5189806.86,26124052.25,42274523.1,11,14794962.07,1000000,2187,250,2120
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2015,1,2016,17123693.75,2568554.06,19314094.5,19314094.5,42232016.6,55751882.75,3622966.12,12810968.78,12995921.91,30447661.83,35696729.52,6,16676637.2,1000000,832,43,1859
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2015,2,2017,26160256.63,3924038.49,14795813.06,14795813.06,45394813.61,55751882.75,7492150.44,7428886.88,20576043.97,33023409.15,42435152.06,10,11560184.41,1000000,487,483,1905
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2015,3,2018,29973824.34,4496073.65,12889029.21,12889029.21,46729562.31,55751882.75,8745743.9,8184129.11,19123131.39,32691567.7,41096110.67,11,16935348.96,1000000,2712,361,2296
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2015,4,2019,37209990.74,5581498.61,9270946.0,9270946.0,49262220.55,55751882.75,10341802.8,5449326.34,23325401.96,35973978.59,35951888.02,6,25013363.11,1000000,892,408,535
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2015,5,2020,41003386.31,6150507.95,7374248.22,7374248.22,50589909.0,55751882.75,12795162.05,5641230.63,25974847.4,35718850.22,37712859.44,8,27312692.51,1000000,973,167,2145
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2015,6,2021,46429274.43,6964391.16,4661304.16,4661304.16,52488969.84,55751882.75,16319897.99,2245110.35,30061313.88,31799716.22,40571039.38,10,17352807.77,1000000,1410,402,2262
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2015,7,2022,46142089.2,6921313.38,4804896.77,4804896.77,52388455.01,55751882.75,15107208.17,3514662.09,28912905.76,41058523.85,33833266.76,16,12741083.81,1000000,521,360,1319
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2015,8,2023,51968045.18,7795206.78,1891918.78,1891918.78,54427539.6,55751882.75,15514579.98,1467565.07,35979067.87,42737842.86,36123090.21,20,21460844.68,1000000,961,302,723
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2015,9,2024,54842428.98,8226364.35,454726.89,454726.89,55433573.93,55751882.75,15093325.36,182155.35,33608013.09,42784293.17,38935839.7,11,20127291.57,1000000,740,108,1712
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2016,0,2016,7749537.26,1162430.59,20917729.3,20917729.3,34942585.35,49584995.86,2807779.81,12361719.59,5979637.15,24239147.03,36445183.93,6,10413273.05,1000000,746,322,733
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2016,1,2017,14121607.2,2118241.08,17731694.33,17731694.33,37172809.83,49584995.86,5229005.31,9313525.79,9418388.81,27232735.04,35627197.87,11,11139596.19,1000000,2215,252,1797
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2016,2,2018,23143459.5,3471518.92,13220768.18,13220768.18,40330458.13,49584995.86,7485624.36,9811564.93,16364725.91,27540256.97,33433580.53,9,9982732.9,1000000,1036,487,1166
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2016,3,2019,25514623.32,3827193.5,12035186.27,12035186.27,41160365.47,49584995.86,5772486.68,9288936.75,19802667.32,28789176.02,31538005.0,16,12090478.53,1000000,1343,199,683
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2016,4,2020,31129851.33,4669477.7,9227572.27,9227572.27,43125695.27,49584995.86,11883651.58,5615782.59,23683851.42,30246243.94,35794886.06,10,18992579.86,1000000,1466,382,1539
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2016,5,2021,33822060.58,5073309.09,7881467.64,7881467.64,44067968.51,49584995.86,9776391.88,5876576.86,23601701.06,30277650.64,34972749.54,11,15581098.77,1000000,1942,167,1832
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2016,6,2022,39753520.71,5963028.11,4915737.58,4915737.58,46143979.56,49584995.86,9026790.73,3869563.98,24123469.48,32145810.5,31833493.29,19,10785070.89,1000000,1711,400,1798
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2016,7,2023,43042401.44,6456360.22,3271297.21,3271297.21,47295087.81,49584995.86,17089393.73,2289391.12,28012172.77,33044028.49,30244681.17,1,17825859.43,1000000,1755,38,1764
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2016,8,2024,41656013.6,6248402.04,3964491.13,3964491.13,46809852.07,49584995.86,14951240.08,1675721.26,25071596.27,36151782.75,39098187.84,12,11204533.47,1000000,2745,422,663
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2017,0,2017,10025101.02,1503765.15,29471801.09,29471801.09,48338442.44,68968703.2,3492138.23,18150544.27,7918299.6,32765536.58,41427056.99,15,14202289.98,1000000,1223,19,918
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2017,1,2018,20878473.92,3131771.09,24045114.64,24045114.64,52137122.95,68968703.2,7316257.37,17222236.59,16333301.3,33670931.27,51566601.47,7,30906905.55,1000000,2811,376,1138
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2017,2,2019,32497042.36,4874556.35,18235830.42,18235830.42,56203621.91,68968703.2,9174198.23,11860460.15,23083073.62,40438347.86,45271487.64,10,27930278.8,1000000,1629,22,1408
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2017,3,2020,39048102.62,5857215.39,14960300.29,14960300.29,58496493.0,68968703.2,9339903.05,8638869.92,26725345.94,43860093.07,50574792.27,14,23646523.31,1000000,1666,176,2375
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2017,4,2021,45786966.76,6868045.01,11590868.22,11590868.22,60855095.45,68968703.2,11564520.47,5713592.76,29669218.69,36872074.04,50913748.63,18,34191539.88,1000000,916,418,970
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2017,5,2022,49001097.01,7350164.55,9983803.1,9983803.1,61980041.03,68968703.2,18912790.35,6415762.03,31605063.36,37335098.76,51364185.54,20,28206287.14,1000000,2160,235,1212
2025-11-30,549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Products Liability,2017,6,2023,53083581.35,7962537.2,7942560.93,7942560.93,63408910.55,68968703.2,14148951.8,6030140.75,33519450.26,48640263.43,43715446.2,4,23760969.39,1000000,404,134,747
